RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
113,0,33486,Roger Sloan,4.44,43,968,+0.53
114,0,36699,Patrick Rodgers,4.47,28,626,+0.39
115,0,39324,J.J. Spaun,4.49,40,891,+0.38
116,0,35532,Tom Hoge,4.50,45,1001,+0.62
117,0,49303,Anders Albertson,4.57,33,722,+0.52
117,0,34099,Harris English,4.57,50,1095,+0.44
117,0,27349,Alex Noren,4.57,27,591,+0.33
117,0,37275,Sam Ryder,4.57,38,832,+0.26
121,0,49960,Sepp Straka,4.58,37,808,+0.35
122,0,45157,Cam Davis,4.60,36,782,+0.31
122,0,35506,Mackenzie Hughes,4.60,42,914,+0.43
124,0,22371,Aaron Baddeley,4.62,27,585,+0.67
124,0,40026,Daniel Berger,4.62,38,822,+0.39
124,0,25572,Graeme McDowell,4.62,32,692,+0.38
127,0,32102,Rickie Fowler,4.69,41,875,+0.54
128,0,39546,Keith Mitchell,4.71,40,850,+0.55
129,0,37454,Whee Kim,4.77,31,650,+0.77
130,0,27556,Ted Potter Jr.,4.78,40,836,+0.48
131,0,29974,Branden Grace,4.82,30,623,+0.40
132,0,36852,Jim Knous,4.84,26,537,+0.73
133,0,32058,José de Jesús Rodríguez,4.85,33,680,+0.61
134,0,28089,Jason Day,4.88,32,656,+0.41
135,0,37189,Harold Varner III,4.98,51,1025,+0.51
136,0,34256,Andrew Putnam,5.00,39,780,+0.72
137,0,47128,Richy Werenski,5.03,51,1013,+0.55
138,0,33418,Shawn Stefani,5.04,43,854,+0.60
139,0,34264,Hudson Swafford,5.07,33,651,+0.64
140,0,36799,Stephan Jaeger,5.11,40,783,+0.63
140,0,37455,Si Woo Kim,5.11,42,822,+0.67
142,0,27095,Nick Watney,5.15,49,951,+0.65
143,0,26851,Marc Leishman,5.16,41,795,+0.66
144,0,34021,Bud Cauley,5.19,53,1022,+0.70
145,0,52372,Cameron Champ,5.20,49,942,+0.35
145,0,27963,Chris Stroud,5.20,37,712,+0.49
147,0,34076,Joel Dahmen,5.21,55,1056,+0.60
148,0,34466,Peter Malnati,5.34,56,1048,+0.36
149,0,27936,Martin Laird,5.43,55,1013,+0.36
150,0,30692,Scott Stallings,5.54,52,938,+0.63
151,0,25632,Jimmy Walker,5.62,44,783,+0.41
152,0,32139,Danny Willett,5.64,39,692,+0.33
153,0,29223,Sam Saunders,5.66,52,919,+0.50
154,0,36689,Brooks Koepka,5.67,46,812,+0.52
155,0,48081,Xander Schauffele,5.68,42,740,+0.26
156,0,35461,Beau Hossler,5.84,55,942,+0.60
157,0,32757,Patton Kizzire,5.87,43,732,+0.70
158,0,21209,Sergio Garcia,5.89,31,526,+0.58
158,0,25396,Kevin Na,5.89,36,611,+0.50
160,0,25804,Bubba Watson,5.90,41,695,+0.73
161,0,37380,Curtis Luck,5.94,36,606,+0.58
162,0,30191,Julián Etulain,5.96,42,705,+0.24
163,0,30925,Dustin Johnson,5.97,46,771,+0.39
164,0,24925,Jonathan Byrd,6.00,30,500,+0.37
165,0,35421,Brandon Harkins,6.01,57,949,+0.60
166,0,34046,Jordan Spieth,6.16,56,909,+0.46
167,0,28252,Seamus Power,6.21,53,853,+0.55
168,0,06522,Ernie Els,6.28,26,414,+0.12
169,0,23320,Ryan Palmer,6.36,45,707,+0.56
170,0,33948,Byeong Hun An,6.38,54,847,+0.33
171,0,34563,Chesson Hadley,6.41,53,827,+0.51
172,0,30944,Jason Kokrak,6.44,67,1040,+0.51
173,0,27141,J.B. Holmes,6.52,43,660,+0.42
174,0,29725,Tony Finau,6.56,59,900,+0.51
175,0,51766,Wyndham Clark,6.64,66,994,+0.47
175,0,12716,Charley Hoffman,6.64,43,648,+0.67
177,0,32333,Kevin Tway,6.82,63,924,+0.25
178,0,29926,Danny Lee,6.85,68,993,+0.46
179,0,39975,Michael Kim,6.96,43,618,+0.70
180,0,21731,Freddie Jacobson,7.09,39,550,+0.59
181,0,29484,Peter Uihlein,7.15,57,797,+0.40
182,0,01810,Phil Mickelson,7.20,49,681,+0.41
183,0,47504,Sam Burns,7.27,68,935,+0.44
184,0,27129,Luke List,7.50,57,760,+0.30
185,0,39954,Cody Gribble,7.55,60,795,+0.50
186,0,46601,Trey Mullinax,7.72,67,868,+0.51
187,0,35617,Martin Trainer,8.81,60,681,+0.50
188,0,46501,Ollie Schniederjans,9.31,78,838,+0.59
