RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
130,0,48119,Ben Taylor,20.33,183,900,89
131,0,29518,Brendan Steele,20.32,278,1368,115
132,0,33122,Russell Knox,20.29,336,1656,8
132,0,23108,Matt Kuchar,20.29,241,1188,114
132,0,33410,Andrew Landry,20.29,241,1188,158
135,0,27141,J.B. Holmes,20.25,175,864,193
136,0,35449,Adam Long,20.24,306,1512,168
137,0,51766,Wyndham Clark,20.23,284,1404,165
137,0,48887,Matt Wallace,20.23,193,954,157
139,0,47993,Denny McCarthy,20.21,342,1692,154
140,0,22371,Aaron Baddeley,20.16,196,972,155
141,0,29926,Danny Lee,20.15,214,1062,131
142,0,26758,David Hearn,20.14,232,1152,87
143,0,46550,Brandon Hagy,20.12,268,1332,169
144,0,33490,Bo Hoag,20.11,315,1566,15
144,0,33413,Ben Martin,20.11,181,900,79
146,0,34256,Andrew Putnam,20.10,322,1602,90
147,0,33120,Mark Anderson,20.04,202,1008,42
148,0,47128,Richy Werenski,20.03,310,1548,161
149,0,28420,Ryan Brehm,20.02,209,1044,56
150,0,23325,Vaughn Taylor,20.01,281,1404,134
151,0,30911,Tommy Fleetwood,20.00,216,1080,145
152,0,32640,Troy Merritt,19.90,351,1764,136
153,0,30692,Scott Stallings,19.88,272,1368,40
154,0,32662,Michael Gligic,19.86,286,1440,84
155,0,23623,Bo Van Pelt,19.83,257,1296,125
156,0,34431,Robert Streb,19.78,292,1476,141
157,0,33399,Adam Hadwin,19.76,313,1584,180
158,0,24924,Bill Haas,19.70,156,792,97
159,0,28089,Jason Day,19.66,230,1170,79
160,0,20396,Lee Westwood,19.62,219,1116,131
161,0,29908,C.T. Pan,19.58,282,1440,95
161,0,46441,Robby Shelton,19.58,282,1440,187
163,0,34213,Grayson Murray,19.50,172,882,177
164,0,27554,Scott Harrington,19.48,277,1422,174
165,0,34174,John Huh,19.44,203,1044,112
165,0,28775,Nate Lashley,19.44,266,1368,113
165,0,26476,Chez Reavie,19.44,294,1512,64
168,0,53165,Doc Redman,19.37,265,1368,94
168,0,39324,J.J. Spaun,19.37,251,1296,60
170,0,32618,Rhein Gibson,19.35,195,1008,178
171,0,33948,Byeong Hun An,19.31,292,1512,166
171,0,35104,Tom Lewis,19.31,278,1440,109
173,0,25686,Jason Dufner,19.25,298,1548,92
174,0,34314,Sebastian Cappelen,19.24,187,972,189
175,0,24781,Hunter Mahan,19.20,197,1026,195
176,0,29970,Dylan Frittelli,19.14,248,1296,153
177,0,30110,Kyle Stanley,19.07,309,1620,14
178,0,48045,Michael Gellerman,19.03,161,846,5
179,0,23788,D.J. Trahan,19.02,226,1188,108
180,0,32254,Xinjun Zhang,18.95,232,1224,181
181,0,30163,Henrik Norlander,18.92,286,1512,25
182,0,46435,Austin Cook,18.90,245,1296,142
183,0,24140,Sean O'Hair,18.85,173,918,48
184,0,21961,Charles Howell III,18.81,237,1260,62
185,0,45609,Tyler Duncan,18.77,304,1620,150
186,0,26499,Rafa Cabrera Bello,18.62,248,1332,175
187,0,19846,Brian Gay,18.49,233,1260,191
188,0,27974,Sung Kang,18.41,285,1548,185
189,0,25632,Jimmy Walker,17.94,239,1332,194
190,0,28679,Fabián Gómez,17.90,174,972,182
191,0,39975,Michael Kim,17.87,222,1242,188
192,0,33404,Chris Baker,17.80,173,972,101
193,0,23983,Luke Donald,17.76,179,1008,68
194,0,24357,K.J. Choi,17.63,165,936,172
195,0,35617,Martin Trainer,17.14,182,1062,196
196,0,27095,Nick Watney,17.08,166,972,119
