RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
47,0,23135,Tim Clark,10.13,92,908,+0.22
48,0,02002,John Riegger,10.18,67,658,+0.15
49,0,01945,Kenny Perry,10.22,112,1096,+0.08
50,0,01938,David Peoples,10.24,129,1260,+0.11
51,0,10733,Kent Jones,10.48,92,878,E
52,0,01619,Skip Kendall,10.50,143,1362,+0.09
52,0,02214,Kirk Triplett,10.50,114,1086,E
54,0,22295,Darron Stiles,10.63,120,1129,+0.19
55,0,20623,Gavin Coles,10.65,92,864,+0.27
56,0,20498,Briny Baird,10.66,156,1464,+0.11
57,0,06475,Jeff Klein,10.71,81,756,+0.27
58,0,20472,Alex Cejka,10.75,118,1098,+0.08
59,0,21739,Aaron Barber,10.78,133,1234,+0.13
60,0,06809,Bob Burns,10.81,115,1064,+0.17
60,0,02104,Jeff Sluman,10.81,137,1267,+0.13
62,0,02246,Duffy Waldorf,10.87,115,1058,+0.04
63,0,11032,Frank Lickliter II,10.90,124,1138,+0.13
63,0,02106,Chris Smith,10.90,128,1174,+0.16
65,0,08123,Jeff Brehaut,10.92,153,1401,+0.04
66,0,01685,J.L. Lewis,10.96,133,1214,+0.25
66,0,26489,Cameron Yancey,10.96,78,712,+0.14
68,0,01766,Billy Mayfair,10.97,139,1267,+0.15
69,0,01948,Tim Petrovic,10.99,142,1292,+0.12
70,0,12782,Tim Herron,11.00,139,1264,+0.17
71,0,25031,Andy Miller,11.01,109,990,+0.29
72,0,01761,Len Mattiace,11.05,116,1050,+0.13
73,0,23614,Rich Beem,11.10,98,883,+0.10
73,0,08725,Tom Gillis,11.10,99,892,+0.21
75,0,01035,Tommy Armour III,11.11,88,792,+0.09
75,0,20645,John Senden,11.11,158,1422,+0.08
77,0,01307,Joel Edwards,11.12,93,836,+0.11
78,0,01132,Mark Brooks,11.14,122,1095,+0.25
79,0,06575,Dudley Hart,11.22,94,838,+0.03
80,0,10425,Jay Williamson,11.23,133,1184,+0.13
81,0,01361,Dan Forsman,11.24,141,1254,+0.08
82,0,20094,Jonathan Kaye,11.29,118,1045,+0.19
83,0,23125,Brad Elder,11.31,71,628,+0.32
83,0,02010,Loren Roberts,11.31,112,990,+0.14
85,0,01475,Donnie Hammond,11.32,135,1193,+0.24
86,0,20098,Stuart Appleby,11.37,113,994,+0.03
87,0,21209,Sergio Garcia,11.42,66,578,+0.12
88,0,20574,Mathew Goggin,11.52,124,1076,+0.15
89,0,06004,Stephen Ames,11.53,136,1180,+0.04
89,0,20121,Todd Fischer,11.53,146,1266,+0.23
91,0,23036,Chris Anderson,11.54,140,1213,+0.09
92,0,01378,David Frost,11.55,121,1048,+0.17
93,0,01928,Corey Pavin,11.57,127,1098,+0.16
94,0,01553,John Huston,11.58,116,1002,+0.02
95,0,07867,Woody Austin,11.59,147,1268,+0.01
96,0,20572,Rod Pampling,11.71,119,1016,+0.12
96,0,12660,Jesper Parnevik,11.71,142,1213,+0.14
96,0,20127,Chris Riley,11.71,126,1076,+0.09
99,0,01042,Paul Azinger,11.79,110,933,+0.20
100,0,23621,Rory Sabbatini,11.80,130,1102,+0.02
101,0,23353,J.J. Henry,11.84,158,1335,+0.11
102,0,01161,Mark Calcavecchia,11.93,117,981,+0.11
103,0,06595,Kevin Sutherland,11.94,129,1080,+0.18
104,0,19824,Craig Barlow,11.95,151,1264,+0.18
104,0,08633,Per-Ulrik Johansson,11.95,150,1255,+0.22
106,0,01388,Robert Gamez,11.99,175,1460,+0.06
107,0,01666,Bernhard Langer,12.02,87,724,+0.17
108,0,12662,Thomas Levet,12.05,126,1046,+0.13
108,0,26950,John Morgan,12.05,126,1046,+0.10
110,0,06251,Chris DiMarco,12.09,134,1108,+0.01
110,0,08793,Tiger Woods,12.09,88,728,+0.03
112,0,20029,Notah Begay III,12.10,145,1198,+0.07
113,0,11011,Mike Sposa,12.11,110,908,+0.03
114,0,25345,Carl Pettersson,12.12,127,1048,+0.21
115,0,06034,Marco Dawson,12.13,127,1047,+0.06
115,0,07457,Steve Flesch,12.13,162,1335,+0.12
115,0,01706,Davis Love III,12.13,108,890,+0.06
118,0,25692,Akio Sadakata,12.16,129,1061,+0.19
119,0,02206,David Toms,12.18,114,936,+0.14
120,0,06515,Shaun Micheel,12.22,153,1252,+0.16
121,0,24925,Jonathan Byrd,12.23,149,1218,+0.12
122,0,10201,Matt Gogel,12.26,115,938,+0.26
123,0,01677,Tom Lehman,12.27,118,962,+0.19
123,0,23177,Kenneth Staton,12.27,94,766,+0.09
125,0,21878,Mark Wilson,12.29,130,1058,+0.24
126,0,07101,Dave Stockton Jr.,12.35,124,1004,+0.21
127,0,02239,Scott Verplank,12.46,141,1132,+0.10
128,0,20940,Kenichi Kuboya,12.50,146,1168,+0.14
129,0,21805,Harrison Frazar,12.54,145,1156,+0.07
130,0,10213,Dicky Pride,12.58,112,890,+0.08
131,0,19825,Darren Clarke,12.59,67,532,+0.10
131,0,06573,Brandt Jobe,12.59,128,1017,+0.09
131,0,12755,Vance Veazey,12.59,109,866,+0.26
134,0,23034,Brent Schwarzrock,12.74,98,769,+0.14
135,0,01457,Jay Haas,12.84,129,1005,+0.06
136,0,12823,Carlos Franco,12.85,163,1268,+0.07
137,0,10423,Mike Weir,12.87,100,777,-0.01
138,0,20229,Stewart Cink,12.89,158,1226,+0.04
139,0,20634,Peter Lonard,12.92,137,1060,+0.09
140,0,01968,Nick Price,12.93,91,704,+0.32
141,0,19846,Brian Gay,12.95,161,1243,+0.19
141,0,06332,Neal Lancaster,12.95,184,1421,+0.06
141,0,10585,Scott McCarron,12.95,114,880,+0.04
144,0,22548,Patrick Sheehan,12.98,170,1310,+0.08
145,0,19972,José Coceres,13.03,98,752,+0.17
146,0,01941,Tom Pernice Jr.,13.15,172,1308,+0.06
147,0,01577,Lee Janzen,13.24,118,891,+0.08
148,0,10565,Ian Leggatt,13.36,116,868,+0.15
148,0,01707,Steve Lowery,13.36,128,958,+0.11
150,0,06617,Brian Henninger,13.51,94,696,+0.03
151,0,12388,Michael Clark II,13.52,96,710,+0.09
152,0,02223,Bob Tway,13.57,150,1105,+0.14
153,0,10912,Craig Perks,13.69,140,1023,+0.06
154,0,22621,Ben Curtis,13.72,115,838,+0.17
155,0,01329,Brad Faxon,13.79,150,1088,+0.16
156,0,20568,Anthony Painter,13.89,155,1116,+0.11
157,0,01810,Phil Mickelson,13.91,112,805,+0.07
158,0,20663,Brenden Pappas,13.94,190,1363,+0.01
159,0,25450,Ty Tryon,13.97,88,630,+0.24
160,0,20157,Retief Goosen,14.00,98,700,+0.04
161,0,20566,Kaname Yokoo,14.04,96,684,+0.23
162,0,01226,Fred Couples,14.18,97,684,+0.20
163,0,22892,Jason Gore,14.22,156,1097,+0.14
164,0,20593,Greg Chalmers,14.29,185,1295,+0.07
164,0,06522,Ernie Els,14.29,88,616,E
164,0,20573,Scott Laycock,14.29,130,910,+0.12
167,0,06581,David Sutherland,14.30,135,944,+0.11
168,0,24356,Jason Buha,14.32,110,768,+0.06
169,0,10885,Robert Allenby,14.40,129,896,+0.20
170,0,23656,Jason Caron,14.45,135,934,+0.16
170,0,10107,Deane Pappas,14.45,139,962,-0.03
172,0,22046,Geoff Ogilvy,14.56,150,1030,+0.02
173,0,23541,Ben Crane,14.70,172,1170,+0.09
174,0,24357,K.J. Choi,14.73,183,1242,+0.16
175,0,24361,Pat Perez,14.84,173,1166,+0.12
176,0,01320,Bob Estes,14.86,156,1050,+0.17
177,0,07749,Brett Quigley,15.10,170,1126,+0.09
178,0,01024,Billy Andrade,15.12,187,1237,+0.08
179,0,22371,Aaron Baddeley,15.17,133,877,+0.12
180,0,12645,Brent Geiberger,15.57,111,713,+0.14
180,0,21961,Charles Howell III,15.57,211,1355,+0.06
182,0,06567,Vijay Singh,15.58,181,1162,-0.04
183,0,23552,Hank Kuehne,15.76,145,920,-0.01
183,0,01723,Andrew Magee,15.76,182,1155,+0.04
185,0,12661,Todd Barranger,16.58,162,977,+0.12
185,0,21806,Paul Gow,16.58,132,796,-0.02
187,0,21633,Steve Allan,16.67,109,654,+0.14
188,0,24502,Adam Scott,16.81,80,476,+0.28
189,0,06527,Steve Stricker,18.69,146,781,+0.07
190,0,01249,John Daly,19.82,130,656,+0.17
