RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
99,0,33418,Shawn Stefani,10
99,0,27214,Kevin Streelman,10
99,0,27770,Camilo Villegas,10
99,0,25349,Tim Wilkinson,10
99,0,31323,Gary Woodland,10
118,0,20104,Ken Duke,9
118,0,28500,Martin Flores,9
118,0,31646,Emiliano Grillo,9
118,0,36801,Mark Hubbard,9
118,0,37455,Si Woo Kim,9
118,0,32757,Patton Kizzire,9
118,0,33122,Russell Knox,9
118,0,25572,Graeme McDowell,9
118,0,22046,Geoff Ogilvy,9
118,0,23621,Rory Sabbatini,9
118,0,29223,Sam Saunders,9
118,0,46501,Ollie Schniederjans,9
118,0,27649,Brandt Snedeker,9
118,0,29485,Brett Stegmaier,9
118,0,27963,Chris Stroud,9
118,0,34264,Hudson Swafford,9
118,0,26951,Johnson Wagner,9
135,0,19803,Ryan Armour,8
135,0,28093,Miguel Angel Carballo,8
135,0,25720,Chad Collins,8
135,0,35110,Brett Drewitt,8
135,0,25686,Jason Dufner,8
135,0,30191,Julián Etulain,8
135,0,25191,Gonzalo Fernandez-Castaño,8
135,0,21209,Sergio Garcia,8
135,0,24358,Robert Garrigus,8
135,0,23353,J.J. Henry,8
135,0,31557,Jim Herman,8
135,0,21961,Charles Howell III,8
135,0,30852,Ryo Ishikawa,8
135,0,39975,Michael Kim,8
135,0,35879,Kelly Kraft,8
135,0,46732,Rick Lamb,8
135,0,35300,Andrew Loupe,8
135,0,28237,Rory McIlroy,8
135,0,26329,Louis Oosthuizen,8
135,0,36699,Patrick Rodgers,8
135,0,26331,Charl Schwartzel,8
135,0,34431,Robert Streb,8
135,0,31560,Brian Stuard,8
135,0,32150,Michael Thompson,8
135,0,47128,Richy Werenski,8
160,0,33948,Byeong Hun An,7
160,0,22371,Aaron Baddeley,7
160,0,32102,Rickie Fowler,7
160,0,24024,Zach Johnson,7
160,0,22986,Søren Kjeldsen,7
160,0,27466,Spencer Levin,7
160,0,33204,Shane Lowry,7
160,0,24502,Adam Scott,7
160,0,25892,Steve Wheatcroft,7
169,0,46443,Brian Campbell,6
169,0,32200,Roberto Castro,6
169,0,28679,Fabián Gómez,6
169,0,35532,Tom Hoge,6
169,0,30925,Dustin Johnson,6
169,0,46440,Smylie Kaufman,6
175,0,35450,Patrick Cantlay,5
175,0,20472,Alex Cejka,5
175,0,23983,Luke Donald,5
175,0,10809,Jim Furyk,5
175,0,30944,Jason Kokrak,5
175,0,24781,Hunter Mahan,5
175,0,31202,William McGirt,5
175,0,29908,C.T. Pan,5
175,0,22056,Cameron Percy,5
175,0,25632,Jimmy Walker,5
175,0,25804,Bubba Watson,5
186,0,06522,Ernie Els,4
186,0,29974,Branden Grace,4
186,0,23325,Vaughn Taylor,4
189,0,37278,Nicholas Lindheim,3
190,0,24357,K.J. Choi,2
