RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
141,0,26331,Charl Schwartzel,31.28,234,748,+0.21
143,0,24494,Erik Compton,31.29,322,1029,+1.09
144,0,34265,Will Wilcox,31.31,175,559,+0.91
145,0,22371,Aaron Baddeley,31.37,250,797,+0.52
146,0,20848,Ángel Cabrera,31.47,265,842,+0.23
147,0,22405,Justin Rose,31.52,226,717,+0.04
148,0,28500,Martin Flores,31.69,296,934,+0.47
149,0,29740,Brad Fritsch,31.73,171,539,+0.70
149,0,26956,Bronson La'Cassie,31.73,158,498,+0.44
151,0,25349,Tim Wilkinson,31.82,315,990,+0.92
152,0,25274,Steven Bowditch,31.84,342,1074,+1.35
153,0,30944,Jason Kokrak,31.86,266,835,-0.34
154,0,34261,Scott Langley,31.90,348,1091,+0.92
155,0,34563,Chesson Hadley,31.91,314,984,+1.40
156,0,23320,Ryan Palmer,32.00,297,928,+0.07
157,0,27120,Troy Matteson,32.23,215,667,+1.67
158,0,20157,Retief Goosen,32.25,346,1073,+0.55
159,0,29289,S.Y. Noh,32.36,333,1029,+0.72
160,0,27141,J.B. Holmes,32.38,338,1044,+0.56
161,0,25562,Andres Romero,32.59,320,982,+0.50
162,0,24846,Ricky Barnes,32.87,354,1077,+0.37
163,0,30692,Scott Stallings,33.26,287,863,+1.39
164,0,28132,Tyrone Van Aswegen,33.30,295,886,+1.12
165,0,28089,Jason Day,33.56,151,450,+1.06
166,0,24140,Sean O'Hair,33.59,307,914,+0.78
167,0,33461,Morgan Hoffmann,33.69,415,1232,+1.25
168,0,10423,Mike Weir,33.75,245,726,+0.65
169,0,30925,Dustin Johnson,34.03,195,573,+0.21
170,0,06522,Ernie Els,34.07,293,860,+1.06
171,0,34360,Patrick Reed,34.47,354,1027,+0.93
172,0,29461,Jamie Lovemark,34.93,226,647,-0.18
173,0,23409,James Driscoll,35.64,283,794,+1.59
174,0,21961,Charles Howell III,35.70,467,1308,+0.13
174,0,30852,Ryo Ishikawa,35.70,302,846,+0.99
176,0,25632,Jimmy Walker,35.89,360,1003,+0.17
177,0,35300,Andrew Loupe,36.82,250,679,+0.20
