RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
71,0,47128,Richy Werenski,70.71,1485,21
74,0,40058,Zac Blair,70.75,1415,20
74,0,30852,Ryo Ishikawa,70.75,849,12
74,0,25240,D.A. Points,70.75,1132,16
77,0,34213,Grayson Murray,70.76,1203,17
78,0,29720,Andres Gonzales,70.77,1557,22
79,0,24024,Zach Johnson,70.78,637,9
79,0,25572,Graeme McDowell,70.78,637,9
81,0,46443,Brian Campbell,70.79,991,14
81,0,27436,Graham DeLaet,70.79,991,14
83,0,33141,Keegan Bradley,70.80,1062,15
83,0,39975,Michael Kim,70.80,1062,15
83,0,32150,Michael Thompson,70.80,708,10
83,0,37189,Harold Varner III,70.80,1062,15
87,0,24846,Ricky Barnes,70.83,1629,23
87,0,26499,Rafa Cabrera Bello,70.83,425,6
87,0,33122,Russell Knox,70.83,850,12
87,0,29223,Sam Saunders,70.83,1275,18
91,0,29926,Danny Lee,70.85,1842,26
92,0,25364,Paul Casey,70.86,496,7
92,0,33413,Ben Martin,70.86,1488,21
94,0,25834,Daniel Summerhays,70.88,1134,16
95,0,20771,Steven Alker,70.92,922,13
96,0,33948,Byeong Hun An,70.93,1064,15
97,0,34021,Bud Cauley,70.94,1277,18
97,0,37454,Whee Kim,70.94,1206,17
99,0,25191,Gonzalo Fernandez-Castaño,71.00,923,13
99,0,34098,Russell Henley,71.00,781,11
99,0,33204,Shane Lowry,71.00,852,12
99,0,29908,C.T. Pan,71.00,1207,17
99,0,29518,Brendan Steele,71.00,1065,15
99,0,26289,Boo Weekley,71.00,1065,15
105,0,29725,Tony Finau,71.05,1421,20
106,0,23541,Ben Crane,71.06,1137,16
106,0,34431,Robert Streb,71.06,1279,18
108,0,26596,Ryan Moore,71.09,782,11
109,0,32366,Kevin Chappell,71.11,1280,18
109,0,39324,J.J. Spaun,71.11,1351,19
111,0,24357,K.J. Choi,71.13,1138,16
111,0,23320,Ryan Palmer,71.13,569,8
113,0,12510,Chad Campbell,71.18,1566,22
113,0,31560,Brian Stuard,71.18,1566,22
115,0,26758,David Hearn,71.20,712,10
115,0,36801,Mark Hubbard,71.20,1068,15
115,0,23108,Matt Kuchar,71.20,356,5
118,0,29479,Scott Brown,71.21,997,14
118,0,48081,Xander Schauffele,71.21,997,14
120,0,46550,Brandon Hagy,71.22,1282,18
121,0,27936,Martin Laird,71.23,926,13
121,0,34466,Peter Malnati,71.23,1567,22
123,0,28132,Tyrone Van Aswegen,71.26,1639,23
124,0,34174,John Huh,71.29,1212,17
124,0,31323,Gary Woodland,71.29,998,14
126,0,24924,Bill Haas,71.30,713,10
127,0,40026,Daniel Berger,71.33,214,3
127,0,23983,Luke Donald,71.33,856,12
127,0,25686,Jason Dufner,71.33,642,9
127,0,31646,Emiliano Grillo,71.33,856,12
127,0,27770,Camilo Villegas,71.33,642,9
132,0,34099,Harris English,71.35,1213,17
132,0,26951,Johnson Wagner,71.35,1213,17
134,0,31557,Jim Herman,71.36,999,14
135,0,32757,Patton Kizzire,71.38,1856,26
136,0,29222,Billy Hurley III,71.39,1285,18
137,0,36689,Brooks Koepka,71.40,357,5
138,0,06522,Ernie Els,71.43,500,7
139,0,46440,Smylie Kaufman,71.44,1286,18
139,0,32640,Troy Merritt,71.44,1286,18
139,0,25345,Carl Pettersson,71.44,643,9
139,0,34358,Jonathan Randolph,71.44,643,9
139,0,29476,Kyle Reifers,71.44,1286,18
139,0,33419,Cameron Tringale,71.44,1143,16
145,0,22371,Aaron Baddeley,71.45,786,11
146,0,20104,Ken Duke,71.47,1072,15
147,0,20593,Greg Chalmers,71.48,1501,21
148,0,22046,Geoff Ogilvy,71.50,1001,14
148,0,22056,Cameron Percy,71.50,572,8
150,0,35506,Mackenzie Hughes,71.53,1359,19
151,0,31416,Derek Fathauer,71.54,930,13
152,0,27958,Ryan Blaum,71.55,1431,20
153,0,33418,Shawn Stefani,71.58,859,12
154,0,23621,Rory Sabbatini,71.61,1289,18
155,0,30944,Jason Kokrak,71.63,1719,24
155,0,26851,Marc Leishman,71.63,573,8
157,0,27895,Jonas Blixt,71.65,1218,17
158,0,23800,Bryce Molder,71.67,1505,21
159,0,25818,Scott Piercy,71.69,1147,16
160,0,33120,Mark Anderson,71.71,502,7
161,0,28093,Miguel Angel Carballo,71.73,789,11
161,0,23497,Tag Ridings,71.73,1076,15
163,0,10809,Jim Furyk,71.75,287,4
164,0,31420,Anirban Lahiri,71.77,933,13
165,0,27466,Spencer Levin,71.78,1651,23
166,0,29740,Brad Fritsch,71.88,1150,16
167,0,27963,Chris Stroud,71.91,791,11
168,0,46732,Rick Lamb,72.00,792,11
168,0,29485,Brett Stegmaier,72.00,1440,20
170,0,32200,Roberto Castro,72.06,1153,16
170,0,33461,Morgan Hoffmann,72.06,1153,16
172,0,35879,Kelly Kraft,72.07,1081,15
173,0,20572,Rod Pampling,72.08,937,13
174,0,40009,Dominic Bozzelli,72.13,1154,16
174,0,25720,Chad Collins,72.13,1082,15
176,0,22986,Søren Kjeldsen,72.25,578,8
177,0,35300,Andrew Loupe,72.31,940,13
178,0,30191,Julián Etulain,72.32,1374,19
179,0,39954,Cody Gribble,72.33,1302,18
180,0,48822,Sebastián Muñoz,72.38,579,8
181,0,24781,Hunter Mahan,72.43,1521,21
182,0,35891,Cameron Smith,72.55,1451,20
183,0,24507,Jason Bohn,73.00,949,13
184,0,28307,Matt Every,73.26,1392,19
185,0,25632,Jimmy Walker,73.75,295,4
186,0,25274,Steven Bowditch,74.24,1559,21
187,0,37455,Si Woo Kim,74.33,669,9
188,0,28089,Jason Day,75.00,75,1
