RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
49,0,27797,Derek Lamely,171.7,5364129.000,868
49,0,26392,Chris Wilson,171.7,4401189.000,712
54,0,21961,Charles Howell III,171.9,7599574.000,1228
54,0,26679,Kevin Stadler,171.9,6114525.000,988
56,0,24925,Jonathan Byrd,172.0,6991411.000,1129
56,0,26695,Michael Letzig,172.0,6800107.000,1098
58,0,20070,Matt Bettencourt,172.1,5959886.000,962
59,0,24912,Will MacKenzie,172.2,5827601.000,940
60,0,21959,Ted Purdy,172.5,6316856.000,1017
61,0,20105,Jeff Gove,172.6,3765576.000,606
61,0,01707,Steve Lowery,172.6,4746918.000,764
63,0,24781,Hunter Mahan,172.7,5750041.000,925
63,0,08375,Paul Stankowski,172.7,4520861.000,727
63,0,23307,Roger Tambellini,172.7,5267273.000,847
66,0,22122,Andrew McLardy,172.9,3771918.000,606
66,0,24140,Sean O'Hair,172.9,5614024.000,902
66,0,27214,Kevin Streelman,172.9,6882393.000,1106
69,0,24924,Bill Haas,173.0,6432211.000,1033
69,0,26300,Matt Jones,173.0,6831365.000,1097
71,0,20098,Stuart Appleby,173.1,7422087.000,1191
71,0,23353,J.J. Henry,173.1,6800600.000,1091
71,0,20691,Greg Owen,173.1,5260174.000,844
74,0,21209,Sergio Garcia,173.2,3092385.000,496
75,0,26596,Ryan Moore,173.3,5266073.000,844
75,0,28780,Nicholas Thompson,173.3,6627224.000,1062
77,0,28158,Steve Marino,173.4,5435599.000,871
77,0,27963,Chris Stroud,173.4,6140756.000,984
79,0,24490,George McNeill,173.5,5988571.000,959
80,0,25632,Jimmy Walker,173.6,5937997.000,950
81,0,26287,Roland Thatcher,173.7,5795167.000,927
82,0,20574,Mathew Goggin,173.8,6527192.000,1043
82,0,32640,Troy Merritt,173.8,6545599.000,1046
84,0,21949,Joe Ogilvie,173.9,7413995.000,1184
85,0,27933,John Merrick,174.0,7954934.000,1270
85,0,24361,Pat Perez,174.0,7140755.000,1140
85,0,25892,Steve Wheatcroft,174.0,4947874.000,790
88,0,27613,David Lutterus,174.3,4800623.000,765
88,0,27770,Camilo Villegas,174.3,4850013.000,773
90,0,20645,John Senden,174.5,7564447.000,1204
91,0,20663,Brenden Pappas,174.8,4663605.000,741
92,0,23108,Matt Kuchar,175.0,6539889.000,1038
92,0,31560,Brian Stuard,175.0,6122109.000,972
94,0,23638,Brendon de Jonge,175.2,7891915.000,1251
94,0,23548,Bill Lunde,175.2,5706449.000,905
94,0,10585,Scott McCarron,175.2,7171458.000,1137
97,0,22946,Henrik Bjornstad,175.3,5104954.000,809
97,0,29221,Webb Simpson,175.3,7921347.000,1255
97,0,12714,Chris Tidland,175.3,5969191.000,946
100,0,20766,Padraig Harrington,175.4,3794081.000,601
101,0,08725,Tom Gillis,175.5,7826395.000,1239
101,0,24663,Y.E. Yang,175.5,5103515.000,808
103,0,12652,Cameron Beckman,175.6,5120912.000,810
103,0,24502,Adam Scott,175.6,4539911.000,718
105,0,10885,Robert Allenby,175.7,5377261.000,850
106,0,28087,Kris Blanks,176.1,6472493.000,1021
107,0,10425,Jay Williamson,176.4,5348387.000,842
108,0,25345,Carl Pettersson,176.5,7218758.000,1136
109,0,12510,Chad Campbell,176.6,7082547.000,1114
109,0,01313,Steve Elkington,176.6,5175845.000,814
111,0,23613,Rich Barcelo,177.0,4977196.000,781
111,0,24846,Ricky Barnes,177.0,7225026.000,1134
111,0,06595,Kevin Sutherland,177.0,6842694.000,1074
114,0,26301,James Nitties,177.2,7074927.000,1109
115,0,01161,Mark Calcavecchia,177.3,2879222.000,451
115,0,21731,Freddie Jacobson,177.3,6785370.000,1063
115,0,01577,Lee Janzen,177.3,6120629.000,959
115,0,22405,Justin Rose,177.3,6166604.000,966
119,0,01766,Billy Mayfair,177.5,5713480.000,894
120,0,12705,Cliff Kresge,177.6,3924719.000,614
120,0,02206,David Toms,177.6,6196386.000,969
122,0,01116,Michael Bradley,177.7,5948806.000,930
122,0,22046,Geoff Ogilvy,177.7,4439909.000,694
122,0,32617,Jerod Turner,177.7,3504681.000,548
125,0,01724,Jeff Maggert,177.8,5562713.000,869
125,0,20127,Chris Riley,177.8,5588759.000,873
127,0,20572,Rod Pampling,177.9,6166854.000,963
127,0,23325,Vaughn Taylor,177.9,6950021.000,1085
129,0,06515,Shaun Micheel,178.2,4714574.000,735
130,0,01320,Bob Estes,178.5,6257742.000,974
130,0,27466,Spencer Levin,178.5,8715991.000,1356
130,0,28620,Aron Price,178.5,5506013.000,857
133,0,07867,Woody Austin,178.7,7340048.000,1141
133,0,26882,Michael Sim,178.7,4696994.000,730
135,0,24024,Zach Johnson,179.1,6733013.000,1044
136,0,25686,Jason Dufner,179.2,6155124.000,954
136,0,21878,Mark Wilson,179.2,7011555.000,1087
138,0,20498,Briny Baird,179.3,7021070.000,1088
139,0,06522,Ernie Els,179.4,4933081.000,764
140,0,09011,David Duval,179.5,4916383.000,761
141,0,23541,Ben Crane,179.6,5915597.000,915
141,0,08537,J.P. Hayes,179.6,6077259.000,940
141,0,27060,John Mallinger,179.6,5780756.000,894
141,0,22293,Heath Slocum,179.6,6542179.000,1012
145,0,06004,Stephen Ames,179.7,6178220.000,955
145,0,24357,K.J. Choi,179.7,5420075.000,838
145,0,07749,Brett Quigley,179.7,7801586.000,1206
148,0,24138,Ian Poulter,179.8,3028452.000,468
149,0,06251,Chris DiMarco,180.0,6945712.000,1072
150,0,12602,Dean Wilson,180.3,4192581.000,646
151,0,08075,Jerry Kelly,180.4,7401675.000,1140
151,0,06527,Steve Stricker,180.4,5072243.000,781
151,0,20160,Charlie Wi,180.4,7935258.000,1222
154,0,01797,Rocco Mediate,180.5,5470417.000,842
154,0,20436,Garrett Willis,180.5,6327371.000,974
156,0,23673,Michael Connell,180.6,6954787.000,1070
157,0,25240,D.A. Points,180.7,7084399.000,1089
157,0,26951,Johnson Wagner,180.7,6563370.000,1009
159,0,01948,Tim Petrovic,180.9,8485978.000,1303
160,0,24227,Justin Bolli,181.0,3752332.000,576
161,0,21753,Brian Davis,181.3,8028436.000,1230
161,0,22378,Trevor Immelman,181.3,3798195.000,582
161,0,12755,Vance Veazey,181.3,4208830.000,645
164,0,02239,Scott Verplank,181.4,5048514.000,773
165,0,10860,Justin Leonard,181.6,6485361.000,992
166,0,21350,Ryuji Imada,181.7,7606531.000,1163
167,0,29285,Brent Delahoussaye,181.9,4204305.000,642
167,0,01619,Skip Kendall,181.9,4433869.000,677
167,0,25396,Kevin Na,181.9,6855792.000,1047
170,0,24507,Jason Bohn,182.2,6676183.000,1018
170,0,27649,Brandt Snedeker,182.2,6717076.000,1024
172,0,06514,Kevin Johnson,182.3,4356822.000,664
173,0,20593,Greg Chalmers,182.4,7847427.000,1195
174,0,25720,Chad Collins,182.9,6769028.000,1028
175,0,23718,Nathan Green,183.0,7377814.000,1120
176,0,26420,Richard Johnson,183.4,6633692.000,1005
177,0,01941,Tom Pernice Jr.,183.6,5313379.000,804
178,0,23800,Bryce Molder,183.9,6632605.000,1002
179,0,06012,Greg Kraft,184.2,3534717.000,533
180,0,07457,Steve Flesch,184.5,5905798.000,889
181,0,10809,Jim Furyk,184.6,5534381.000,833
182,0,22621,Ben Curtis,184.8,6099107.000,917
183,0,20472,Alex Cejka,184.9,6191022.000,930
184,0,23135,Tim Clark,185.6,6320737.000,946
185,0,25190,Jeff Quinney,185.8,7344940.000,1098
186,0,08385,Omar Uresti,186.3,5667865.000,845
187,0,06643,Paul Goydos,186.4,6107792.000,910
188,0,10423,Mike Weir,187.6,3701254.000,548
189,0,23983,Luke Donald,188.5,4913805.000,724
190,0,19846,Brian Gay,189.0,7710389.000,1133
191,0,07363,Craig Bowden,190.7,4579347.000,667
192,0,01329,Brad Faxon,191.7,4512938.000,654
