RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
98,0,02133,Craig Stadler,93.83,228,243,-59.00
99,0,01139,Olin Browne,93.81,470,501,-109.00
100,0,10733,Kent Jones,93.71,477,509,-116.00
101,0,12663,Phil Tataurangi,93.67,355,379,-96.00
102,0,01024,Billy Andrade,93.65,413,441,-123.00
103,0,06251,Chris DiMarco,93.58,408,436,-106.00
104,0,23135,Tim Clark,93.55,348,372,-95.00
105,0,12388,Michael Clark II,93.51,418,447,-87.00
105,0,20634,Peter Lonard,93.51,360,385,-91.00
107,0,11011,Mike Sposa,93.49,474,507,-103.00
108,0,01185,Brandel Chamblee,93.47,372,398,-80.00
108,0,21806,Paul Gow,93.47,458,490,-106.00
110,0,19846,Brian Gay,93.39,480,514,-133.00
111,0,01226,Fred Couples,93.37,183,196,-50.00
112,0,06016,Brad Lardon,93.33,252,270,-31.00
113,0,10860,Justin Leonard,93.28,375,402,-88.00
114,0,23108,Matt Kuchar,93.24,317,340,-89.00
115,0,12680,Shigeki Maruyama,93.22,316,339,-90.00
116,0,20095,Carl Paulson,93.16,395,424,-97.00
117,0,08339,Spike McRoy,93.08,269,289,-58.00
118,0,01161,Mark Calcavecchia,92.99,252,271,-81.00
119,0,06350,Bob May,92.91,406,437,-95.00
120,0,19824,Craig Barlow,92.79,309,333,-75.00
120,0,10565,Ian Leggatt,92.79,399,430,-101.00
122,0,01724,Jeff Maggert,92.75,307,331,-63.00
123,0,06575,Dudley Hart,92.71,305,329,-49.00
124,0,10962,Bradley Hughes,92.49,271,293,-45.00
125,0,10213,Dicky Pride,92.39,267,289,-50.00
126,0,20572,Rod Pampling,92.35,362,392,-110.00
127,0,06809,Bob Burns,92.33,385,417,-82.00
128,0,01378,David Frost,92.25,393,426,-98.00
129,0,21633,Steve Allan,92.16,423,459,-121.00
129,0,01723,Andrew Magee,92.16,329,357,-74.00
131,0,01810,Phil Mickelson,92.04,393,427,-127.00
132,0,12645,Brent Geiberger,91.99,379,412,-91.00
133,0,10423,Mike Weir,91.92,330,359,-76.00
134,0,07223,Brian Bateman,91.87,418,455,-88.00
135,0,20498,Briny Baird,91.72,454,495,-109.00
136,0,02110,Jerry Smith,91.50,377,412,-69.00
137,0,06332,Neal Lancaster,91.49,387,423,-88.00
137,0,01941,Tom Pernice Jr.,91.49,398,435,-92.00
139,0,19881,Robert Damron,91.48,376,411,-106.00
140,0,08881,Tripp Isenhour,91.27,324,355,-69.00
141,0,01706,Davis Love III,91.26,355,389,-119.00
142,0,08633,Per-Ulrik Johansson,91.20,342,375,-76.00
143,0,01707,Steve Lowery,91.18,393,431,-98.00
144,0,23623,Bo Van Pelt,91.13,370,406,-86.00
145,0,12826,Paul Claxton,91.08,388,426,-80.00
146,0,02214,Kirk Triplett,91.05,285,313,-70.00
147,0,08375,Paul Stankowski,90.71,381,420,-93.00
148,0,23903,Stephen Gangluff,90.56,355,392,-74.00
149,0,01329,Brad Faxon,90.54,316,349,-94.00
150,0,20043,Edward Fryatt,90.32,364,403,-77.00
151,0,20574,Mathew Goggin,90.31,289,320,-63.00
152,0,08537,J.P. Hayes,90.22,286,317,-79.00
153,0,12652,Cameron Beckman,90.11,319,354,-81.00
154,0,23541,Ben Crane,90.10,355,394,-102.00
155,0,24925,Jonathan Byrd,90.07,399,443,-129.00
156,0,10585,Scott McCarron,90.00,387,430,-107.00
157,0,02322,Richard Zokol,89.91,205,228,-47.00
158,0,10457,Frank Nobilo,89.89,400,445,-80.00
159,0,01619,Skip Kendall,89.85,416,463,-101.00
160,0,06527,Steve Stricker,89.73,201,224,-47.00
161,0,21259,Jason Hill,89.68,252,281,-42.00
162,0,20127,Chris Riley,89.64,424,473,-116.00
163,0,24937,Jess Daley,89.63,337,376,-78.00
164,0,22046,Geoff Ogilvy,89.61,345,385,-106.00
165,0,01249,John Daly,89.60,155,173,-49.00
166,0,20593,Greg Chalmers,89.49,349,390,-96.00
166,0,01926,Steve Pate,89.49,230,257,-53.00
168,0,21209,Sergio Garcia,89.45,246,275,-65.00
169,0,07749,Brett Quigley,89.28,408,457,-103.00
170,0,06197,Michael Allen,89.21,281,315,-54.00
171,0,08993,Franklin Langham,89.04,325,365,-60.00
172,0,06613,Tommy Tolles,88.92,289,325,-82.00
173,0,23621,Rory Sabbatini,88.84,223,251,-53.00
174,0,23125,Brad Elder,88.79,293,330,-67.00
175,0,12660,Jesper Parnevik,88.74,205,231,-49.00
176,0,20094,Jonathan Kaye,88.71,377,425,-88.00
177,0,02257,Brian Watts,88.61,210,237,-39.00
178,0,19958,Miguel Angel Jiménez,88.55,201,227,-36.00
179,0,08553,Lee Porter,88.33,371,420,-72.00
180,0,01928,Corey Pavin,88.27,286,324,-64.00
181,0,12753,David Morland IV,88.03,272,309,-64.00
182,0,06012,Greg Kraft,88.02,360,409,-82.00
183,0,21805,Harrison Frazar,87.87,326,371,-84.00
184,0,01313,Steve Elkington,87.77,280,319,-65.00
185,0,19972,José Coceres,87.74,186,212,-36.00
186,0,01042,Paul Azinger,87.56,190,217,-53.00
187,0,06315,Pete Jordan,87.47,321,367,-55.00
188,0,01514,Eduardo Herrera,87.38,270,309,-30.00
189,0,20566,Kaname Yokoo,87.18,272,312,-61.00
190,0,10912,Craig Perks,87.16,285,327,-68.00
191,0,20663,Brenden Pappas,86.64,266,307,-66.00
192,0,01549,Mike Hulbert,86.57,187,216,-31.00
193,0,20436,Garrett Willis,86.17,324,376,-80.00
194,0,02099,Scott Simpson,85.82,242,282,-46.00
195,0,06078,Esteban Toledo,85.41,357,418,-70.00
196,0,06373,José María Olazábal,85.06,222,261,-62.00
197,0,06617,Brian Henninger,84.76,278,328,-64.00
198,0,21949,Joe Ogilvie,84.35,221,262,-52.00
199,0,10117,Bob Heintz,83.72,252,301,-65.00
200,0,23800,Bryce Molder,82.93,306,369,-84.00
201,0,08535,Gary Nicklaus,82.43,244,296,-42.00
202,0,10107,Deane Pappas,81.73,322,394,-78.00
