RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
147,0,20548,Hidemichi Tanaka,9' 4",1069.250,115,60,10"
152,0,01035,Tommy Armour III,9' 3",715.417,77,39,10"
152,0,07003,David Berganio Jr.,9' 3",854.417,92,50,7"
152,0,24925,Jonathan Byrd,9' 3",1178.417,127,68,4"
152,0,01361,Dan Forsman,9' 3",978.667,106,37,6"
152,0,01666,Bernhard Langer,9' 3",398.167,43,27,1
152,0,20634,Peter Lonard,9' 3",940.167,102,38,1"
152,0,01706,Davis Love III,9' 3",1028.250,111,42,4"
152,0,10457,Frank Nobilo,9' 3",913.917,99,48,6"
152,0,22913,John Rollins,9' 3",1535.500,166,50,5"
152,0,02239,Scott Verplank,9' 3",875.333,95,41,8"
162,0,06643,Paul Goydos,9' 2",649.917,71,31,4"
163,0,01175,Jim Carter,9' 1",854.833,94,31,1
163,0,20157,Retief Goosen,9' 1",681.833,75,31,2"
163,0,10117,Bob Heintz,9' 1",644.000,71,34,3"
163,0,06573,Brandt Jobe,9' 1",1022.917,113,33,4"
163,0,20094,Jonathan Kaye,9' 1",889.083,98,54,6"
163,0,20645,John Senden,9' 1",862.417,95,47,9"
163,0,10423,Mike Weir,9' 1",808.583,89,45,3"
170,0,20098,Stuart Appleby,9' 0",1164.750,130,77,5"
170,0,19881,Robert Damron,9' 0",985.417,109,34,1
170,0,08075,Jerry Kelly,9' 0",955.000,106,42,5"
173,0,07223,Brian Bateman,8' 11",881.333,99,52,5"
173,0,08123,Jeff Brehaut,8' 11",1012.083,113,30,4"
173,0,23135,Tim Clark,8' 11",946.583,106,31,5"
173,0,09011,David Duval,8' 11",769.083,86,51,4"
173,0,19958,Miguel Angel Jiménez,8' 11",394.083,44,29,1
173,0,01724,Jeff Maggert,8' 11",606.083,68,33,1
179,0,06617,Brian Henninger,8' 10",585.000,66,32,10"
179,0,11032,Frank Lickliter II,8' 10",954.833,108,29,10"
179,0,20572,Rod Pampling,8' 10",934.250,106,37,6"
182,0,06251,Chris DiMarco,8' 9",987.833,113,40,1"
182,0,21209,Sergio Garcia,8' 9",526.000,60,42,10"
182,0,01810,Phil Mickelson,8' 9",1116.417,127,80,5"
185,0,24361,Pat Perez,8' 7",780.583,91,36,1"
186,0,21961,Charles Howell III,8' 6",1126.167,133,40,3"
186,0,08535,Gary Nicklaus,8' 6",501.333,59,31,3"
186,0,08375,Paul Stankowski,8' 6",913.417,107,40,6"
186,0,20436,Garrett Willis,8' 6",791.583,93,37,10"
190,0,01226,Fred Couples,8' 5",471.583,56,39,3"
190,0,06036,Scott Dunlap,8' 5",590.667,70,37,1
190,0,01549,Mike Hulbert,8' 5",277.750,33,26,7"
193,0,01475,Donnie Hammond,8' 4",649.167,78,36,6"
194,0,10565,Ian Leggatt,8' 3",852.917,103,43,7"
195,0,06197,Michael Allen,8' 2",540.083,66,43,11"
195,0,23322,Brett Wetterich,8' 2",879.917,108,28,4"
197,0,02214,Kirk Triplett,8' 1",614.667,76,30,8"
198,0,26289,Boo Weekley,8' 0",496.333,62,33,1"
199,0,21259,Jason Hill,7' 11",435.750,55,28,1
200,0,01249,John Daly,7' 9",356.500,46,32,3"
201,0,06567,Vijay Singh,7' 8",1027.250,134,33,2"
201,0,23177,Kenneth Staton,7' 8",869.667,114,27,8"
