RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
41,0,10860,Justin Leonard,21' 7",43.167,2,28,16
42,0,23541,Ben Crane,21' 5",64.250,3,33,8
42,0,01527,Scott Hoch,21' 5",21.417,1,21,21
44,0,10885,Robert Allenby,21' 4",85.333,4,29,15
45,0,23903,Stephen Gangluff,21' 0",21.000,1,21,21
46,0,23322,Brett Wetterich,20' 10",62.583,3,33,8
47,0,20593,Greg Chalmers,20' 8",62.000,3,32,12
47,0,01948,Tim Petrovic,20' 8",41.333,2,37,4
49,0,20645,John Senden,20' 2",100.917,5,66,2
50,0,20663,Brenden Pappas,20' 0",79.833,4,40,11"
50,0,01938,David Peoples,20' 0",79.833,4,31,6
52,0,01307,Joel Edwards,19' 9",39.500,2,36,3
53,0,01042,Paul Azinger,19' 6",19.500,1,20,20
53,0,06613,Tommy Tolles,19' 6",19.500,1,20,20
55,0,21259,Jason Hill,19' 1",19.083,1,19,19
56,0,20634,Peter Lonard,19' 0",56.917,3,33,8
57,0,01139,Olin Browne,18' 11",37.833,2,24,13
58,0,19881,Robert Damron,18' 7",37.083,2,24,14
58,0,12663,Phil Tataurangi,18' 7",74.167,4,26,12
60,0,01361,Dan Forsman,18' 6",37.000,2,22,15
61,0,22913,John Rollins,18' 3",54.833,3,23,13
62,0,10649,Tom Scherrer,17' 5",17.417,1,17,17
63,0,20095,Carl Paulson,16' 11",16.917,1,17,17
64,0,01945,Kenny Perry,16' 10",50.417,3,33,8
65,0,20436,Garrett Willis,16' 9",33.417,2,31,2
66,0,20572,Rod Pampling,16' 8",16.667,1,17,17
67,0,01381,Fred Funk,16' 5",49.250,3,25,11
67,0,01706,Davis Love III,16' 5",82.250,5,28,9
69,0,01161,Mark Calcavecchia,16' 2",32.333,2,20,13
69,0,20157,Retief Goosen,16' 2",32.333,2,26,7
69,0,01685,J.L. Lewis,16' 2",48.417,3,22,10
72,0,01098,Jay Don Blake,15' 11",31.750,2,18,14
73,0,23135,Tim Clark,15' 8",15.667,1,16,16
74,0,02239,Scott Verplank,15' 7",15.583,1,16,16
75,0,08123,Jeff Brehaut,15' 6",31.000,2,19,13
76,0,06522,Ernie Els,15' 2",15.167,1,15,15
76,0,23353,J.J. Henry,15' 2",106.167,7,27,3
76,0,10565,Ian Leggatt,15' 2",30.333,2,21,10
79,0,20498,Briny Baird,14' 10",44.417,3,27,4
80,0,01549,Mike Hulbert,14' 8",29.333,2,20,10
80,0,02245,Grant Waite,14' 8",44.000,3,28,3
82,0,11032,Frank Lickliter II,14' 6",14.500,1,15,15
83,0,09011,David Duval,14' 5",43.250,3,26,7
84,0,02106,Chris Smith,14' 3",42.750,3,32,2
85,0,21806,Paul Gow,14' 1",42.333,3,28,6
86,0,02223,Bob Tway,14' 0",70.000,5,35,1
87,0,24357,K.J. Choi,13' 9",54.833,4,16,12
88,0,12510,Chad Campbell,13' 6",13.500,1,14,14
89,0,23614,Rich Beem,13' 3",39.667,3,24,6
90,0,21633,Steve Allan,13' 1",39.333,3,24,6
90,0,02002,John Riegger,13' 1",13.083,1,13,13
92,0,07003,David Berganio Jr.,12' 11",38.750,3,26,4
93,0,08375,Paul Stankowski,12' 10",38.583,3,16,8
94,0,01313,Steve Elkington,12' 8",12.667,1,13,13
95,0,10425,Jay Williamson,12' 7",25.167,2,24,1
96,0,01766,Billy Mayfair,12' 4",24.667,2,16,8
97,0,08993,Franklin Langham,12' 2",24.333,2,17,8
98,0,02246,Duffy Waldorf,12' 1",12.083,1,12,12
99,0,02133,Craig Stadler,11' 7",34.667,3,30,2
100,0,10201,Matt Gogel,11' 5",11.417,1,11,11
101,0,20566,Kaname Yokoo,11' 4",22.583,2,17,6
102,0,06251,Chris DiMarco,11' 0",11.000,1,11,11
103,0,01797,Rocco Mediate,10' 10",54.167,5,25,4
103,0,01920,Craig Parry,10' 10",10.833,1,11,11
103,0,10423,Mike Weir,10' 10",10.833,1,11,11
106,0,02101,Joey Sindelar,10' 7",31.750,3,12,8
107,0,10962,Bradley Hughes,10' 5",10.417,1,10,10
108,0,02214,Kirk Triplett,10' 4",10.333,1,10,10
109,0,01374,Robin Freeman,10' 3",10.250,1,10,10
109,0,06575,Dudley Hart,10' 3",30.667,3,21,4
111,0,06012,Greg Kraft,10' 2",10.167,1,10,10
112,0,12753,David Morland IV,9' 8",9.667,1,10,10
113,0,20043,Edward Fryatt,9' 6",9.500,1,10,10
114,0,21209,Sergio Garcia,9' 5",28.250,3,17,4
115,0,12823,Carlos Franco,9' 4",18.667,2,11,8
115,0,12680,Shigeki Maruyama,9' 4",27.917,3,11,6
117,0,01457,Jay Haas,8' 11",8.917,1,9,9
117,0,10107,Deane Pappas,8' 11",8.917,1,9,9
119,0,08931,Glen Day,8' 10",8.833,1,9,9
119,0,06350,Bob May,8' 10",26.583,3,13,3
119,0,01968,Nick Price,8' 10",17.583,2,13,5
122,0,06643,Paul Goydos,8' 9",8.750,1,9,9
123,0,19958,Miguel Angel Jiménez,8' 4",8.333,1,8,8
124,0,10912,Craig Perks,8' 0",15.917,2,8,8
125,0,07223,Brian Bateman,7' 10",15.583,2,9,6
126,0,20098,Stuart Appleby,7' 7",7.583,1,8,8
127,0,06595,Kevin Sutherland,6' 7",13.167,2,7,6
128,0,20094,Jonathan Kaye,6' 6",6.500,1,7,7
129,0,12826,Paul Claxton,6' 1",6.083,1,6,6
129,0,20502,Michael Long,6' 1",6.083,1,6,6
129,0,08793,Tiger Woods,6' 1",6.083,1,6,6
132,0,01185,Brandel Chamblee,5' 8",5.667,1,6,6
133,0,01219,John Cook,4' 11",4.917,1,5,5
133,0,01887,Mark O'Meara,4' 11",4.917,1,5,5
135,0,01388,Robert Gamez,4' 9",4.750,1,5,5
136,0,08881,Tripp Isenhour,4' 7",4.583,1,5,5
137,0,10457,Frank Nobilo,4' 3",4.250,1,4,4
138,0,01677,Tom Lehman,3' 5",3.417,1,3,3
139,0,21949,Joe Ogilvie,2' 8",5.333,2,4,2
140,0,06332,Neal Lancaster,2' 3",2.250,1,2,2
141,0,06315,Pete Jordan,1' 10",1.833,1,2,2
142,0,20229,Stewart Cink,2",.167,1,0,2"
