RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
165,0,59143,Mac Meissner,381,Black Desert,1,11,930
165,0,47983,Chad Ramey,381,Shriners Children's Open,3,4,538
168,0,40026,Daniel Berger,380,ISCO Championship,1,5,884
168,0,47420,Jake Knapp,380,Sony Open,1,13,006
168,0,51003,Marco Penge,380,ISCO Championship,2,5,884
168,0,57900,Chandler Phillips,380,Shriners Children's Open,1,4,538
168,0,26476,Chez Reavie,380,Shriners Children's Open,1,2,538
168,0,48052,Max Rottluff,380,ISCO Championship,4,4,884
168,0,63807,Neal Shipley,380,ISCO Championship,4,4,884
175,0,67118,Kihei Akina,379,Black Desert,1,11,930
175,0,34374,Erik Barnes,379,Black Desert,2,11,930
175,0,47959,Bryson DeChambeau,379,U.S. Open,1,8,528
175,0,35901,Paul Haley II,379,Corales Puntacana,1,12,244
175,0,54783,Dylan Wu,379,ISCO Championship,4,5,884
180,0,33597,Harry Higgs,378,Myrtle Beach,1,14,925
180,0,36801,Mark Hubbard,378,Shriners Children's Open,1,4,538
180,0,55789,Taylor Montgomery,378,WM Phoenix Open,2,14,510
180,0,39335,Kevin Roy,378,Valspar,2,14,665
180,0,27139,David Skinns,378,Black Desert,1,11,930
180,0,50493,Justin Suh,378,Black Desert,4,11,930
180,0,48119,Ben Taylor,378,ISCO Championship,4,5,884
187,0,46435,Austin Cook,377,John Deere,2,14,669
187,0,34076,Joel Dahmen,377,Black Desert,3,11,930
187,0,29535,Brice Garnett,377,Shriners Children's Open,1,2,538
187,0,23320,Ryan Palmer,377,ISCO Championship,1,4,884
187,0,48640,Johannes Veerman,377,ISCO Championship,4,4,884
192,0,52666,Sami Valimaki,376,Black Desert,2,11,930
193,0,40058,Zac Blair,375,ISCO Championship,4,5,884
193,0,20229,Stewart Cink,375,The Open,2,2,709
193,0,50497,Adrien Dumont de Chassart,375,Black Desert,1,11,930
193,0,46594,Ricardo Gouveia,375,ISCO Championship,1,4,884
193,0,58696,Peter Kuest,375,Black Desert,1,11,930
193,0,37278,Nicholas Lindheim,375,Black Desert,1,11,930
193,0,50474,Tim Widing,375,U.S. Open,2,4,528
193,0,52374,Brandon Wu,375,Shriners Children's Open,2,4,538
201,0,55708,Hayden Buckley,374,Charles Schwab,4,7,021
201,0,57593,Ian Gilligan,374,Shriners Children's Open,4,9,538
201,0,52215,Robert MacIntyre,374,BMW Championship,1,14,406
201,0,67803,Bowen Mauss,374,Black Desert,1,11,930
201,0,47679,Victor Perez,374,Mexico Open,2,6,978
201,0,61193,David Puig,374,U.S. Open,1,16,528
201,0,54328,Norman Xiong,374,Black Desert,1,11,930
208,0,55074,Sebastian Friedrichsen,373,ISCO Championship,4,5,884
208,0,51287,Ryo Hisatsune,373,Sony Open,3,6,006
208,0,27141,J.B. Holmes,373,Valero,1,18,770
208,0,33122,Russell Knox,373,ISCO Championship,4,5,884
208,0,51950,Max McGreevy,373,Black Desert,4,11,930
208,0,48867,Matti Schmid,373,Black Desert,4,11,930
208,0,51600,Jimmy Stanger,373,Myrtle Beach,2,15,925
215,0,59442,Parker Coody,372,Houston Open,2,10,897
215,0,56349,Chris Korte,372,Black Desert,1,11,930
215,0,34213,Grayson Murray,372,Charles Schwab,1,1,021
215,0,37275,Sam Ryder,372,ISCO Championship,4,5,884
215,0,51890,Greyson Sigg,372,John Deere,2,14,669
220,0,51734,Nicolo Galletti,371,Shriners Children's Open,2,1,538
220,0,27936,Martin Laird,371,Shriners Children's Open,2,1,538
220,0,30756,Andrea Pavan,371,ISCO Championship,2,4,884
220,0,59827,Tom Vaillant,371,ISCO Championship,3,4,884
224,0,29908,C.T. Pan,370,Shriners Children's Open,3,2,538
224,0,46441,Robby Shelton,370,Charles Schwab,4,1,021
226,0,49590,Frankie Capan III,369,U.S. Open,3,5,528
226,0,51680,Alistair Docherty,369,Myrtle Beach,1,15,925
226,0,54303,Charlie Reiter,369,U.S. Open,1,7,528
226,0,35617,Martin Trainer,369,Sony Open,1,9,006
230,0,65410,John Marshall Butler,368,ISCO Championship,2,7,884
230,0,34021,Bud Cauley,368,Shriners Children's Open,4,2,538
230,0,52444,Filippo Celli,368,ISCO Championship,1,4,884
230,0,47917,Takumi Kanaya,368,ZOZO CHAMPIONSHIP,1,12,875
230,0,35879,Kelly Kraft,368,Black Desert,2,16,930
230,0,65496,Cole Sherwood,368,Procore,1,10,926
230,0,54364,Stephen Stallings Jr.,368,ISCO Championship,2,5,884
230,0,29939,Fabrizio Zanotti,368,ISCO Championship,4,5,884
238,0,33974,Dean Burmester,367,U.S. Open,4,5,528
238,0,55420,Cooper Musselman,367,ISCO Championship,3,4,884
238,0,24140,Sean O'Hair,367,3M Open,2,12,883
238,0,52513,Carson Young,367,Black Desert,1,7,930
242,0,54869,Chase Johnson,366,John Deere,2,9,669
242,0,28775,Nate Lashley,366,Shriners Children's Open,2,4,538
242,0,26596,Ryan Moore,366,Shriners Children's Open,2,4,538
242,0,27095,Nick Watney,366,ISCO Championship,2,4,884
246,0,66624,Parker Bell,365,U.S. Open,1,5,528
246,0,35437,Carter Jenkins,365,U.S. Open,1,18,528
246,0,34500,Ryosuke Kinoshita,365,The Open,2,2,709
246,0,64690,Omar Morales,365,Mexico Open,1,6,978
246,0,56781,Isaiah Salinda,365,U.S. Open,3,5,528
246,0,39327,Ben Silverman,365,ISCO Championship,3,5,884
246,0,56513,Jasper Stubbs,365,The Open,2,2,709
246,0,52655,Herman Wibe-Sekne,365,Corales Puntacana,2,12,244
254,0,51366,Riki Kawamoto,364,U.S. Open,2,8,528
254,0,66063,Altin van der Merwe,364,The Open,1,2,709
256,0,58989,Brandon Berry,363,Myrtle Beach,2,6,925
256,0,24925,Jonathan Byrd,363,ISCO Championship,3,5,884
256,0,37338,Zecheng Dou,363,Mexico Open,2,12,978
256,0,54190,Richard Mansell,363,U.S. Open,2,14,528
256,0,64442,Gordon Sargent,363,U.S. Open,1,5,528
256,0,50095,Austin Smotherman,363,Mexico Open,1,6,978
262,0,46955,Haydn Barron,362,ISCO Championship,2,5,884
262,0,52686,Rasmus Hojgaard,362,The Open,3,1,709
262,0,30959,Alexander Knappe,362,ISCO Championship,1,5,884
262,0,36884,Ben Kohles,362,Black Desert,2,18,930
262,0,34607,Francesco Laporta,362,ISCO Championship,3,5,884
262,0,35449,Adam Long,362,ISCO Championship,2,5,884
262,0,58188,James Nicholas,362,ISCO Championship,1,5,884
262,0,31242,Marcel Schneider,362,ISCO Championship,1,5,884
270,0,29970,Dylan Frittelli,361,The RSM Classic,2,15,776
270,0,24924,Bill Haas,361,ISCO Championship,1,5,884
270,0,49801,Preston Stanley,361,Mexico Open,2,6,978
270,0,52411,Kyle Westmoreland,361,The RSM Classic,2,16,776
274,0,59652,Sam Bennett,360,U.S. Open,4,16,528
274,0,33413,Ben Martin,360,Charles Schwab,2,7,021
276,0,49303,Anders Albertson,359,Myrtle Beach,2,1,925
276,0,32448,James Hahn,359,THE CJ CUP,2,5,921
276,0,59548,Matt Sharpstene,359,ISCO Championship,1,10,884
279,0,51856,Tom Adrounie,358,Valero,2,18,770
279,0,59077,Spencer Cross,358,ISCO Championship,3,4,884
279,0,56643,Manuel Elvira,358,ISCO Championship,1,10,884
279,0,39954,Cody Gribble,358,Houston Open,2,3,897
279,0,58652,Sam Jones,358,ISCO Championship,2,4,884
279,0,29478,Kevin Kisner,358,Black Desert,1,7,930
279,0,59692,John Sand,358,Black Desert,1,16,930
279,0,33486,Roger Sloan,358,Procore,4,10,926
279,0,27330,Josh Teater,358,Sanderson Farms,2,5,746
279,0,25349,Tim Wilkinson,358,Black Desert,1,7,930
289,0,47847,Ivan Cantero Gutierrez,357,ISCO Championship,2,5,884
289,0,61081,Rintaro Nakano,357,Sony Open,1,10,006
289,0,52287,David Ravetto,357,ISCO Championship,1,5,884
292,0,29268,Bronson Burgoon,356,Houston Open,2,12,897
292,0,60009,Reid Davenport,356,The RSM Classic,2,15,776
292,0,61534,Jeffrey Guan,356,Procore,2,10,926
292,0,24024,Zach Johnson,356,Charles Schwab,4,1,021
292,0,32627,Espen Kofstad,356,ISCO Championship,1,7,884
292,0,65310,Anders Larson,356,John Deere,1,17,669
292,0,35706,Niklas Norgaard,356,Genesis Scottish Open,4,18,977
292,0,34371,Adrien Saddier,356,ISCO Championship,4,5,884
292,0,39958,Jeunghun Wang,356,The Open,2,2,709
301,0,47125,Matt Atkins,355,Myrtle Beach,2,1,925
301,0,22371,Aaron Baddeley,355,Houston Open,4,3,897
301,0,24671,David Bradshaw,355,ISCO Championship,1,5,884
301,0,48936,Ugo Coussaud,355,Genesis Scottish Open,2,1,977
301,0,37094,Joseph Dean,355,The Open,3,1,709
301,0,31202,William McGirt,355,ISCO Championship,4,5,884
301,0,56625,Max Sear,355,RBC Canadian,2,4,874
301,0,47888,Taiga Semikawa,355,Sony Open,3,15,006
301,0,30692,Scott Stallings,355,WM Phoenix Open,2,5,510
310,0,64267,Blaze Akana,354,Sony Open,1,2,006
310,0,66742,Jackson Buchanan,354,U.S. Open,2,4,528
310,0,47079,Harrison Endycott,354,Valspar,1,10,665
310,0,47987,Cole Hammer,354,Houston Open,2,16,897
310,0,31400,Daan Huizing,354,ISCO Championship,2,4,884
310,0,33968,Thorbjørn Olesen,354,John Deere,2,14,669
316,0,45526,Abraham Ancer,353,The Open,2,2,709
316,0,65880,Gunnar Broin,353,U.S. Open,1,11,528
316,0,50527,Jared du Toit,353,RBC Canadian,2,9,874
316,0,23108,Matt Kuchar,353,Charles Schwab,4,7,021
316,0,33674,Adrian Meronk,353,U.S. Open,2,14,528
316,0,31113,Paul Waring,353,ISCO Championship,1,8,884
322,0,52370,Mason Andersen,352,The Open,1,2,709
322,0,32367,Jorge Campillo,352,John Deere,2,4,669
322,0,37428,Evan Harmeling,352,Valspar,2,1,665
322,0,20766,Padraig Harrington,352,Valero,2,18,770
322,0,27974,Sung Kang,352,U.S. Open,1,16,528
322,0,60203,Jon Mayer,352,Myrtle Beach,2,15,925
322,0,58551,Marc-Olivier Plasse,352,RBC Canadian,2,9,874
322,0,56297,John Somers,352,PGA Championship,2,18,671
322,0,35658,Kris Ventura,352,Houston Open,2,12,897
331,0,34362,Laurie Canter,351,The Open,1,2,709
331,0,65312,Charlie Flynn,351,Sanderson Farms,1,15,746
331,0,34242,Andrew Johnston,351,ISCO Championship,1,10,884
331,0,59871,Greg Koch,351,Valspar,2,6,665
331,0,36689,Brooks Koepka,351,U.S. Open,3,14,528
331,0,32139,Danny Willett,351,Shriners Children's Open,2,13,538
337,0,39201,Nacho Elvira,350,The Open,2,2,709
337,0,30957,Max Kieffer,350,Genesis Scottish Open,4,5,977
337,0,59409,Ashton McCulloch,350,U.S. Open,2,16,528
337,0,32344,Lukas Nemecz,350,ISCO Championship,3,5,884
337,0,33117,Dale Whitnell,350,Genesis Scottish Open,1,10,977
342,0,35490,Wil Bateman,349,RBC Canadian,2,9,874
342,0,49117,Isidro Benitez,349,World Wide Technology,1,18,919
342,0,49371,Otto Black,349,U.S. Open,2,2,528
342,0,63774,Caleb Hicks,349,Sanderson Farms,1,5,746
342,0,33461,Morgan Hoffmann,349,Shriners Children's Open,1,2,538
342,0,48632,Yuto Katsuragawa,349,Sony Open,1,13,006
342,0,50006,Willie Mack III,349,U.S. Open,2,14,528
342,0,55370,Renato Naula,349,Mexico Open,1,6,978
342,0,63181,Braden Shattuck,349,ISCO Championship,1,4,884
342,0,59184,Ben Sigel,349,Mexico Open,2,6,978
342,0,27649,Brandt Snedeker,349,ISCO Championship,4,4,884
342,0,54218,Yuta Sugiura,349,ZOZO CHAMPIONSHIP,3,9,875
354,0,50762,Alejandro Del Rey,348,Genesis Scottish Open,4,18,977
354,0,55721,Alex Fitzpatrick,348,Corales Puntacana,2,12,244
354,0,21209,Sergio Garcia,348,U.S. Open,2,8,528
354,0,39058,Lucas Herbert,348,PGA Championship,3,18,671
354,0,49813,Daniel Hillier,348,Genesis Scottish Open,4,4,977
354,0,40042,Tyler McCumber,348,Sony Open,1,9,006
354,0,50823,Tom McKibbin,348,U.S. Open,3,5,528
354,0,39537,Chris Naegel,348,U.S. Open,1,2,528
354,0,62848,Zac Oakley,348,PGA Championship,1,7,671
354,0,46646,Antoine Rozner,348,Genesis Scottish Open,1,1,977
354,0,40181,Clément Sordet,348,ISCO Championship,1,8,884
354,0,66745,Wells Williams,348,U.S. Open,1,5,528
366,0,51661,Nick Bachem,347,Genesis Scottish Open,4,4,977
366,0,31557,Jim Herman,347,ISCO Championship,1,10,884
366,0,57869,Ben James,347,U.S. Open,2,3,528
366,0,45523,Thriston Lawrence,347,3M Open,2,2,883
366,0,59684,Jackson Markham,347,3M Open,1,12,883
366,0,55892,Étienne Papineau,347,RBC Canadian,2,7,874
366,0,66744,Colin Prater,347,U.S. Open,2,4,528
366,0,49036,Lorenzo Scalise,347,ISCO Championship,1,4,884
366,0,39113,Shubhankar Sharma,347,Genesis Scottish Open,1,10,977
366,0,46035,Callum Shinkwin,347,Genesis Scottish Open,2,5,977
366,0,36521,Young-han Song,347,The Open,2,2,709
366,0,59203,Joey Vrzich,347,U.S. Open,1,11,528
378,0,58816,Marcus Byrd,346,The RSM Classic,2,7,776
378,0,57492,Eugenio Chacarra,346,U.S. Open,1,16,528
378,0,37066,Grant Forrest,346,U.S. Open,1,5,528
378,0,28340,Julien Guerrier,346,Genesis Scottish Open,4,5,977
378,0,66583,Taisei Shimizu,346,U.S. Open,1,5,528
378,0,33936,Gunner Wiebe,346,ISCO Championship,1,4,884
384,0,55930,Fred Biondi,345,Mexico Open,2,2,978
384,0,56555,Myles Creighton,345,RBC Canadian,3,14,874
384,0,25686,Jason Dufner,345,ISCO Championship,1,7,884
384,0,57688,Casey Jarvis,345,ISCO Championship,1,8,884
384,0,35296,Haotong Li,345,Genesis Scottish Open,2,8,977
389,0,60065,Ryan Hall,344,Sanderson Farms,2,5,746
389,0,27747,Hiroshi Iwata,344,ZOZO CHAMPIONSHIP,3,12,875
389,0,30925,Dustin Johnson,344,U.S. Open,2,8,528
389,0,65547,Zac Jones,344,Black Desert,1,18,930
389,0,60736,Tobias Jonsson,344,3M Open,1,6,883
389,0,28300,Joost Luiten,344,The Open,2,2,709
389,0,66562,Justin Matthews,344,RBC Canadian,1,17,874
389,0,29675,Dan McCarthy,344,Shriners Children's Open,3,13,538
389,0,47102,David Micheluzzi,344,ISCO Championship,1,3,884
389,0,47806,Raul Pereda,344,The RSM Classic,2,16,776
389,0,46970,Jon Rahm,344,The Open,2,2,709
389,0,59680,Jose Antonio Safa,344,Mexico Open,1,6,978
389,0,57737,Jayden Schaper,344,ISCO Championship,1,10,884
389,0,57586,Jesper Svensson,344,Genesis Scottish Open,2,7,977
403,0,45702,Rodolfo Cazaubon,343,Mexico Open,2,2,978
403,0,30852,Ryo Ishikawa,343,U.S. Open,1,5,528
403,0,58936,Thomas Longbella,343,Corales Puntacana,2,12,244
403,0,60019,Jackson Suber,343,U.S. Open,3,5,528
407,0,50759,Michael Blair,342,RBC Canadian,2,14,874
407,0,12195,Tom Johnson,342,Procore,3,18,926
407,0,37250,Romain Langasque,342,Genesis Scottish Open,4,18,977
407,0,36872,Jack McDonald,342,The Open,2,2,709
407,0,48051,Yannik Paul,342,The Open,1,2,709
407,0,65110,Brendan Valdes,342,U.S. Open,2,2,528
413,0,51363,George Bryan IV,341,Myrtle Beach,1,1,925
413,0,55460,Sam Choi,341,RBC Canadian,2,9,874
413,0,39524,Sean Crocker,341,The Open,3,1,709
413,0,67092,Matthew Dodd-Berry,341,The Open,1,2,709
413,0,65256,David Ford,341,Arnold Palmer,1,4,009
413,0,47056,Rikuya Hoshino,341,U.S. Open,2,4,528
413,0,50323,Minkyu Kim,341,The Open,1,2,709
413,0,56987,Jeong Weon Ko,341,ISCO Championship,2,4,884
413,0,10423,Mike Weir,341,Black Desert,1,7,930
422,0,32618,Rhein Gibson,340,Houston Open,2,10,897
422,0,49120,Kensei Hirata,340,Sony Open,1,9,006
422,0,63454,Johnny Keefer,340,Procore,4,1,926
422,0,46464,Jordan Smith,340,Genesis Scottish Open,2,1,977
422,0,66343,Alex Welch,340,Valero,2,5,770
427,0,33459,Jens Dantorp,339,Genesis Scottish Open,4,5,977
427,0,60895,Kris Kim,339,THE CJ CUP,2,8,921
427,0,36852,Jim Knous,339,WM Phoenix Open,3,15,510
427,0,55509,Hurly Long,339,Genesis Scottish Open,1,3,977
427,0,50584,Connor Syme,339,Genesis Scottish Open,4,18,977
432,0,59743,Aguri Iwasaki,338,Sony Open,1,9,006
432,0,46368,Stuart Macdonald,338,Mexico Open,2,6,978
432,0,39834,Guido Migliozzi,338,Genesis Scottish Open,1,3,977
432,0,28593,Jesse Mueller,338,WM Phoenix Open,3,17,510
432,0,26329,Louis Oosthuizen,338,The Open,1,2,709
437,0,61520,Santiago de la Fuente,337,Mexico Open,1,2,978
437,0,59608,Morgan Deneen,337,Myrtle Beach,2,15,925
437,0,59567,Emilio Gonzalez,337,Houston Open,2,12,897
437,0,52462,Chase Hanna,337,ISCO Championship,1,6,884
437,0,60328,Cam Kellett,337,RBC Canadian,1,9,874
437,0,47349,Michael McGowan,337,U.S. Open,2,4,528
437,0,49228,Keita Nakajima,337,Genesis Scottish Open,2,18,977
437,0,45486,Joaquin Niemann,337,PGA Championship,1,4,671
437,0,65374,Brandon Robinson Thompson,337,U.S. Open,1,5,528
437,0,35413,Kevin Stinson,337,RBC Canadian,2,9,874
437,0,47128,Richy Werenski,337,Myrtle Beach,1,15,925
