RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
56,0,29926,Danny Lee,100.00,841,32,809
56,0,25892,Steve Wheatcroft,100.00,602,18,584
61,0,25632,Jimmy Walker,99.92,1263,32,1230
62,0,23718,Nathan Green,99.88,814,26,787
62,0,24924,Bill Haas,99.88,863,26,836
64,0,01116,Michael Bradley,99.87,791,31,759
64,0,06527,Steve Stricker,99.87,767,19,747
64,0,25804,Bubba Watson,99.87,755,23,731
67,0,10213,Dicky Pride,99.86,695,23,671
68,0,23204,Gary Christian,99.81,1050,34,1014
68,0,29476,Kyle Reifers,99.81,1072,31,1039
68,0,27095,Nick Watney,99.81,1065,34,1029
71,0,20572,Rod Pampling,99.80,1007,31,974
72,0,27466,Spencer Levin,99.79,940,29,909
73,0,34099,Harris English,99.76,1239,33,1203
74,0,29478,Kevin Kisner,99.74,760,25,733
75,0,21961,Charles Howell III,99.73,1113,34,1076
75,0,26596,Ryan Moore,99.73,1124,35,1086
77,0,32200,Roberto Castro,99.72,1089,31,1055
78,0,34021,Bud Cauley,99.70,1312,34,1274
78,0,27302,Garth Mulroy,99.70,660,21,637
80,0,32102,Rickie Fowler,99.69,959,29,927
81,0,28455,Will Claxton,99.68,1241,37,1200
82,0,30926,Chris Kirk,99.67,1212,36,1172
83,0,01797,Rocco Mediate,99.65,846,25,818
84,0,23542,Tommy Biershenk,99.63,809,27,779
84,0,35139,Richard Lee,99.63,807,17,787
86,0,22046,Geoff Ogilvy,99.62,780,16,761
87,0,22405,Justin Rose,99.61,773,26,744
88,0,31558,J.J. Killeen,99.59,1230,44,1181
89,0,01724,Jeff Maggert,99.56,1125,37,1083
90,0,24663,Y.E. Yang,99.54,656,17,636
91,0,23353,J.J. Henry,99.53,1059,27,1027
92,0,25240,D.A. Points,99.49,1175,40,1129
93,0,30925,Dustin Johnson,99.48,763,22,737
94,0,24494,Erik Compton,99.45,915,28,882
94,0,25396,Kevin Na,99.45,906,25,876
96,0,25457,Alexandre Rocha,99.44,713,19,690
97,0,27436,Graham DeLaet,99.41,1009,24,979
98,0,21878,Mark Wilson,99.39,988,27,955
99,0,30711,Colt Knost,99.37,952,26,920
100,0,28237,Rory McIlroy,99.30,571,14,553
101,0,25834,Daniel Summerhays,99.29,987,29,951
102,0,25572,Graeme McDowell,99.28,553,19,530
103,0,24140,Sean O'Hair,99.27,1095,39,1048
103,0,33419,Cameron Tringale,99.27,1094,28,1058
105,0,21350,Ryuji Imada,99.26,942,27,908
106,0,21731,Freddie Jacobson,99.22,641,20,616
107,0,22913,John Rollins,99.21,1015,30,977
108,0,29910,Blake Adams,99.19,1236,34,1192
109,0,21753,Brian Davis,99.17,1085,35,1041
109,0,21528,Henrik Stenson,99.17,599,23,571
111,0,24507,Jason Bohn,99.15,940,26,906
111,0,08075,Jerry Kelly,99.15,1064,29,1026
113,0,20645,John Senden,99.10,890,25,857
114,0,20850,Daniel Chopra,99.01,608,16,586
114,0,33122,Russell Knox,99.01,812,21,783
116,0,27963,Chris Stroud,98.97,1064,26,1027
117,0,06034,Marco Dawson,98.96,674,15,652
118,0,27330,Josh Teater,98.92,1200,32,1155
119,0,28093,Miguel Angel Carballo,98.91,822,27,786
120,0,24361,Pat Perez,98.88,982,30,941
121,0,06522,Ernie Els,98.84,951,24,916
121,0,21805,Harrison Frazar,98.84,690,22,660
123,0,22371,Aaron Baddeley,98.82,760,17,734
124,0,20396,Lee Westwood,98.81,587,19,561
125,0,28307,Matt Every,98.78,902,26,865
126,0,06251,Chris DiMarco,98.76,1049,32,1004
127,0,33120,Mark Anderson,98.75,883,31,841
128,0,22548,Patrick Sheehan,98.74,636,19,609
129,0,27770,Camilo Villegas,98.71,1085,38,1033
130,0,26287,Roland Thatcher,98.62,651,16,626
131,0,27933,John Merrick,98.61,1078,36,1027
132,0,02206,David Toms,98.59,640,17,614
133,0,10860,Justin Leonard,98.58,984,22,948
134,0,22961,David Mathis,98.55,964,22,928
135,0,20070,Matt Bettencourt,98.52,879,20,846
136,0,12782,Tim Herron,98.50,1134,29,1088
137,0,30692,Scott Stallings,98.49,996,21,960
138,0,27060,John Mallinger,98.42,950,31,904
138,0,01766,Billy Mayfair,98.42,1140,34,1088
140,0,27214,Kevin Streelman,98.40,1124,24,1082
141,0,20098,Stuart Appleby,98.39,934,18,901
142,0,01320,Bob Estes,98.38,926,21,890
143,0,26679,Kevin Stadler,98.37,1042,23,1002
143,0,29518,Brendan Steele,98.37,923,22,886
145,0,32366,Kevin Chappell,98.34,1027,26,984
145,0,11123,Chris Couch,98.34,785,24,748
145,0,06567,Vijay Singh,98.34,1203,32,1151
148,0,31323,Gary Woodland,98.32,774,20,741
149,0,12652,Cameron Beckman,98.31,1003,33,953
150,0,20848,Ángel Cabrera,98.30,530,10,511
151,0,24604,Hunter Haas,98.28,757,18,726
152,0,10885,Robert Allenby,98.25,973,31,925
153,0,26851,Marc Leishman,98.24,1136,23,1093
154,0,26331,Charl Schwartzel,98.21,559,13,536
155,0,32698,Bobby Gates,98.20,1111,26,1065
155,0,12716,Charley Hoffman,98.20,1112,21,1071
157,0,23621,Rory Sabbatini,98.19,1048,24,1005
158,0,23548,Bill Lunde,98.16,980,26,936
159,0,28259,Sangmoon Bae,98.14,806,21,770
160,0,22378,Trevor Immelman,98.12,850,24,810
161,0,24358,Robert Garrigus,98.10,1051,32,999
162,0,27974,Sung Kang,98.09,888,23,848
163,0,30944,Jason Kokrak,98.02,1011,27,964
164,0,27120,Troy Matteson,97.98,1186,32,1130
165,0,23788,D.J. Trahan,97.95,928,24,885
166,0,01941,Tom Pernice Jr.,97.92,771,18,737
167,0,23325,Vaughn Taylor,97.90,905,20,866
168,0,29479,Scott Brown,97.88,753,23,714
169,0,32334,Charlie Beljan,97.77,629,17,598
169,0,20691,Greg Owen,97.77,1165,37,1102
171,0,27556,Ted Potter Jr.,97.68,861,25,816
172,0,21407,Arjun Atwal,97.62,968,19,926
172,0,22348,Nick O'Hern,97.62,1010,30,956
174,0,20574,Mathew Goggin,97.59,829,16,793
175,0,24846,Ricky Barnes,97.53,1216,40,1146
176,0,28087,Kris Blanks,97.51,883,21,840
177,0,25562,Andres Romero,97.44,780,22,738
178,0,01706,Davis Love III,97.43,739,14,706
178,0,26476,Chez Reavie,97.43,972,21,926
180,0,06004,Stephen Ames,97.35,566,14,537
180,0,22293,Heath Slocum,97.35,1133,21,1082
182,0,12510,Chad Campbell,97.31,1077,30,1018
183,0,20766,Padraig Harrington,97.23,649,19,612
184,0,24357,K.J. Choi,97.18,817,12,782
185,0,30110,Kyle Stanley,97.12,1075,23,1021
186,0,19970,Robert Karlsson,97.03,607,12,577
187,0,23903,Stephen Gangluff,97.02,637,14,604
188,0,26300,Matt Jones,96.65,656,18,616
189,0,26289,Boo Weekley,96.30,893,20,840
190,0,22582,Kyle Thompson,95.35,559,10,523
191,0,06036,Scott Dunlap,94.88,684,9,640
