"playerId","tourCode","events","wins","winsTitle","internationalWins","majorWins","cutsMade","runnerUp","second","third","top10","top25","officialMoney"
"28089","R","354","13","PGA TOUR WINS","0","","272/354","11","11","6","95","175","$61,131,363"
"15348","R","5","1","PGA TOUR WINS","0","","4/5","1","1","","2","3",""
"22892","R","293","1","PGA TOUR WINS","0","","132/293","2","2","","16","40","$6,465,283"
"13336","R","71","","PGA TOUR WINS","0","","59/71","","","","3","15","$5,609"
"01472","R","25","","PGA TOUR WINS","0","","4/25","","","","","1","$6,026"
"10263","R","91","","PGA TOUR WINS","0","","68/91","","","1","3","19","$17,589"
"11472","R","39","","PGA TOUR WINS","0","","17/39","","","","","2","$9,713"
"14220","R","89","","PGA TOUR WINS","0","","74/89","2","2","4","13","29","$34,729"
"35087","R","32","","PGA TOUR WINS","6","","12/32","","","","","5","$421,379"
"07119","R","34","","PGA TOUR WINS","0","","19/34","","","","","3","$1,759"
"16708","R","27","","PGA TOUR WINS","0","","24/27","","","","1","6","$1,792"
"01864","R","536","10","PGA TOUR WINS","9","","363/536","11","11","9","92","188","$3,827,401"
"18346","R","32","1","PGA TOUR WINS","0","","28/32","","","","11","22","$584"
"01167","R","48","","PGA TOUR WINS","0","","10/48","","","","","1","$8,648"
"39335","R","32","","PGA TOUR WINS","0","","10/32","","","","1","4","$645,410"
"01219","R","704","11","PGA TOUR WINS","0","","476/704","10","10","10","98","210","$12,685,199"
"24507","R","371","2","PGA TOUR WINS","3","","220/371","10","10","4","30","78","$16,062,113"
"07267","R","67","","PGA TOUR WINS","2","","34/67","","","","2","8","$245,923"
"63126","R","1","","PGA TOUR WINS","0","","","","","","","",""
"19629","R","26","","PGA TOUR WINS","0","","11/26","","","","1","3","$6,296"
"12823","R","290","4","PGA TOUR WINS","6","","174/290","1","1","5","24","70","$9,437,758"
"02120","R","405","4","PGA TOUR WINS","0","","267/405","3","3","7","46","113","$860,268"
"29620","R","7","6","PGA TOUR WINS","0","","7/7","1","1","1","7","7",""
"59871","R","11","","PGA TOUR WINS","0","","2/11","","","","","","$56,170"
"20051","R","64","","PGA TOUR WINS","0","","24/64","","","1","2","4","$216,258"
"05466","R","34","","PGA TOUR WINS","0","","12/34","","","","","2","$93,117"
"12659","R","196","3","PGA TOUR WINS","0","","176/196","5","5","2","37","106","$134,810"
"31569","R","14","","PGA TOUR WINS","1","","8/14","","","","1","3","$385,216"
"20378","R","197","","PGA TOUR WINS","3","","92/197","","","2","8","26","$3,540,993"
"35879","R","213","","PGA TOUR WINS","0","","94/213","3","3","2","10","28","$6,467,514"
"01425","R","179","1","PGA TOUR WINS","0","","68/179","","","1","3","13","$275,820"
"50095","R","77","","PGA TOUR WINS","0","","46/77","","","","3","14","$2,142,114"
"01560","R","39","1","PGA TOUR WINS","0","","23/39","","","","5","9","$386,825"
"01833","R","304","1","PGA TOUR WINS","0","","193/304","5","5","4","24","62","$389,846"
"32200","R","192","","PGA TOUR WINS","0","","115/192","2","2","1","12","43","$7,463,260"
"01777","R","108","","PGA TOUR WINS","0","","52/108","","","","2","12","$167,414"
"06118","R","72","","PGA TOUR WINS","2","","34/72","","","","","7","$140,356"
"01632","R","35","","PGA TOUR WINS","0","","9/35","","","","","3","$39,315"
"56643","R","2","","PGA TOUR WINS","0","","","","","","","",""
"21284","R","29","","PGA TOUR WINS","20","","13/29","","","","1","2","$277,100"
"39067","R","58","","PGA TOUR WINS","0","","33/58","","","","","7","$1,265,246"
"21007","R","203","2","PGA TOUR WINS","0","","78/203","","","","9","20","$2,339,756"
"26392","R","31","","PGA TOUR WINS","0","","8/31","","","","","","$85,214"
"26668","R","124","1","PGA TOUR WINS","0","","44/124","1","1","","3","6","$2,075,845"
"08385","R","390","","PGA TOUR WINS","1","","184/390","","","2","14","52","$3,886,786"
"13199","R","28","","PGA TOUR WINS","0","","23/28","","","","","4","$4,886"
"46301","R","5","","PGA TOUR WINS","0","","","","","","","",""
"51997","R","86","","PGA TOUR WINS","0","","52/86","1","1","","7","21","$4,241,022"
"08151","R","112","","PGA TOUR WINS","0","","77/112","1","1","","3","16","$33,807"
"14172","R","16","1","PGA TOUR WINS","0","","13/16","","","","6","10","$100"
"19740","R","139","3","PGA TOUR WINS","0","","131/139","2","2","1","31","77","$17,219"
"19310","R","77","5","PGA TOUR WINS","0","","76/77","4","4","11","42","66","$913"
"54783","R","88","","PGA TOUR WINS","0","","49/88","","","","4","16","$3,240,394"
"05626","R","67","","PGA TOUR WINS","0","","39/67","","","","1","4","$2,510"
"22806","R","96","","PGA TOUR WINS","0","","50/96","","","","2","7","$1,392,085"
"02049","R","466","3","PGA TOUR WINS","0","","291/466","6","6","5","46","102","$4,660,569"
"20568","R","35","","PGA TOUR WINS","0","","14/35","","","","1","3","$252,263"
"01235","R","659","19","PGA TOUR WINS","5","","457/659","22","22","19","144","267","$7,139,756"
"28158","R","222","","PGA TOUR WINS","0","","140/222","5","5","2","23","61","$10,483,300"
"01665","R","90","","PGA TOUR WINS","0","","33/90","1","1","","6","9","$146,023"
"31400","R","4","","PGA TOUR WINS","0","","","","","","","",""
"49298","R","137","","PGA TOUR WINS","0","","63/137","1","1","","4","23","$4,071,176"
"33597","R","121","","PGA TOUR WINS","0","","58/121","2","2","","6","20","$4,698,098"
"55741","R","1","","PGA TOUR WINS","0","","","","","","","",""
"18278","R","45","","PGA TOUR WINS","0","","25/45","","","1","3","5","$14,301"
"02225","R","659","3","PGA TOUR WINS","0","","422/659","6","6","6","53","160","$2,713,551"
"35506","R","221","2","PGA TOUR WINS","0","","134/221","4","4","3","26","58","$18,186,651"
"14534","R","12","1","PGA TOUR WINS","0","","10/12","","","","8","9",""
"01736","R","520","5","PGA TOUR WINS","0","","327/520","6","6","4","55","125","$2,212,879"
"22056","R","220","","PGA TOUR WINS","0","","124/220","1","1","","12","36","$5,494,566"
"26500","R","29","","PGA TOUR WINS","2","","16/29","","","","1","3","$477,403"
"47443","R","2","","PGA TOUR WINS","0","","2/2","","","","","","$49,407"
"15149","R","160","9","PGA TOUR WINS","0","","160/160","11","11","10","95","144","$20,037"
"31416","R","154","","PGA TOUR WINS","0","","74/154","","","1","5","21","$3,203,132"
"29476","R","168","","PGA TOUR WINS","0","","89/168","1","1","","8","26","$4,201,240"
"45242","R","60","1","PGA TOUR WINS","0","","29/60","","","2","9","14","$4,662,438"
"06270","R","28","","PGA TOUR WINS","0","","6/28","","","","","1","$40,091"
"12663","R","210","1","PGA TOUR WINS","0","","81/210","1","1","1","10","30","$3,174,391"
"18794","R","21","1","PGA TOUR WINS","0","","19/21","","","1","9","16",""
"01331","R","406","2","PGA TOUR WINS","0","","238/406","9","9","2","41","95","$4,018,239"
"46340","R","99","","PGA TOUR WINS","0","","57/99","2","2","","9","29","$6,013,654"
"01761","R","400","2","PGA TOUR WINS","0","","210/400","3","3","3","23","60","$6,863,198"
"15372","R","31","","PGA TOUR WINS","0","","28/31","","","","5","21",""
"33610","R","","","","","","","","","","","",""
"13249","R","1","1","PGA TOUR WINS","0","","1/1","","","","1","1",""
"05237","R","54","","PGA TOUR WINS","0","","25/54","","","","","","$692"
"02008","R","190","","PGA TOUR WINS","0","","99/190","2","2","1","8","18","$1,221,129"
"51190","R","1","","PGA TOUR WINS","4","","","","","","","",""
"01274","R","233","2","PGA TOUR WINS","0","","171/233","2","2","3","18","57","$296,640"
"60767","R","24","","PGA TOUR WINS","0","","5/24","","","","","","$108,473"
"01624","R","69","","PGA TOUR WINS","0","","14/69","","","","","","$42,761"
"48098","R","4","","PGA TOUR WINS","0","","3/4","","","","","","$28,929"
"32797","R","10","","PGA TOUR WINS","11","","8/10","","","","","1","$220,033"
"02321","R","572","10","PGA TOUR WINS","3","","400/572","19","19","13","100","210","$5,819,293"
"34213","R","141","2","PGA TOUR WINS","0","","66/141","","","1","10","25","$6,277,049"
"17066","R","35","","PGA TOUR WINS","0","","26/35","","","","","2","$2,762"
"01448","R","62","","PGA TOUR WINS","0","","19/62","","","","","1","$42,674"
"01018","R","90","","PGA TOUR WINS","0","","53/90","","","1","2","6","$44,343"
"15958","R","34","","PGA TOUR WINS","0","","27/34","","","","","5","$2,095"
"24356","R","55","","PGA TOUR WINS","0","","19/55","","","","","3","$226,696"
"51671","R","2","","PGA TOUR WINS","0","","","","","","","",""
"25863","R","36","","PGA TOUR WINS","0","","4/36","","","","","","$51,882"
"02213","R","481","29","PGA TOUR WINS","0","","409/481","33","33","21","166","286","$3,478,328"
"34264","R","217","3","PGA TOUR WINS","0","","123/217","1","1","1","13","36","$9,650,377"
"06315","R","276","","PGA TOUR WINS","0","","128/276","1","1","2","9","34","$2,144,444"
"05539","R","159","2","PGA TOUR WINS","0","","130/159","1","1","2","19","50","$93,045"
"51734","R","2","","PGA TOUR WINS","0","","2/2","","","","","","$33,990"
"01653","R","308","8","PGA TOUR WINS","0","","291/308","19","19","13","122","214","$259,736"
"01203","R","600","1","PGA TOUR WINS","0","","357/600","8","8","4","58","147","$5,579,837"
"11653","R","27","","PGA TOUR WINS","0","","8/27","","","","","3","$141,494"
"05240","R","85","","PGA TOUR WINS","0","","61/85","","","","4","20","$34,242"
"08537","R","418","2","PGA TOUR WINS","3","","212/418","3","3","4","31","80","$8,391,404"
"02090","R","314","1","PGA TOUR WINS","0","","142/314","2","2","3","16","48","$1,310,647"
"16179","R","153","13","PGA TOUR WINS","0","","153/153","7","7","13","90","138","$16,710"
"10107","R","122","","PGA TOUR WINS","0","","51/122","1","1","","2","7","$1,153,945"
"52374","R","102","","PGA TOUR WINS","0","","57/102","2","2","2","9","18","$5,109,984"
"33667","R","161","1","PGA TOUR WINS","2","","92/161","2","2","1","11","29","$7,752,048"
"01346","R","583","4","PGA TOUR WINS","0","","349/583","2","2","5","38","112","$2,270,198"
"01468","R","567","3","PGA TOUR WINS","0","","288/567","4","4","4","38","95","$2,476,014"
"06657","R","95","","PGA TOUR WINS","0","","44/95","1","1","","3","6","$310,583"
"01192","R","131","1","PGA TOUR WINS","0","","79/131","2","2","","13","35","$616,303"
"05581","R","138","","PGA TOUR WINS","0","","97/138","1","1","2","9","28","$91,391"
"02244","R","143","1","PGA TOUR WINS","0","","39/143","","","","3","10","$235,449"
"01891","R","507","1","PGA TOUR WINS","0","","277/507","5","5","2","32","86","$2,848,159"
"13455","R","46","","PGA TOUR WINS","0","","27/46","","","","","1","$1,624"
"25834","R","215","","PGA TOUR WINS","0","","128/215","2","2","1","19","46","$8,941,409"
"24663","R","196","2","PGA TOUR WINS","10","","117/196","1","1","2","12","33","$8,768,257"
"21461","R","36","","PGA TOUR WINS","0","","18/36","","","","1","5","$549,703"
"24399","R","44","","PGA TOUR WINS","0","","13/44","","","","","3","$428,915"
"02301","R","181","6","PGA TOUR WINS","0","","163/181","5","5","4","51","103","$299,963"
"55370","R","1","","PGA TOUR WINS","0","","","","","","","",""
"50488","R","4","","PGA TOUR WINS","0","","","","","","","",""
"01487","R","182","","PGA TOUR WINS","0","","84/182","","","","1","12","$610,877"
"13843","R","34","","PGA TOUR WINS","0","","26/34","","","","1","4","$1,302"
"54218","R","1","","PGA TOUR WINS","3","","1/1","","","","1","1","$266,050"
"36824","R","3","","PGA TOUR WINS","2","","3/3","","","","","1","$138,452"
"23325","R","459","3","PGA TOUR WINS","0","","278/459","4","4","3","42","102","$19,379,410"
"08075","R","627","3","PGA TOUR WINS","0","","402/627","7","7","10","91","196","$29,111,709"
"02028","R","33","","PGA TOUR WINS","0","","10/33","","","","","","$8,719"
"06591","R","55","","PGA TOUR WINS","0","","14/55","","","","1","3","$102,697"
"28093","R","80","","PGA TOUR WINS","2","","34/80","","","","1","7","$858,603"
"18425","R","100","4","PGA TOUR WINS","0","","94/100","4","4","1","29","68","$9,754"
"01604","R","94","","PGA TOUR WINS","0","","32/94","","","","3","6","$287,770"
"58391","R","2","","PGA TOUR WINS","0","","","","","","","",""
"32888","R","18","","PGA TOUR WINS","0","","7/18","","","","","","$109,216"
"47988","R","99","1","PGA TOUR WINS","0","","63/99","","","","4","17","$4,628,170"
"59095","R","40","1","PGA TOUR WINS","0","","23/40","","","","3","6","$1,756,996"
"21498","R","53","","PGA TOUR WINS","19","","27/53","","","","3","4","$753,398"
"01887","R","674","16","PGA TOUR WINS","8","","444/674","22","22","18","119","237","$14,325,371"
"05597","R","46","","PGA TOUR WINS","0","","37/46","","","","1","10","$4,251"
"02252","R","186","","PGA TOUR WINS","0","","111/186","","","2","15","43","$208,535"
"12602","R","263","1","PGA TOUR WINS","0","","148/263","2","2","3","21","58","$8,924,744"
"34360","R","274","9","PGA TOUR WINS","1","","219/274","7","7","","57","128","$38,590,103"
"17400","R","41","","PGA TOUR WINS","0","","36/41","","","","4","17","$3,681"
"06641","R","26","","PGA TOUR WINS","0","","9/26","","","","1","1","$53,444"
"05578","R","213","","PGA TOUR WINS","0","","175/213","5","5","2","25","71","$101,177"
"02317","R","510","3","PGA TOUR WINS","0","","341/510","2","2","3","42","120","$726,197"
"01242","R","497","1","PGA TOUR WINS","0","","295/497","3","3","3","46","102","$677,009"
"14410","R","127","","PGA TOUR WINS","0","","102/127","","","","3","16","$6,984"
"05201","R","103","","PGA TOUR WINS","0","","70/103","","","","1","23","$32,125"
"26561","R","","","","","","","","","","","",""
"08063","R","31","","PGA TOUR WINS","0","","7/31","","","","","","$71,179"
"02194","R","174","","PGA TOUR WINS","0","","100/174","1","1","","8","35","$153,495"
"16587","R","32","","PGA TOUR WINS","0","","31/32","1","1","","2","2","$14,221"
"47137","R","1","","PGA TOUR WINS","1","","1/1","","","","","",""
"47567","R","5","","PGA TOUR WINS","1","","","","","","","",""
"35658","R","51","","PGA TOUR WINS","0","","18/51","","","","2","7","$860,486"
"17379","R","41","","PGA TOUR WINS","0","","35/41","","","","1","9","$1,875"
"15714","R","113","","PGA TOUR WINS","0","","94/113","","","","1","23","$8,818"
"01307","R","393","1","PGA TOUR WINS","0","","194/393","1","1","1","19","63","$4,286,415"
"05190","R","138","","PGA TOUR WINS","0","","78/138","1","1","1","5","14","$44,380"
"23108","R","562","9","PGA TOUR WINS","2","","402/562","15","15","16","118","228","$60,228,357"
"11583","R","204","","PGA TOUR WINS","0","","153/204","3","3","1","13","39","$129,528"
"07457","R","464","4","PGA TOUR WINS","1","","296/464","3","3","5","63","129","$18,299,945"
"13551","R","57","","PGA TOUR WINS","0","","42/57","","","","","3","$665"
"14294","R","2","1","PGA TOUR WINS","0","","1/2","","","","1","1",""
"01995","R","30","","PGA TOUR WINS","0","","8/30","","","","","2","$18,751"
"48153","R","27","1","PGA TOUR WINS","1","","18/27","","","1","4","8","$5,400,815"
"31420","R","166","","PGA TOUR WINS","18","","101/166","2","2","2","16","28","$9,307,039"
"01096","R","443","3","PGA TOUR WINS","0","","237/443","2","2","5","30","86","$3,245,909"
"20548","R","175","","PGA TOUR WINS","0","","100/175","","","2","10","35","$3,439,042"
"01215","R","629","3","PGA TOUR WINS","0","","476/629","8","8","10","84","205","$1,187,762"
"18464","R","32","","PGA TOUR WINS","0","","15/32","","","","1","3","$10,555"
"01350","R","136","1","PGA TOUR WINS","0","","69/136","","","","11","25","$153,542"
"01700","R","39","","PGA TOUR WINS","0","","8/39","","","","","","$5,356"
"16495","R","36","","PGA TOUR WINS","0","","33/36","","","","3","12","$3,314"
"19330","R","158","2","PGA TOUR WINS","0","","154/158","11","11","3","65","122","$9,818"
"05313","R","43","","PGA TOUR WINS","0","","21/43","","","","1","3","$9,378"
"07569","R","212","1","PGA TOUR WINS","0","","86/212","1","1","","5","16","$906,925"
"32627","R","4","","PGA TOUR WINS","0","","3/4","","","","","2","$131,709"
"23036","R","57","","PGA TOUR WINS","0","","25/57","","","","2","5","$612,375"
"13480","R","37","","PGA TOUR WINS","0","","24/37","","","","","6","$10,723"
"28380","R","6","","PGA TOUR WINS","0","","1/6","","","","","","$7,360"
"19824","R","306","","PGA TOUR WINS","0","","167/306","","","3","15","49","$5,236,816"
"58082","R","1","","PGA TOUR WINS","0","","","","","","","",""
"60004","R","31","","PGA TOUR WINS","0","","20/31","","","","","10","$1,294,300"
"01452","R","45","","PGA TOUR WINS","0","","22/45","","","1","2","2","$45,846"
"39987","R","","","","","","","","","","","",""
"01901","R","42","","PGA TOUR WINS","0","","10/42","","","","1","3","$45,122"
"33870","R","14","","PGA TOUR WINS","6","","11/14","","","","","3","$76,345"
"46970","R","154","11","PGA TOUR WINS","8","","138/154","10","10","10","74","103","$52,055,684"
"27649","R","438","9","PGA TOUR WINS","1","","297/438","8","8","10","79","153","$40,926,686"
"06114","R","82","","PGA TOUR WINS","0","","52/82","","","","2","7","$7,400"
"30925","R","315","24","PGA TOUR WINS","2","","256/315","16","16","9","116","169","$75,557,026"
"59105","R","2","","PGA TOUR WINS","0","","","","","","","",""
"13253","R","39","","PGA TOUR WINS","0","","37/39","1","1","1","12","24","$4,806"
"11794","R","197","","PGA TOUR WINS","0","","118/197","1","1","1","9","25","$119,792"
"30163","R","183","","PGA TOUR WINS","0","","107/183","3","3","","10","36","$6,627,812"
"06401","R","38","","PGA TOUR WINS","0","","9/38","","","","","","$25,699"
"01110","R","151","","PGA TOUR WINS","0","","75/151","","","","2","9","$23,152"
"36799","R","151","1","PGA TOUR WINS","0","","94/151","1","1","2","8","35","$9,662,336"
"13984","R","38","","PGA TOUR WINS","0","","34/38","1","1","","5","15",""
"57320","R","3","","PGA TOUR WINS","0","","","","","","","",""
"17494","R","27","","PGA TOUR WINS","0","","22/27","","","","1","3","$1,355"
"01813","R","59","","PGA TOUR WINS","0","","12/59","","","","1","2","$37,967"
"05016","R","97","1","PGA TOUR WINS","0","","78/97","","","","4","21","$4,870"
"02229","R","174","","PGA TOUR WINS","0","","86/174","","","1","11","22","$380,528"
"36326","R","110","","PGA TOUR WINS","3","","63/110","1","1","","11","24","$4,941,804"
"01055","R","444","6","PGA TOUR WINS","0","","356/444","14","14","9","96","196","$185,194"
"02100","R","540","4","PGA TOUR WINS","0","","358/540","5","5","5","66","150","$3,406,017"
"21660","R","53","","PGA TOUR WINS","0","","20/53","","","","","2","$324,512"
"05295","R","73","1","PGA TOUR WINS","0","","54/73","","","3","8","23","$13,947"
"25273","R","44","","PGA TOUR WINS","1","","21/44","","","","1","6","$702,391"
"01686","R","96","","PGA TOUR WINS","0","","50/96","1","1","","4","12","$37,754"
"25336","R","25","","PGA TOUR WINS","1","","10/25","","","","1","1","$216,302"
"01393","R","221","1","PGA TOUR WINS","0","","137/221","","","","6","32","$107,610"
"01239","R","47","","PGA TOUR WINS","0","","12/47","","","","1","3","$59,133"
"06006","R","73","","PGA TOUR WINS","0","","23/73","","","","2","8","$167,536"
"02045","R","259","1","PGA TOUR WINS","0","","143/259","","","","11","35","$175,897"
"16456","R","16","1","PGA TOUR WINS","0","","16/16","1","1","2","9","14","$418"
"23718","R","209","1","PGA TOUR WINS","3","","136/209","1","1","2","12","36","$6,856,057"
"29745","R","59","","PGA TOUR WINS","0","","22/59","","","","","4","$609,829"
"33974","R","24","","PGA TOUR WINS","13","","19/24","","","","2","5","$1,669,935"
"01556","R","357","1","PGA TOUR WINS","0","","242/357","3","3","4","32","98","$729,249"
"12680","R","276","3","PGA TOUR WINS","9","","186/276","4","4","4","43","94","$13,809,170"
"01106","R","246","","PGA TOUR WINS","0","","117/246","","","1","9","35","$458,668"
"21949","R","399","1","PGA TOUR WINS","0","","216/399","3","3","3","26","71","$10,149,923"
"01413","R","30","","PGA TOUR WINS","0","","11/30","","","","","1","$19,821"
"01690","R","506","13","PGA TOUR WINS","1","","401/506","19","19","13","127","249","$6,474,794"
"16155","R","37","2","PGA TOUR WINS","0","","37/37","2","2","","18","30","$1,442"
"24024","R","509","12","PGA TOUR WINS","0","","393/509","10","10","10","83","196","$49,052,873"
"14538","R","4","1","PGA TOUR WINS","0","","4/4","","","","1","2",""
"66742","R","2","","PGA TOUR WINS","0","","","","","","","",""
"06010","R","50","","PGA TOUR WINS","0","","10/50","","","","","2","$38,264"
"20572","R","408","3","PGA TOUR WINS","2","","252/408","1","1","4","38","92","$16,039,993"
"06440","R","117","1","PGA TOUR WINS","0","","103/117","1","1","","8","37","$15,317"
"01385","R","546","5","PGA TOUR WINS","0","","305/546","9","9","9","50","113","$6,002,202"
"01151","R","130","","PGA TOUR WINS","0","","61/130","1","1","","4","10","$316,663"
"01501","R","260","1","PGA TOUR WINS","0","","156/260","3","3","1","19","51","$535,177"
"16694","R","215","8","PGA TOUR WINS","0","","193/215","10","10","7","83","153","$19,287"
"02287","R","30","","PGA TOUR WINS","0","","4/30","","","","","","$4,995"
"19424","R","34","","PGA TOUR WINS","0","","31/34","","","1","8","17",""
"01917","R","33","","PGA TOUR WINS","0","","7/33","","","","","","$579"
"39991","R","","","","","","","","","","","",""
"25818","R","410","4","PGA TOUR WINS","0","","258/410","4","4","6","38","116","$23,686,573"
"02268","R","476","16","PGA TOUR WINS","0","","386/476","25","25","27","136","251","$2,241,687"
"11917","R","26","","PGA TOUR WINS","0","","11/26","","","","","","$1,566"
"01014","R","406","3","PGA TOUR WINS","0","","194/406","1","1","1","20","62","$3,155,787"
"46435","R","186","1","PGA TOUR WINS","0","","91/186","1","1","","10","33","$6,642,009"
"01444","R","508","5","PGA TOUR WINS","0","","274/508","7","7","4","44","93","$3,745,345"
"02141","R","33","","PGA TOUR WINS","0","","7/33","","","","","2","$5,706"
"16102","R","43","","PGA TOUR WINS","0","","36/43","","","","1","8","$2,754"
"30933","R","4","","PGA TOUR WINS","0","","","","","","","",""
"50762","R","3","","PGA TOUR WINS","2","","2/3","","","","","1","$141,972"
"01628","R","125","","PGA TOUR WINS","0","","50/125","","","","3","7","$22,331"
"06417","R","202","3","PGA TOUR WINS","0","","178/202","5","5","5","35","102","$98,543"
"17656","R","41","","PGA TOUR WINS","0","","35/41","","","1","13","28","$3,545"
"01278","R","84","","PGA TOUR WINS","0","","41/84","","","","2","8","$183,489"
"01782","R","451","","PGA TOUR WINS","0","","270/451","1","1","4","26","83","$682,511"
"12454","R","38","","PGA TOUR WINS","0","","14/38","","","","","1","$222,001"
"66651","R","1","","PGA TOUR WINS","0","","","","","","","",""
"54370","R","1","","PGA TOUR WINS","0","","","","","","","",""
"12510","R","496","4","PGA TOUR WINS","0","","327/496","12","12","6","57","133","$26,817,362"
"17712","R","40","","PGA TOUR WINS","0","","39/40","1","1","2","11","32","$2,690"
"55074","R","1","","PGA TOUR WINS","1","","1/1","","","","","","$9,360"
"01629","R","29","","PGA TOUR WINS","0","","11/29","","","","","1","$44,024"
"28114","R","57","","PGA TOUR WINS","2","","22/57","","","","","3","$583,479"
"01783","R","478","10","PGA TOUR WINS","0","","321/478","8","8","2","62","158","$5,309,688"
"35376","R","63","","PGA TOUR WINS","0","","31/63","","","","2","6","$956,873"
"32519","R","","","","","","","","","","","",""
"01150","R","517","4","PGA TOUR WINS","0","","310/517","8","8","6","66","155","$1,781,090"
"18371","R","29","3","PGA TOUR WINS","0","","25/29","","","2","11","19","$548"
"17987","R","55","","PGA TOUR WINS","0","","47/55","","","3","18","37",""
"59684","R","1","","PGA TOUR WINS","0","","","","","","","",""
"32775","R","23","","PGA TOUR WINS","9","","14/23","","","","","1","$314,304"
"47225","R","2","","PGA TOUR WINS","0","","","","","","","",""
"17968","R","32","","PGA TOUR WINS","0","","28/32","","","","1","8","$2,623"
"20436","R","227","1","PGA TOUR WINS","0","","107/227","1","1","","5","32","$3,950,898"
"66743","R","8","","PGA TOUR WINS","0","","7/8","2","2","","4","4",""
"63541","R","","","","","","","","","","","",""
"20573","R","31","","PGA TOUR WINS","0","","11/31","","","","1","3","$300,342"
