"id","isActive","firstName","lastName","shortName","displayName","alphaSort","country","countryFlag","headshot","age","education","turnedPro"
"21633","False","Steve","Allan","S Allan","Steve Allan","A","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_21633.jpg","51","","1996"
"12920","False","Bob","Allard","B Allard","Bob Allard","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12920.jpg","76","",""
"01014","False","Fulton","Allem","F Allem","Fulton Allem","A","South Africa","RSA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01014.jpg","67","","1976"
"06197","False","Michael","Allen","M Allen","Michael Allen","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_06197.jpg","65","University of Nevada","1984"
"01016","False","Ras","Allen","R Allen","Ras Allen","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01016.jpg","79","",""
"10885","False","Robert","Allenby","R Allenby","Robert Allenby","A","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_10885.jpg","53","","1991"
"01017","False","Bud","Allin","B Allin","Bud Allin","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01017.jpg","","",""
"23540","False","Jason","Allred","J Allred","Jason Allred","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23540.jpg","44","Pepperdine University","2002"
"01018","False","Stanton","Altgelt","S Altgelt","Stanton Altgelt","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01018.jpg","","",""
"06004","False","Stephen","Ames","S Ames","Stephen Ames","A","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_06004.jpg","60","Lynn University","1987"
"33948","True","Byeong Hun","An","B An","Byeong Hun An","A","Republic of Korea","KOR","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_33948.jpg","33","University of California-Berkeley","2011"
"45526","False","Abraham","Ancer","A Ancer","Abraham Ancer","A","Mexico","MEX","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_45526.jpg","33","University of Oklahoma","2013"
"52370","False","Mason","Andersen","M Andersen","Mason Andersen","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_52370.jpg","26","Arizona State University","2022"
"12955","False","Andy","Anderson","A Anderson","Andy Anderson","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12955.jpg","","",""
"12960","False","Brad","Anderson","B Anderson","Brad Anderson","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12960.jpg","","",""
"23036","False","Chris","Anderson","C Anderson","Chris Anderson","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23036.jpg","53","Mount San Antonio College","1992"
"06006","False","JC","Anderson","J Anderson","JC Anderson","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_06006.jpg","62","",""
"25083","False","Jeremy","Anderson","J Anderson","Jeremy Anderson","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_25083.jpg","46","",""
"01023","False","Jerry","Anderson","J Anderson","Jerry Anderson","A","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01023.jpg","69","",""
"33120","False","Mark","Anderson","M Anderson","Mark Anderson","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_33120.jpg","38","University of South Carolina","2009"
"57321","False","Matthew","Anderson","M Anderson","Matthew Anderson","A","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_57321.jpg","24","University of San Francisco","2023"
"29620","False","Willie","Anderson","W Anderson","Willie Anderson","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_29620.jpg","","",""
"01024","False","Billy","Andrade","B Andrade","Billy Andrade","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01024.jpg","60","Wake Forest University","1987"
"12982","False","Dale","Andreason","D Andreason","Dale Andreason","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12982.jpg","","",""
"01030","False","Isao","Aoki","I Aoki","Isao Aoki","A","Japan","JPN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01030.jpg","82","","1964"
"30978","False","Kiradech","Aphibarnrat","K Aphibarnrat","Kiradech Aphibarnrat","A","Thailand","THA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_30978.jpg","35","","2008"
"20098","False","Stuart","Appleby","S Appleby","Stuart Appleby","A","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20098.jpg","53","","1992"
"25936","False","Alex","Aragon","A Aragon","Alex Aragon","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_25936.jpg","45","Stanford University","2001"
"01032","False","Kikuo","Arai","K Arai","Kikuo Arai","A","Japan","JPN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01032.jpg","80","",""
"01033","False","George","Archer","G Archer","George Archer","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01033.jpg","","",""
"11689","False","Ray","Arinno","R Arinno","Ray Arinno","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_11689.jpg","77","",""
"45194","False","Marcus","Armitage","M Armitage","Marcus Armitage","A","England","ENG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_45194.jpg","37","",""
"19803","True","Ryan","Armour","R Armour","Ryan Armour","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_19803.jpg","48","Ohio State University","1999"
"13024","False","Tommy","Armour","T Armour","Tommy Armour","A","Scotland","SCO","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13024.jpg","","",""
"01035","False","Tommy","Armour III","T Armour III","Tommy Armour III","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01035.jpg","65","University of New Mexico","1981"
"07781","False","Ty","Armstrong","T Armstrong","Ty Armstrong","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_07781.jpg","65","",""
"01036","False","Wally","Armstrong","W Armstrong","Wally Armstrong","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01036.jpg","79","",""
"52096","False","Adri","Arnaus","A Arnaus","Adri Arnaus","A","Spain","ESP","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_52096.jpg","30","Texas A&M University",""
"01037","False","Dewey","Arnette","D Arnette","Dewey Arnette","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01037.jpg","66","",""
"01039","False","Perry","Arthur","P Arthur","Perry Arthur","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01039.jpg","70","",""
"11472","False","Bruce","Ashworth","B Ashworth","Bruce Ashworth","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_11472.jpg","75","",""
"47125","False","Matt","Atkins","M Atkins","Matt Atkins","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_47125.jpg","33","University of South Carolina-Aiken","2013"
"21407","False","Arjun","Atwal","A Atwal","Arjun Atwal","A","India","IND","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_21407.jpg","51","Nassau Community College","1995"
"01040","False","Emlyn","Aubrey","E Aubrey","Emlyn Aubrey","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01040.jpg","60","",""
"29625","False","Laurie","Auchterlonie","L Auchterlonie","Laurie Auchterlonie","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_29625.jpg","","",""
"13061","False","George","Aulbach","G Aulbach","George Aulbach","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13061.jpg","","",""
"05013","False","Hampton","Auld","H Auld","Hampton Auld","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05013.jpg","","",""
"07867","False","Woody","Austin","W Austin","Woody Austin","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_07867.jpg","60","University of Miami","1986"
"23048","False","Eric","Axley","E Axley","Eric Axley","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23048.jpg","50","East Tennessee State University","1997"
"01041","False","Tommy","Aycock","T Aycock","Tommy Aycock","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01041.jpg","","",""
"45527","False","Kevin","Aylwin","K Aylwin","Kevin Aylwin","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_45527.jpg","35","University of North Florida","2013"
"64052","False","Angel","Ayora","A Ayora","Angel Ayora","A","Spain","ESP","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_64052.jpg","20","",""
"13078","False","Laurie","Ayton","L Ayton","Laurie Ayton","A","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13078.jpg","","",""
"01042","False","Paul","Azinger","P Azinger","Paul Azinger","A","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01042.jpg","64","Brevard Junior College","1981"
"52955","True","Ludvig","Åberg","L Åberg","Ludvig Åberg","Å","Sweden","SWE","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_52955.jpg","25","Texas Tech University","2023"
"51661","False","Nick","Bachem","N Bachem","Nick Bachem","B","Germany","GER","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_51661.jpg","25","",""
"22371","True","Aaron","Baddeley","A Baddeley","Aaron Baddeley","B","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_22371.jpg","43","","2000"
"28259","True","Sangmoon","Bae","S Bae","Sangmoon Bae","B","Republic of Korea","KOR","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_28259.jpg","38","Sungkyunkwan University","2004"
"13088","False","Eddie","Baening","E Baening","Eddie Baening","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13088.jpg","","",""
"20498","True","Briny","Baird","B Baird","Briny Baird","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20498.jpg","52","Valdosta State University","1995"
"01045","False","Butch","Baird","B Baird","Butch Baird","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01045.jpg","88","",""
"60369","False","Sam","Bairstow","S Bairstow","Sam Bairstow","B","England","ENG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_60369.jpg","26","",""
"33404","False","Chris","Baker","C Baker","Chris Baker","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_33404.jpg","38","Iowa State University","2008"
"13110","False","Ralph","Baker","R Baker","Ralph Baker","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13110.jpg","89","",""
"01049","False","Ian","Baker-Finch","I Baker-Finch","Ian Baker-Finch","B","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01049.jpg","64","",""
"01050","False","Al","Balding","A Balding","Al Balding","B","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01050.jpg","","",""
"32622","False","Matthew","Baldwin","M Baldwin","Matthew Baldwin","B","England","ENG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_32622.jpg","38","",""
"05016","False","Errie","Ball","E Ball","Errie Ball","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05016.jpg","","",""
"01051","False","Seve","Ballesteros","S Ballesteros","Seve Ballesteros","B","Spain","ESP","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01051.jpg","","","1974"
"13133","False","Lou","Barbaro","L Barbaro","Lou Barbaro","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13133.jpg","","",""
"13132","False","Bob","Barbarossa","B Barbarossa","Bob Barbarossa","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13132.jpg","","",""
"21739","False","Aaron","Barber","A Barber","Aaron Barber","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_21739.jpg","52","University of Minnesota","1996"
"35545","False","Blayne","Barber","B Barber","Blayne Barber","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_35545.jpg","34","Auburn University","2012"
"01054","False","Dave","Barber","D Barber","Dave Barber","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01054.jpg","78","",""
"01055","False","Jerry","Barber","J Barber","Jerry Barber","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01055.jpg","","",""
"01056","False","Jim","Barber","J Barber","Jim Barber","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01056.jpg","","",""
"01057","False","Miller","Barber","M Barber","Miller Barber","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01057.jpg","","",""
"23613","False","Rich","Barcelo","R Barcelo","Rich Barcelo","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23613.jpg","49","University of Nevada","1998"
"39982","False","Jakub","Bares","J Bares","Jakub Bares","B","Czechia","CZE","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_39982.jpg","","",""
"37212","True","Paul","Barjon","P Barjon","Paul Barjon","B","France","FRA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_37212.jpg","32","Texas Christian University","2016"
"11692","False","Jim","Barker","J Barker","Jim Barker","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_11692.jpg","76","",""
"06863","False","Paul","Barkhouse","P Barkhouse","Paul Barkhouse","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_06863.jpg","84","",""
"19824","False","Craig","Barlow","C Barlow","Craig Barlow","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_19824.jpg","52","Taft Junior College","1995"
"34374","True","Erik","Barnes","E Barnes","Erik Barnes","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_34374.jpg","37","Austin Peay State University","2011"
"13158","False","Jim","Barnes","J Barnes","Jim Barnes","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13158.jpg","","",""
"24846","True","Ricky","Barnes","R Barnes","Ricky Barnes","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_24846.jpg","43","University of Arizona","2003"
"05023","False","John","Barnum","J Barnum","John Barnum","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05023.jpg","113","",""
"01060","False","Dave","Barr","D Barr","Dave Barr","B","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01060.jpg","72","",""
"01061","False","Ray","Barr, Jr.","R Barr, Jr.","Ray Barr, Jr.","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01061.jpg","66","",""
"12661","False","Todd","Barranger","T Barranger","Todd Barranger","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12661.jpg","56","",""
"13169","False","Jerry","Barrier","J Barrier","Jerry Barrier","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13169.jpg","","",""
"20099","False","Doug","Barron","D Barron","Doug Barron","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20099.jpg","55","Mississippi State University","1992"
"46955","False","Haydn","Barron","H Barron","Haydn Barron","B","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_46955.jpg","","",""
"13172","False","Herman","Barron","H Barron","Herman Barron","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13172.jpg","","",""
"13175","False","Art","Bartlett","A Bartlett","Art Bartlett","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13175.jpg","","",""
"27124","False","Chris","Baryla","C Baryla","Chris Baryla","B","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_27124.jpg","42","University of Texas-El Paso","2004"
"07051","False","Richard","Bassett","R Bassett","Richard Bassett","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_07051.jpg","83","",""
"13184","False","Charles","Bassler","C Bassler","Charles Bassler","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13184.jpg","","",""
"13185","False","Harry","Bassler","H Bassler","Harry Bassler","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13185.jpg","","",""
"13188","False","Bob","Batdorff","B Batdorff","Bob Batdorff","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13188.jpg","","",""
"07223","False","Brian","Bateman","B Bateman","Brian Bateman","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_07223.jpg","51","Louisiana State University","1996"
"35490","False","Wil","Bateman","W Bateman","Wil Bateman","B","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_35490.jpg","31","San Diego State University","2012"
"01063","False","Ben","Bates","B Bates","Ben Bates","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01063.jpg","63","Troy State University","1984"
"07721","False","Pat","Bates","P Bates","Pat Bates","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_07721.jpg","55","",""
"01064","False","Eric","Batten","E Batten","Eric Batten","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01064.jpg","69","",""
"48001","False","Zach","Bauchou","Z Bauchou","Zach Bauchou","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_48001.jpg","28","Oklahoma State University","2019"
"13199","False","Gary","Bauer","G Bauer","Gary Bauer","B","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13199.jpg","","",""
"01065","False","Beau","Baugh","B Baugh","Beau Baugh","B","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01065.jpg","72","",""
