"playerId","year","cutsMade","displaySeason","events","officialMoney","second","standingsPoints","standingsRank","third","top10","top25","tourCode","wins","withdrawn"
"06617","1993","16","1993","30","112,811","-","-","-","-","1","3","R","-","1"
"01512","1998","1","1998","2","2,376","-","-","-","-","-","-","R","-","-"
"01512","1997","-","1997","1","-","-","-","-","-","-","-","R","-","-"
"01512","1995","-","1995","3","-","-","-","-","-","-","-","R","-","1"
"01512","1994","-","1994","1","-","-","-","-","-","-","-","R","-","-"
"01512","1993","-","1993","2","-","-","-","-","-","-","-","R","-","-"
"01512","1992","-","1992","2","-","-","-","-","-","-","-","R","-","-"
"01512","1991","-","1991","3","-","-","-","-","-","-","-","R","-","-"
"01512","1988","-","1988","5","-","-","-","-","-","-","-","R","-","-"
"01512","1987","-","1987","1","-","-","-","-","-","-","-","R","-","1"
"01512","1986","-","1986","1","-","-","-","-","-","-","-","R","-","-"
"01512","1982","-","1982","-","-","-","-","-","-","-","-","R","-","-"
"01512","1981","3","1981","15","3,396","-","-","-","-","-","-","R","-","-"
"01512","1980","5","1980","8","5,395","-","-","-","-","-","1","R","-","1"
"01512","1979","1","1979","1","582","-","-","-","-","-","-","R","-","-"
"01512","1978","10","1978","15","11,465","-","-","-","-","1","3","R","-","1"
"01512","1977","1","1977","4","116","-","-","-","-","-","-","R","-","-"
"01512","1975","2","1975","5","1,569","-","-","-","-","1","1","R","-","-"
"01512","1974","13","1974","17","8,527","1","-","-","-","1","2","R","-","-"
"01512","1973","9","1973","18","15,612","1","-","-","-","1","2","R","-","-"
"01512","1972","17","1972","26","20,760","-","-","-","1","3","5","R","-","2"
"01512","1971","12","1971","21","8,568","-","-","-","-","1","4","R","-","-"
"01512","1970","16","1970","27","16,813","-","-","-","1","2","4","R","-","-"
"01512","1969","17","1969","25","54,002","-","-","-","-","2","6","R","1","1"
"01512","1968","10","1968","16","524","-","-","-","-","-","1","R","-","-"
"01512","1967","1","1967","1","-","-","-","-","-","-","-","R","-","-"
"01512","1967","-","1967 (a)","1","-","-","-","-","-","-","-","R","-","-"
"01512","1966","-","1966 (a)","1","-","-","-","-","-","-","-","R","-","-"
"23353","2023","-","2022-23","5","-","-","-","-","-","-","-","R","-","-"
"23353","2022","3","2021-22","8","41,727","-","9","232","-","-","-","R","-","-"
"23353","2021","3","2020-21","10","31,125","-","9","237","-","-","-","R","-","-"
"23353","2020","2","2019-20","9","23,160","-","7","239","-","-","-","R","-","-"
"23353","2019","6","2018-19","22","177,232","-","84","206","-","1","1","R","-","-"
"23353","2018","13","2017-18","28","482,052","-","239","158","-","1","5","R","-","1"
"23353","2017","17","2016-17","29","734,874","-","365","125","-","2","7","R","-","1"
"23353","2016","12","2015-16","24","280,674","-","162","185","-","-","-","R","-","1"
"23353","2015","17","2014-15","30","1,046,123","-","716","90","-","1","4","R","1","-"
"23353","2014","18","2013-14","28","554,615","-","425","128","-","-","4","R","-","-"
"23353","2013","16","2013","26","761,861","-","516","106","-","2","3","R","-","-"
"23353","2012","18","2012","28","1,297,802","-","760","80","1","3","5","R","1","-"
"23353","2011","20","2011","28","873,377","-","739","76","-","1","8","R","-","-"
"23353","2010","19","2010","27","1,035,688","1","603","86","-","2","5","R","-","-"
"23353","2009","22","2009","28","1,161,641","1","709","83","-","3","7","R","-","-"
"23353","2008","19","2008","34","931,162","-","96,890","92","-","2","4","R","-","-"
"23353","2007","18","2007","26","1,088,660","-","88,900","94","-","2","7","R","-","-"
"23353","2006","20","2006","28","2,301,480","1","-","-","-","5","9","R","1","-"
"23353","2005","20","2005","32","942,347","-","-","-","-","4","6","R","-","1"
"23353","2004","21","2004","30","848,823","-","-","-","1","3","7","R","-","-"
"23353","2003","18","2003","31","660,341","-","-","-","-","1","7","R","-","-"
"23353","2002","21","2002","34","569,875","-","-","-","1","2","5","R","-","-"
"23353","2001","15","2001","28","1,073,847","2","-","-","-","5","6","R","-","-"
"23353","1999","-","1999","2","-","-","-","-","-","-","-","R","-","-"
"23353","1998","2","1998","2","6,871","-","-","-","-","-","-","R","-","-"
"23353","1998","1","1998 (a)","1","6,871","-","-","-","-","-","-","R","-","-"
"20433","2022","1","2021-22","5","97,356","-","40","220","-","1","1","R","-","-"
"20433","2021","-","2020-21","2","-","-","-","-","-","-","-","R","-","1"
"20433","2018","-","2017-18","1","-","-","-","-","-","-","-","R","-","-"
"20433","2017","-","2016-17","2","-","-","-","-","-","-","-","R","-","-"
"20433","2016","2","2015-16","5","17,344","-","2","242","-","-","-","R","-","-"
"20433","2015","1","2014-15","2","122,938","-","53","217","-","1","1","R","-","-"
"20433","2013","-","2013","1","-","-","-","-","-","-","-","R","-","-"
"20433","2012","-","2012","2","-","-","-","-","-","-","-","R","-","-"
"20433","2011","3","2011","6","32,241","-","29","232","-","-","-","R","-","1"
"20433","2010","8","2010","12","228,384","-","142","183","-","-","2","R","-","1"
"20433","2009","2","2009","5","32,250","-","42","223","-","-","-","R","-","-"
"20433","2008","9","2008","26","480,483","-","1,261","167","-","1","3","R","-","2"
"20433","2007","16","2007","25","969,731","1","1,561","150","-","1","4","R","-","2"
"20433","2006","8","2006","16","251,883","-","-","-","-","-","2","R","-","-"
"20433","2005","16","2005","21","1,312,637","-","-","-","1","3","9","R","-","-"
"20433","2004","19","2004","29","2,718,766","1","-","-","2","8","12","R","1","1"
"20433","2003","1","2003","1","8,880","-","-","-","-","-","-","R","-","-"
"20433","2001","7","2001","29","155,629","-","-","-","-","1","2","R","-","3"
"20433","1997","-","1997","1","-","-","-","-","-","-","-","R","-","-"
"20433","1996","1","1996","1","3,799","-","-","-","-","-","-","R","-","-"
"20433","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"01513","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"01513","1994","-","1994","1","-","-","-","-","-","-","-","R","-","-"
"01513","1992","-","1992","1","-","-","-","-","-","-","-","R","-","-"
"01513","1991","1","1991","1","2,225","-","-","-","-","-","-","R","-","-"
"01513","1990","-","1990","1","-","-","-","-","-","-","-","R","-","-"
"01513","1989","-","1989","3","-","-","-","-","-","-","-","R","-","-"
"01513","1988","1","1988","3","1,050","-","-","-","-","-","-","R","-","1"
"01513","1987","7","1987","23","13,748","-","-","-","-","-","1","R","-","-"
"01513","1986","9","1986","26","13,921","-","-","-","-","-","1","R","-","1"
"01513","1984","-","1984","1","-","-","-","-","-","-","-","R","-","-"
"01513","1983","1","1983","2","2,424","-","-","-","-","-","1","R","-","-"
"01513","1982","-","1982","1","-","-","-","-","-","-","-","R","-","-"
"39058","2024","1","2024","1","48,969","-","-","-","-","-","-","R","-","-"
"39058","2023","13","2022-23","20","1,192,273","-","199","153","-","1","3","R","-","-"
"39058","2022","10","2021-22","20","2,558,440","-","1,004","44","-","2","6","R","1","-"
"39058","2021","7","2020-21","11","312,429","-","-","-","-","-","2","R","-","-"
"39058","2020","2","2019-20","3","80,500","-","-","-","-","-","-","R","-","-"
"39058","2019","1","2018-19","1","19,250","-","-","-","-","-","-","R","-","-"
"39058","2018","1","2017-18","2","27,161","-","-","-","-","-","-","R","-","-"
"31557","2024","1","2024","5","10,253","-","5","230","-","-","-","R","-","-"
"31557","2023","12","2022-23","29","372,745","-","95","195","-","-","1","R","-","2"
"31557","2022","7","2021-22","19","202,105","-","76","210","-","1","1","R","-","-"
"31557","2021","11","2020-21","22","407,995","-","199","171","-","-","2","R","-","-"
"31557","2020","9","2019-20","21","1,390,275","-","619","64","-","1","1","R","1","-"
"31557","2019","5","2018-19","21","678,185","-","321","138","-","1","1","R","1","-"
"31557","2018","3","2017-18","9","46,962","-","13","233","-","-","-","R","-","1"
"31557","2017","13","2016-17","25","1,205,632","-","565","91","1","2","6","R","-","-"
"31557","2016","18","2015-16","29","2,091,274","-","1,415","42","-","2","7","R","1","-"
"31557","2015","18","2014-15","27","1,212,778","-","840","74","-","2","8","R","-","-"
"31557","2014","11","2013-14","21","187,337","-","142","182","-","-","-","R","-","1"
"31557","2013","10","2013","19","490,756","-","325","139","-","2","4","R","-","-"
"31557","2012","1","2012","2","105,000","-","-","-","-","-","1","R","-","-"
"31557","2011","13","2011","22","196,845","-","160","178","-","-","2","R","-","-"
"31557","2010","1","2010","1","23,385","-","-","-","-","-","-","R","-","-"
"66246","2024","-","2024 (a)","1","-","-","-","-","-","-","-","R","-","-"
"01514","2002","7","2002","23","109,953","-","-","-","-","1","1","R","-","-"
"01514","1999","-","1999","1","-","-","-","-","-","-","-","R","-","-"
"01514","1998","1","1998","2","7,757","-","-","-","-","-","-","R","-","-"
"01514","1997","2","1997","3","7,778","-","-","-","-","-","-","R","-","-"
"01514","1995","1","1995","1","8,733","-","-","-","-","-","-","R","-","-"
"01514","1986","-","1986","1","-","-","-","-","-","-","-","R","-","-"
"58785","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"58785","2023","-","2022-23","1","-","-","-","-","-","-","-","R","-","-"
"12782","2021","-","2020-21","1","-","-","-","-","-","-","-","R","-","-"
"12782","2020","1","2019-20","6","15,494","-","6","240","-","-","-","R","-","-"
"12782","2019","3","2018-19","10","43,281","-","13","240","-","-","-","R","-","-"
"12782","2018","4","2017-18","12","209,216","-","87","196","-","-","1","R","-","-"
"12782","2017","2","2016-17","8","29,857","-","11","229","-","-","-","R","-","-"
"12782","2016","8","2015-16","14","297,238","-","186","182","-","1","2","R","-","-"
"12782","2015","1","2014-15","7","5,820","-","1","256","-","-","-","R","-","-"
"12782","2014","10","2013-14","15","212,771","-","157","181","-","-","1","R","-","-"
"12782","2013","8","2013","15","302,570","-","190","168","-","-","1","R","-","-"
"12782","2012","16","2012","27","660,279","-","339","128","-","2","4","R","-","-"
"12782","2011","14","2011","28","909,135","-","456","110","1","3","5","R","-","-"
"12782","2010","16","2010","24","391,502","-","234","162","-","-","4","R","-","-"
"12782","2009","16","2009","27","619,843","-","421","114","-","-","7","R","-","-"
"12782","2008","20","2008","28","1,164,999","-","101,016","53","-","3","9","R","-","-"
"12782","2007","22","2007","27","951,200","1","87,934","104","-","1","5","R","-","-"
"12782","2006","15","2006","27","1,776,142","-","-","-","-","2","4","R","1","-"
"12782","2005","23","2005","28","2,103,550","-","-","-","1","7","13","R","-","-"
"12782","2004","17","2004","26","1,727,577","1","-","-","1","4","10","R","-","-"
"12782","2003","21","2003","29","2,176,390","2","-","-","2","6","9","R","-","-"
"12782","2002","21","2002","30","954,917","1","-","-","-","3","7","R","-","-"
"12782","2001","20","2001","29","945,441","-","-","-","1","3","10","R","-","-"
"12782","2000","21","2000","28","731,925","-","-","-","-","4","10","R","-","-"
"12782","1999","21","1999","29","1,511,202","2","-","-","-","7","11","R","1","-"
"12782","1998","21","1998","29","525,373","-","-","-","-","4","10","R","-","-"
"12782","1997","21","1997","31","640,997","-","-","-","-","6","11","R","1","-"
"12782","1996","22","1996","31","475,670","-","-","-","-","3","7","R","1","-"
"12782","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"05284","1985","-","1985","1","-","-","-","-","-","-","-","R","-","-"
"05284","1983","-","1983","1","-","-","-","-","-","-","-","R","-","-"
"05284","1980","-","1980","2","-","-","-","-","-","-","-","R","-","-"
"05284","1977","-","1977","2","-","-","-","-","-","-","-","R","-","-"
"05284","1975","-","1975","1","-","-","-","-","-","-","-","R","-","-"
"05284","1968","2","1968","4","-","-","-","-","-","-","-","R","-","-"
"05284","1967","1","1967","9","-","-","-","-","-","-","-","R","-","-"
"05284","1966","-","1966","1","-","-","-","-","-","-","-","R","-","-"
"05284","1965","-","1965","1","-","-","-","-","-","-","-","R","-","-"
"05284","1964","-","1964","1","-","-","-","-","-","-","-","R","-","-"
"05284","1962","2","1962","2","150","-","-","-","-","-","-","R","-","-"
"05284","1961","1","1961","1","610","-","-","-","-","-","1","R","-","-"
"05284","1959","3","1959","5","-","-","-","-","-","-","-","R","-","-"
"05284","1958","2","1958","3","-","-","-","-","-","-","-","R","-","-"
"01516","1981","4","1981","14","2,621","-","-","-","-","-","-","R","-","1"
"01516","1979","5","1979","17","3,180","-","-","-","-","-","-","R","-","-"
"01516","1978","14","1978","24","24,398","-","-","-","-","2","5","R","-","-"
"01516","1977","5","1977","8","2,053","-","-","-","-","-","1","R","-","-"
"01516","1976","1","1976","4","250","-","-","-","-","-","-","R","-","-"
"01516","1973","3","1973","5","623","-","-","-","-","-","-","R","-","-"
"01516","1968","1","1968","1","-","-","-","-","-","-","-","R","-","-"
"06122","1993","-","1993","2","-","-","-","-","-","-","-","R","-","-"
"06122","1992","7","1992","27","38,941","-","-","-","-","-","1","R","-","1"
"06122","1990","7","1990","25","18,927","-","-","-","-","-","1","R","-","1"
"06122","1988","-","1988","1","-","-","-","-","-","-","-","R","-","-"
"06122","1985","-","1985","1","-","-","-","-","-","-","-","R","-","-"
"06122","1984","-","1984","1","-","-","-","-","-","-","-","R","-","-"
"06122","1980","-","1980","1","-","-","-","-","-","-","-","R","-","-"
"05286","1972","-","1972","1","-","-","-","-","-","-","-","R","-","-"
"05286","1971","-","1971","1","-","-","-","-","-","-","-","R","-","-"
"05286","1970","-","1970","1","-","-","-","-","-","-","-","R","-","-"
"05286","1969","1","1969","3","167","-","-","-","-","-","-","R","-","-"
"05286","1968","5","1968","10","2,305","-","-","-","-","-","2","R","-","-"
"05286","1967","1","1967","2","390","-","-","-","-","-","-","R","-","-"
"05286","1966","1","1966","2","67","-","-","-","-","-","-","R","-","-"
"05286","1965","1","1965","1","576","-","-","-","-","-","1","R","-","-"
"05286","1963","-","1963","2","-","-","-","-","-","-","-","R","-","-"
"05286","1962","1","1962","3","-","-","-","-","-","-","-","R","-","-"
"05286","1961","2","1961","5","550","-","-","-","-","-","1","R","-","-"
"05286","1960","-","1960","1","-","-","-","-","-","-","-","R","-","-"
"05286","1959","2","1959","2","327","-","-","-","-","-","-","R","-","-"
"05286","1958","1","1958","2","100","-","-","-","-","-","-","R","-","-"
"05286","1957","6","1957","9","423","-","-","-","-","-","1","R","-","-"
"05286","1956","2","1956","2","-","-","-","-","-","-","-","R","-","-"
"05286","1954","1","1954","1","-","-","-","-","-","-","-","R","-","-"
"05286","1953","1","1953","2","-","-","-","-","-","-","-","R","-","-"
"05286","1951","1","1951","1","-","-","-","-","-","-","-","R","-","-"
"49298","2023","16","2022-23","34","1,017,832","-","236","139","-","-","5","R","-","-"
"49298","2022","14","2021-22","31","881,229","-","328","135","-","1","4","R","-","-"
"49298","2021","12","2020-21","24","1,348,745","1","595","91","-","2","6","R","-","1"
"49298","2020","7","2019-20","18","253,646","-","131","170","-","-","3","R","-","1"
"49298","2019","13","2018-19","26","494,424","-","250","161","-","1","4","R","-","-"
"49298","2017","1","2016-17","2","75,300","-","-","-","-","-","1","R","-","-"
"49298","2016","-","2015-16","2","-","-","-","-","-","-","-","R","-","-"
"63774","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"25444","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"25444","2023","-","2022-23","1","-","-","-","-","-","-","-","R","-","-"
"25444","2016","6","2015-16","15","263,943","-","-","-","-","1","1","R","-","-"
"25444","2015","2","2014-15","14","42,171","-","41","227","-","-","-","R","-","2"
"25444","2014","21","2013-14","30","1,544,061","1","923","75","1","3","7","R","-","-"
"25444","2013","16","2013","25","732,742","-","451","116","-","1","5","R","-","2"
"25444","2012","1","2012","2","23,180","-","-","-","-","-","-","R","-","-"
"25444","2011","7","2011","23","284,990","-","145","183","-","-","3","R","-","-"
"25444","2008","1","2008","1","14,306","-","-","-","-","-","-","R","-","-"
"25444","2004","-","2004","1","-","-","-","-","-","-","-","R","-","-"
"25444","2001","-","2001","1","-","-","-","-","-","-","-","R","-","-"
"64594","2024","1","2024","2","61,000","-","-","-","-","-","1","R","-","-"
"64594","2023","1","2022-23","3","24,890","-","-","-","-","-","-","R","-","-"
"06560","1979","-","1979","1","-","-","-","-","-","-","-","R","-","-"
"06560","1975","-","1975","3","-","-","-","-","-","-","-","R","-","-"
"06560","1974","-","1974","4","-","-","-","-","-","-","-","R","-","1"
"06560","1973","-","1973","5","-","-","-","-","-","-","-","R","-","-"
"06560","1972","-","1972","8","-","-","-","-","-","-","-","R","-","-"
"06560","1971","-","1971","1","-","-","-","-","-","-","-","R","-","-"
"06560","1968","-","1968","4","-","-","-","-","-","-","-","R","-","-"
"01518","1988","-","1988","1","-","-","-","-","-","-","-","R","-","-"
"01518","1977","-","1977","1","-","-","-","-","-","-","-","R","-","-"
"01518","1965","-","1965","1","-","-","-","-","-","-","-","R","-","-"
"01518","1964","1","1964","1","-","-","-","-","-","-","-","R","-","-"
"01518","1963","1","1963","1","410","-","-","-","-","-","-","R","-","-"
"01518","1962","1","1962","3","130","-","-","-","-","-","-","R","-","-"
"01518","1961","13","1961","14","2,560","-","-","-","-","-","3","R","-","1"
"01518","1960","2","1960","2","315","-","-","-","-","-","1","R","-","-"
"01518","1959","1","1959","1","90","-","-","-","-","-","-","R","-","-"
"01518","1958","1","1958","1","-","-","-","-","-","-","-","R","-","-"
"01518","1957","14","1957","15","2,663","-","-","-","-","-","6","R","-","-"
"01518","1956","18","1956","18","1,897","-","-","-","-","-","7","R","-","1"
"01518","1955","21","1955","24","4,780","-","-","-","1","4","8","R","-","2"
"01518","1954","10","1954","12","1,338","-","-","-","-","-","4","R","-","1"
"01518","1953","5","1953","5","327","-","-","-","-","-","2","R","-","-"
"01518","1952","2","1952","2","8","-","-","-","-","-","-","R","-","-"
"54421","2024","15","2024","29","947,868","-","186","150","-","2","4","R","-","1"
"54421","2023","20","2022-23","33","1,784,592","-","586","76","1","1","7","R","-","1"
"54421","2022","9","2021-22","22","667,305","-","229","157","-","1","4","R","-","-"
"54421","2021","5","2020-21","8","1,378,456","-","530","107","-","1","1","R","1","1"
"33597","2024","3","2024","7","64,180","-","11","218","-","-","-","R","-","-"
"33597","2023","13","2022-23","31","718,748","-","274","132","-","1","4","R","-","-"
"33597","2022","13","2021-22","30","834,333","-","272","147","-","1","3","R","-","-"
"33597","2021","13","2020-21","28","1,829,267","1","868","66","-","2","6","R","-","-"
"33597","2020","16","2019-20","25","1,251,570","1","684","55","-","2","7","R","-","-"
"60067","2024","13","2024","26","1,340,018","-","157","160","-","3","7","R","-","-"
"60067","2022","-","2021-22","1","-","-","-","-","-","-","-","R","-","-"
"60067","2021","-","2020-21 (a)","1","-","-","-","-","-","-","-","R","-","-"
"15637","1964","1","1964","1","319","-","-","-","-","-","-","R","-","-"
"15637","1962","2","1962","3","100","-","-","-","-","-","-","R","-","-"
"15637","1961","2","1961","3","-","-","-","-","-","-","-","R","-","-"
"15637","1960","1","1960","2","145","-","-","-","-","-","1","R","-","-"
"15637","1959","6","1959","8","168","-","-","-","-","-","-","R","-","-"
"15637","1958","9","1958","11","1,113","-","-","-","-","1","2","R","-","-"
"15637","1957","7","1957","10","602","-","-","-","-","-","2","R","-","-"
"15637","1956","1","1956","1","-","-","-","-","-","-","-","R","-","-"
"15637","1952","1","1952 (a)","1","-","-","-","-","-","-","-","R","-","-"
"15637","1950","-","1950 (a)","1","-","-","-","-","-","-","-","R","-","-"
"15637","1934","-","1934","1","-","-","-","-","-","-","-","R","-","-"
"55707","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"55707","2023","1","2022-23","1","73,598","-","-","-","-","-","1","R","-","-"
"55707","2020","1","2019-20","1","18,257","-","-","-","-","-","-","R","-","-"
"01519","1987","-","1987","1","-","-","-","-","-","-","-","R","-","-"
"01519","1985","2","1985","2","1,813","-","-","-","-","-","-","R","-","-"
"01519","1984","-","1984","2","-","-","-","-","-","-","-","R","-","-"
"01519","1983","2","1983","4","2,276","-","-","-","-","-","-","R","-","1"
"01519","1982","4","1982","8","8,758","-","-","-","-","-","2","R","-","-"
"01519","1981","5","1981","17","8,838","-","-","-","-","-","2","R","-","-"
"01519","1980","17","1980","25","43,287","-","-","-","-","1","7","R","-","-"
"01519","1979","5","1979","12","5,779","-","-","-","-","-","1","R","-","2"
"01519","1978","5","1978","12","3,781","-","-","-","-","-","-","R","-","1"
"01519","1977","12","1977","16","17,058","-","-","-","-","1","3","R","-","1"
"01519","1976","26","1976","26","116,606","1","-","-","2","8","15","R","1","1"
"01519","1975","19","1975","24","80,534","-","-","-","-","6","12","R","1","-"
"01519","1974","18","1974","23","124,974","1","-","-","4","9","15","R","1","-"
"01519","1973","17","1973","19","93,921","1","-","-","2","9","13","R","1","2"
"01519","1972","18","1972","21","95,509","2","-","-","-","9","12","R","1","1"
"01519","1971","17","1971","21","59,226","1","-","-","-","6","14","R","-","-"
"01519","1970","22","1970","24","108,219","1","-","-","1","12","18","R","1","1"
"01519","1969","21","1969","24","141,807","1","-","-","3","11","17","R","3","-"
"01519","1968","19","1968","23","26,052","-","-","-","-","3","9","R","-","1"
"01519","1967","22","1967","27","49,774","-","-","-","-","5","13","R","1","2"
"01519","1966","21","1966","21","26,587","-","-","-","-","6","16","R","-","-"
"01519","1965","19","1965","21","14,674","-","-","-","-","3","10","R","-","-"
"01519","1964","24","1964","26","13,333","-","-","-","-","2","10","R","-","2"
"01519","1963","20","1963","28","18,906","1","-","-","3","6","11","R","1","3"
"01519","1962","31","1962","35","22,731","2","-","-","-","10","17","R","-","4"
"01519","1961","23","1961","26","21,560","1","-","-","1","8","17","R","2","1"
"01519","1960","15","1960","21","7,425","-","-","-","1","5","6","R","-","-"
"01519","1959","4","1959","4","1,655","-","-","-","-","-","3","R","-","-"
"20154","1999","2","1999","3","74,616","-","-","-","-","1","1","R","-","-"
"20154","1998","11","1998","27","71,495","-","-","-","-","-","1","R","-","3"
"20154","1996","1","1996","2","24,000","-","-","-","-","-","1","R","-","-"
"20154","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"21259","2002","6","2002","24","150,860","-","-","-","-","-","2","R","-","1"
"21259","1998","-","1998","1","-","-","-","-","-","-","-","R","-","-"
"21259","1997","-","1997","1","-","-","-","-","-","-","-","R","-","-"
"21259","1996","-","1996","1","-","-","-","-","-","-","-","R","-","-"
"01520","1988","-","1988","1","-","-","-","-","-","-","-","R","-","-"
"01520","1987","-","1987","2","-","-","-","-","-","-","-","R","-","-"
"01520","1986","1","1986","2","4,800","-","-","-","-","-","1","R","-","-"
"01520","1985","2","1985","3","2,898","-","-","-","-","-","-","R","-","-"
"01520","1984","-","1984","3","-","-","-","-","-","-","-","R","-","-"
"01520","1983","1","1983","4","384","-","-","-","-","-","-","R","-","-"
"01520","1982","4","1982","15","4,753","-","-","-","-","-","1","R","-","2"
"01520","1981","1","1981","11","627","-","-","-","-","-","-","R","-","-"
"01520","1980","18","1980","27","28,341","-","-","-","-","1","3","R","-","2"
"01520","1979","18","1979","25","38,087","-","-","-","-","-","8","R","-","-"
"01520","1978","14","1978","19","17,648","-","-","-","-","-","2","R","-","-"
"01520","1977","19","1977","23","50,323","-","-","-","-","1","5","R","1","3"
"01520","1976","23","1976","27","58,478","-","-","-","1","4","11","R","-","2"
"01520","1975","20","1975","21","41,697","-","-","-","-","3","9","R","-","-"
"01520","1974","25","1974","28","70,357","2","-","-","-","7","12","R","-","-"
"01520","1973","20","1973","25","40,333","-","-","-","-","2","13","R","-","-"
"01520","1972","26","1972","32","64,425","-","-","-","-","6","13","R","1","2"
"01520","1971","24","1971","30","41,918","-","-","-","-","6","13","R","-","1"
"01520","1970","23","1970","27","49,641","-","-","-","-","1","7","R","1","1"
"01520","1969","17","1969","26","14,611","-","-","-","1","2","5","R","-","-"
"01520","1968","9","1968","14","28,438","3","-","-","-","3","3","R","-","-"
"15640","1961","2","1961","2","-","-","-","-","-","-","-","R","-","-"
"15640","1959","1","1959","1","135","-","-","-","-","-","1","R","-","-"
"15640","1957","1","1957","2","50","-","-","-","-","-","-","R","-","-"
"15640","1956","1","1956","1","-","-","-","-","-","-","-","R","-","-"
"15640","1955","3","1955","5","355","-","-","-","-","-","2","R","-","-"
"15640","1952","-","1952","1","-","-","-","-","-","-","-","R","-","-"
"15640","1951","2","1951","3","166","-","-","-","-","-","1","R","-","-"
"15640","1950","8","1950","9","100","-","-","-","-","-","-","R","-","3"
"15640","1949","9","1949","9","888","-","-","-","-","1","3","R","-","2"
"15640","1946","4","1946","4","1,838","-","-","-","-","3","3","R","-","-"
"15640","1944","1","1944","1","-","-","-","-","-","-","1","R","-","-"
"15640","1942","4","1942","5","407","-","-","-","-","1","4","R","-","1"
"15640","1941","1","1941","2","64","-","-","-","-","-","1","R","-","-"
"15640","1940","1","1940","2","-","-","-","-","-","-","1","R","-","1"
"49813","2024","2","2024","2","207,736","-","-","-","-","-","1","R","-","-"
"49813","2023","1","2022-23","2","26,190","-","-","-","-","-","-","R","-","-"
"49813","2021","-","2020-21","1","-","-","-","-","-","-","-","R","-","-"
"49813","2019","-","2018-19 (a)","1","-","-","-","-","-","-","-","R","-","-"
"15649","1960","-","1960","2","130","-","-","-","-","-","-","R","-","-"
"15649","1959","1","1959","1","43","-","-","-","-","-","-","R","-","-"
"15649","1955","2","1955","2","150","-","-","-","-","-","-","R","-","-"
"15649","1954","1","1954","1","100","-","-","-","-","-","-","R","-","-"
"15649","1953","1","1953","2","100","-","-","-","-","-","-","R","-","-"
"15649","1951","4","1951","4","240","-","-","-","-","-","1","R","-","-"
"15649","1950","3","1950","4","315","-","-","-","-","-","1","R","-","-"
"15649","1949","4","1949","4","-","-","-","-","-","-","1","R","-","1"
"15649","1948","7","1948","7","529","-","-","-","-","-","3","R","-","-"
"15649","1947","5","1947","5","850","-","-","-","-","1","5","R","-","-"
"15649","1946","26","1946","26","8,039","-","-","-","1","8","22","R","-","-"
"15649","1945","23","1945","23","14,396","-","-","-","1","17","23","R","1","-"
"15649","1944","11","1944","11","3,517","-","-","-","1","8","11","R","-","-"
"15649","1943","1","1943","1","-","-","-","-","-","-","1","R","-","-"
"15649","1942","15","1942","15","1,894","-","-","-","2","6","13","R","-","-"
"15649","1941","17","1941","18","2,454","-","-","-","1","7","16","R","-","1"
"15649","1940","19","1940","19","2,323","-","-","-","-","7","18","R","-","-"
"15649","1939","17","1939","17","2,632","1","-","-","1","9","17","R","-","-"
"15649","1938","22","1938","22","5,513","4","-","-","2","15","22","R","1","-"
"15649","1937","23","1937","23","5,040","1","-","-","3","15","22","R","2","-"
"15649","1936","18","1936","18","4,934","-","-","-","1","9","17","R","3","-"
"15649","1935","19","1935","20","1,869","-","-","-","1","10","18","R","1","-"
"15649","1934","20","1934","20","1,670","-","-","-","-","12","19","R","-","-"
"15649","1933","6","1933","6","1,018","-","-","-","1","4","5","R","1","-"
"15649","1932","4","1932","4","-","-","-","-","-","2","2","R","-","-"
"15649","1931","3","1931","3","-","-","-","-","-","-","2","R","-","-"
"15649","1930","2","1930","2","-","-","-","-","-","-","2","R","-","-"
"15649","1929","3","1929","3","-","-","-","-","-","-","1","R","-","-"
"15649","1925","1","1925","1","-","-","-","-","-","1","1","R","-","-"
"01522","2007","-","2007","1","-","-","-","-","-","-","-","R","-","1"
"01522","2006","-","2006","1","-","-","-","-","-","-","-","R","-","-"
"01522","2003","-","2003","1","-","-","-","-","-","-","-","R","-","-"
"01522","2002","-","2002","1","-","-","-","-","-","-","-","R","-","-"
"01522","2001","-","2001","1","-","-","-","-","-","-","-","R","-","-"
"01522","2000","-","2000","1","-","-","-","-","-","-","-","R","-","-"
"01522","1999","-","1999","1","-","-","-","-","-","-","-","R","-","-"
"01522","1998","1","1998","7","2,760","-","-","-","-","-","-","R","-","-"
"01522","1997","2","1997","6","5,399","-","-","-","-","-","-","R","-","-"
"01522","1996","-","1996","3","-","-","-","-","-","-","-","R","-","-"
"01522","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"01522","1994","2","1994","7","4,411","-","-","-","-","-","-","R","-","-"
"01522","1993","5","1993","13","8,621","-","-","-","-","-","-","R","-","1"
