"playerId","year","cutsMade","displaySeason","events","officialMoney","second","standingsPoints","standingsRank","third","top10","top25","tourCode","wins","withdrawn"
"12855","1969","20","1969","26","17,681","-","-","-","-","5","9","R","-","-"
"12855","1968","8","1968","12","1,098","-","-","-","-","-","-","R","-","-"
"12856","1969","-","1969","1","-","-","-","-","-","-","-","R","-","-"
"12856","1968","-","1968","1","-","-","-","-","-","-","-","R","-","-"
"12856","1966","-","1966","1","-","-","-","-","-","-","-","R","-","-"
"12856","1965","-","1965","1","-","-","-","-","-","-","-","R","-","-"
"12856","1964","-","1964","1","-","-","-","-","-","-","-","R","-","-"
"12856","1963","1","1963","1","-","-","-","-","-","-","-","R","-","-"
"12856","1962","1","1962","1","-","-","-","-","-","-","-","R","-","-"
"12856","1960","-","1960","1","-","-","-","-","-","-","-","R","-","-"
"12856","1959","1","1959","1","-","-","-","-","-","-","-","R","-","-"
"12856","1958","-","1958","2","-","-","-","-","-","-","-","R","-","-"
"12856","1957","-","1957","1","-","-","-","-","-","-","-","R","-","-"
"12856","1955","1","1955","1","53","-","-","-","-","-","-","R","-","-"
"12856","1954","4","1954","4","280","-","-","-","-","-","-","R","-","-"
"12856","1953","2","1953","3","13","-","-","-","-","-","-","R","-","-"
"12856","1952","3","1952","3","430","-","-","-","-","-","1","R","-","-"
"12856","1951","1","1951","1","170","-","-","-","-","-","1","R","-","-"
"12856","1950","2","1950","2","100","-","-","-","-","-","-","R","-","-"
"12856","1949","1","1949","1","-","-","-","-","-","-","-","R","-","-"
"12856","1948","-","1948","1","-","-","-","-","-","-","-","R","-","-"
"12856","1947","1","1947","1","-","-","-","-","-","-","-","R","-","-"
"12856","1938","1","1938","1","-","-","-","-","-","-","-","R","-","-"
"12856","1935","1","1935","1","-","-","-","-","-","1","1","R","1","-"
"01003","2005","-","2005","1","-","-","-","-","-","-","-","R","-","-"
"01003","2004","-","2004","1","-","-","-","-","-","-","-","R","-","-"
"01003","2002","-","2002","1","-","-","-","-","-","-","-","R","-","-"
"01003","2000","-","2000","1","-","-","-","-","-","-","-","R","-","-"
"01003","1994","-","1994","2","-","-","-","-","-","-","-","R","-","-"
"01003","1993","-","1993","1","-","-","-","-","-","-","-","R","-","-"
"01003","1990","-","1990","1","-","-","-","-","-","-","-","R","-","-"
"01003","1989","-","1989","1","-","-","-","-","-","-","-","R","-","-"
"01003","1986","-","1986","1","-","-","-","-","-","-","-","R","-","-"
"01003","1985","-","1985","1","-","-","-","-","-","-","-","R","-","-"
"01003","1982","1","1982","11","564","-","-","-","-","-","-","R","-","-"
"01003","1981","1","1981","2","1,453","-","-","-","-","-","-","R","-","-"
"01003","1980","-","1980","1","-","-","-","-","-","-","-","R","-","-"
"01003","1979","1","1979","1","573","-","-","-","-","-","-","R","-","-"
"20051","2003","1","2003","3","9,765","-","-","-","-","-","-","R","-","1"
"20051","2000","-","2000","1","-","-","-","-","-","-","-","R","-","-"
"20051","1999","-","1999","1","-","-","-","-","-","-","-","R","-","-"
"20051","1998","2","1998","2","16,898","-","-","-","-","-","-","R","-","-"
"20051","1997","1","1997","1","4,218","-","-","-","-","-","-","R","-","-"
"20051","1996","9","1996","30","37,632","-","-","-","-","-","-","R","-","3"
"20051","1995","11","1995","26","147,745","-","-","-","1","2","4","R","-","2"
"11249","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"11249","1994","-","1994","1","-","-","-","-","-","-","-","R","-","-"
"11249","1987","-","1987","1","-","-","-","-","-","-","-","R","-","-"
"11249","1986","-","1986","1","-","-","-","-","-","-","-","R","-","-"
"11249","1978","2","1978","3","1,328","-","-","-","-","-","-","R","-","-"
"11249","1977","2","1977","9","1,343","-","-","-","-","-","-","R","-","-"
"11249","1976","6","1976","13","7,969","-","-","-","-","1","3","R","-","-"
"11249","1975","-","1975","2","-","-","-","-","-","-","-","R","-","-"
"11249","1974","1","1974","7","259","-","-","-","-","-","-","R","-","-"
"11249","1973","2","1973","6","210","-","-","-","-","-","-","R","-","-"
"23778","2023","-","2022-23","1","-","-","-","-","-","-","-","R","-","-"
"23778","2022","-","2021-22","1","-","-","-","-","-","-","-","R","-","-"
"23778","2021","-","2020-21","1","-","-","-","-","-","-","-","R","-","-"
"23778","2019","-","2018-19","1","-","-","-","-","-","-","-","R","-","-"
"23778","2017","-","2016-17","1","-","-","-","-","-","-","-","R","-","-"
"23778","2015","-","2014-15","1","-","-","-","-","-","-","-","R","-","-"
"23778","2013","1","2013","2","11,340","-","-","-","-","-","-","R","-","-"
"23778","2011","-","2011","1","-","-","-","-","-","-","-","R","-","-"
"23778","2010","1","2010","4","12,060","-","2","246","-","-","-","R","-","-"
"23778","2009","11","2009","25","333,971","-","253","157","-","1","2","R","-","1"
"23778","2008","14","2008","29","862,413","1","94,110","121","-","3","4","R","-","1"
"23778","2007","-","2007","2","-","-","-","-","-","-","-","R","-","-"
"23778","2005","-","2005","2","-","-","-","-","-","-","-","R","-","-"
"23778","2004","1","2004","1","9,713","-","-","-","-","-","-","R","-","-"
"23778","2003","-","2003","1","-","-","-","-","-","-","-","R","-","-"
"23778","2002","-","2002","1","-","-","-","-","-","-","-","R","-","-"
"01005","2006","-","2006","1","-","-","-","-","-","-","-","R","-","-"
"01005","1987","-","1987","1","-","-","-","-","-","-","-","R","-","-"
"01005","1986","-","1986","1","-","-","-","-","-","-","-","R","-","-"
"01005","1984","2","1984","21","4,304","-","-","-","-","-","1","R","-","-"
"01005","1983","-","1983","1","-","-","-","-","-","-","-","R","-","-"
"01005","1979","-","1979","1","-","-","-","-","-","-","-","R","-","-"
"01005","1978","-","1978","3","-","-","-","-","-","-","-","R","-","-"
"29910","2016","1","2015-16","4","13,764","-","-","-","-","-","-","R","-","-"
"29910","2015","3","2014-15","13","156,939","-","74","205","-","-","1","R","-","-"
"29910","2014","5","2013-14","8","98,439","-","91","194","-","-","-","R","-","1"
"29910","2013","-","2013","2","-","-","-","-","-","-","-","R","-","1"
"29910","2012","21","2012","32","1,234,345","-","674","91","-","3","9","R","-","-"
"29910","2011","23","2011","34","1,100,558","-","985","64","1","4","6","R","-","-"
"29910","2010","15","2010","26","963,593","1","556","95","-","2","5","R","-","-"
"01006","2004","-","2004","1","-","-","-","-","-","-","-","R","-","-"
"01006","2003","-","2003","1","-","-","-","-","-","-","-","R","-","-"
"01006","2002","-","2002","1","-","-","-","-","-","-","-","R","-","-"
"01006","2000","-","2000","2","-","-","-","-","-","-","-","R","-","-"
"01006","1998","7","1998","25","56,467","-","-","-","-","-","1","R","-","2"
"01006","1997","13","1997","28","188,986","-","-","-","-","3","6","R","-","1"
"01006","1996","15","1996","25","257,840","1","-","-","-","1","3","R","-","1"
"01006","1995","16","1995","25","243,366","-","-","-","-","3","7","R","-","1"
"01006","1994","11","1994","32","106,689","-","-","-","-","1","3","R","-","1"
"01006","1993","18","1993","29","221,753","-","-","-","-","2","7","R","-","-"
"01006","1992","17","1992","31","173,069","-","-","-","1","1","7","R","-","2"
"01006","1991","16","1991","30","117,549","-","-","-","-","2","3","R","-","-"
"01006","1990","13","1990","32","127,733","-","-","-","-","2","4","R","-","1"
"01006","1989","14","1989","30","106,824","-","-","-","-","2","6","R","-","-"
"01006","1988","15","1988","19","64,341","-","-","-","-","1","4","R","-","-"
"01006","1987","20","1987","33","51,976","-","-","-","-","-","4","R","-","2"
"01006","1986","19","1986","30","64,906","-","-","-","-","2","6","R","-","-"
"01006","1985","9","1985","24","9,613","-","-","-","-","-","-","R","-","-"
"01006","1984","19","1984","28","73,567","-","-","-","1","2","8","R","-","1"
"01006","1983","17","1983","34","59,287","-","-","-","1","3","4","R","-","2"
"01006","1982","16","1982","27","54,014","1","-","-","-","2","5","R","-","1"
"01006","1981","10","1981","25","17,898","-","-","-","-","1","3","R","-","-"
"01006","1980","9","1980","24","19,895","-","-","-","-","1","3","R","-","-"
"01006","1979","3","1979","11","1,785","-","-","-","-","-","-","R","-","-"
"01006","1978","3","1978","10","2,025","-","-","-","-","-","1","R","-","1"
"01006","1973","-","1973","9","-","-","-","-","-","-","-","R","-","-"
"01007","1979","-","1979","1","-","-","-","-","-","-","-","R","-","-"
"01007","1978","4","1978","16","2,026","-","-","-","-","-","-","R","-","-"
"01007","1977","12","1977","25","10,943","-","-","-","-","-","5","R","-","2"
"01007","1976","5","1976","16","4,435","-","-","-","-","-","2","R","-","-"
"01007","1975","5","1975","16","6,509","-","-","-","-","2","4","R","-","-"
"01007","1974","11","1974","32","12,529","-","-","-","-","1","3","R","-","1"
"01007","1973","4","1973","26","25,160","-","-","-","-","2","2","R","1","3"
"01007","1972","12","1972","28","19,442","1","-","-","-","1","6","R","-","-"
"01007","1971","2","1971","3","665","-","-","-","-","-","1","R","-","-"
"06142","2008","-","2008","1","-","-","-","-","-","-","-","R","-","-"
"06142","1994","-","1994","1","-","-","-","-","-","-","-","R","-","-"
"06142","1993","-","1993","1","-","-","-","-","-","-","-","R","-","-"
"06142","1992","11","1992","28","58,394","-","-","-","-","-","2","R","-","1"
"06142","1991","2","1991","3","7,602","-","-","-","-","-","1","R","-","-"
"06142","1990","11","1990","21","38,818","-","-","-","-","-","2","R","-","-"
"06142","1984","1","1984","1","2,443","-","-","-","-","-","-","R","-","-"
"06142","1980","1","1980","2","326","-","-","-","-","-","1","R","-","-"
"06142","1979","-","1979","1","-","-","-","-","-","-","-","R","-","-"
"06142","1978","2","1978","10","2,730","-","-","-","-","-","1","R","-","-"
"51856","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"51856","2023","-","2022-23","1","-","-","-","-","-","-","-","R","-","-"
"27796","2016","1","2015-16","4","64,909","-","-","-","-","-","1","R","-","-"
"27796","2015","2","2014-15","4","31,480","-","39","229","-","-","-","R","-","-"
"27796","2013","3","2013","5","49,615","-","56","215","-","-","-","R","-","-"
"27796","2011","2","2011","6","18,837","-","11","251","-","-","-","R","-","-"
"27796","2010","-","2010","1","-","-","-","-","-","-","-","R","-","-"
"27796","2005","-","2005","2","-","-","-","-","-","-","-","R","-","-"
"27796","2004","-","2004","3","-","-","-","-","-","-","-","R","-","-"
"12891","1979","-","1979","2","-","-","-","-","-","-","-","R","-","-"
"12891","1975","6","1975","12","3,771","-","-","-","-","-","1","R","-","-"
"12891","1974","3","1974","9","2,533","-","-","-","-","-","1","R","-","3"
"12891","1973","10","1973","17","7,023","-","-","-","-","1","2","R","-","1"
"12891","1972","-","1972","1","-","-","-","-","-","-","-","R","-","-"
"24461","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"24461","2023","-","2022-23","1","-","-","-","-","-","-","-","R","-","-"
"24461","2021","-","2020-21","1","-","-","-","-","-","-","-","R","-","-"
"24461","2017","1","2016-17","1","25,026","-","-","-","-","-","-","R","-","-"
"24461","2016","12","2015-16","23","347,686","-","268","166","-","-","3","R","-","-"
"24461","2015","4","2014-15","4","153,350","-","-","-","-","-","2","R","-","-"
"24461","2014","1","2013-14","3","11,286","-","-","-","-","-","-","R","-","-"
"24461","2013","1","2013","2","7,104","-","-","-","-","-","-","R","-","-"
"24461","2012","2","2012","4","257,179","-","-","-","-","1","1","R","-","-"
"24461","2011","1","2011","4","65,500","-","-","-","-","-","-","R","-","-"
"24461","2010","1","2010","1","16,358","-","-","-","-","-","-","R","-","-"
"24461","2009","2","2009","3","147,172","-","-","-","-","2","2","R","-","-"
"24461","2008","1","2008","1","33,267","-","-","-","-","-","-","R","-","-"
"24461","2006","-","2006","1","-","-","-","-","-","-","-","R","-","-"
"64267","2024","-","2024 (a)","1","-","-","-","-","-","-","-","R","-","-"
"64267","2023","-","2022-23 (a)","1","-","-","-","-","-","-","-","R","-","-"
"67118","2024","-","2024 (a)","1","-","-","-","-","-","-","-","R","-","-"
"01011","1997","13","1997","26","79,928","-","-","-","-","-","2","R","-","-"
"01011","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"01011","1990","-","1990","1","-","-","-","-","-","-","-","R","-","-"
"01011","1989","-","1989","3","-","-","-","-","-","-","-","R","-","-"
"01011","1987","1","1987","1","856","-","-","-","-","-","-","R","-","-"
"01011","1986","-","1986","3","-","-","-","-","-","-","-","R","-","-"
"01011","1985","3","1985","5","4,777","-","-","-","-","-","-","R","-","-"
"01011","1984","2","1984","4","3,145","-","-","-","-","-","-","R","-","-"
"01011","1983","3","1983","20","3,153","-","-","-","-","-","-","R","-","-"
"49303","2024","1","2024","6","8,760","-","3","236","-","-","-","R","-","-"
"49303","2023","4","2022-23","9","87,639","-","34","216","-","-","1","R","-","1"
"49303","2019","10","2018-19","25","449,226","-","199","172","-","1","3","R","-","-"
"49303","2017","1","2016-17","1","11,280","-","-","-","-","-","-","R","-","-"
"01012","1988","-","1988","2","-","-","-","-","-","-","-","R","-","-"
"01012","1986","-","1986","1","-","-","-","-","-","-","-","R","-","-"
"01012","1985","1","1985","2","1,030","-","-","-","-","-","-","R","-","-"
"01012","1984","3","1984","3","7,559","-","-","-","-","-","-","R","-","-"
"01012","1983","1","1983","3","896","-","-","-","-","-","-","R","-","-"
"01012","1982","2","1982","5","4,250","-","-","-","-","-","-","R","-","-"
"01012","1981","-","1981","2","-","-","-","-","-","-","-","R","-","-"
"01012","1980","-","1980","1","-","-","-","-","-","-","-","R","-","-"
"01012","1979","-","1979","1","-","-","-","-","-","-","-","R","-","-"
"01012","1978","1","1978","1","645","-","-","-","-","-","-","R","-","-"
"01012","1977","2","1977","3","790","-","-","-","-","-","-","R","-","-"
"01012","1976","3","1976","6","1,110","-","-","-","-","-","-","R","-","-"
"01012","1974","-","1974","1","-","-","-","-","-","-","-","R","-","-"
"29745","2017","5","2016-17","14","67,722","-","30","222","-","-","-","R","-","-"
"29745","2016","14","2015-16","28","517,738","-","384","140","-","-","4","R","-","1"
"29745","2009","3","2009","17","24,370","-","5","247","-","-","-","R","-","-"
"12914","1967","-","1967","1","-","-","-","-","-","-","-","R","-","-"
"12914","1962","1","1962","1","-","-","-","-","-","-","-","R","-","-"
"12914","1961","1","1961","1","-","-","-","-","-","-","-","R","-","-"
"12914","1960","2","1960","4","-","-","-","-","-","-","-","R","-","1"
"12914","1959","-","1959","1","-","-","-","-","-","-","-","R","-","-"
"12914","1958","1","1958","1","-","-","-","-","-","-","-","R","-","-"
"12914","1957","2","1957","2","50","-","-","-","-","-","-","R","-","-"
"12914","1956","3","1956","3","415","-","-","-","-","-","1","R","-","-"
"12914","1955","3","1955","3","115","-","-","-","-","-","-","R","-","-"
"12914","1954","5","1954","6","630","-","-","-","-","-","-","R","-","1"
"12914","1953","5","1953","5","2,300","-","-","-","-","2","3","R","-","-"
"12914","1952","8","1952","8","784","-","-","-","-","-","2","R","-","2"
"12914","1951","5","1951","5","430","-","-","-","-","-","1","R","-","-"
"12914","1950","24","1950","25","14,506","3","-","-","-","10","18","R","1","1"
"12914","1949","22","1949","22","5,397","-","-","-","1","6","14","R","-","1"
"12914","1948","30","1948","30","18,423","3","-","-","3","15","25","R","2","-"
"12914","1947","16","1947","16","5,241","1","-","-","-","6","15","R","-","-"
"12914","1946","13","1946","13","4,042","-","-","-","-","6","11","R","-","-"
"12914","1944","2","1944","2","275","-","-","-","-","1","2","R","-","-"
"12914","1939","1","1939","1","-","-","-","-","-","-","1","R","-","-"
"33408","2024","12","2024","29","432,172","-","121","170","-","-","2","R","-","1"
"33408","2023","14","2022-23","35","1,433,633","1","425","104","-","2","3","R","-","-"
"33408","2018","-","2017-18","1","-","-","-","-","-","-","-","R","-","-"
"33408","2017","-","2016-17","1","-","-","-","-","-","-","-","R","-","-"
"33408","2009","-","2009 (a)","1","-","-","-","-","-","-","-","R","-","-"
"20771","2023","-","2022-23","1","-","-","-","-","-","-","-","R","-","-"
"20771","2017","12","2016-17","23","218,681","-","121","186","-","-","1","R","-","1"
"20771","2016","-","2015-16","1","-","-","-","-","-","-","-","R","-","-"
"20771","2015","9","2014-15","22","236,862","-","216","177","-","-","2","R","-","-"
"20771","2014","-","2013-14","1","-","-","-","-","-","-","-","R","-","-"
"20771","2013","1","2013","2","28,961","-","-","-","-","-","-","R","-","-"
"20771","2012","1","2012","1","79,277","-","-","-","-","-","1","R","-","-"
"20771","2007","-","2007","1","-","-","-","-","-","-","-","R","-","-"
"20771","2005","-","2005","1","-","-","-","-","-","-","-","R","-","-"
"20771","2003","13","2003","30","261,359","-","-","-","-","-","3","R","-","-"
"20771","2001","1","2001","1","8,550","-","-","-","-","-","-","R","-","-"
"20771","2000","1","2000","2","8,160","-","-","-","-","-","-","R","-","-"
"20771","1998","-","1998","1","-","-","-","-","-","-","-","R","-","-"
"21633","2021","-","2020-21","1","-","-","-","-","-","-","-","R","-","-"
"21633","2020","-","2019-20","1","-","-","-","-","-","-","-","R","-","-"
"21633","2019","-","2018-19","2","-","-","-","-","-","-","-","R","-","-"
"21633","2018","1","2017-18","2","12,338","-","-","-","-","-","-","R","-","-"
"21633","2013","-","2013","1","-","-","-","-","-","-","-","R","-","-"
"21633","2011","1","2011","1","13,380","-","-","-","-","-","-","R","-","-"
"21633","2010","1","2010","2","42,000","-","-","-","-","-","1","R","-","-"
"21633","2009","1","2009","17","13,671","-","10","243","-","-","-","R","-","-"
"21633","2008","9","2008","21","743,970","-","595","199","1","4","5","R","-","-"
"21633","2007","13","2007","18","568,059","-","86,575","121","-","1","5","R","-","-"
"21633","2005","18","2005","32","418,428","-","-","-","-","1","3","R","-","-"
"21633","2004","18","2004","33","648,480","1","-","-","-","1","5","R","-","-"
"21633","2003","8","2003","18","616,325","1","-","-","-","2","4","R","-","-"
"21633","2002","16","2002","30","359,655","-","-","-","-","-","5","R","-","-"
"21633","2001","12","2001","31","156,686","-","-","-","-","-","1","R","-","-"
"21633","1999","2","1999","2","26,343","-","-","-","-","-","-","R","-","-"
"21633","1998","-","1998","1","-","-","-","-","-","-","-","R","-","-"
"21633","1996","-","1996 (a)","1","-","-","-","-","-","-","-","R","-","-"
"12920","1976","-","1976","1","-","-","-","-","-","-","-","R","-","-"
"12920","1975","3","1975","7","975","-","-","-","-","-","-","R","-","2"
"12920","1974","10","1974","20","5,993","-","-","-","-","1","2","R","-","-"
"12920","1973","6","1973","11","3,796","-","-","-","-","1","1","R","-","-"
"12920","1972","-","1972 (a)","1","-","-","-","-","-","-","-","R","-","-"
"01014","2012","-","2012","3","-","-","-","-","-","-","-","R","-","-"
"01014","2011","-","2011","2","-","-","-","-","-","-","-","R","-","-"
"01014","2009","-","2009","1","-","-","-","-","-","-","-","R","-","-"
"01014","2008","1","2008","1","11,468","-","47","252","-","-","-","R","-","-"
"01014","2007","-","2007","1","-","-","-","-","-","-","-","R","-","-"
"01014","2006","-","2006","2","-","-","-","-","-","-","-","R","-","1"
"01014","2005","-","2005","3","-","-","-","-","-","-","-","R","-","-"
"01014","2004","1","2004","13","9,792","-","-","-","-","-","-","R","-","1"
"01014","2003","2","2003","15","19,091","-","-","-","-","-","-","R","-","5"
"01014","2002","6","2002","26","92,379","-","-","-","-","-","1","R","-","2"
"01014","2001","7","2001","21","241,680","-","-","-","-","-","4","R","-","2"
"01014","2000","12","2000","25","119,626","-","-","-","-","-","1","R","-","1"
"01014","1999","12","1999","26","112,215","-","-","-","-","-","1","R","-","-"
"01014","1998","9","1998","21","118,714","-","-","-","-","1","1","R","-","3"
"01014","1997","10","1997","21","237,051","-","-","-","-","4","5","R","-","3"
"01014","1996","10","1996","18","162,515","-","-","-","-","1","3","R","-","1"
"01014","1995","8","1995","21","54,239","-","-","-","-","-","2","R","-","2"
"01014","1994","16","1994","27","166,144","-","-","-","-","1","3","R","-","1"
"01014","1993","19","1993","28","851,345","-","-","-","-","4","8","R","2","1"
"01014","1992","21","1992","29","209,982","-","-","-","-","2","7","R","-","1"
"01014","1991","13","1991","23","229,702","-","-","-","-","2","5","R","1","3"
"01014","1990","14","1990","23","132,493","-","-","-","-","1","5","R","-","1"
"01014","1989","18","1989","26","134,706","-","-","-","-","-","10","R","-","1"
"01014","1988","12","1988","22","163,911","-","-","-","1","3","5","R","-","1"
"01014","1987","3","1987","6","88,734","1","-","-","-","1","1","R","-","-"
"01014","1986","-","1986","2","-","-","-","-","-","-","-","R","-","-"
"06197","2012","2","2012","3","121,895","-","52","216","-","1","1","R","-","-"
"06197","2011","3","2011","5","42,343","-","17","244","-","-","-","R","-","-"
"06197","2010","8","2010","17","726,631","1","243","161","-","2","3","R","-","1"
"06197","2009","15","2009","22","741,066","-","440","108","-","1","6","R","-","-"
"06197","2008","18","2008","28","981,263","-","96,922","90","1","3","5","R","-","-"
"06197","2007","15","2007","22","1,016,952","1","1,279","162","-","2","4","R","-","-"
"06197","2006","17","2006","25","470,946","-","-","-","-","-","3","R","-","1"
"06197","2005","15","2005","30","591,829","-","-","-","-","2","5","R","-","-"
"06197","2004","15","2004","28","882,872","1","-","-","-","2","4","R","-","1"
"06197","2002","9","2002","29","108,777","-","-","-","-","-","1","R","-","1"
"06197","2001","1","2001","1","91,734","-","-","-","-","-","1","R","-","-"
"06197","2000","1","2000","1","4,936","-","-","-","-","-","-","R","-","-"
"06197","1999","-","1999","1","-","-","-","-","-","-","-","R","-","-"
"06197","1996","1","1996","1","2,425","-","-","-","-","-","-","R","-","-"
"06197","1995","7","1995","21","55,825","-","-","-","-","1","1","R","-","1"
"06197","1994","17","1994","32","91,191","-","-","-","-","-","2","R","-","-"
"06197","1993","15","1993","27","231,072","-","-","-","2","3","6","R","-","-"
"06197","1992","4","1992","16","11,455","-","-","-","-","-","-","R","-","-"
"06197","1991","15","1991","29","47,626","-","-","-","-","-","2","R","-","-"
"06197","1990","16","1990","30","95,319","-","-","-","-","-","4","R","-","-"
"06197","1988","-","1988","1","-","-","-","-","-","-","-","R","-","-"
"01016","1992","-","1992","1","-","-","-","-","-","-","-","R","-","1"
"01016","1991","-","1991","1","-","-","-","-","-","-","-","R","-","-"
"01016","1985","-","1985","1","-","-","-","-","-","-","-","R","-","-"
"01016","1983","-","1983","1","-","-","-","-","-","-","-","R","-","-"
"01016","1980","-","1980","1","-","-","-","-","-","-","-","R","-","-"
"01016","1976","-","1976","2","-","-","-","-","-","-","-","R","-","-"
"01016","1975","2","1975","4","173","-","-","-","-","-","-","R","-","-"
"01016","1974","5","1974","15","3,458","-","-","-","-","-","2","R","-","1"
"01016","1973","6","1973","7","2,814","-","-","-","-","-","-","R","-","-"
"01016","1972","7","1972","12","3,467","-","-","-","-","1","3","R","-","-"
"01016","1969","3","1969","11","415","-","-","-","-","-","-","R","-","-"
"01016","1968","-","1968","1","-","-","-","-","-","-","-","R","-","-"
"01016","1966","-","1966 (a)","1","-","-","-","-","-","-","-","R","-","-"
"10885","2021","-","2020-21","1","-","-","-","-","-","-","-","R","-","-"
"10885","2020","-","2019-20","4","-","-","-","-","-","-","-","R","-","-"
"10885","2019","2","2018-19","5","14,715","-","7","248","-","-","-","R","-","-"
"10885","2018","2","2017-18","8","19,970","-","4","250","-","-","-","R","-","-"
"10885","2017","2","2016-17","4","32,851","-","19","226","-","-","-","R","-","-"
"10885","2016","2","2015-16","23","25,271","-","9","238","-","-","-","R","-","-"
"10885","2015","8","2014-15","25","271,887","-","169","187","-","1","1","R","-","3"
"10885","2014","12","2013-14","29","514,288","-","438","125","-","-","5","R","-","-"
"10885","2013","5","2013","24","204,272","-","129","185","-","1","1","R","-","1"
"10885","2012","12","2012","27","808,927","1","417","118","-","2","3","R","-","-"
"10885","2011","19","2011","25","1,452,567","-","1,146","55","-","3","7","R","-","-"
"10885","2010","18","2010","22","2,974,997","2","500","28","1","5","11","R","-","1"
"10885","2009","16","2009","21","1,890,946","1","1,326","43","-","3","8","R","-","-"
"10885","2008","27","2008","28","3,606,700","2","107,701","19","1","9","17","R","-","-"
"10885","2007","18","2007","28","2,219,538","-","96,634","23","2","8","11","R","-","-"
"10885","2006","20","2006","22","1,503,581","-","-","-","-","3","12","R","-","2"
"10885","2005","17","2005","31","1,184,458","-","-","-","-","3","9","R","-","-"
