RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
78,0,24024,Zach Johnson,70.58,2682,38
79,0,40058,Zac Blair,70.59,3812,54
80,0,35532,Tom Hoge,70.63,1695,24
80,0,25396,Kevin Na,70.63,3390,48
82,0,23983,Luke Donald,70.64,1554,22
82,0,26758,David Hearn,70.64,3108,44
84,0,27436,Graham DeLaet,70.66,2473,35
84,0,37454,Whee Kim,70.66,2261,32
86,0,24357,K.J. Choi,70.69,2545,36
87,0,23541,Ben Crane,70.70,3111,44
88,0,33399,Adam Hadwin,70.71,3465,49
89,0,22046,Geoff Ogilvy,70.74,2759,39
90,0,33419,Cameron Tringale,70.75,3113,44
91,0,47959,Bryson DeChambeau,70.76,2972,42
92,0,29289,S.Y. Noh,70.78,3185,45
92,0,23497,Tag Ridings,70.78,2265,32
92,0,47128,Richy Werenski,70.78,2548,36
95,0,25493,Nick Taylor,70.79,3327,47
96,0,32150,Michael Thompson,70.81,2549,36
97,0,21961,Charles Howell III,70.83,2975,42
97,0,25818,Scott Piercy,70.83,2125,30
99,0,30944,Jason Kokrak,70.84,3188,45
99,0,27095,Nick Watney,70.84,2692,38
101,0,23320,Ryan Palmer,70.85,1913,27
101,0,29908,C.T. Pan,70.85,3330,47
103,0,29478,Kevin Kisner,70.86,3543,50
103,0,25572,Graeme McDowell,70.86,1984,28
103,0,46501,Ollie Schniederjans,70.86,3047,43
103,0,25349,Tim Wilkinson,70.86,2480,35
107,0,33204,Shane Lowry,70.87,1630,23
108,0,28420,Ryan Brehm,70.88,2835,40
109,0,31557,Jim Herman,70.89,3119,44
109,0,34409,David Lingmerth,70.89,2694,38
111,0,24507,Jason Bohn,70.90,2765,39
111,0,33122,Russell Knox,70.90,2198,31
113,0,35506,Mackenzie Hughes,70.91,3971,56
114,0,31202,William McGirt,70.93,3121,44
115,0,22056,Cameron Percy,70.94,2483,35
116,0,34466,Peter Malnati,70.96,3335,47
116,0,29476,Kyle Reifers,70.96,3406,48
118,0,27895,Jonas Blixt,70.97,2555,36
118,0,26329,Louis Oosthuizen,70.97,2342,33
118,0,26331,Charl Schwartzel,70.97,2200,31
121,0,32448,James Hahn,70.98,3549,50
122,0,39954,Cody Gribble,71.00,2911,41
122,0,29222,Billy Hurley III,71.00,3266,46
122,0,46440,Smylie Kaufman,71.00,2343,33
125,0,29420,Billy Horschel,71.02,3196,45
125,0,30926,Chris Kirk,71.02,2983,42
127,0,27141,J.B. Holmes,71.03,2770,39
128,0,24846,Ricky Barnes,71.04,3694,52
128,0,46732,Rick Lamb,71.04,1847,26
128,0,48822,Sebastián Muñoz,71.04,1918,27
131,0,48084,Wesley Bryan,71.06,3553,50
132,0,27466,Spencer Levin,71.07,3198,45
132,0,26289,Boo Weekley,71.07,2985,42
134,0,23800,Bryce Molder,71.08,2843,40
135,0,20771,Steven Alker,71.09,2488,35
135,0,27214,Kevin Streelman,71.09,3128,44
137,0,40009,Dominic Bozzelli,71.10,2204,31
138,0,31416,Derek Fathauer,71.11,2631,37
139,0,20157,Retief Goosen,71.13,1707,24
139,0,12716,Charley Hoffman,71.13,3912,55
141,0,20104,Ken Duke,71.14,2632,37
142,0,22371,Aaron Baddeley,71.17,2135,30
143,0,25834,Daniel Summerhays,71.19,3346,47
144,0,33120,Mark Anderson,71.21,2065,29
145,0,19803,Ryan Armour,71.22,2279,32
145,0,26596,Ryan Moore,71.22,2564,36
145,0,27064,Jhonattan Vegas,71.22,3632,51
148,0,29974,Branden Grace,71.23,2493,35
149,0,23353,J.J. Henry,71.25,3420,48
149,0,24502,Adam Scott,71.25,1710,24
151,0,32366,Kevin Chappell,71.26,3064,43
152,0,24140,Sean O'Hair,71.28,3065,43
153,0,29485,Brett Stegmaier,71.29,2923,41
154,0,46443,Brian Campbell,71.31,1854,26
155,0,20472,Alex Cejka,71.34,3139,44
155,0,10809,Jim Furyk,71.34,2069,29
155,0,25240,D.A. Points,71.34,2497,35
158,0,31560,Brian Stuard,71.35,3710,52
159,0,34213,Grayson Murray,71.36,3211,45
160,0,33948,Byeong Hun An,71.37,2712,38
161,0,32640,Troy Merritt,71.38,2784,39
161,0,25804,Bubba Watson,71.38,2427,34
163,0,24781,Hunter Mahan,71.43,2500,35
164,0,28093,Miguel Angel Carballo,71.45,2215,31
165,0,28679,Fabián Gómez,71.47,2144,30
166,0,35545,Blayne Barber,71.48,2859,40
166,0,20593,Greg Chalmers,71.48,2859,40
166,0,25720,Chad Collins,71.48,2359,33
169,0,32757,Patton Kizzire,71.50,2860,40
170,0,29740,Brad Fritsch,71.52,1931,27
170,0,34358,Jonathan Randolph,71.52,2360,33
172,0,36801,Mark Hubbard,71.59,3150,44
173,0,22986,Søren Kjeldsen,71.60,1790,25
173,0,29926,Danny Lee,71.60,3007,42
175,0,26951,Johnson Wagner,71.71,2008,28
176,0,35879,Kelly Kraft,71.72,2797,39
177,0,32200,Roberto Castro,71.79,2728,38
178,0,36699,Patrick Rodgers,71.83,2586,36
179,0,30852,Ryo Ishikawa,71.90,2157,30
180,0,37278,Nicholas Lindheim,72.00,2088,29
180,0,25892,Steve Wheatcroft,72.00,1944,27
182,0,26499,Rafa Cabrera Bello,72.04,2017,28
183,0,35110,Brett Drewitt,72.07,2018,28
184,0,25345,Carl Pettersson,72.12,2380,33
185,0,20572,Rod Pampling,72.21,3105,43
186,0,37455,Si Woo Kim,72.33,2893,40
187,0,28307,Matt Every,72.55,2394,33
188,0,35300,Andrew Loupe,72.72,1818,25
189,0,06522,Ernie Els,72.74,1964,27
190,0,25274,Steven Bowditch,73.86,2068,28
