RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
63,0,24024,Zach Johnson,6.24,64,1026,+0.063
63,0,33418,Shawn Stefani,6.24,67,1074,-0.030
66,0,26476,Chez Reavie,6.23,66,1060,E
67,0,29745,Tyler Aldridge,6.21,58,934,+0.103
67,0,30944,Jason Kokrak,6.21,65,1046,+0.031
69,0,25900,Lucas Glover,6.20,58,936,+0.069
70,0,30110,Kyle Stanley,6.18,68,1101,+0.191
71,0,29926,Danny Lee,6.13,61,995,+0.230
71,0,25396,Kevin Na,6.13,59,962,+0.153
71,0,24140,Sean O'Hair,6.13,72,1175,E
74,0,10885,Robert Allenby,6.12,35,572,+0.286
75,0,34099,Harris English,6.10,62,1016,+0.129
76,0,26596,Ryan Moore,6.07,55,906,-0.036
77,0,31646,Emiliano Grillo,6.04,62,1026,-0.113
78,0,27963,Chris Stroud,6.02,58,964,+0.224
79,0,23541,Ben Crane,5.99,55,918,+0.236
80,0,33399,Adam Hadwin,5.95,73,1226,E
80,0,25632,Jimmy Walker,5.95,59,992,+0.085
82,0,34264,Hudson Swafford,5.94,76,1279,+0.171
83,0,24507,Jason Bohn,5.93,49,826,+0.224
83,0,33419,Cameron Tringale,5.93,58,978,+0.052
85,0,27436,Graham DeLaet,5.88,48,817,+0.042
86,0,35539,Luke Guthrie,5.87,37,630,+0.054
87,0,25349,Tim Wilkinson,5.86,41,700,-0.049
88,0,06567,Vijay Singh,5.85,53,906,+0.264
89,0,32448,James Hahn,5.83,57,977,+0.158
90,0,20645,John Senden,5.82,64,1100,+0.031
91,0,37273,Derek Ernst,5.81,35,602,-0.029
91,0,35732,Wes Roach,5.81,35,602,+0.029
93,0,26300,Matt Jones,5.79,51,881,+0.235
94,0,34466,Peter Malnati,5.78,60,1038,+0.333
95,0,20098,Stuart Appleby,5.75,53,922,E
96,0,35545,Blayne Barber,5.72,59,1032,+0.017
97,0,20229,Stewart Cink,5.70,39,684,+0.077
97,0,29720,Andres Gonzales,5.70,51,894,+0.059
99,0,32200,Roberto Castro,5.69,70,1230,E
99,0,20104,Ken Duke,5.69,38,668,+0.263
101,0,21961,Charles Howell III,5.63,62,1102,+0.048
101,0,33413,Ben Martin,5.63,63,1120,+0.032
103,0,20472,Alex Cejka,5.57,40,718,+0.150
103,0,35532,Tom Hoge,5.57,49,880,+0.041
105,0,25686,Jason Dufner,5.54,61,1102,-0.049
105,0,24912,Will MacKenzie,5.54,51,920,-0.118
107,0,23320,Ryan Palmer,5.51,60,1088,+0.150
108,0,34098,Russell Henley,5.50,53,964,+0.113
108,0,27974,Sung Kang,5.50,56,1018,+0.089
110,0,31560,Brian Stuard,5.48,46,840,+0.043
111,0,31202,William McGirt,5.44,67,1232,-0.090
112,0,23638,Brendon de Jonge,5.40,49,908,+0.163
113,0,28089,Jason Day,5.39,41,760,+0.098
113,0,29420,Billy Horschel,5.39,43,798,-0.023
115,0,29476,Kyle Reifers,5.33,72,1352,+0.097
115,0,25892,Steve Wheatcroft,5.33,52,976,+0.423
117,0,33204,Shane Lowry,5.21,27,518,-0.037
118,0,29461,Jamie Lovemark,5.20,60,1154,+0.033
119,0,28475,Jeff Overton,5.19,42,810,+0.143
120,0,25834,Daniel Summerhays,5.17,57,1102,+0.140
120,0,26951,Johnson Wagner,5.17,55,1064,+0.273
122,0,25198,Francesco Molinari,5.15,41,796,+0.073
123,0,25240,D.A. Points,5.13,28,546,+0.393
124,0,27936,Martin Laird,5.06,50,989,+0.080
125,0,32150,Michael Thompson,5.05,38,752,+0.211
126,0,26331,Charl Schwartzel,5.00,39,780,+0.205
127,0,25493,Nick Taylor,4.99,46,922,+0.217
128,0,33410,Andrew Landry,4.98,23,462,-0.043
129,0,40058,Zac Blair,4.95,56,1132,+0.143
130,0,20691,Greg Owen,4.87,47,966,+0.319
131,0,29725,Tony Finau,4.86,53,1090,+0.113
132,0,33461,Morgan Hoffmann,4.85,40,824,+0.200
132,0,34261,Scott Langley,4.85,36,742,+0.139
134,0,37189,Harold Varner III,4.83,54,1117,+0.241
135,0,24494,Erik Compton,4.78,34,712,+0.618
136,0,34409,David Lingmerth,4.74,40,844,E
137,0,27129,Luke List,4.63,42,908,+0.071
138,0,23325,Vaughn Taylor,4.59,43,936,+0.140
139,0,22046,Geoff Ogilvy,4.58,32,698,+0.281
140,0,29221,Webb Simpson,4.57,37,810,-0.135
141,0,33141,Keegan Bradley,4.55,40,880,+0.125
141,0,27649,Brandt Snedeker,4.55,48,1054,-0.021
143,0,31323,Gary Woodland,4.53,49,1082,+0.041
144,0,39975,Michael Kim,4.52,54,1196,+0.185
145,0,45526,Abraham Ancer,4.51,24,532,+0.125
146,0,27214,Kevin Streelman,4.49,40,891,+0.125
147,0,29478,Kevin Kisner,4.48,46,1026,+0.087
148,0,24502,Adam Scott,4.46,35,784,+0.086
149,0,35879,Kelly Kraft,4.45,28,629,+0.107
150,0,26289,Boo Weekley,4.44,44,992,+0.023
151,0,27064,Jhonattan Vegas,4.43,50,1129,E
152,0,24358,Robert Garrigus,4.42,34,769,+0.147
153,0,32618,Rhein Gibson,4.38,27,616,+0.370
153,0,33448,Justin Thomas,4.38,46,1050,E
155,0,22405,Justin Rose,4.37,30,686,E
156,0,33122,Russell Knox,4.29,39,910,+0.385
156,0,25818,Scott Piercy,4.29,39,909,+0.026
158,0,37455,Si Woo Kim,4.26,59,1384,+0.169
159,0,28158,Steve Marino,4.23,33,780,+0.273
160,0,28114,Dawie van der Walt,4.21,33,784,+0.152
161,0,35300,Andrew Loupe,4.17,39,935,+0.308
162,0,36689,Brooks Koepka,4.15,35,844,+0.114
163,0,27644,Brian Harman,4.13,53,1283,+0.226
164,0,37454,Whee Kim,4.08,37,906,+0.135
165,0,25364,Paul Casey,4.01,32,798,-0.125
166,0,32102,Rickie Fowler,4.00,36,900,-0.083
167,0,29222,Billy Hurley III,3.88,32,824,+0.031
168,0,12716,Charley Hoffman,3.84,38,990,+0.263
169,0,36699,Patrick Rodgers,3.73,37,992,+0.054
170,0,21209,Sergio Garcia,3.69,16,434,+0.188
171,0,46440,Smylie Kaufman,3.66,37,1012,+0.162
172,0,34046,Jordan Spieth,3.45,28,812,E
173,0,28237,Rory McIlroy,3.42,23,672,-0.087
174,0,34360,Patrick Reed,3.39,37,1092,-0.027
175,0,06522,Ernie Els,3.32,26,782,+0.115
176,0,30692,Scott Stallings,3.30,29,880,+0.103
177,0,35451,Scott Pinckney,3.23,32,992,+0.031
178,0,31420,Anirban Lahiri,3.13,21,672,+0.095
179,0,20572,Rod Pampling,3.09,16,518,+0.250
180,0,23108,Matt Kuchar,2.79,30,1074,+0.133
181,0,01810,Phil Mickelson,2.42,20,826,+0.200
182,0,25804,Bubba Watson,2.37,17,718,+0.176
183,0,32839,Hideki Matsuyama,2.34,19,812,-0.211
184,0,30925,Dustin Johnson,2.15,19,884,+0.053
185,0,27141,J.B. Holmes,1.75,15,855,+0.200
