RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
149,0,28092,D.H. Lee,19.46,43,221
150,0,27933,John Merrick,19.48,52,267
151,0,01810,Phil Mickelson,19.50,63,323
152,0,31323,Gary Woodland,19.88,65,327
153,0,10860,Justin Leonard,20.00,58,290
154,0,30692,Scott Stallings,20.08,52,259
155,0,25900,Lucas Glover,20.10,42,209
156,0,27408,Martin Kaymer,20.11,37,184
157,0,34261,Scott Langley,20.26,46,227
158,0,26851,Marc Leishman,20.34,48,236
159,0,20572,Rod Pampling,20.74,28,135
160,0,24358,Robert Garrigus,20.83,50,240
160,0,28135,Aaron Watkins,20.83,30,144
162,0,32334,Charlie Beljan,20.90,42,201
163,0,21099,David Lynn,21.33,45,211
164,0,26951,Johnson Wagner,21.47,35,163
165,0,23325,Vaughn Taylor,21.56,36,167
166,0,10423,Mike Weir,21.62,40,185
167,0,20160,Charlie Wi,21.74,55,253
168,0,24663,Y.E. Yang,21.76,37,170
169,0,20691,Greg Owen,21.89,51,233
170,0,32150,Michael Thompson,21.93,41,187
171,0,06522,Ernie Els,22.05,43,195
172,0,20766,Padraig Harrington,22.22,32,144
173,0,27129,Luke List,22.34,44,197
174,0,12782,Tim Herron,22.63,31,137
175,0,10885,Robert Allenby,23.49,39,166
176,0,30750,Tommy Gainey,23.51,63,268
177,0,37273,Derek Ernst,23.53,40,170
178,0,34021,Bud Cauley,23.70,50,211
179,0,22621,Ben Curtis,23.93,39,163
180,0,24140,Sean O'Hair,26.22,43,164
