RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
119,0,12510,Chad Campbell,239,134,105
119,0,30925,Dustin Johnson,239,98,141
121,0,33399,Adam Hadwin,241,119,122
122,0,27095,Nick Watney,244,108,136
123,0,20229,Stewart Cink,245,129,116
123,0,27466,Spencer Levin,245,175,70
123,0,27649,Brandt Snedeker,245,123,122
126,0,21209,Sergio Garcia,246,94,152
127,0,47959,Bryson DeChambeau,247,119,128
128,0,29720,Andres Gonzales,249,141,108
128,0,29222,Billy Hurley III,249,108,141
128,0,24361,Pat Perez,249,103,146
131,0,32366,Kevin Chappell,251,99,152
131,0,35506,Mackenzie Hughes,251,123,128
133,0,26289,Boo Weekley,252,153,99
134,0,37455,Si Woo Kim,253,105,148
135,0,29479,Scott Brown,256,123,133
136,0,33120,Mark Anderson,258,140,118
136,0,25892,Steve Wheatcroft,258,134,124
138,0,33413,Ben Martin,259,150,109
139,0,25364,Paul Casey,263,126,137
139,0,31323,Gary Woodland,263,99,164
141,0,25900,Lucas Glover,264,162,102
142,0,25345,Carl Pettersson,266,145,121
143,0,25396,Kevin Na,267,162,105
144,0,46443,Brian Campbell,270,121,149
145,0,33122,Russell Knox,273,160,113
146,0,20104,Ken Duke,286,181,105
146,0,28500,Martin Flores,286,131,155
148,0,22371,Aaron Baddeley,287,161,126
148,0,48822,Sebastián Muñoz,287,150,137
150,0,32200,Roberto Castro,289,130,159
151,0,31646,Emiliano Grillo,291,154,137
152,0,29725,Tony Finau,292,137,155
152,0,12716,Charley Hoffman,292,128,164
152,0,35300,Andrew Loupe,292,117,175
155,0,36699,Patrick Rodgers,298,139,159
156,0,49771,J.T. Poston,301,150,151
157,0,19803,Ryan Armour,302,157,145
157,0,35110,Brett Drewitt,302,141,161
157,0,21961,Charles Howell III,302,171,131
160,0,34360,Patrick Reed,305,133,172
161,0,40026,Daniel Berger,315,154,161
162,0,48084,Wesley Bryan,317,177,140
163,0,10809,Jim Furyk,323,179,144
164,0,36689,Brooks Koepka,324,154,170
165,0,46550,Brandon Hagy,325,149,176
165,0,24138,Ian Poulter,325,173,152
167,0,32150,Michael Thompson,326,158,168
168,0,23983,Luke Donald,327,146,181
169,0,25274,Steven Bowditch,329,146,183
170,0,28679,Fabián Gómez,330,166,164
170,0,32333,Kevin Tway,330,175,155
172,0,29974,Branden Grace,331,181,150
173,0,34358,Jonathan Randolph,333,186,147
173,0,34431,Robert Streb,333,170,163
175,0,29740,Brad Fritsch,341,158,183
175,0,25572,Graeme McDowell,341,167,174
175,0,34264,Hudson Swafford,341,165,176
178,0,31557,Jim Herman,345,173,172
179,0,28420,Ryan Brehm,354,169,185
179,0,27064,Jhonattan Vegas,354,167,187
181,0,23800,Bryce Molder,355,184,171
182,0,20572,Rod Pampling,357,190,167
182,0,25804,Bubba Watson,357,177,180
184,0,22986,Søren Kjeldsen,361,185,176
184,0,26331,Charl Schwartzel,361,171,190
186,0,25191,Gonzalo Fernandez-Castaño,362,183,179
187,0,30852,Ryo Ishikawa,368,180,188
188,0,24846,Ricky Barnes,370,189,181
189,0,36801,Mark Hubbard,373,187,186
190,0,46501,Ollie Schniederjans,377,188,189
