RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
58,0,32102,Rickie Fowler,172.37,9135.81,53
59,0,32839,Hideki Matsuyama,172.27,8096.80,47
60,0,33948,Byeong Hun An,172.24,8267.62,48
61,0,27936,Martin Laird,172.22,8955.20,52
62,0,27436,Graham DeLaet,172.20,10504.45,61
63,0,25632,Jimmy Walker,172.10,6711.73,39
64,0,30692,Scott Stallings,172.06,9635.13,56
65,0,34360,Patrick Reed,171.98,11350.88,66
66,0,24140,Sean O'Hair,171.91,9454.96,55
67,0,46732,Rick Lamb,171.75,6183.00,36
68,0,24846,Ricky Barnes,171.62,8581.18,50
69,0,27974,Sung Kang,171.61,10811.51,63
70,0,22405,Justin Rose,171.57,7205.87,42
71,0,35450,Patrick Cantlay,171.42,6171.07,36
72,0,35506,Mackenzie Hughes,171.20,15408.10,90
73,0,33204,Shane Lowry,171.13,3593.81,21
74,0,31557,Jim Herman,171.10,9410.76,55
75,0,26329,Louis Oosthuizen,171.05,6157.76,36
76,0,40009,Dominic Bozzelli,170.79,8539.56,50
77,0,29420,Billy Horschel,170.70,10925.01,64
78,0,01810,Phil Mickelson,170.49,9717.87,57
79,0,39954,Cody Gribble,170.37,9029.54,53
80,0,33399,Adam Hadwin,170.28,11919.45,70
81,0,49771,J.T. Poston,170.16,11570.62,68
82,0,23353,J.J. Henry,170.07,11734.70,69
83,0,30852,Ryo Ishikawa,169.99,6799.54,40
84,0,31420,Anirban Lahiri,169.70,7636.44,45
85,0,24781,Hunter Mahan,169.55,9664.50,57
86,0,25686,Jason Dufner,169.54,10850.60,64
87,0,29740,Brad Fritsch,169.52,6611.45,39
88,0,32757,Patton Kizzire,169.46,11862.08,70
89,0,25818,Scott Piercy,169.27,7448.03,44
90,0,34098,Russell Henley,169.25,12354.98,73
91,0,34046,Jordan Spieth,169.18,9812.62,58
92,0,35891,Cameron Smith,169.03,10818.15,64
93,0,28132,Tyrone Van Aswegen,169.01,10309.37,61
94,0,24361,Pat Perez,168.97,9462.48,56
95,0,31646,Emiliano Grillo,168.83,10129.86,60
96,0,34021,Bud Cauley,168.59,11464.37,68
97,0,24924,Bill Haas,168.53,9437.70,56
98,0,35110,Brett Drewitt,168.40,6062.22,36
99,0,30110,Kyle Stanley,168.20,13960.29,83
100,0,33413,Ben Martin,168.14,11097.25,66
101,0,33461,Morgan Hoffmann,167.96,12764.94,76
101,0,27214,Kevin Streelman,167.96,12093.42,72
103,0,32448,James Hahn,167.88,11583.77,69
104,0,33418,Shawn Stefani,167.79,9060.93,54
105,0,26289,Boo Weekley,167.76,8723.61,52
106,0,33120,Mark Anderson,167.71,7043.93,42
107,0,29926,Danny Lee,167.63,10393.36,62
108,0,25191,Gonzalo Fernandez-Castaño,167.53,5863.46,35
109,0,37455,Si Woo Kim,167.46,8540.56,51
110,0,39324,J.J. Spaun,167.38,10043.01,60
111,0,35545,Blayne Barber,167.21,10701.41,64
112,0,20157,Retief Goosen,167.17,5851.04,35
113,0,30191,Julián Etulain,167.09,8187.55,49
114,0,37454,Whee Kim,167.08,8520.91,51
115,0,36801,Mark Hubbard,166.88,9512.37,57
116,0,34409,David Lingmerth,166.87,10012.38,60
117,0,34358,Jonathan Randolph,166.83,7674.18,46
118,0,29223,Sam Saunders,166.78,9506.49,57
119,0,35879,Kelly Kraft,166.69,9501.40,57
120,0,47128,Richy Werenski,166.68,9000.63,54
121,0,25198,Francesco Molinari,166.66,7832.90,47
122,0,35532,Tom Hoge,166.45,6658.05,40
123,0,37278,Nicholas Lindheim,166.43,6490.85,39
124,0,31416,Derek Fathauer,166.27,8479.57,51
125,0,32150,Michael Thompson,166.11,6644.55,40
126,0,32640,Troy Merritt,166.07,10960.83,66
127,0,12510,Chad Campbell,166.04,11954.85,72
128,0,22056,Cameron Percy,165.94,8463.09,51
129,0,27895,Jonas Blixt,165.91,8793.02,53
130,0,29485,Brett Stegmaier,165.82,8788.61,53
131,0,28679,Fabián Gómez,165.71,7788.23,47
131,0,23621,Rory Sabbatini,165.71,7788.46,47
133,0,26499,Rafa Cabrera Bello,165.69,5798.99,35
134,0,28093,Miguel Angel Carballo,165.63,6293.93,38
134,0,32200,Roberto Castro,165.63,7950.16,48
136,0,24138,Ian Poulter,165.53,8276.53,50
137,0,29479,Scott Brown,165.48,10590.73,64
138,0,39975,Michael Kim,165.23,12392.47,75
138,0,29908,C.T. Pan,165.23,10740.15,65
140,0,27770,Camilo Villegas,165.16,8588.11,52
141,0,29478,Kevin Kisner,165.15,10899.59,66
142,0,20572,Rod Pampling,165.13,8091.34,49
143,0,22046,Geoff Ogilvy,165.11,10567.04,64
144,0,25493,Nick Taylor,165.05,12213.92,74
145,0,27649,Brandt Snedeker,164.93,5607.55,34
146,0,30926,Chris Kirk,164.88,10717.03,65
147,0,31202,William McGirt,164.54,10694.98,65
147,0,25834,Daniel Summerhays,164.54,11517.97,70
149,0,27963,Chris Stroud,164.52,6087.41,37
150,0,23983,Luke Donald,164.44,4768.80,29
151,0,26951,Johnson Wagner,164.39,8055.15,49
152,0,33122,Russell Knox,164.28,7556.70,46
153,0,25720,Chad Collins,164.10,7712.93,47
154,0,29476,Kyle Reifers,163.67,11129.37,68
155,0,33419,Cameron Tringale,163.56,9649.82,59
156,0,25396,Kevin Na,163.48,8337.54,51
157,0,27644,Brian Harman,163.30,10778.04,66
158,0,48084,Wesley Bryan,163.17,9464.08,58
159,0,29221,Webb Simpson,163.10,11416.66,70
160,0,25892,Steve Wheatcroft,162.86,5048.81,31
161,0,25345,Carl Pettersson,162.45,6335.49,39
162,0,27958,Ryan Blaum,162.33,11687.77,72
163,0,26596,Ryan Moore,162.32,9739.36,60
164,0,19803,Ryan Armour,162.28,6978.04,43
165,0,34174,John Huh,162.02,11827.33,73
166,0,23108,Matt Kuchar,161.99,10529.58,65
167,0,06522,Ernie Els,161.93,4372.01,27
168,0,24024,Zach Johnson,161.46,9041.51,56
169,0,25240,D.A. Points,161.14,8379.26,52
170,0,25572,Graeme McDowell,161.07,5959.42,37
171,0,29222,Billy Hurley III,160.99,10786.06,67
172,0,22986,Søren Kjeldsen,160.96,4345.86,27
173,0,23800,Bryce Molder,160.87,9813.09,61
174,0,20472,Alex Cejka,160.85,8524.87,53
175,0,20593,Greg Chalmers,160.83,10132.23,63
176,0,34466,Peter Malnati,160.58,11882.74,74
177,0,23325,Vaughn Taylor,160.50,11716.82,73
178,0,23541,Ben Crane,160.35,10422.87,65
179,0,26476,Chez Reavie,160.23,11376.54,71
180,0,26758,David Hearn,159.93,9755.57,61
181,0,27466,Spencer Levin,159.30,10036.18,63
182,0,24357,K.J. Choi,159.05,8429.67,53
183,0,20104,Ken Duke,159.03,7156.34,45
184,0,31560,Brian Stuard,158.82,10164.45,64
185,0,19846,Brian Gay,158.15,10438.22,66
186,0,25349,Tim Wilkinson,157.81,6785.81,43
187,0,24507,Jason Bohn,157.79,9309.39,59
188,0,10809,Jim Furyk,157.46,5826.03,37
189,0,40058,Zac Blair,157.43,11964.42,76
190,0,20771,Steven Alker,156.24,6718.25,43
