RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
72,0,27963,Chris Stroud,12.92,139,1076,+0.06
73,0,23623,Bo Van Pelt,12.94,128,989,+0.03
74,0,23638,Brendon de Jonge,12.95,165,1274,+0.06
74,0,08537,J.P. Hayes,12.95,86,664,+0.05
74,0,12716,Charley Hoffman,12.95,132,1019,+0.09
77,0,34255,Joseph Bramlett,13.07,109,834,+0.08
78,0,24781,Hunter Mahan,13.11,139,1060,+0.04
79,0,06643,Paul Goydos,13.13,135,1028,+0.09
79,0,24361,Pat Perez,13.13,127,967,+0.06
81,0,31401,Zack Miller,13.15,135,1027,+0.16
82,0,21731,Freddie Jacobson,13.18,128,971,+0.13
83,0,25457,Alexandre Rocha,13.32,91,683,+0.19
84,0,23614,Rich Beem,13.33,84,630,+0.19
84,0,24604,Hunter Haas,13.33,157,1178,+0.13
84,0,27120,Troy Matteson,13.33,148,1110,+0.09
87,0,28475,Jeff Overton,13.42,135,1006,+0.18
88,0,26881,Jarrod Lyle,13.45,133,989,+0.21
89,0,26331,Charl Schwartzel,13.49,75,556,+0.16
90,0,28679,Fabián Gómez,13.53,128,946,+0.12
91,0,25240,D.A. Points,13.56,139,1025,+0.21
91,0,31193,Jim Renner,13.56,99,730,+0.21
93,0,26951,Johnson Wagner,13.57,132,973,+0.14
94,0,08725,Tom Gillis,13.73,96,699,+0.15
95,0,33911,Nate Smith,13.74,101,735,+0.24
96,0,24357,K.J. Choi,13.79,111,805,+0.10
97,0,22378,Trevor Immelman,13.88,128,922,-0.03
97,0,23621,Rory Sabbatini,13.88,116,836,+0.15
99,0,06567,Vijay Singh,13.92,137,984,E
100,0,23353,J.J. Henry,13.96,153,1096,+0.08
101,0,10885,Robert Allenby,14.02,136,970,+0.04
102,0,22046,Geoff Ogilvy,14.09,105,745,+0.07
103,0,27936,Martin Laird,14.18,120,846,E
104,0,23983,Luke Donald,14.19,102,719,+0.06
105,0,23673,Michael Connell,14.24,143,1004,+0.10
106,0,28158,Steve Marino,14.25,122,856,-0.01
107,0,32102,Rickie Fowler,14.32,131,915,-0.07
108,0,30926,Chris Kirk,14.34,152,1060,+0.03
109,0,25818,Scott Piercy,14.35,124,864,+0.08
110,0,29420,Billy Horschel,14.40,124,861,+0.11
111,0,06522,Ernie Els,14.44,119,824,+0.10
112,0,21209,Sergio Garcia,14.52,90,620,+0.06
113,0,20157,Retief Goosen,14.57,80,549,+0.18
114,0,26596,Ryan Moore,14.58,121,830,+0.12
115,0,30750,Tommy Gainey,14.65,184,1256,+0.03
116,0,21350,Ryuji Imada,14.69,155,1055,+0.03
116,0,30925,Dustin Johnson,14.69,110,749,+0.10
118,0,23320,Ryan Palmer,14.71,120,816,-0.02
119,0,23108,Matt Kuchar,14.73,146,991,+0.03
120,0,12652,Cameron Beckman,14.74,129,875,+0.05
121,0,22371,Aaron Baddeley,14.76,125,847,-0.11
121,0,25804,Bubba Watson,14.76,119,806,+0.06
123,0,12782,Tim Herron,14.78,157,1062,+0.11
124,0,23718,Nathan Green,14.81,144,972,+0.09
125,0,24925,Jonathan Byrd,14.83,148,998,E
125,0,07457,Steve Flesch,14.83,160,1079,+0.22
127,0,23788,D.J. Trahan,14.94,169,1131,+0.08
128,0,31202,William McGirt,14.95,190,1271,+0.04
129,0,20229,Stewart Cink,14.97,106,708,-0.02
130,0,25345,Carl Pettersson,14.98,187,1248,+0.07
131,0,23497,Tag Ridings,15.01,153,1019,+0.10
132,0,23325,Vaughn Taylor,15.06,173,1149,+0.13
133,0,32698,Bobby Gates,15.07,138,916,+0.25
134,0,25562,Andres Romero,15.11,141,933,+0.12
135,0,01706,Davis Love III,15.14,109,720,-0.01
136,0,24290,D.J. Brigman,15.19,115,757,+0.10
137,0,24980,Scott Gutschewski,15.22,116,762,+0.27
138,0,12602,Dean Wilson,15.24,119,781,+0.19
139,0,27095,Nick Watney,15.25,131,859,+0.01
140,0,26420,Richard Johnson,15.27,115,753,+0.13
140,0,27649,Brandt Snedeker,15.27,142,930,E
142,0,24507,Jason Bohn,15.28,143,936,+0.11
143,0,24924,Bill Haas,15.33,153,998,+0.05
143,0,29221,Webb Simpson,15.33,176,1148,+0.05
145,0,20436,Garrett Willis,15.35,136,886,+0.18
146,0,26300,Matt Jones,15.37,134,872,+0.07
147,0,23409,James Driscoll,15.55,130,836,+0.04
148,0,10585,Scott McCarron,15.62,117,749,+0.05
149,0,01577,Lee Janzen,15.63,108,691,+0.24
150,0,31557,Jim Herman,15.66,124,792,+0.07
151,0,27466,Spencer Levin,15.68,204,1301,+0.07
152,0,26287,Roland Thatcher,15.75,132,838,+0.10
153,0,29478,Kevin Kisner,15.84,125,789,+0.19
154,0,20070,Matt Bettencourt,15.89,168,1057,+0.15
154,0,24358,Robert Garrigus,15.89,150,944,+0.02
156,0,06515,Shaun Micheel,15.91,141,886,+0.04
157,0,26679,Kevin Stadler,15.95,160,1003,+0.20
157,0,06527,Steve Stricker,15.95,118,740,-0.08
159,0,24846,Ricky Barnes,16.12,142,881,+0.08
160,0,25900,Lucas Glover,16.23,137,844,+0.12
161,0,33141,Keegan Bradley,16.26,172,1058,+0.27
161,0,24663,Y.E. Yang,16.26,94,578,+0.03
163,0,32876,Martin Piller,16.27,116,713,+0.28
164,0,24140,Sean O'Hair,16.37,136,831,+0.10
165,0,20098,Stuart Appleby,16.38,135,824,+0.21
166,0,01810,Phil Mickelson,16.44,132,803,-0.01
167,0,30946,Alex Prugh,16.55,161,973,+0.29
168,0,28089,Jason Day,16.67,136,816,+0.04
169,0,21949,Joe Ogilvie,16.75,141,842,+0.13
170,0,27141,J.B. Holmes,17.08,109,638,-0.06
171,0,31323,Gary Woodland,17.12,163,952,+0.09
172,0,25632,Jimmy Walker,17.24,179,1038,+0.20
173,0,01116,Michael Bradley,17.27,139,805,+0.10
174,0,25396,Kevin Na,17.76,165,929,+0.01
175,0,08375,Paul Stankowski,17.86,160,896,+0.02
176,0,28486,Michael Putnam,17.98,130,723,+0.11
177,0,20848,Ángel Cabrera,18.01,87,483,+0.08
178,0,19970,Robert Karlsson,18.14,111,612,+0.14
179,0,27064,Jhonattan Vegas,18.43,176,955,+0.05
180,0,21407,Arjun Atwal,18.89,215,1138,+0.12
181,0,09011,David Duval,18.94,150,792,+0.19
182,0,25274,Steven Bowditch,19.26,204,1059,+0.11
183,0,21805,Harrison Frazar,19.36,109,563,+0.17
184,0,20766,Padraig Harrington,19.38,118,609,+0.03
185,0,29718,Anthony Kim,19.92,155,778,+0.04
186,0,27797,Derek Lamely,20.28,158,779,+0.13
