RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
50,0,40162,Justin Lower,22.07,286,1296,63
51,0,39997,Corey Conners,22.03,345,1566,2
52,0,32816,Satoshi Kodaira,22.00,202,918,73
53,0,36884,Ben Kohles,21.96,249,1134,59
54,0,45609,Tyler Duncan,21.95,324,1476,54
54,0,26300,Matt Jones,21.95,241,1098,123
56,0,51634,Sahith Theegala,21.93,446,2034,95
57,0,48117,Kurt Kitayama,21.90,276,1260,116
58,0,29478,Kevin Kisner,21.89,260,1188,66
59,0,36689,Brooks Koepka,21.86,181,828,178
60,0,47988,Nick Hardy,21.85,232,1062,25
61,0,45526,Abraham Ancer,21.84,228,1044,77
62,0,35310,Lanto Griffin,21.79,306,1404,126
63,0,29289,S.Y. Noh,21.78,247,1134,70
64,0,37455,Si Woo Kim,21.77,384,1764,122
64,0,47983,Chad Ramey,21.77,286,1314,113
66,0,36799,Stephan Jaeger,21.76,333,1530,172
67,0,29420,Billy Horschel,21.75,274,1260,41
67,0,29221,Webb Simpson,21.75,231,1062,150
69,0,36801,Mark Hubbard,21.73,266,1224,35
70,0,33667,Carlos Ortiz,21.68,238,1098,175
71,0,48699,Callum Tarren,21.66,269,1242,76
72,0,27139,David Skinns,21.63,257,1188,159
72,0,56278,Matthew Wolff,21.63,183,846,187
74,0,32366,Kevin Chappell,21.62,214,990,98
74,0,48822,Sebastián Muñoz,21.62,323,1494,95
76,0,33141,Keegan Bradley,21.60,311,1440,103
77,0,37275,Sam Ryder,21.59,342,1584,119
78,0,39324,J.J. Spaun,21.58,369,1710,72
79,0,34076,Joel Dahmen,21.57,330,1530,50
80,0,33419,Cameron Tringale,21.56,357,1656,60
81,0,33399,Adam Hadwin,21.54,349,1620,52
82,0,27064,Jhonattan Vegas,21.50,298,1386,45
83,0,51766,Wyndham Clark,21.48,375,1746,134
84,0,27974,Sung Kang,21.46,309,1440,107
84,0,36852,Jim Knous,21.46,197,918,177
86,0,52372,Cameron Champ,21.43,216,1008,69
86,0,30911,Tommy Fleetwood,21.43,216,1008,118
88,0,24361,Pat Perez,21.42,239,1116,156
89,0,30944,Jason Kokrak,21.40,235,1098,133
89,0,52374,Brandon Wu,21.40,285,1332,19
91,0,32757,Patton Kizzire,21.36,346,1620,124
91,0,33204,Shane Lowry,21.36,223,1044,50
91,0,32150,Michael Thompson,21.36,323,1512,158
94,0,47529,Mito Pereira,21.35,342,1602,14
95,0,32662,Michael Gligic,21.28,272,1278,65
95,0,25818,Scott Piercy,21.28,295,1386,183
95,0,49771,J.T. Poston,21.28,337,1584,85
95,0,50095,Austin Smotherman,21.28,295,1386,32
99,0,32791,K.H. Lee,21.26,375,1764,114
100,0,36326,David Lipsky,21.21,336,1584,44
100,0,46340,Alex Smalley,21.21,355,1674,37
102,0,27129,Luke List,21.18,305,1440,13
103,0,33486,Roger Sloan,21.16,278,1314,169
104,0,46550,Brandon Hagy,21.15,297,1404,184
105,0,34563,Chesson Hadley,21.11,304,1440,130
106,0,39058,Lucas Herbert,21.09,205,972,193
107,0,30927,Brendon Todd,21.08,315,1494,140
108,0,23108,Matt Kuchar,21.05,269,1278,164
109,0,40098,Matt Fitzpatrick,21.03,265,1260,78
110,0,32640,Troy Merritt,21.00,344,1638,176
111,0,37212,Paul Barjon,20.97,268,1278,125
112,0,25198,Francesco Molinari,20.96,200,954,174
112,0,23325,Vaughn Taylor,20.96,200,954,88
114,0,20229,Stewart Cink,20.92,290,1386,39
115,0,25900,Lucas Glover,20.91,350,1674,37
116,0,12716,Charley Hoffman,20.85,259,1242,135
116,0,35879,Kelly Kraft,20.85,259,1242,173
118,0,34610,Matthias Schwab,20.79,262,1260,28
119,0,30978,Kiradech Aphibarnrat,20.75,198,954,162
119,0,53165,Doc Redman,20.75,295,1422,64
121,0,47128,Richy Werenski,20.72,235,1134,181
122,0,34255,Joseph Bramlett,20.71,302,1458,22
123,0,55708,Hayden Buckley,20.70,339,1638,15
123,0,30926,Chris Kirk,20.70,313,1512,105
125,0,51890,Greyson Sigg,20.68,335,1620,46
126,0,47993,Denny McCarthy,20.61,371,1800,131
127,0,29908,C.T. Pan,20.60,304,1476,92
127,0,40006,Erik van Rooyen,20.60,178,864,139
129,0,23983,Luke Donald,20.56,248,1206,137
129,0,49766,Hank Lebioda,20.56,296,1440,120
131,0,51997,Andrew Novak,20.54,281,1368,138
132,0,54628,Lee Hodges,20.49,343,1674,20
133,0,35506,Mackenzie Hughes,20.46,302,1476,180
134,0,35449,Adam Long,20.45,324,1584,66
135,0,29970,Dylan Frittelli,20.37,341,1674,149
136,0,24138,Ian Poulter,20.33,161,792,185
137,0,35617,Martin Trainer,20.30,285,1404,170
138,0,51950,Max McGreevy,20.29,263,1296,168
138,0,36871,Matthew NeSmith,20.29,336,1656,31
140,0,28114,Dawie van der Walt,20.25,226,1116,165
141,0,24980,Scott Gutschewski,20.24,204,1008,33
141,0,48887,Matt Wallace,20.24,204,1008,111
143,0,27349,Alex Noren,20.23,233,1152,117
144,0,34256,Andrew Putnam,20.21,342,1692,89
145,0,34360,Patrick Reed,20.16,254,1260,182
146,0,27644,Brian Harman,20.15,330,1638,71
147,0,45522,Christiaan Bezuidenhout,20.07,289,1440,107
147,0,48084,Wesley Bryan,20.07,177,882,190
147,0,23320,Ryan Palmer,20.07,242,1206,83
147,0,36699,Patrick Rodgers,20.07,307,1530,41
151,0,46414,Aaron Rai,20.04,321,1602,23
152,0,54421,Garrick Higgo,20.02,209,1044,166
153,0,27214,Kevin Streelman,20.01,317,1584,94
154,0,45540,Jared Wolfe,19.96,212,1062,29
155,0,49960,Sepp Straka,19.95,352,1764,89
156,0,35461,Beau Hossler,19.84,250,1260,171
157,0,31420,Anirban Lahiri,19.83,257,1296,144
158,0,24925,Jonathan Byrd,19.79,203,1026,103
158,0,10381,Curtis Thompson,19.79,228,1152,179
160,0,25493,Nick Taylor,19.76,313,1584,136
161,0,46435,Austin Cook,19.73,245,1242,161
161,0,27770,Camilo Villegas,19.73,245,1242,121
163,0,27936,Martin Laird,19.70,234,1188,24
164,0,31323,Gary Woodland,19.65,244,1242,106
165,0,32102,Rickie Fowler,19.64,251,1278,186
166,0,32448,James Hahn,19.56,250,1278,115
166,0,29518,Brendan Steele,19.56,257,1314,16
168,0,29535,Brice Garnett,19.55,271,1386,66
169,0,26476,Chez Reavie,19.54,299,1530,91
170,0,32333,Kevin Tway,19.48,270,1386,145
171,0,32139,Danny Willett,19.44,217,1116,152
172,0,49298,Kramer Hickok,19.35,317,1638,112
173,0,24924,Bill Haas,19.32,313,1620,147
174,0,33122,Russell Knox,19.29,309,1602,4
175,0,24024,Zach Johnson,19.27,222,1152,151
176,0,47347,Adam Schenk,19.26,312,1620,153
177,0,29974,Branden Grace,19.23,180,936,129
178,0,39953,Chase Seiffert,19.17,176,918,109
179,0,27649,Brandt Snedeker,19.11,203,1062,102
180,0,30163,Henrik Norlander,19.06,247,1296,43
181,0,34431,Robert Streb,19.01,284,1494,154
182,0,25686,Jason Dufner,19.00,171,900,157
183,0,54783,Dylan Wu,18.99,229,1206,87
184,0,27895,Jonas Blixt,18.78,169,900,192
185,0,52375,Doug Ghim,18.72,283,1512,95
186,0,27095,Nick Watney,18.57,254,1368,80
187,0,31560,Brian Stuard,18.54,297,1602,141
188,0,33490,Bo Hoag,18.48,163,882,127
189,0,35110,Brett Drewitt,18.39,192,1044,148
190,0,33597,Harry Higgs,18.13,261,1440,189
191,0,31557,Jim Herman,18.08,166,918,56
192,0,19803,Ryan Armour,18.00,162,900,58
193,0,39436,Joshua Creel,17.85,151,846,191
