RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
131,0,35310,Lanto Griffin,4.52,38,840,+0.211
132,0,19846,Brian Gay,4.51,58,1286,+0.017
132,0,49771,J.T. Poston,4.51,36,798,+0.028
134,0,32839,Hideki Matsuyama,4.49,36,802,+0.056
134,0,23325,Vaughn Taylor,4.49,44,980,+0.159
136,0,35532,Tom Hoge,4.48,52,1160,+0.154
137,0,36799,Stephan Jaeger,4.44,39,878,+0.359
138,0,26300,Matt Jones,4.41,29,658,-0.034
139,0,23621,Rory Sabbatini,4.40,46,1046,+0.087
140,0,39327,Ben Silverman,4.33,46,1062,+0.239
141,0,24925,Jonathan Byrd,4.32,29,672,+0.172
142,0,35421,Brandon Harkins,4.29,51,1188,+0.216
142,0,28775,Nate Lashley,4.29,21,490,+0.048
142,0,29926,Danny Lee,4.29,42,978,+0.167
145,0,34046,Jordan Spieth,4.21,39,926,-0.077
146,0,46435,Austin Cook,4.19,54,1288,+0.093
147,0,29268,Bronson Burgoon,4.14,33,798,+0.152
148,0,32366,Kevin Chappell,4.13,36,872,+0.083
149,0,23320,Ryan Palmer,4.07,34,836,+0.265
150,0,40058,Zac Blair,4.04,26,644,+0.231
150,0,25892,Steve Wheatcroft,4.04,26,644,+0.192
152,0,34466,Peter Malnati,4.01,42,1048,+0.333
153,0,12716,Charley Hoffman,4.00,38,950,+0.105
154,0,37338,Zecheng Dou,3.98,20,502,+0.400
155,0,30911,Tommy Fleetwood,3.97,30,756,E
156,0,27644,Brian Harman,3.95,40,1012,-0.125
157,0,31420,Anirban Lahiri,3.94,37,938,-0.135
158,0,33948,Byeong Hun An,3.92,40,1020,+0.100
159,0,37275,Sam Ryder,3.89,38,976,-0.053
160,0,35461,Beau Hossler,3.82,48,1258,+0.063
161,0,27141,J.B. Holmes,3.80,36,948,+0.250
162,0,26951,Johnson Wagner,3.77,29,770,-0.069
163,0,29484,Peter Uihlein,3.74,34,910,-0.118
164,0,25493,Nick Taylor,3.68,38,1034,+0.184
165,0,35376,Roberto Díaz,3.57,28,784,+0.429
166,0,33410,Andrew Landry,3.52,36,1022,E
167,0,35450,Patrick Cantlay,3.50,33,942,+0.061
167,0,34213,Grayson Murray,3.50,29,828,+0.276
169,0,28500,Martin Flores,3.49,35,1004,+0.029
170,0,45526,Abraham Ancer,3.37,39,1158,+0.308
170,0,28237,Rory McIlroy,3.37,24,712,+0.042
172,0,25804,Bubba Watson,3.36,32,952,-0.063
173,0,29485,Brett Stegmaier,3.34,22,658,+0.409
173,0,32333,Kevin Tway,3.34,42,1258,+0.333
175,0,01810,Phil Mickelson,3.27,32,980,+0.500
176,0,24781,Hunter Mahan,3.22,23,714,+0.217
176,0,39324,J.J. Spaun,3.22,32,994,-0.125
178,0,30925,Dustin Johnson,3.10,27,872,+0.148
179,0,29725,Tony Finau,3.09,35,1132,+0.114
180,0,49964,Aaron Wise,3.05,34,1116,+0.235
181,0,47125,Matt Atkins,3.04,17,560,+0.471
182,0,36689,Brooks Koepka,3.03,23,760,+0.130
183,0,31323,Gary Woodland,2.97,29,978,E
184,0,46601,Trey Mullinax,2.92,24,822,+0.458
185,0,27129,Luke List,2.85,31,1088,-0.065
186,0,22056,Cameron Percy,2.79,16,574,-0.250
187,0,34360,Patrick Reed,2.73,24,878,+0.083
188,0,34076,Joel Dahmen,2.72,27,994,-0.259
188,0,33448,Justin Thomas,2.72,26,956,+0.154
190,0,46970,Jon Rahm,2.65,19,718,-0.053
191,0,25198,Francesco Molinari,2.51,20,798,+0.150
192,0,50526,Tom Lovelady,2.39,23,964,+0.174
193,0,39546,Keith Mitchell,2.24,26,1162,+0.077
