RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
97,0,39971,Sungjae Im,82.34%,998,1212
98,0,28420,Ryan Brehm,82.29%,683,830
98,0,36326,David Lipsky,82.29%,790,960
100,0,49947,Taylor Moore,82.27%,1132,1376
101,0,31646,Emiliano Grillo,82.24%,977,1188
102,0,51634,Sahith Theegala,82.23%,1064,1294
103,0,33141,Keegan Bradley,82.22%,911,1108
103,0,47679,Victor Perez,82.22%,814,990
105,0,51977,Max Greyserman,82.19%,872,1061
106,0,34255,Joseph Bramlett,82.13%,956,1164
106,0,22405,Justin Rose,82.13%,703,856
108,0,52955,Ludvig Ãberg,82.10%,862,1050
109,0,59143,Mac Meissner,82.03%,817,996
110,0,49771,J.T. Poston,81.99%,979,1194
111,0,48153,Matthieu Pavon,81.93%,721,880
112,0,35532,Tom Hoge,81.89%,1153,1408
113,0,36699,Patrick Rodgers,81.87%,1138,1390
114,0,59836,Pierceson Coody,81.86%,889,1086
114,0,46442,Maverick McNealy,81.86%,1047,1279
116,0,39975,Michael Kim,81.85%,920,1124
117,0,52514,Trace Crowe,81.78%,772,944
118,0,55182,Tom Kim,81.65%,903,1106
119,0,24502,Adam Scott,81.41%,806,990
120,0,29420,Billy Horschel,81.40%,858,1054
121,0,28237,Rory McIlroy,81.39%,783,962
121,0,27649,Brandt Snedeker,81.39%,656,806
123,0,27129,Luke List,81.38%,874,1074
124,0,47504,Sam Burns,81.35%,833,1024
125,0,36799,Stephan Jaeger,81.33%,893,1098
126,0,27139,David Skinns,81.31%,922,1134
127,0,47347,Adam Schenk,81.23%,1043,1284
128,0,32070,Rafael Campos,81.13%,675,832
129,0,40098,Matt Fitzpatrick,80.99%,805,994
130,0,29478,Kevin Kisner,80.98%,609,752
131,0,37378,Min Woo Lee,80.96%,740,914
132,0,32839,Hideki Matsuyama,80.95%,837,1034
133,0,52666,Sami Valimaki,80.87%,668,826
134,0,33399,Adam Hadwin,80.85%,891,1102
134,0,29221,Webb Simpson,80.85%,574,710
136,0,55454,Carl Yuan,80.81%,716,886
137,0,40250,Taylor Pendrith,80.78%,853,1056
137,0,57366,Cameron Young,80.78%,916,1134
139,0,32102,Rickie Fowler,80.76%,869,1076
140,0,46113,Ryan McCormick,80.61%,682,846
141,0,57975,Harry Hall,80.53%,889,1104
142,0,28089,Jason Day,80.48%,779,968
143,0,46441,Robby Shelton,80.36%,847,1054
144,0,33408,Tyson Alexander,80.33%,837,1042
145,0,12716,Charley Hoffman,80.27%,777,968
146,0,27770,Camilo Villegas,80.15%,642,801
147,0,48699,Callum Tarren,80.10%,777,970
148,0,35450,Patrick Cantlay,80.09%,732,914
148,0,51070,Vincent Norrman,80.09%,547,683
148,0,47483,Will Zalatoris,80.09%,732,914
151,0,59095,Chris Gotterup,80.08%,784,979
152,0,31323,Gary Woodland,80.02%,885,1106
153,0,52215,Robert MacIntyre,79.98%,795,994
154,0,51894,Vince Whaley,79.80%,798,1000
155,0,37212,Paul Barjon,79.76%,587,736
156,0,45157,Cam Davis,79.61%,855,1074
157,0,22371,Aaron Baddeley,79.60%,804,1010
158,0,56149,Wilson Furr,79.57%,627,788
159,0,33653,Thomas Detry,79.55%,735,924
160,0,47993,Denny McCarthy,79.51%,970,1220
161,0,33448,Justin Thomas,79.37%,735,926
162,0,47420,Jake Knapp,79.31%,828,1044
163,0,51766,Wyndham Clark,79.23%,740,934
164,0,33948,Byeong Hun An,79.18%,833,1052
164,0,38991,Alejandro Tosti,79.18%,757,956
166,0,50188,S.H. Kim,79.05%,1151,1456
167,0,35617,Martin Trainer,78.67%,546,694
168,0,33968,ThorbjÃ¸rn Olesen,78.64%,519,660
169,0,59442,Parker Coody,78.55%,597,760
170,0,29936,Ryan Fox,78.53%,845,1076
171,0,48119,Ben Taylor,78.42%,676,862
172,0,39977,Max Homa,78.40%,864,1102
173,0,59866,Nick Dunlap,78.37%,732,934
174,0,50497,Adrien Dumont de Chassart,78.31%,805,1028
175,0,47995,Davis Riley,78.16%,791,1012
176,0,47591,Eric Cole,78.12%,1164,1490
177,0,52453,Nicolai HÃ¸jgaard,77.97%,616,790
178,0,35506,Mackenzie Hughes,77.88%,1028,1320
179,0,60767,Blaine Hale Jr.,77.15%,557,722
180,0,45522,Christiaan Bezuidenhout,77.05%,816,1059
181,0,34374,Erik Barnes,76.97%,575,747
182,0,34466,Peter Malnati,76.20%,794,1042
183,0,47806,Raul Pereda,76.15%,495,650
184,0,55789,Taylor Montgomery,73.26%,548,748
