RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
108,0,35545,Blayne Barber,54.71,93,77
109,0,26499,Rafa Cabrera Bello,54.69,70,58
110,0,35461,Beau Hossler,54.58,155,129
111,0,29908,C.T. Pan,54.55,126,105
112,0,25572,Graeme McDowell,54.17,78,66
113,0,36699,Patrick Rodgers,54.09,119,101
114,0,28500,Martin Flores,53.95,116,99
115,0,33418,Shawn Stefani,53.76,100,86
116,0,29221,Webb Simpson,53.70,116,100
117,0,39324,J.J. Spaun,53.47,108,94
118,0,47128,Richy Werenski,53.18,117,103
119,0,31420,Anirban Lahiri,53.13,102,90
119,0,39328,Conrad Shindler,53.13,68,60
121,0,37338,Zecheng Dou,52.73,58,52
122,0,34563,Chesson Hadley,52.71,146,131
123,0,27214,Kevin Streelman,52.67,138,124
124,0,28679,Fabián Gómez,52.58,112,101
125,0,46435,Austin Cook,52.55,144,130
126,0,29479,Scott Brown,52.50,126,114
127,0,24846,Ricky Barnes,52.41,76,69
128,0,47287,Ethan Tracy,52.38,88,80
129,0,25818,Scott Piercy,52.33,101,92
130,0,34256,Andrew Putnam,52.17,120,110
131,0,27644,Brian Harman,52.11,99,91
132,0,29535,Brice Garnett,52.03,128,118
133,0,27095,Nick Watney,52.02,129,119
134,0,34363,Tyrrell Hatton,51.75,59,55
135,0,25632,Jimmy Walker,51.50,103,97
136,0,27974,Sung Kang,51.43,108,102
137,0,29485,Brett Stegmaier,51.39,74,70
138,0,20229,Stewart Cink,51.04,98,94
139,0,24361,Pat Perez,51.03,74,71
140,0,35544,Andrew Yun,50.96,53,51
141,0,28775,Nate Lashley,50.94,54,52
142,0,24924,Bill Haas,50.75,101,98
143,0,27958,Ryan Blaum,50.72,106,103
144,0,20157,Retief Goosen,50.00,61,61
144,0,24138,Ian Poulter,50.00,75,75
146,0,25396,Kevin Na,49.50,99,101
147,0,29478,Kevin Kisner,49.44,89,91
148,0,25834,Daniel Summerhays,49.21,62,64
149,0,34431,Robert Streb,48.89,88,92
150,0,34174,John Huh,48.80,122,128
151,0,32150,Michael Thompson,48.78,80,84
152,0,31202,William McGirt,48.67,110,116
153,0,34358,Jonathan Randolph,48.60,87,92
154,0,32876,Martin Piller,48.58,103,109
155,0,30926,Chris Kirk,48.33,145,155
156,0,46501,Ollie Schniederjans,48.21,108,116
157,0,32816,Satoshi Kodaira,48.11,51,55
158,0,25240,D.A. Points,48.00,72,78
159,0,28132,Tyrone Van Aswegen,47.86,123,134
160,0,34409,David Lingmerth,47.42,101,112
161,0,27649,Brandt Snedeker,47.17,100,112
162,0,23353,J.J. Henry,47.12,90,101
163,0,23325,Vaughn Taylor,47.00,94,106
164,0,39327,Ben Silverman,46.58,109,125
165,0,35376,Roberto Díaz,46.54,74,85
166,0,34466,Peter Malnati,46.05,105,123
167,0,20472,Alex Cejka,45.90,84,99
168,0,24024,Zach Johnson,45.75,97,115
169,0,35879,Kelly Kraft,44.95,98,120
170,0,26329,Louis Oosthuizen,44.62,58,72
171,0,27556,Ted Potter Jr.,44.59,99,123
172,0,40058,Zac Blair,44.52,65,81
173,0,26476,Chez Reavie,44.32,78,98
174,0,27942,Rob Oppenheim,43.45,73,95
175,0,33410,Andrew Landry,43.26,93,122
176,0,33122,Russell Knox,43.12,94,124
177,0,22582,Kyle Thompson,42.73,47,63
178,0,33419,Cameron Tringale,42.50,68,92
179,0,39975,Michael Kim,42.41,67,91
180,0,20593,Greg Chalmers,41.54,54,76
181,0,26758,David Hearn,41.45,63,89
182,0,37278,Nicholas Lindheim,41.34,74,105
183,0,23108,Matt Kuchar,40.69,83,121
184,0,29222,Billy Hurley III,39.77,68,103
185,0,26951,Johnson Wagner,39.66,69,105
186,0,12510,Chad Campbell,39.60,80,122
187,0,37454,Whee Kim,39.22,91,141
188,0,23541,Ben Crane,37.68,52,86
189,0,19846,Brian Gay,37.31,100,168
190,0,48084,Wesley Bryan,36.30,53,93
191,0,19803,Ryan Armour,35.42,102,186
192,0,10809,Jim Furyk,29.37,37,89
193,0,31560,Brian Stuard,26.55,73,202
