RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
79,0,33399,Adam Hadwin,58.02,152,110,-72,-4
80,0,24925,Jonathan Byrd,57.89,99,72,-59,-3
81,0,32448,James Hahn,57.48,146,108,-96,E
82,0,35310,Lanto Griffin,57.42,120,89,-68,+1
82,0,34098,Russell Henley,57.42,120,89,-52,-14
84,0,46402,Talor Gooch,57.27,130,97,-62,+10
85,0,31420,Anirban Lahiri,57.20,135,101,-64,-7
86,0,29908,C.T. Pan,57.14,160,120,-84,-19
87,0,49771,J.T. Poston,57.07,117,88,-61,+10
88,0,28252,Seamus Power,57.02,138,104,-76,-17
89,0,08793,Tiger Woods,57.00,114,86,-73,-13
90,0,25493,Nick Taylor,56.99,155,117,-86,-11
91,0,20572,Rod Pampling,56.98,102,77,-25,-2
92,0,36699,Patrick Rodgers,56.92,148,112,-79,+1
93,0,33413,Ben Martin,56.81,121,92,-56,-3
94,0,30110,Kyle Stanley,56.80,142,108,-80,-12
95,0,35461,Beau Hossler,56.73,198,151,-107,-12
96,0,24781,Hunter Mahan,56.72,114,87,-55,-10
97,0,27095,Nick Watney,56.71,169,129,-86,-4
98,0,26499,Rafa Cabrera Bello,56.60,90,69,-60,-8
99,0,39997,Corey Conners,56.52,156,120,-77,-23
99,0,22056,Cameron Percy,56.52,78,60,-52,-10
101,0,39324,J.J. Spaun,56.40,141,109,-73,-7
102,0,26596,Ryan Moore,56.33,138,107,-77,-8
103,0,27214,Kevin Streelman,55.97,178,140,-94,-13
104,0,28089,Jason Day,55.95,94,74,-66,-10
105,0,25572,Graeme McDowell,55.93,99,78,-50,-11
106,0,32640,Troy Merritt,55.80,154,122,-89,-8
107,0,21961,Charles Howell III,55.35,150,121,-81,-22
108,0,27895,Jonas Blixt,55.26,105,85,-53,-4
109,0,22371,Aaron Baddeley,55.21,143,116,-87,-2
110,0,31416,Derek Fathauer,55.14,134,109,-68,+8
111,0,35506,Mackenzie Hughes,55.13,129,105,-61,-3
112,0,33418,Shawn Stefani,54.95,122,100,-69,-18
113,0,27936,Martin Laird,54.94,128,105,-73,-8
114,0,32757,Patton Kizzire,54.93,156,128,-78,-23
115,0,39328,Conrad Shindler,54.79,80,66,-54,-1
116,0,25686,Jason Dufner,54.73,110,91,-58,-4
117,0,35532,Tom Hoge,54.49,164,137,-82,-8
118,0,20229,Stewart Cink,54.15,124,105,-73,+2
119,0,28500,Martin Flores,54.09,139,118,-59,-13
120,0,27958,Ryan Blaum,53.97,136,116,-75,-14
121,0,27644,Brian Harman,53.85,133,114,-70,-11
122,0,35545,Blayne Barber,53.66,110,95,-69,-2
123,0,25818,Scott Piercy,53.51,122,106,-76,-4
124,0,47287,Ethan Tracy,53.50,107,93,-50,-4
125,0,34563,Chesson Hadley,53.45,178,155,-107,-22
126,0,47128,Richy Werenski,53.23,140,123,-87,-12
127,0,46435,Austin Cook,53.18,184,162,-105,-1
128,0,34256,Andrew Putnam,53.07,147,130,-66,-11
129,0,34021,Bud Cauley,53.01,88,78,-40,-16
130,0,29221,Webb Simpson,52.99,142,126,-85,-16
131,0,29485,Brett Stegmaier,52.94,90,80,-48,-16
132,0,28775,Nate Lashley,52.71,68,61,-39,-4
133,0,29479,Scott Brown,52.65,149,134,-70,+3
134,0,24924,Bill Haas,52.59,122,110,-69,E
135,0,25632,Jimmy Walker,52.54,124,112,-66,+7
136,0,27974,Sung Kang,52.24,128,117,-59,+8
137,0,37338,Zecheng Dou,51.94,67,62,-26,+2
138,0,34174,John Huh,51.88,152,141,-78,-7
139,0,20157,Retief Goosen,51.68,77,72,-29,-2
140,0,28679,Fabián Gómez,51.56,132,124,-72,-7
141,0,46501,Ollie Schniederjans,50.75,136,132,-71,-19
142,0,29535,Brice Garnett,50.69,147,143,-82,-5
143,0,34363,Tyrrell Hatton,50.68,75,73,-42,-17
144,0,24846,Ricky Barnes,50.60,85,83,-61,-1
145,0,35544,Andrew Yun,50.40,63,62,-25,+12
146,0,34431,Robert Streb,50.24,105,104,-59,-7
147,0,20472,Alex Cejka,50.00,106,106,-64,-9
147,0,25834,Daniel Summerhays,50.00,74,74,-36,-3
149,0,24138,Ian Poulter,49.71,86,87,-42,-19
150,0,32876,Martin Piller,49.59,121,123,-62,-3
151,0,34358,Jonathan Randolph,49.29,104,107,-47,-10
152,0,30926,Chris Kirk,49.28,170,175,-100,-34
153,0,25396,Kevin Na,49.15,116,120,-76,-10
154,0,31202,William McGirt,49.03,126,131,-71,-9
155,0,35376,Roberto Díaz,48.69,93,98,-43,-12
156,0,34466,Peter Malnati,48.53,132,140,-71,-10
157,0,32816,Satoshi Kodaira,48.51,65,69,-27,+9
158,0,27649,Brandt Snedeker,48.35,117,125,-59,-23
159,0,34409,David Lingmerth,48.18,119,128,-58,-11
160,0,26329,Louis Oosthuizen,47.77,75,82,-41,-9
161,0,24361,Pat Perez,47.64,91,100,-50,-13
162,0,39327,Ben Silverman,47.46,131,145,-62,-19
163,0,35879,Kelly Kraft,46.30,119,138,-49,-12
163,0,26476,Chez Reavie,46.30,100,116,-57,-5
165,0,29478,Kevin Kisner,46.05,105,123,-66,-13
166,0,23325,Vaughn Taylor,45.82,115,136,-62,-30
167,0,33122,Russell Knox,45.70,117,139,-62,-11
168,0,23108,Matt Kuchar,45.63,115,137,-63,-15
169,0,33410,Andrew Landry,45.49,121,145,-48,-27
170,0,28132,Tyrone Van Aswegen,45.39,138,166,-70,-14
171,0,27556,Ted Potter Jr.,45.28,120,145,-58,-19
172,0,32150,Michael Thompson,45.27,91,110,-55,-14
173,0,24024,Zach Johnson,45.24,114,138,-59,-27
174,0,23353,J.J. Henry,44.69,101,125,-57,-8
175,0,33419,Cameron Tringale,44.04,85,108,-49,+1
176,0,25240,D.A. Points,43.48,80,104,-46,+11
177,0,39975,Michael Kim,43.39,82,107,-45,-7
178,0,40058,Zac Blair,43.27,74,97,-45,-11
179,0,22582,Kyle Thompson,42.42,56,76,-23,+3
180,0,27942,Rob Oppenheim,41.84,82,114,-42,-15
181,0,26951,Johnson Wagner,41.55,86,121,-57,-23
182,0,12510,Chad Campbell,41.53,98,138,-48,-16
183,0,37278,Nicholas Lindheim,41.31,88,125,-41,-9
184,0,23541,Ben Crane,41.10,67,96,-40,-10
185,0,20593,Greg Chalmers,40.99,66,95,-26,-10
186,0,29222,Billy Hurley III,39.90,81,122,-45,-11
187,0,37454,Whee Kim,39.26,106,164,-55,-26
188,0,26758,David Hearn,38.20,68,110,-42,-9
189,0,19846,Brian Gay,37.22,118,199,-74,-41
190,0,19803,Ryan Armour,35.80,126,226,-71,-55
191,0,48084,Wesley Bryan,32.96,59,120,-26,-15
192,0,31560,Brian Stuard,28.96,95,233,-49,-33
193,0,10809,Jim Furyk,27.97,40,103,-23,-21
