RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
93,0,20593,Greg Chalmers,3.59,36,1003,+0.75
93,0,30692,Scott Stallings,3.59,31,863,+0.68
95,0,24494,Erik Compton,3.60,37,1029,+0.70
96,0,24846,Ricky Barnes,3.62,39,1077,+0.59
97,0,35139,Richard Lee,3.66,31,846,+0.42
97,0,33413,Ben Martin,3.66,32,875,+0.63
97,0,33418,Shawn Stefani,3.66,29,793,+0.83
100,0,27330,Josh Teater,3.67,38,1036,+0.66
101,0,20396,Lee Westwood,3.69,22,597,+0.64
102,0,06567,Vijay Singh,3.70,39,1053,+0.64
103,0,20229,Stewart Cink,3.73,37,991,+0.51
104,0,32366,Kevin Chappell,3.75,45,1199,+0.58
104,0,26951,Johnson Wagner,3.75,30,801,+0.97
106,0,19846,Brian Gay,3.77,33,875,+0.64
106,0,22405,Justin Rose,3.77,27,717,+0.41
106,0,20160,Charlie Wi,3.77,34,901,+0.59
109,0,27644,Brian Harman,3.78,53,1403,+0.49
110,0,23983,Luke Donald,3.80,23,606,+0.52
110,0,21528,Henrik Stenson,3.80,20,526,+0.70
112,0,28486,Michael Putnam,3.82,48,1255,+0.52
113,0,34098,Russell Henley,3.85,40,1040,+0.55
114,0,30750,Tommy Gainey,3.86,32,828,+0.69
114,0,26329,Louis Oosthuizen,3.86,16,415,+0.44
116,0,25804,Bubba Watson,3.87,30,776,+0.63
117,0,29535,Brice Garnett,3.89,42,1080,+0.76
118,0,29740,Brad Fritsch,3.90,21,539,+0.71
119,0,25345,Carl Pettersson,3.91,46,1175,+0.54
119,0,31193,Jim Renner,3.91,28,716,+1.00
121,0,29478,Kevin Kisner,3.93,38,966,+0.63
122,0,31323,Gary Woodland,3.96,40,1010,+0.38
123,0,25562,Andres Romero,3.97,39,982,+0.62
124,0,27963,Chris Stroud,4.00,40,1001,+0.58
125,0,25720,Chad Collins,4.04,34,842,+0.79
126,0,21731,Freddie Jacobson,4.05,45,1110,+0.51
127,0,28475,Jeff Overton,4.16,38,914,+0.37
128,0,23800,Bryce Molder,4.19,37,883,+0.70
128,0,23623,Bo Van Pelt,4.19,39,931,+0.79
130,0,26956,Bronson La'Cassie,4.22,21,498,+0.67
131,0,26851,Marc Leishman,4.23,40,945,+0.28
132,0,32448,James Hahn,4.26,43,1010,+0.53
133,0,24140,Sean O'Hair,4.38,40,914,+0.90
134,0,27770,Camilo Villegas,4.41,51,1156,+0.61
135,0,35732,Wes Roach,4.45,31,696,+1.10
136,0,20157,Retief Goosen,4.47,48,1073,+1.13
136,0,22046,Geoff Ogilvy,4.47,45,1007,+0.29
138,0,25632,Jimmy Walker,4.49,45,1003,+0.27
139,0,28132,Tyrone Van Aswegen,4.51,40,886,+0.93
140,0,27936,Martin Laird,4.57,35,766,+0.74
141,0,32640,Troy Merritt,4.59,35,762,+0.97
142,0,28500,Martin Flores,4.60,43,934,+0.49
143,0,20848,Ángel Cabrera,4.63,39,842,+0.64
144,0,30110,Kyle Stanley,4.64,46,991,+0.85
145,0,06522,Ernie Els,4.65,40,860,+0.40
145,0,27120,Troy Matteson,4.65,31,667,+0.58
147,0,34563,Chesson Hadley,4.67,46,984,+0.67
147,0,22913,John Rollins,4.67,43,920,+0.81
149,0,34099,Harris English,4.72,48,1018,+0.50
149,0,32102,Rickie Fowler,4.72,40,847,+0.63
151,0,32334,Charlie Beljan,4.76,44,924,+0.77
152,0,25900,Lucas Glover,4.78,31,649,+0.71
152,0,01810,Phil Mickelson,4.78,33,690,+0.21
154,0,24361,Pat Perez,4.81,50,1039,+0.62
155,0,21961,Charles Howell III,4.82,63,1308,+0.32
156,0,28307,Matt Every,4.85,43,887,+0.70
157,0,25191,Gonzalo Fernandez-Castaño,4.91,47,958,+0.57
158,0,32150,Michael Thompson,4.95,41,829,+0.68
159,0,29289,S.Y. Noh,5.05,52,1029,+0.48
160,0,30925,Dustin Johnson,5.06,29,573,+0.62
161,0,27141,J.B. Holmes,5.08,53,1044,+0.42
162,0,33461,Morgan Hoffmann,5.11,63,1232,+0.63
163,0,30852,Ryo Ishikawa,5.20,44,846,+0.75
164,0,12716,Charley Hoffman,5.25,55,1048,+0.49
165,0,23409,James Driscoll,5.29,42,794,+0.64
166,0,30944,Jason Kokrak,5.51,46,835,+0.52
167,0,36689,Brooks Koepka,5.52,32,580,+0.28
168,0,24358,Robert Garrigus,5.58,56,1004,+0.46
169,0,35300,Andrew Loupe,5.74,39,679,+0.46
170,0,34021,Bud Cauley,5.80,37,638,+0.70
171,0,23621,Rory Sabbatini,5.92,53,896,+0.77
172,0,27408,Martin Kaymer,5.99,40,668,+0.28
173,0,27895,Jonas Blixt,6.24,37,593,+0.41
174,0,22371,Aaron Baddeley,6.27,50,797,+0.56
175,0,25274,Steven Bowditch,6.33,68,1074,+0.60
176,0,29461,Jamie Lovemark,6.34,41,647,+0.56
176,0,10423,Mike Weir,6.34,46,726,+0.72
