RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
81,4,49766,Hank Lebioda,2.637,296.180,112.319,137,0220003175
81,4,23621,Rory Sabbatini,2.637,289.416,109.748,190,0226803190
83,5,21407,Arjun Atwal,2.634,285.159,108.270,80,0183803023
83,4,34099,Harris English,2.634,304.559,115.611,255,0221903199
83,5,31646,Emiliano Grillo,2.634,299.743,113.786,162,0181703009
83,-8,29420,Billy Horschel,2.634,299.353,113.667,232,0206403307
83,5,56278,Matthew Wolff,2.634,319.609,121.320,221,0202603346
88,4,25900,Lucas Glover,2.633,298.781,113.492,162,0216803132
89,4,39997,Corey Conners,2.632,303.811,115.428,200,0197603280
89,4,24024,Zach Johnson,2.632,289.240,109.888,171,0199003020
89,4,33667,Carlos Ortiz,2.632,306.384,116.419,211,0183003310
89,4,39953,Chase Seiffert,2.632,292.666,111.207,112,0213303154
93,4,12716,Charley Hoffman,2.631,299.367,113.766,175,0217303111
93,4,35230,Nelson Ledesma,2.631,298.026,113.285,78,0207702980
93,-5,48081,Xander Schauffele,2.631,309.205,117.540,227,0211103185
96,3,32102,Rickie Fowler,2.630,299.017,113.688,139,0222303768
96,3,23325,Vaughn Taylor,2.630,281.962,107.204,171,0213103232
98,3,21961,Charles Howell III,2.629,307.189,116.855,171,0152403440
98,3,46442,Maverick McNealy,2.629,302.941,115.232,209,0212303150
100,3,46046,Scottie Scheffler,2.627,306.189,116.540,262,0200603361
101,3,47504,Sam Burns,2.626,311.602,118.667,189,0211703042
102,6,47959,Bryson DeChambeau,2.625,328.107,125.003,188,0203203285
103,2,25686,Jason Dufner,2.624,287.466,109.544,194,0082503147
104,1,40026,Daniel Berger,2.623,303.455,115.682,213,0216803230
104,3,49771,J.T. Poston,2.623,296.516,113.054,211,0197203500
106,2,33122,Russell Knox,2.622,297.740,113.554,179,0195103311
106,2,33204,Shane Lowry,2.622,300.922,114.758,126,0161603626
106,2,47993,Denny McCarthy,2.622,295.977,112.862,204,0208603127
109,3,34431,Robert Streb,2.621,296.191,113.018,89,0228903154
110,3,45157,Cam Davis,2.620,310.139,118.352,138,0223503055
110,3,40098,Matt Fitzpatrick,2.620,294.513,112.430,160,0176203251
112,4,32150,Michael Thompson,2.619,287.700,109.835,224,0193903082
113,4,34255,Joseph Bramlett,2.618,298.700,114.116,96,0216703166
113,4,49298,Kramer Hickok,2.618,293.369,112.040,125,0219803162
113,4,35532,Tom Hoge,2.618,293.141,111.970,223,0214903166
113,4,25572,Graeme McDowell,2.618,289.025,110.390,112,0219603185
113,4,35732,Wes Roach,2.618,290.692,111.047,69,0212003331
118,4,40042,Tyler McCumber,2.617,317.176,121.200,89,0230303032
118,4,27963,Chris Stroud,2.617,286.854,109.613,143,0182002972
120,4,29479,Scott Brown,2.616,291.802,111.566,175,0220703215
121,-8,29478,Kevin Kisner,2.613,292.546,111.958,209,0190903204
122,4,34213,Grayson Murray,2.612,317.367,121.500,104,0216903084
122,4,22405,Justin Rose,2.612,301.304,115.370,130,0217702900
122,4,25632,Jimmy Walker,2.612,299.996,114.873,119,0180203027
125,-1,35506,Mackenzie Hughes,2.611,300.612,115.138,248,0214803297
126,3,27214,Kevin Streelman,2.610,294.579,112.851,225,0158803417
127,3,34314,Sebastian Cappelen,2.609,303.050,116.153,126,0187903130
127,3,35617,Martin Trainer,2.609,310.704,119.084,117,0201502982
129,3,33413,Ben Martin,2.608,293.210,112.428,71,0217803036
130,3,48119,Ben Taylor,2.607,299.964,115.075,88,0234602974
131,3,24138,Ian Poulter,2.606,286.266,109.869,154,0203003020
132,3,35310,Lanto Griffin,2.603,310.830,119.400,202,0208103146
132,4,32757,Patton Kizzire,2.603,296.871,114.039,141,0231503001
132,4,30163,Henrik Norlander,2.603,294.166,112.991,171,0200103264
135,5,28252,Seamus Power,2.602,306.450,117.791,84,0207803127
136,5,33486,Roger Sloan,2.601,294.648,113.293,117,0219803005
137,5,28089,Jason Day,2.600,305.702,117.583,138,0199103043
137,5,29974,Branden Grace,2.600,297.241,114.324,114,0216003072
137,5,01810,Phil Mickelson,2.600,304.391,117.089,125,0215203382
137,5,27942,Rob Oppenheim,2.600,287.081,110.415,162,0187703371
141,5,36871,Matthew NeSmith,2.599,296.981,114.262,164,0197203271
142,5,32366,Kevin Chappell,2.598,302.321,116.370,131,0204803031
142,5,29518,Brendan Steele,2.598,304.270,117.112,177,0196103161
144,-8,39971,Sungjae Im,2.596,299.899,115.513,309,0180403227
144,5,27556,Ted Potter Jr.,2.596,291.462,112.286,127,0173803080
146,4,51766,Wyndham Clark,2.595,311.187,119.928,156,0222903319
147,4,34466,Peter Malnati,2.594,291.066,112.211,169,0213403069
148,4,33404,Chris Baker,2.593,290.949,112.221,124,0208203086
149,4,26300,Matt Jones,2.592,298.133,115.017,204,0215203290
150,4,33597,Harry Higgs,2.591,302.106,116.605,265,0134303223
151,4,53165,Doc Redman,2.590,297.119,114.736,249,0215503097
152,4,39546,Keith Mitchell,2.587,309.565,119.645,156,0190302994
153,4,36699,Patrick Rodgers,2.586,309.713,119.745,260,0171002978
154,4,24924,Bill Haas,2.585,294.103,113.789,112,0207103048
155,4,22371,Aaron Baddeley,2.584,287.737,111.373,160,0186703018
155,4,36801,Mark Hubbard,2.584,290.490,112.398,288,0173103318
155,4,32254,Xinjun Zhang,2.584,300.330,116.220,218,0189203077
158,5,25804,Bubba Watson,2.582,314.656,121.881,146,0209503572
159,6,30692,Scott Stallings,2.581,295.139,114.333,147,0201003033
160,6,31557,Jim Herman,2.580,291.548,112.983,175,0159003173
160,3,45486,Joaquin Niemann,2.580,305.196,118.272,200,0170103434
162,5,21209,Sergio Garcia,2.578,307.779,119.389,105,0219403517
162,5,27095,Nick Watney,2.578,304.292,118.050,123,0194302967
164,5,40009,Dominic Bozzelli,2.577,292.439,113.489,65,0211703109
165,6,48045,Michael Gellerman,2.576,293.276,113.839,90,0196002925
165,6,39977,Max Homa,2.576,305.778,118.683,205,0117003308
165,6,27064,Jhonattan Vegas,2.576,313.301,121.637,117,0209103048
168,6,46402,Talor Gooch,2.575,304.524,118.280,216,0185803082
169,0,48822,Sebastián Muñoz,2.572,305.963,118.971,262,0208903261
170,-11,52372,Cameron Champ,2.570,326.424,127.004,203,0212403007
171,5,32618,Rhein Gibson,2.568,299.191,116.502,103,0212303047
171,5,36689,Brooks Koepka,2.568,308.278,120.025,127,0209103120
173,7,29725,Tony Finau,2.566,313.168,122.052,214,0192803221
173,2,25396,Kevin Na,2.566,291.039,113.410,228,0148703141
175,3,27554,Scott Harrington,2.564,310.669,121.165,165,0206503231
175,3,51894,Vince Whaley,2.564,300.711,117.297,90,0207903013
177,3,35658,Kris Ventura,2.563,309.818,120.889,89,0140302956
178,4,31323,Gary Woodland,2.559,311.204,121.589,149,0202203086
179,4,20229,Stewart Cink,2.550,295.378,115.812,177,0152103145
180,4,34360,Patrick Reed,2.549,298.870,117.239,237,0168203264
180,4,32333,Kevin Tway,2.549,308.879,121.198,116,0178802959
182,4,28420,Ryan Brehm,2.547,316.589,124.311,111,0188402947
183,4,47347,Adam Schenk,2.543,305.368,120.093,186,0208102931
184,5,37275,Sam Ryder,2.537,297.711,117.341,198,0170403081
185,5,33419,Cameron Tringale,2.535,303.362,119.679,219,0205503013
186,5,27129,Luke List,2.527,312.572,123.680,192,0189203131
187,5,56762,Will Gordon,2.526,317.688,125.792,64,0215302889
188,6,24361,Pat Perez,2.519,292.983,116.303,134,0200402967
189,6,46550,Brandon Hagy,2.518,315.558,125.314,125,0193103094
190,6,32662,Michael Gligic,2.517,302.417,120.161,131,0167003054
191,6,29484,Peter Uihlein,2.512,304.086,121.070,84,0104903084
192,7,27349,Alex Noren,2.511,296.070,117.889,151,0107203021
193,8,34256,Andrew Putnam,2.466,278.917,113.092,102,0169903041
