RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
81,0,32757,Patton Kizzire,2.473,285.2,115.303,223,0217302887
82,0,30911,Tommy Fleetwood,2.472,284.6,115.118,243,0214703155
83,0,28089,Jason Day,2.471,289.7,117.266,240,0214803001
83,0,35506,Mackenzie Hughes,2.471,285.3,115.466,360,0199002931
83,0,22405,Justin Rose,2.471,283.0,114.522,218,0215502859
86,0,49771,J.T. Poston,2.470,279.0,112.934,340,0216203088
86,0,48319,Tom Whitney,2.470,279.7,113.228,191,0201902809
88,0,51977,Max Greyserman,2.468,296.3,120.048,221,0205702759
88,0,45242,Kevin Yu,2.468,293.7,118.984,222,0198302751
90,0,33968,ThorbjÃ¸rn Olesen,2.467,288.7,117.016,128,0198902744
90,0,50484,Hayden Springer,2.467,300.7,121.929,205,0216202806
92,0,37212,Paul Barjon,2.465,297.7,120.790,159,0207202884
92,0,50497,Adrien Dumont de Chassart,2.465,291.1,118.060,236,0201102777
94,0,28775,Nate Lashley,2.464,275.7,111.882,262,0216202770
95,0,60004,Jacob Bridgeman,2.463,287.1,116.554,228,0209802759
96,0,52372,Cameron Champ,2.460,311.6,126.654,168,0189802745
96,0,33399,Adam Hadwin,2.460,282.4,114.814,286,0206603217
96,0,27064,Jhonattan Vegas,2.460,297.0,120.716,239,0200902760
99,0,56630,Akshay Bhatia,2.459,285.1,115.965,286,0214502971
99,0,52453,Nicolai HÃ¸jgaard,2.459,296.6,120.608,159,0219702728
101,0,32070,Rafael Campos,2.458,287.6,116.990,185,0202202858
102,0,54591,Ben Griffin,2.456,281.8,114.767,298,0200202815
103,0,28420,Ryan Brehm,2.455,294.6,120.019,173,0209302779
104,0,47504,Sam Burns,2.454,293.6,119.630,248,0213003080
104,0,27936,Martin Laird,2.454,277.7,113.195,210,0207502822
104,0,32333,Kevin Tway,2.454,294.5,119.966,174,0211602792
107,0,29936,Ryan Fox,2.453,294.6,120.100,194,0193102767
107,0,47483,Will Zalatoris,2.453,287.2,117.083,227,0200302778
109,0,34098,Russell Henley,2.451,271.0,110.594,264,0203102983
109,0,29478,Kevin Kisner,2.451,270.1,110.183,190,0181402767
109,0,40006,Erik van Rooyen,2.451,290.8,118.624,284,0193802862
112,0,40026,Daniel Berger,2.450,282.0,115.133,255,0191102807
113,0,39971,Sungjae Im,2.449,281.8,115.065,330,0208702974
113,0,50525,Collin Morikawa,2.449,280.8,114.640,226,0206202911
113,0,24502,Adam Scott,2.449,291.8,119.155,241,0204902819
116,0,35450,Patrick Cantlay,2.448,288.5,117.839,244,0214102993
116,0,31646,Emiliano Grillo,2.448,276.0,112.757,323,0187002917
116,0,47993,Denny McCarthy,2.448,273.3,111.667,331,0203302990
119,0,35617,Martin Trainer,2.446,287.5,117.549,166,0195202773
120,0,25493,Nick Taylor,2.445,273.2,111.716,308,0192102930
121,0,46340,Alex Smalley,2.444,285.3,116.710,212,0188102825
122,0,27349,Alex Noren,2.443,284.1,116.290,177,0210902823
123,0,36871,Matt NeSmith,2.442,286.1,117.161,246,0204402780
123,0,51634,Sahith Theegala,2.442,286.2,117.196,333,0198503111
125,0,34099,Harris English,2.441,285.6,116.994,301,0207302842
125,0,32839,Hideki Matsuyama,2.441,281.9,115.492,240,0212302981
125,0,48119,Ben Taylor,2.441,281.9,115.487,193,0178202865
128,0,52215,Robert MacIntyre,2.440,288.0,118.004,232,0196602770
129,0,51766,Wyndham Clark,2.438,298.5,122.424,229,0189702892
129,0,54628,Lee Hodges,2.438,280.0,114.832,313,0203402838
131,0,57366,Cameron Young,2.437,296.7,121.727,281,0195102862
132,0,46441,Robby Shelton,2.436,274.4,112.618,258,0208702828
133,0,48117,Kurt Kitayama,2.435,291.3,119.631,200,0212002918
134,0,45522,Christiaan Bezuidenhout,2.432,273.5,112.444,268,0211103075
134,0,59866,Nick Dunlap,2.432,292.4,120.257,228,0210903031
134,0,30927,Brendon Todd,2.432,264.4,108.727,349,0203102908
137,0,36884,Ben Kohles,2.431,274.5,112.901,281,0202602749
137,0,37275,Sam Ryder,2.431,281.1,115.647,251,0189702761
139,0,51696,Rico Hoey,2.430,295.3,121.500,219,0210002753
139,0,51894,Vince Whaley,2.430,290.8,119.674,187,0195902770
141,0,59442,Parker Coody,2.429,288.5,118.760,166,0189002724
141,0,25900,Lucas Glover,2.429,269.9,111.136,301,0193002867
141,0,52374,Brandon Wu,2.429,274.1,112.813,258,0202302782
144,0,26596,Ryan Moore,2.428,265.1,109.189,272,0195502773
145,0,55182,Tom Kim,2.427,276.8,114.038,309,0204602905
146,0,32791,K.H. Lee,2.426,280.0,115.401,254,0204902721
146,0,27129,Luke List,2.426,292.4,120.509,259,0205102858
148,0,28252,Seamus Power,2.425,280.6,115.713,324,0199602803
149,0,49947,Taylor Moore,2.422,290.2,119.837,329,0176602925
149,0,39327,Ben Silverman,2.422,273.4,112.885,316,0207602794
151,0,33653,Thomas Detry,2.421,293.1,121.079,207,0209103143
152,0,22371,Aaron Baddeley,2.420,269.9,111.523,219,0204402806
153,0,39997,Corey Conners,2.419,283.6,117.232,295,0204102977
153,0,36801,Mark Hubbard,2.419,279.3,115.461,357,0209602712
153,0,34466,Peter Malnati,2.419,281.7,116.440,291,0206702783
156,0,30163,Henrik Norlander,2.418,277.5,114.762,172,0210002745
157,0,40058,Zac Blair,2.416,267.1,110.557,332,0182302740
157,0,46046,Scottie Scheffler,2.416,287.3,118.942,268,0199302990
159,0,51070,Vincent Norrman,2.415,294.9,122.117,171,0207302743
160,0,27770,Camilo Villegas,2.412,268.5,111.342,182,0132002847
161,0,35532,Tom Hoge,2.409,277.5,115.205,354,0193603107
161,0,46414,Aaron Rai,2.409,278.6,115.638,322,0197103971
161,0,38991,Alejandro Tosti,2.409,294.7,122.306,211,0175402869
164,0,31323,Gary Woodland,2.408,301.7,125.303,220,0200302775
165,0,37455,Si Woo Kim,2.407,275.1,114.313,328,0186202953
166,0,54576,Patrick Fishburn,2.405,292.7,121.730,175,0201502706
167,0,39977,Max Homa,2.404,285.2,118.638,221,0165402905
168,0,48699,Callum Tarren,2.403,290.9,121.039,206,0190903640
169,0,46442,Maverick McNealy,2.402,284.2,118.313,308,0172402819
170,0,47663,Kevin Dougherty,2.401,303.0,126.185,196,0205002716
171,0,59095,Chris Gotterup,2.400,299.1,124.616,212,0184002760
172,0,48153,Matthieu Pavon,2.399,284.4,118.575,200,0196403022
173,0,36699,Patrick Rodgers,2.396,286.8,119.693,361,0201602803
174,0,40115,Adam Svensson,2.395,277.8,115.972,373,0197202855
175,0,29725,Tony Finau,2.392,293.6,122.743,277,0204902998
176,0,27139,David Skinns,2.387,285.5,119.599,250,0180502699
177,0,40098,Matt Fitzpatrick,2.385,278.8,116.880,231,0189102990
177,0,35310,Lanto Griffin,2.385,281.9,118.195,216,0197002730
179,0,34256,Andrew Putnam,2.380,264.4,111.118,299,0182402830
180,0,48081,Xander Schauffele,2.373,290.9,122.584,220,0191002827
181,0,47347,Adam Schenk,2.340,281.1,120.118,300,0193702785
182,0,47420,Jake Knapp,2.331,286.8,123.035,286,0196102762
183,0,55789,Taylor Montgomery,2.330,277.0,118.868,159,0185802623
184,0,47679,Victor Perez,2.326,276.1,118.671,199,0204202668
