RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
45,0,33408,Tyson Alexander,177.43,101668.35,573
46,0,55454,Carl Yuan,177.41,91896.84,518
47,0,46113,Ryan McCormick,177.36,75910.15,428
48,0,47504,Sam Burns,177.28,109915.67,620
49,0,50497,Adrien Dumont de Chassart,176.83,100436.87,568
50,0,58168,Davis Thompson,176.81,124474.30,704
51,0,51696,Rico Hoey,176.74,103924.55,588
52,0,36699,Patrick Rodgers,176.71,166284.94,941
53,0,52215,Robert MacIntyre,176.70,108494.48,614
54,0,48117,Kurt Kitayama,176.51,85606.21,485
55,0,35617,Martin Trainer,176.42,67216.53,381
56,0,60767,Blaine Hale Jr.,176.37,71252.14,404
57,0,50188,S.H. Kim,176.28,139440.74,791
58,0,34046,Jordan Spieth,176.25,113855.39,646
59,0,46442,Maverick McNealy,176.11,127856.86,726
60,0,47988,Nick Hardy,176.07,135219.68,768
61,0,33448,Justin Thomas,176.05,88025.20,500
62,0,39997,Corey Conners,175.88,131386.08,747
63,0,36799,Stephan Jaeger,175.87,138233.27,786
64,0,46340,Alex Smalley,175.80,92472.73,526
65,0,59442,Parker Coody,175.79,83325.04,474
66,0,47679,Victor Perez,175.61,92017.11,524
67,0,35450,Patrick Cantlay,175.52,102504.16,584
68,0,32070,Rafael Campos,175.49,77740.58,443
69,0,60067,Joe Highsmith,175.35,103108.40,588
70,0,39977,Max Homa,175.25,104450.05,596
71,0,51634,Sahith Theegala,174.87,144271.65,825
72,0,55789,Taylor Montgomery,174.72,66044.72,378
73,0,60004,Jacob Bridgeman,174.69,102543.15,587
74,0,46046,Scottie Scheffler,174.53,112047.69,642
75,0,45157,Cam Davis,174.31,111386.50,639
76,0,34374,Erik Barnes,174.30,76691.41,440
76,0,48887,Matt Wallace,174.30,89939.11,516
78,0,47483,Will Zalatoris,174.22,93555.73,537
79,0,33968,ThorbjÃ¸rn Olesen,174.14,59556.72,342
80,0,32366,Kevin Chappell,173.98,74811.21,430
81,0,48119,Ben Taylor,173.92,82440.32,474
82,0,47995,Davis Riley,173.80,122179.97,703
83,0,50493,Justin Suh,173.66,102457.77,590
84,0,52514,Trace Crowe,173.49,104615.76,603
85,0,57975,Harry Hall,173.47,112238.14,647
86,0,34563,Chesson Hadley,173.42,105614.94,609
87,0,34099,Harris English,173.41,115663.19,667
88,0,40098,Matt Fitzpatrick,173.35,104354.16,602
89,0,48153,Matthieu Pavon,173.31,97229.66,561
90,0,27349,Alex Noren,173.30,84918.82,490
91,0,39324,J.J. Spaun,173.20,119336.69,689
91,0,40115,Adam Svensson,173.20,166794.53,963
93,0,56630,Akshay Bhatia,173.12,142476.27,823
93,0,46717,Viktor Hovland,173.12,91755.23,530
95,0,32757,Patton Kizzire,173.10,88456.27,511
95,0,51997,Andrew Novak,173.10,122899.17,710
97,0,39975,Michael Kim,173.08,107483.25,621
98,0,33141,Keegan Bradley,173.00,114526.97,662
99,0,36871,Matt NeSmith,172.87,101648.16,588
100,0,12716,Charley Hoffman,172.84,96442.03,558
101,0,34466,Peter Malnati,172.74,128864.18,746
102,0,35506,Mackenzie Hughes,172.67,145385.37,842
103,0,28089,Jason Day,172.64,100651.24,583
104,0,52666,Sami Valimaki,172.61,88548.39,513
105,0,46414,Aaron Rai,172.58,129608.83,751
106,0,40026,Daniel Berger,172.53,102657.12,595
106,0,35461,Beau Hossler,172.53,138025.16,800
108,0,33204,Shane Lowry,172.16,111384.65,647
109,0,33399,Adam Hadwin,172.11,120479.89,700
110,0,34587,Chan Kim,172.10,105839.80,615
111,0,32791,K.H. Lee,172.06,105645.12,614
112,0,32839,Hideki Matsuyama,172.01,105095.56,611
113,0,28252,Seamus Power,171.85,130259.39,758
114,0,39971,Sungjae Im,171.75,136028.75,792
115,0,59143,Mac Meissner,171.71,100792.83,587
116,0,57362,Austin Eckroat,171.63,130609.95,761
117,0,55708,Hayden Buckley,171.59,104327.62,608
118,0,37275,Sam Ryder,171.57,108433.44,632
119,0,35532,Tom Hoge,171.55,143760.90,838
120,0,47591,Eric Cole,171.54,158333.97,923
121,0,29420,Billy Horschel,171.21,119505.36,698
122,0,54783,Dylan Wu,171.15,114842.72,671
123,0,54591,Ben Griffin,171.12,128685.08,752
124,0,36801,Mark Hubbard,171.10,144407.48,844
125,0,50095,Austin Smotherman,171.03,65676.69,384
126,0,48084,Wesley Bryan,170.97,65822.16,385
127,0,22405,Justin Rose,170.89,86298.79,505
128,0,33486,Roger Sloan,170.86,103712.45,607
129,0,30163,Henrik Norlander,170.83,71579.77,419
130,0,48319,Tom Whitney,170.76,89822.14,526
131,0,27936,Martin Laird,170.67,92501.43,542
132,0,32367,Jorge Campillo,170.43,61186.09,359
133,0,54628,Lee Hodges,170.35,128783.61,756
134,0,30911,Tommy Fleetwood,170.33,99300.29,583
135,0,51287,Ryo Hisatsune,170.22,113368.97,666
136,0,32102,Rickie Fowler,170.19,100072.87,588
137,0,30926,Chris Kirk,169.84,119058.29,701
138,0,52374,Brandon Wu,169.80,109862.12,647
139,0,27330,Josh Teater,169.77,69436.64,409
140,0,29221,Webb Simpson,169.74,78927.94,465
141,0,27214,Kevin Streelman,169.72,92667.98,546
142,0,47983,Chad Ramey,169.57,107846.13,636
143,0,34021,Bud Cauley,169.36,86540.98,511
144,0,55182,Tom Kim,169.34,123109.41,727
145,0,51349,Nico Echavarria,169.30,110890.79,655
146,0,23320,Ryan Palmer,169.25,65838.23,389
147,0,45609,Tyler Duncan,169.16,98111.29,580
148,0,50525,Collin Morikawa,169.15,103010.97,609
149,0,52375,Doug Ghim,169.14,123306.15,729
150,0,57900,Chandler Phillips,169.12,125486.96,742
151,0,46441,Robby Shelton,168.64,112987.19,670
152,0,40162,Justin Lower,168.62,122924.18,729
153,0,52513,Carson Young,168.61,119040.20,706
154,0,27770,Camilo Villegas,168.50,69590.15,413
155,0,31646,Emiliano Grillo,168.47,121464.12,721
156,0,37455,Si Woo Kim,168.29,139008.62,826
157,0,49771,J.T. Poston,168.16,133179.33,792
158,0,22371,Aaron Baddeley,167.84,96840.97,577
159,0,25493,Nick Taylor,167.62,124041.16,740
160,0,32640,Troy Merritt,167.56,104557.70,624
161,0,39327,Ben Silverman,167.50,134001.48,800
162,0,51890,Greyson Sigg,167.24,110211.79,659
163,0,47993,Denny McCarthy,167.03,131284.42,786
164,0,34076,Joel Dahmen,167.02,129275.64,774
165,0,29908,C.T. Pan,166.93,88474.45,530
166,0,45522,Christiaan Bezuidenhout,166.92,117179.50,702
167,0,49960,Sepp Straka,166.87,105625.98,633
168,0,36884,Ben Kohles,166.77,112068.43,672
169,0,25900,Lucas Glover,166.73,128884.72,773
170,0,28775,Nate Lashley,166.57,102272.48,614
171,0,34098,Russell Henley,165.96,112521.26,678
172,0,47806,Raul Pereda,165.68,64448.02,389
173,0,27644,Brian Harman,165.43,144748.93,875
174,0,36326,David Lipsky,164.96,91225.32,553
175,0,29535,Brice Garnett,164.29,68837.52,419
176,0,34256,Andrew Putnam,163.72,118698.34,725
177,0,24024,Zach Johnson,163.62,74774.22,457
178,0,26596,Ryan Moore,163.54,109407.32,669
179,0,29478,Kevin Kisner,163.46,78134.82,478
180,0,40058,Zac Blair,162.99,133817.89,821
181,0,23108,Matt Kuchar,162.85,108784.85,668
182,0,26476,Chez Reavie,162.21,92622.66,571
183,0,27649,Brandt Snedeker,162.12,93216.75,575
184,0,30927,Brendon Todd,161.39,138149.63,856
