RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
151,0,21350,Ryuji Imada,-.252,-17.404,69
152,0,08931,Glen Day,-.263,-16.848,64
153,0,09011,David Duval,-.266,-11.707,44
154,0,20070,Matt Bettencourt,-.267,-23.253,87
155,0,20634,Peter Lonard,-.269,-20.712,77
156,0,01132,Mark Brooks,-.277,-11.078,40
157,0,22961,David Mathis,-.286,-19.740,69
158,0,21949,Joe Ogilvie,-.287,-22.092,77
159,0,01707,Steve Lowery,-.314,-24.207,77
160,0,10117,Bob Heintz,-.335,-17.092,51
161,0,20850,Daniel Chopra,-.345,-28.641,83
162,0,23778,Brad Adamonis,-.379,-23.109,61
163,0,27683,Leif Olson,-.399,-17.171,43
164,0,25345,Carl Pettersson,-.423,-31.338,74
165,0,22913,John Rollins,-.449,-35.483,79
166,0,10733,Kent Jones,-.462,-28.210,61
167,0,10585,Scott McCarron,-.485,-39.261,81
168,0,07223,Brian Bateman,-.486,-23.324,48
169,0,22371,Aaron Baddeley,-.507,-29.417,58
170,0,27936,Martin Laird,-.509,-31.527,62
171,0,01473,Todd Hamilton,-.512,-32.744,64
171,0,26301,James Nitties,-.512,-38.910,76
173,0,25562,Andres Romero,-.521,-22.385,43
174,0,30711,Colt Knost,-.562,-31.451,56
175,0,31416,Derek Fathauer,-.568,-28.958,51
176,0,28118,Peter Tomasulo,-.573,-26.346,46
177,0,26881,Jarrod Lyle,-.601,-30.074,50
178,0,26668,Marc Turnesa,-.616,-43.709,71
179,0,25919,Brian Vranesh,-.630,-27.082,43
180,0,22621,Ben Curtis,-.642,-30.163,47
181,0,30927,Brendon Todd,-.710,-33.392,47
182,0,23048,Eric Axley,-.804,-47.408,59
183,0,24449,Parker McLachlin,-.976,-65.383,67
184,0,01329,Brad Faxon,-1.428,-74.275,52
