RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
93,0,20127,Chris Riley,70.83,2479,35
94,0,01157,Tom Byrum,70.84,3613,51
95,0,01928,Corey Pavin,70.85,2834,40
96,0,08537,J.P. Hayes,70.86,3118,44
97,0,06621,Joe Durant,70.88,3615,51
98,0,23338,David Gossett,70.89,3261,46
98,0,23034,Brent Schwarzrock,70.89,2481,35
98,0,06581,David Sutherland,70.89,2552,36
101,0,01577,Lee Janzen,70.90,2836,40
102,0,19824,Craig Barlow,70.91,3333,47
102,0,10585,Scott McCarron,70.91,2482,35
102,0,25345,Carl Pettersson,70.91,3120,44
105,0,02101,Joey Sindelar,70.92,3475,49
106,0,24925,Jonathan Byrd,70.93,3192,45
106,0,22295,Darron Stiles,70.93,2979,42
108,0,01139,Olin Browne,70.94,3831,54
109,0,11032,Frank Lickliter II,70.95,3122,44
110,0,21739,Aaron Barber,70.96,3761,53
111,0,20573,Scott Laycock,71.00,2627,37
111,0,07749,Brett Quigley,71.00,3337,47
113,0,07721,Pat Bates,71.02,3906,55
113,0,22913,John Rollins,71.02,3054,43
115,0,20593,Greg Chalmers,71.04,3623,51
116,0,21806,Paul Gow,71.07,2061,29
117,0,19846,Brian Gay,71.08,3625,51
118,0,20121,Todd Fischer,71.10,3413,48
118,0,06332,Neal Lancaster,71.10,4124,58
120,0,08339,Spike McRoy,71.12,4196,59
121,0,06617,Brian Henninger,71.13,2205,31
122,0,22371,Aaron Baddeley,71.14,2490,35
123,0,01569,Peter Jacobsen,71.17,2562,36
124,0,01035,Tommy Armour III,71.19,2207,31
125,0,12705,Cliff Kresge,71.20,3845,54
126,0,23036,Chris Anderson,71.21,3703,52
126,0,12660,Jesper Parnevik,71.21,4059,57
126,0,06078,Esteban Toledo,71.21,4415,62
129,0,19881,Robert Damron,71.22,3632,51
130,0,10425,Jay Williamson,71.24,3277,46
131,0,20095,Carl Paulson,71.27,3991,56
132,0,12662,Thomas Levet,71.28,3350,47
133,0,07941,Mike Grob,71.29,2923,41
134,0,01475,Donnie Hammond,71.30,3565,50
135,0,23135,Tim Clark,71.32,2639,37
135,0,12680,Shigeki Maruyama,71.32,2710,38
137,0,12602,Dean Wilson,71.36,2997,42
138,0,20436,Garrett Willis,71.38,3712,52
139,0,08545,Glen Hnatiuk,71.40,3356,47
139,0,23108,Matt Kuchar,71.40,2142,30
141,0,20099,Doug Barron,71.43,3500,49
141,0,22621,Ben Curtis,71.43,2643,37
141,0,10565,Ian Leggatt,71.43,2643,37
144,0,01098,Jay Don Blake,71.46,2930,41
145,0,20574,Mathew Goggin,71.47,3216,45
145,0,20094,Jonathan Kaye,71.47,3073,43
145,0,01761,Len Mattiace,71.47,3216,45
148,0,06527,Steve Stricker,71.48,2216,31
149,0,01042,Paul Azinger,71.51,2789,39
150,0,25031,Andy Miller,71.53,3219,45
151,0,21209,Sergio Garcia,71.54,1717,24
152,0,12388,Michael Clark II,71.58,2219,31
153,0,07223,Brian Bateman,71.66,2508,35
153,0,23177,Kenneth Staton,71.66,2078,29
155,0,23552,Hank Kuehne,71.68,2652,37
156,0,10201,Matt Gogel,71.70,2868,40
157,0,01132,Mark Brooks,71.74,3372,47
158,0,22892,Jason Gore,71.75,3157,44
159,0,08547,John Maginnes,71.76,3301,46
160,0,01685,J.L. Lewis,71.79,4020,56
161,0,26950,John Morgan,71.80,2944,41
162,0,01175,Jim Carter,71.84,3951,55
163,0,23614,Rich Beem,71.86,2587,36
164,0,20771,Steven Alker,71.88,2875,40
165,0,20940,Kenichi Kuboya,71.91,3236,45
165,0,01666,Bernhard Langer,71.91,2373,33
165,0,02106,Chris Smith,71.91,3883,54
168,0,10912,Craig Perks,71.93,2877,40
168,0,22293,Heath Slocum,71.93,3309,46
170,0,21633,Steve Allan,71.96,1727,24
171,0,25692,Akio Sadakata,72.00,3168,44
172,0,21878,Mark Wilson,72.07,3099,43
173,0,06809,Bob Burns,72.08,3676,51
174,0,23656,Jason Caron,72.10,2956,41
175,0,01307,Joel Edwards,72.13,2308,32
176,0,02049,Gene Sauers,72.21,3394,47
177,0,24356,Jason Buha,72.25,2312,32
178,0,12661,Todd Barranger,72.27,2963,41
179,0,07101,Dave Stockton Jr.,72.31,3037,42
180,0,23125,Brad Elder,72.42,1883,26
181,0,20623,Gavin Coles,72.50,2610,36
182,0,12755,Vance Veazey,72.52,2393,33
183,0,01887,Mark O'Meara,72.58,2613,36
184,0,26489,Cameron Yancey,72.70,1963,27
185,0,20566,Kaname Yokoo,72.82,2476,34
186,0,19972,José Coceres,72.93,2188,30
187,0,01249,John Daly,72.97,2262,31
188,0,20568,Anthony Painter,73.00,2993,41
189,0,25450,Ty Tryon,73.11,1974,27
190,0,06475,Jeff Klein,73.82,2067,28
