RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
196,0,24924,Bill Haas,39,Reno-Tahoe Open,3,17 - Par 5
198,0,24024,Zach Johnson,39,Greensboro,1,13 - Par 5
202,0,20628,Arron Oberholser,38,FBR Open,2,17 - Par 4
205,0,01927,Dennis Paulson,36,MCI Heritage,3,2 - Par 5 -
208,0,23614,Rich Beem,36,Booz Allen,2,8 - Par 4 -
210,0,23621,Rory Sabbatini,36,THE PLAYERS,2,18 - Par 4
211,0,06621,Joe Durant,35,FUNAI-Disney,2,10 - Par 5
217,0,01161,Mark Calcavecchia,34,Bob Hope Chrysl,5,6 - Par 5 -
219,0,01569,Peter Jacobsen,34,Bob Hope Chrysl,5,11 - Par 5
220,0,07939,Dan Olsen,33,Wachovia Champ,1,13 - Par 3
221,0,25044,Mike Henderson,33,EDS B. Nelson,1,6 - Par 4 -
223,0,20121,Todd Fischer,33,Buick Invitatio,4,11 - Par 3
224,0,01219,John Cook,33,Wachovia Champ,2,3 - Par 4 -
226,0,07223,Brian Bateman,33,Ford Champ,1,7 - Par 4 -
228,0,06016,Brad Lardon,33,Sony Open,2,4 - Par 3 -
230,0,20663,Brenden Pappas,32,Booz Allen,2,5 - Par 4 -
231,0,08375,Paul Stankowski,32,Shell Houston,3,18 - Par 4
234,0,06522,Ernie Els,31,Mercedes Champ,2,17 - Par 4
235,0,20580,Andre Stolz,31,BellSouth Class,1,10 - Par 5
236,0,02101,Joey Sindelar,31,Bell Canadian,4,14 - Par 4
237,0,21961,Charles Howell III,31,FUNAI-Disney,2,12 - Par 3
238,0,12660,Jesper Parnevik,31,Honda Classic,3,14 - Par 4
239,0,08057,Brian Wilson,31,FedEx St. Jude,2,7 - Par 4 -
240,0,08339,Spike McRoy,31,Deutsche Bank,1,11 - Par 3
244,0,20608,David Howell,30,WGC-Am Express,3,6 - Par 3 -
246,0,07457,Steve Flesch,30,BellSouth Class,1,1 - Par 4 -
247,0,08635,Colin Montgomerie,30,WGC-NEC Invit'l,4,4 - Par 4 -
249,0,01958,Dan Pohl,30,John Deere Clas,1,18 - Par 4
253,0,20676,Patrick Moore,29,Wachovia Champ,2,6 - Par 3 -
254,0,27796,Joe Affrunti,29,Western Open,2,16 - Par 4
256,0,12823,Carlos Franco,29,Milwaukee,3,8 - Par 4 -
257,0,08835,Kris Cox,29,Buick Open,1,15 - Par 4
259,0,24507,Jason Bohn,29,Shell Houston,2,13 - Par 3
262,0,01457,Jay Haas,28,THE TOUR Champ,2,9 - Par 5 -
263,0,23353,J.J. Henry,28,Ford Champ,2,11 - Par 4
265,0,08793,Tiger Woods,28,WGC-NEC Invit'l,1,9 - Par 4 -
266,0,25686,Jason Dufner,28,B.C. Open,2,6 - Par 4 -
267,0,10195,Tim Conley,28,B.C. Open,2,13 - Par 4
273,0,02104,Jeff Sluman,27,Wachovia Champ,3,18 - Par 4
280,0,12652,Cameron Beckman,27,Buick Classic,1,5 - Par 5 -
287,0,10213,Dicky Pride,26,Deutsche Bank,1,18 - Par 5
292,0,06595,Kevin Sutherland,26,THE PLAYERS,2,15 - Par 4
295,0,26420,Richard Johnson,26,B.C. Open,2,12 - Par 5
301,0,12705,Cliff Kresge,26,Milwaukee,3,18 - Par 5
303,0,07101,Dave Stockton Jr.,25,AT&T Pebble,3,16 - Par 4
307,0,01948,Tim Petrovic,25,MCI Heritage,4,5 - Par 5 -
308,0,01388,Robert Gamez,25,Western Open,3,12 - Par 3
309,0,23307,Roger Tambellini,25,Tucson,2,15 - Par 5
310,0,12645,Brent Geiberger,25,Texas Open,2,4 - Par 4 -
313,0,23497,Tag Ridings,25,Michelin,4,2 - Par 4 -
315,0,22624,Joel Kribel,25,Milwaukee,1,18 - Par 5
317,0,01736,Roger Maltbie,25,AT&T Pebble,2,10 - Par 4
319,0,23623,Bo Van Pelt,25,Greensboro,4,16 - Par 4
320,0,06581,David Sutherland,25,So. Farm Bureau,1,8 - Par 3 -
321,0,09011,David Duval,25,FUNAI-Disney,2,10 - Par 5
322,0,20429,Boyd Summerhays,25,BellSouth Class,2,8 - Par 3 -
323,0,01306,David Edwards,25,AT&T Pebble,2,3 - Par 4 -
327,0,20098,Stuart Appleby,24,Nissan Open,4,4 - Par 3 -
328,0,21646,David Branshaw,24,AT&T Pebble,2,5 - Par 3 -
333,0,23541,Ben Crane,24,84 LUMBER,2,8 - Par 5 -
334,0,22371,Aaron Baddeley,24,Honda Classic,3,15 - Par 3
335,0,01475,Donnie Hammond,24,John Deere Clas,1,3 - Par 3 -
336,0,01553,John Huston,24,FUNAI-Disney,1,8 - Par 5 -
338,0,20382,Stephen Leaney,24,Bay Hill Invita,1,16 - Par 5
339,0,08547,John Maginnes,24,BellSouth Class,1,16 - Par 3
340,0,10201,Matt Gogel,24,THE PLAYERS,3,14 - Par 4
345,0,20157,Retief Goosen,24,Mercedes Champ,1,15 - Par 5
346,0,01761,Len Mattiace,24,THE PLAYERS,1,8 - Par 3 -
347,0,22548,Patrick Sheehan,23,Colonial,4,15 - Par 4
360,0,01766,Billy Mayfair,23,Chrysler-Tampa,3,12 - Par 4
361,0,24925,Jonathan Byrd,23,MCI Heritage,3,1 - Par 4 -
364,0,01098,Jay Don Blake,23,John Deere Clas,1,17 - Par 5
368,0,01282,Trevor Dodds,22,John Deere Clas,2,13 - Par 4
378,0,20585,Niclas Fasth,22,Buick Champ,1,5 - Par 3 -
383,0,10912,Craig Perks,22,Nissan Open,1,3 - Par 4 -
391,0,10860,Justin Leonard,21,Texas Open,4,5 - Par 4 -
394,0,01385,Jim Gallagher Jr.,21,B.C. Open,3,16 - Par 4
405,0,02106,Chris Smith,21,Greensboro,4,13 - Par 5
408,0,20127,Chris Riley,21,Buick Invitatio,2,1 - Par 4 -
411,0,01142,Bart Bryant,20,Buick Classic,4,15 - Par 4
414,0,07941,Mike Grob,20,Buick Open,2,17 - Par 3
421,0,02049,Gene Sauers,20,Bay Hill Invita,2,8 - Par 4 -
422,0,20572,Rod Pampling,20,Sony Open,2,11 - Par 3
429,0,20848,Ángel Cabrera,20,Ford Champ,2,3 - Par 4 -
432,0,21893,Brian Kortan,20,FedEx St. Jude,4,15 - Par 4
434,0,21739,Aaron Barber,20,Booz Allen,4,6 - Par 5 -
439,0,23983,Luke Donald,19,BellSouth Class,1,15 - Par 4
443,0,24491,Michael Pearson,19,HP Classic,2,3 - Par 3 -
444,0,10107,Deane Pappas,19,Greensboro,3,17 - Par 3
449,0,20548,Hidemichi Tanaka,19,Shell Houston,2,9 - Par 5 -
451,0,12680,Shigeki Maruyama,19,Greensboro,3,17 - Par 3
470,0,23552,Hank Kuehne,19,Deutsche Bank,3,1 - Par 4 -
471,0,25237,Kevin Muncrief,18,Buick Invitatio,2,11 - Par 3
479,0,26596,Ryan Moore,18,Greensboro,3,17 - Par 3
480,0,01823,Larry Mize,18,Honda Classic,1,17 - Par 5
485,0,12663,Phil Tataurangi,18,Deutsche Bank,2,13 - Par 4
491,0,02135,Mike Standly,18,John Deere Clas,1,2 - Par 5 -
492,0,24361,Pat Perez,18,84 LUMBER,2,1 - Par 4 -
501,0,10944,Thomas Bjørn,18,Memorial Tourna,2,16 - Par 3
510,0,02256,Tom Watson,18,Bay Hill Invita,2,2 - Par 3 -
537,0,20099,Doug Barron,17,FedEx St. Jude,2,9 - Par 4 -
541,0,01361,Dan Forsman,17,84 LUMBER,2,16 - Par 5
543,0,26287,Roland Thatcher,17,Bell Canadian,2,18 - Par 5
550,0,19972,José Coceres,17,Buick Classic,4,4 - Par 4 -
551,0,07013,Wes Short Jr.,17,Milwaukee,3,14 - Par 3
552,0,20443,Jin Park,17,EDS B. Nelson,2,16 - Par 5
555,0,07721,Pat Bates,17,Tucson,4,12 - Par 3
559,0,02133,Craig Stadler,17,B.C. Open,4,11 - Par 4
567,0,01701,Bob Lohr,17,B.C. Open,1,18 - Par 4
571,0,27561,Nick Flanagan,17,Buick Champ,2,14 - Par 4
582,0,19958,Miguel Angel Jiménez,16,WGC-Am Express,1,7 - Par 4 -
586,0,27794,Miguel Rivera,16,Buick Open,1,18 - Par 4
588,0,25633,Ricky Touma,16,Booz Allen,1,14 - Par 4
594,0,07677,Bob Mucha,16,Buick Champ,1,13 - Par 5
604,0,24496,Brad Hauer,16,Chrysler-Tampa,1,18 - Par 4
611,0,01313,Steve Elkington,16,Tucson,1,8 - Par 5 -
612,0,01042,Paul Azinger,16,HP Classic,2,2 - Par 5 -
619,0,12661,Todd Barranger,16,AT&T Pebble,1,5 - Par 3 -
637,0,24389,Jean-Francois Remesy,15,WGC-Am Express,1,14 - Par 3
643,0,20035,Rob McMillan,15,Bell Canadian,2,3 - Par 3 -
664,0,23135,Tim Clark,15,Chrysler-Tampa,2,8 - Par 3 -
671,0,01887,Mark O'Meara,15,Honda Classic,2,2 - Par 4 -
675,0,12755,Vance Veazey,15,FedEx St. Jude,2,1 - Par 4 -
680,0,24138,Ian Poulter,15,THE PLAYERS,3,16 - Par 5
684,0,25349,Tim Wilkinson,15,Buick Champ,1,4 - Par 4 -
688,0,01408,Kelly Gibson,15,B.C. Open,2,15 - Par 4
696,0,25752,Steve Friesen,15,AT&T Pebble,1,13 - Par 4
697,0,23613,Rich Barcelo,15,Buick Open,3,5 - Par 4 -
699,0,24357,K.J. Choi,15,Wachovia Champ,3,1 - Par 4 -
708,0,27770,Camilo Villegas,15,John Deere Clas,3,2 - Par 5 -
711,0,24846,Ricky Barnes,14,Tucson,3,10 - Par 5
745,0,20095,Carl Paulson,14,Buick Open,1,18 - Par 4
749,0,08881,Tripp Isenhour,14,Buick Invitatio,3,3 - Par 3 -
750,0,02218,Ted Tryba,14,FedEx St. Jude,2,4 - Par 3 -
751,0,01920,Craig Parry,14,Buick Classic,2,16 - Par 3
755,0,02007,Larry Rinker,14,B.C. Open,1,14 - Par 3
761,0,23797,Brett Rumford,14,WGC-NEC Invit'l,2,8 - Par 4 -
766,0,23800,Bryce Molder,14,FedEx St. Jude,1,14 - Par 3
768,0,23517,Clint Jensen,14,Bell Canadian,2,9 - Par 4 -
784,0,02206,David Toms,14,Honda Classic,2,12 - Par 5
788,0,21633,Steve Allan,14,FedEx St. Jude,2,9 - Par 4 -
814,0,24502,Adam Scott,13,Mercedes Champ,4,4 - Par 4 -
820,0,02170,Hal Sutton,13,HP Classic,1,2 - Par 5 -
822,0,24494,Erik Compton,13,Ford Champ,2,8 - Par 5 -
826,0,01724,Jeff Maggert,13,Wachovia Champ,2,15 - Par 5
843,0,02010,Loren Roberts,13,Colonial,2,16 - Par 3
849,0,22122,Andrew McLardy,13,WGC-NEC Invit'l,3,18 - Par 4
860,0,20474,Phillip Price,13,Nissan Open,1,16 - Par 3
895,0,20396,Lee Westwood,12,WGC-Am Express,3,12 - Par 4
905,0,21736,Lian-Wei Zhang,12,FedEx St. Jude,1,1 - Par 4 -
906,0,02191,Tim Thelen,12,Milwaukee,1,17 - Par 4
909,0,20721,Darren Fichardt,12,WGC-Am Express,4,6 - Par 3 -
910,0,27615,Chris Nallen,12,Buick Champ,1,9 - Par 4 -
914,0,12389,Barry Lane,12,WGC-Am Express,2,15 - Par 4
936,0,01307,Joel Edwards,12,John Deere Clas,1,4 - Par 4 -
951,0,08537,J.P. Hayes,12,FedEx St. Jude,2,9 - Par 4 -
988,0,27708,Jason Hartwick,11,EDS B. Nelson,1,12 - Par 4
990,0,23821,Yusaku Miyazato,11,Sony Open,2,3 - Par 4 -
