RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
133,0,10809,Jim Furyk,258,174,84
134,0,25364,Paul Casey,260,132,128
134,0,37455,Si Woo Kim,260,139,121
134,0,30926,Chris Kirk,260,141,119
137,0,23541,Ben Crane,261,137,124
138,0,40026,Daniel Berger,262,152,110
139,0,26300,Matt Jones,268,144,124
140,0,25900,Lucas Glover,270,139,131
141,0,20593,Greg Chalmers,272,164,108
142,0,40009,Dominic Bozzelli,273,120,153
143,0,35376,Roberto Díaz,274,160,114
144,0,34098,Russell Henley,275,163,112
145,0,31416,Derek Fathauer,276,148,128
146,0,29461,Jamie Lovemark,279,129,150
147,0,46402,Talor Gooch,281,145,136
148,0,25804,Bubba Watson,282,113,169
149,0,29974,Branden Grace,283,143,140
150,0,24138,Ian Poulter,285,175,110
151,0,39324,J.J. Spaun,288,152,136
152,0,08793,Tiger Woods,289,129,160
153,0,34256,Andrew Putnam,290,154,136
154,0,35506,Mackenzie Hughes,292,124,168
155,0,29222,Billy Hurley III,293,142,151
156,0,30978,Kiradech Aphibarnrat,294,134,160
157,0,28252,Seamus Power,299,154,145
158,0,31323,Gary Woodland,302,129,173
159,0,29479,Scott Brown,303,158,145
160,0,27141,J.B. Holmes,310,134,176
161,0,27942,Rob Oppenheim,312,170,142
162,0,31646,Emiliano Grillo,313,150,163
162,0,21528,Henrik Stenson,313,127,186
164,0,26331,Charl Schwartzel,314,134,180
165,0,33122,Russell Knox,317,162,155
166,0,34360,Patrick Reed,319,145,174
167,0,45609,Tyler Duncan,322,182,140
168,0,29478,Kevin Kisner,327,161,166
168,0,25834,Daniel Summerhays,327,165,162
168,0,34264,Hudson Swafford,327,158,169
171,0,21961,Charles Howell III,331,175,156
172,0,20229,Stewart Cink,335,168,167
173,0,19803,Ryan Armour,337,184,153
174,0,47287,Ethan Tracy,341,170,171
175,0,27349,Alex Noren,348,166,182
175,0,34358,Jonathan Randolph,348,183,165
177,0,27556,Ted Potter Jr.,349,168,181
177,0,47347,Adam Schenk,349,186,163
179,0,25396,Kevin Na,356,179,177
180,0,37275,Sam Ryder,360,188,172
180,0,32333,Kevin Tway,360,178,182
182,0,27064,Jhonattan Vegas,363,173,190
183,0,24361,Pat Perez,364,172,192
184,0,39546,Keith Mitchell,365,180,185
184,0,34431,Robert Streb,365,187,178
186,0,24502,Adam Scott,366,175,191
187,0,24846,Ricky Barnes,367,193,174
188,0,29484,Peter Uihlein,368,181,187
189,0,20572,Rod Pampling,370,191,179
190,0,37338,Zecheng Dou,373,185,188
190,0,46501,Ollie Schniederjans,373,189,184
192,0,35310,Lanto Griffin,379,190,189
193,0,39328,Conrad Shindler,385,192,193
