RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
64,0,25632,Jimmy Walker,115.60,5664.61,49
65,0,32757,Patton Kizzire,115.57,7974.40,69
66,0,20229,Stewart Cink,115.54,7394.58,64
67,0,24924,Bill Haas,115.39,5423.24,47
68,0,26851,Marc Leishman,115.34,6574.13,57
69,0,25900,Lucas Glover,115.31,4727.85,41
70,0,24781,Hunter Mahan,115.27,5763.58,50
71,0,29974,Branden Grace,115.23,3687.43,32
72,0,40026,Daniel Berger,115.21,6106.37,53
73,0,34431,Robert Streb,115.13,6447.24,56
74,0,35506,Mackenzie Hughes,115.01,7360.84,64
75,0,31646,Emiliano Grillo,115.00,7819.69,68
76,0,33418,Shawn Stefani,114.97,5863.53,51
77,0,32254,Xinjun Zhang,114.95,5632.49,49
78,0,27936,Martin Laird,114.93,6091.35,53
79,0,40009,Dominic Bozzelli,114.91,6090.30,53
79,0,28500,Martin Flores,114.91,7354.34,64
81,0,35450,Patrick Cantlay,114.80,6428.96,56
82,0,39997,Corey Conners,114.66,8828.45,77
83,0,39324,J.J. Spaun,114.58,6760.39,59
84,0,27214,Kevin Streelman,114.53,8589.67,75
85,0,33204,Shane Lowry,114.49,4923.13,43
86,0,29420,Billy Horschel,114.48,8242.20,72
87,0,24140,Sean O'Hair,114.47,6067.14,53
88,0,33141,Keegan Bradley,114.39,8235.76,72
89,0,49964,Aaron Wise,114.38,7320.21,64
90,0,26329,Louis Oosthuizen,114.36,4688.65,41
91,0,45609,Tyler Duncan,114.30,7429.30,65
92,0,32448,James Hahn,114.28,7085.07,62
93,0,34563,Chesson Hadley,114.26,9483.51,83
94,0,22371,Aaron Baddeley,113.89,6833.52,60
95,0,28775,Nate Lashley,113.86,3757.44,33
96,0,25396,Kevin Na,113.76,6825.69,60
97,0,37278,Nicholas Lindheim,113.56,5791.33,51
98,0,36799,Stephan Jaeger,113.54,6358.43,56
99,0,29479,Scott Brown,113.50,7831.47,69
99,0,27556,Ted Potter Jr.,113.50,7945.32,70
101,0,29223,Sam Saunders,113.47,6467.69,57
102,0,30978,Kiradech Aphibarnrat,113.46,3063.31,27
103,0,35891,Cameron Smith,113.45,5218.65,46
104,0,34046,Jordan Spieth,113.44,6693.00,59
105,0,34256,Andrew Putnam,113.36,7822.08,69
106,0,29268,Bronson Burgoon,113.33,5439.76,48
107,0,47993,Denny McCarthy,113.28,4644.40,41
108,0,28307,Matt Every,113.06,5992.16,53
109,0,34076,Joel Dahmen,112.78,7668.88,68
109,0,23353,J.J. Henry,112.78,5864.54,52
111,0,25198,Francesco Molinari,112.73,5072.99,45
112,0,30110,Kyle Stanley,112.65,6533.88,58
113,0,25818,Scott Piercy,112.59,5629.63,50
114,0,27974,Sung Kang,112.57,5966.19,53
115,0,29478,Kevin Kisner,112.50,6412.44,57
116,0,25686,Jason Dufner,112.40,4945.80,44
117,0,20572,Rod Pampling,112.37,4832.12,43
118,0,39954,Cody Gribble,112.31,4941.69,44
119,0,34021,Bud Cauley,112.30,4267.31,38
120,0,34098,Russell Henley,112.29,4828.42,43
121,0,29535,Brice Garnett,112.20,7629.63,68
121,0,33413,Ben Martin,112.20,6283.07,56
123,0,26499,Rafa Cabrera Bello,112.17,4150.12,37
123,0,27942,Rob Oppenheim,112.17,5496.44,49
125,0,23621,Rory Sabbatini,112.09,7734.41,69
126,0,28679,Fabián Gómez,112.05,7059.46,63
127,0,32640,Troy Merritt,112.04,7506.48,67
128,0,30926,Chris Kirk,112.01,10080.85,90
129,0,20157,Retief Goosen,111.99,4143.52,37
130,0,27963,Chris Stroud,111.96,5709.76,51
131,0,28132,Tyrone Van Aswegen,111.94,7835.61,70
132,0,31420,Anirban Lahiri,111.86,7046.94,63
133,0,45526,Abraham Ancer,111.85,8947.97,80
134,0,35532,Tom Hoge,111.82,8833.63,79
135,0,32150,Michael Thompson,111.70,5920.22,53
136,0,33399,Adam Hadwin,111.69,5807.64,52
137,0,24138,Ian Poulter,111.62,4687.99,42
138,0,37455,Si Woo Kim,111.53,7584.37,68
139,0,24925,Jonathan Byrd,111.51,4795.13,43
140,0,35461,Beau Hossler,111.47,8806.15,79
141,0,34466,Peter Malnati,111.46,7579.57,68
142,0,34358,Jonathan Randolph,111.45,6686.83,60
143,0,25572,Graeme McDowell,111.44,4568.94,41
144,0,33122,Russell Knox,111.36,7461.20,67
145,0,29908,C.T. Pan,111.32,7680.83,69
146,0,33419,Cameron Tringale,111.28,5118.77,46
147,0,35545,Blayne Barber,111.16,5669.22,51
148,0,27649,Brandt Snedeker,111.12,6555.88,59
149,0,22056,Cameron Percy,111.11,4222.29,38
150,0,46435,Austin Cook,110.96,9209.30,83
151,0,29926,Danny Lee,110.92,7210.06,65
152,0,29221,Webb Simpson,110.89,7762.16,70
153,0,32816,Satoshi Kodaira,110.87,2993.39,27
154,0,33410,Andrew Landry,110.86,7205.84,65
155,0,29485,Brett Stegmaier,110.85,4877.52,44
156,0,39327,Ben Silverman,110.66,7303.31,66
157,0,39975,Michael Kim,110.64,5310.64,48
158,0,35544,Andrew Yun,110.52,3315.65,30
159,0,27895,Jonas Blixt,110.49,5082.64,46
160,0,31416,Derek Fathauer,110.46,6627.44,60
161,0,31202,William McGirt,110.35,7724.71,70
162,0,24024,Zach Johnson,110.00,6709.95,61
163,0,27644,Brian Harman,109.93,6265.83,57
164,0,25493,Nick Taylor,109.88,7472.13,68
165,0,37454,Whee Kim,109.67,6251.36,57
165,0,32876,Martin Piller,109.67,6689.95,61
167,0,12510,Chad Campbell,109.50,5475.13,50
168,0,34409,David Lingmerth,109.47,6896.56,63
169,0,26596,Ryan Moore,109.43,6456.32,59
170,0,25892,Steve Wheatcroft,109.41,4485.86,41
171,0,34174,John Huh,109.36,7983.60,73
172,0,29222,Billy Hurley III,109.30,6011.54,55
173,0,19803,Ryan Armour,109.29,9726.64,89
174,0,25834,Daniel Summerhays,109.15,3710.96,34
175,0,47128,Richy Werenski,109.08,7199.48,66
176,0,26476,Chez Reavie,108.83,5006.35,46
177,0,35376,Roberto Díaz,108.82,5658.42,52
178,0,48084,Wesley Bryan,108.78,4242.58,39
179,0,26951,Johnson Wagner,108.61,5104.79,47
180,0,35879,Kelly Kraft,108.58,7492.18,69
181,0,20593,Greg Chalmers,108.56,4342.34,40
182,0,27958,Ryan Blaum,108.05,6699.19,62
183,0,23108,Matt Kuchar,107.97,6046.26,56
184,0,25240,D.A. Points,107.93,4532.89,42
185,0,40058,Zac Blair,107.90,4639.60,43
186,0,23541,Ben Crane,107.78,4850.19,45
187,0,26758,David Hearn,107.54,4839.08,45
188,0,20472,Alex Cejka,107.28,5900.27,55
189,0,23325,Vaughn Taylor,107.04,7171.56,67
190,0,22582,Kyle Thompson,106.27,3506.78,33
191,0,31560,Brian Stuard,105.86,8469.00,80
192,0,19846,Brian Gay,105.76,8460.71,80
193,0,10809,Jim Furyk,105.27,3473.97,33
