RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
110,0,06332,Neal Lancaster,1.17,311,266
110,0,10457,Frank Nobilo,1.17,325,278
114,0,01132,Mark Brooks,1.16,299,257
114,0,06140,Sean Murphy,1.16,332,285
114,0,01926,Steve Pate,1.16,297,256
117,0,01116,Michael Bradley,1.15,242,210
118,0,20043,Edward Fryatt,1.14,339,298
118,0,02131,Mike Springer,1.14,294,258
120,0,02279,Mark Wiebe,1.13,306,272
121,0,01093,Ronnie Black,1.12,264,235
121,0,01175,Jim Carter,1.12,325,291
121,0,01374,Robin Freeman,1.12,328,293
121,0,06088,Steve Gotsche,1.12,317,284
121,0,11011,Mike Sposa,1.12,236,211
126,0,01035,Tommy Armour III,1.11,288,260
126,0,07763,Doug Dunakey,1.11,278,250
126,0,21007,Gabriel Hjertstedt,1.11,301,272
126,0,06573,Brandt Jobe,1.11,320,287
126,0,20445,Casey Martin,1.11,301,271
126,0,07749,Brett Quigley,1.11,214,193
126,0,02101,Joey Sindelar,1.11,292,264
126,0,07101,Dave Stockton Jr.,1.11,291,261
134,0,10963,Jimmy Green,1.10,275,250
134,0,02133,Craig Stadler,1.10,245,222
136,0,20029,Notah Begay III,1.09,256,234
136,0,01599,Steve Jones,1.09,238,219
136,0,01927,Dennis Paulson,1.09,273,250
136,0,06613,Tommy Tolles,1.09,221,203
140,0,01766,Billy Mayfair,1.08,296,274
140,0,01905,Joe Ozaki,1.08,167,155
140,0,02257,Brian Watts,1.08,285,264
143,0,10201,Matt Gogel,1.07,285,267
143,0,12753,David Morland IV,1.07,301,282
143,0,10912,Craig Perks,1.07,267,249
146,0,06809,Bob Burns,1.06,328,310
146,0,01313,Steve Elkington,1.06,198,186
148,0,10962,Bradley Hughes,1.05,304,289
148,0,08385,Omar Uresti,1.05,299,284
150,0,01063,Ben Bates,1.04,336,322
150,0,01376,Bob Friend,1.04,293,281
150,0,08045,Perry Moss,1.04,176,169
153,0,23614,Rich Beem,1.03,286,279
153,0,24356,Jason Buha,1.03,283,274
155,0,01014,Fulton Allem,1.02,228,223
155,0,01191,Barry Cheesman,1.02,340,334
155,0,08547,John Maginnes,1.02,309,303
158,0,20105,Jeff Gove,1.01,266,263
159,0,01282,Trevor Dodds,1.00,278,279
159,0,01408,Kelly Gibson,1.00,264,265
161,0,10569,Mike Brisky,.99,270,272
161,0,01887,Mark O'Meara,.99,181,182
163,0,01323,Brad Fabel,.98,293,299
163,0,01975,Tom Purtzer,.98,184,187
163,0,06062,Charles Raulerson,.98,342,348
166,0,01261,Jay Delsing,.97,292,302
166,0,01326,Nick Faldo,.97,151,156
166,0,01457,Jay Haas,.97,246,253
166,0,08535,Gary Nicklaus,.97,271,278
166,0,07753,Kevin Wentworth,.97,265,273
171,0,01040,Emlyn Aubrey,.96,194,203
171,0,10117,Bob Heintz,.96,276,288
171,0,06527,Steve Stricker,.96,194,203
174,0,11653,Paul Curry,.95,189,198
175,0,01533,P.H. Horgan III,.94,193,206
175,0,22064,Craig Spence,.94,270,288
177,0,01072,Chip Beck,.92,158,172
177,0,01142,Bart Bryant,.92,219,237
177,0,19822,Bobby Cochran,.92,242,264
177,0,10213,Dicky Pride,.92,293,317
177,0,02218,Ted Tryba,.92,355,385
182,0,01249,John Daly,.91,252,276
183,0,01378,David Frost,.90,191,213
183,0,06044,Scott Gump,.90,289,322
185,0,01928,Corey Pavin,.89,234,263
186,0,12449,Ryan Howison,.87,236,270
187,0,06014,Eric Booker,.86,261,304
187,0,21593,Keith Nolan,.86,161,188
187,0,22913,John Rollins,.86,228,264
190,0,23656,Jason Caron,.83,216,260
191,0,08243,Aaron Bengoechea,.81,223,275
192,0,01489,Steve Hart,.79,185,235
192,0,01549,Mike Hulbert,.79,226,287
194,0,01510,Nolan Henke,.72,217,303
195,0,07363,Craig Bowden,.70,149,213
