RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
82,0,36801,Mark Hubbard,4.53%,697,15400,0,5
83,0,57362,Austin Eckroat,4.48%,594,13250,0,3
84,0,32139,Danny Willett,4.42%,511,11550,0,1
85,0,29936,Ryan Fox,4.26%,304,7150,0,0
86,0,46442,Maverick McNealy,4.25%,414,9750,0,3
87,0,40058,Zac Blair,4.23%,465,11000,0,2
88,0,48887,Matt Wallace,4.15%,548,13200,1,2
89,0,29420,Billy Horschel,4.13%,485,11750,0,3
90,0,59018,Ryan Gerard,4.12%,322,7800,0,2
91,0,22371,Aaron Baddeley,4.07%,458,11250,0,3
92,0,48119,Ben Taylor,4.01%,592,14750,0,4
93,0,54591,Ben Griffin,3.99%,617,15450,0,1
93,0,54421,Garrick Higgo,3.99%,586,14700,0,1
95,0,32791,K.H. Lee,3.98%,567,14250,0,3
96,0,39975,Michael Kim,3.93%,563,14300,0,4
97,0,34409,David Lingmerth,3.90%,561,14400,0,5
98,0,34076,Joel Dahmen,3.83%,519,13550,0,4
99,0,54783,Dylan Wu,3.82%,509,13300,0,2
100,0,51997,Andrew Novak,3.76%,424,11300,0,2
101,0,57975,Harry Hall,3.72%,499,13400,0,3
102,0,34255,Joseph Bramlett,3.70%,489,13200,0,3
102,0,27214,Kevin Streelman,3.70%,505,13650,0,2
104,0,31323,Gary Woodland,3.67%,465,12650,0,2
105,0,49964,Aaron Wise,3.64%,289,7950,0,1
106,0,27349,Alex Noren,3.58%,437,12200,0,2
106,0,50493,Justin Suh,3.58%,548,15300,0,2
108,0,28775,Nate Lashley,3.51%,455,12950,0,2
109,0,20766,Padraig Harrington,3.47%,133,3850,0,1
110,0,50188,S.H. Kim,3.40%,546,16050,0,1
111,0,34213,Grayson Murray,3.30%,172,5200,0,2
112,0,26476,Chez Reavie,3.27%,464,14200,0,2
113,0,51349,Nico Echavarria,3.22%,417,12950,1,1
114,0,48699,Callum Tarren,3.20%,474,14800,0,1
115,0,46441,Robby Shelton,3.18%,467,14700,0,2
116,0,33408,Tyson Alexander,3.14%,425,13550,0,1
117,0,45522,Christiaan Bezuidenhout,3.12%,405,13000,0,0
117,0,27936,Martin Laird,3.12%,391,12500,0,1
119,0,36326,David Lipsky,3.09%,450,14550,0,2
120,0,27064,Jhonattan Vegas,3.07%,112,3650,0,0
121,0,29221,Webb Simpson,3.05%,252,8250,0,2
122,0,56762,Will Gordon,2.99%,440,14700,0,1
123,0,40162,Justin Lower,2.93%,430,14650,0,3
124,0,51890,Greyson Sigg,2.89%,420,14500,0,1
125,0,40250,Taylor Pendrith,2.85%,379,13300,0,2
126,0,45609,Tyler Duncan,2.83%,403,14250,0,2
127,0,33413,Ben Martin,2.78%,387,13900,0,3
128,0,52375,Doug Ghim,2.77%,345,12450,0,0
129,0,52513,Carson Young,2.74%,397,14500,0,1
130,0,29518,Brendan Steele,2.61%,133,5100,0,0
131,0,39954,Cody Gribble,2.55%,209,8200,0,2
132,0,34466,Peter Malnati,2.47%,354,14350,0,2
133,0,39058,Lucas Herbert,2.45%,199,8100,0,1
134,0,39067,MJ Daffue,2.40%,330,13750,0,0
134,0,24140,Sean O'Hair,2.40%,185,7700,0,1
136,0,22056,Cameron Percy,2.37%,199,8400,0,0
137,0,33597,Harry Higgs,2.34%,274,11700,0,1
138,0,25632,Jimmy Walker,2.33%,294,12600,0,0
139,0,37338,Zecheng Dou,2.32%,299,12900,0,1
140,0,27129,Luke List,2.31%,309,13400,0,0
140,0,47983,Chad Ramey,2.31%,362,15650,0,1
140,0,40006,Erik van Rooyen,2.31%,275,11900,0,3
143,0,34563,Chesson Hadley,2.29%,304,13250,0,1
144,0,32757,Patton Kizzire,2.24%,303,13500,0,2
145,0,46601,Trey Mullinax,2.16%,291,13500,0,2
146,0,47079,Harrison Endycott,2.13%,282,13200,0,1
146,0,30692,Scott Stallings,2.13%,282,13250,0,0
148,0,29289,S.Y. Noh,2.11%,184,8700,0,0
149,0,50095,Austin Smotherman,2.06%,293,14250,0,1
150,0,29926,Danny Lee,2.02%,112,5550,0,0
151,0,34374,Erik Barnes,2.01%,149,7400,0,1
151,0,12716,Charley Hoffman,2.01%,246,12250,0,0
153,0,25818,Scott Piercy,1.95%,280,14350,0,0
154,0,32640,Troy Merritt,1.94%,273,14050,0,1
155,0,27895,Jonas Blixt,1.93%,91,4700,0,0
156,0,37278,Nicholas Lindheim,1.92%,29,1500,0,0
157,0,52372,Cameron Champ,1.91%,219,11450,0,2
158,0,27963,Chris Stroud,1.89%,155,8200,0,1
159,0,35901,Paul Haley II,1.88%,259,13800,0,1
159,0,24024,Zach Johnson,1.88%,196,10400,0,0
159,0,30163,Henrik Norlander,1.88%,229,12200,0,0
162,0,48867,Matti Schmid,1.84%,206,11200,0,1
163,0,32816,Satoshi Kodaira,1.82%,120,6600,0,0
163,0,32150,Michael Thompson,1.82%,139,7650,0,0
165,0,32366,Kevin Chappell,1.79%,138,7700,0,0
166,0,26596,Ryan Moore,1.76%,201,11400,0,1
167,0,55454,Carl Yuan,1.75%,199,11400,0,0
168,0,49298,Kramer Hickok,1.74%,236,13550,0,0
169,0,23320,Ryan Palmer,1.68%,193,11450,0,1
170,0,23983,Luke Donald,1.64%,127,7750,0,0
171,0,48822,Sebastián Muñoz,1.63%,59,3600,0,0
172,0,29535,Brice Garnett,1.62%,173,10700,0,1
173,0,35617,Martin Trainer,1.60%,139,8700,0,1
174,0,31577,Tano Goya,1.57%,175,11200,0,0
175,0,49453,Trevor Cone,1.56%,174,11200,0,1
175,0,01226,Fred Couples,1.56%,9,600,0,0
177,0,48084,Wesley Bryan,1.55%,104,6700,0,1
178,0,28679,Fabián Gómez,1.53%,55,3600,0,0
179,0,53165,Doc Redman,1.48%,181,12250,0,1
179,0,47128,Richy Werenski,1.48%,217,14700,0,0
181,0,27974,Sung Kang,1.46%,98,6700,0,0
182,0,33122,Russell Knox,1.45%,219,15050,0,0
183,0,19803,Ryan Armour,1.44%,191,13300,0,0
184,0,35449,Adam Long,1.42%,222,15600,0,0
185,0,24925,Jonathan Byrd,1.41%,125,8900,0,0
186,0,32448,James Hahn,1.40%,164,11750,0,1
187,0,20229,Stewart Cink,1.36%,156,11450,0,0
187,0,34610,Matthias Schwab,1.36%,204,15050,0,2
189,0,22046,Geoff Ogilvy,1.35%,63,4700,0,0
190,0,19846,Brian Gay,1.33%,67,5000,0,0
190,0,25198,Francesco Molinari,1.33%,121,9150,0,0
190,0,32333,Kevin Tway,1.33%,207,15550,0,0
193,0,24846,Ricky Barnes,1.30%,67,5200,0,1
194,0,35310,Lanto Griffin,1.29%,85,6600,0,0
195,0,31202,William McGirt,1.27%,86,6750,0,0
196,0,29970,Dylan Frittelli,1.24%,180,14500,0,0
197,0,39335,Kevin Roy,1.23%,143,11700,0,0
198,0,36724,Augusto Núñez,1.22%,149,12200,0,0
199,0,51414,Brent Grant,1.21%,158,13000,0,1
200,0,24924,Bill Haas,1.16%,65,5600,0,0
201,0,27556,Ted Potter Jr.,1.15%,37,3200,0,0
202,0,25686,Jason Dufner,1.13%,146,12950,0,0
202,0,34174,John Huh,1.13%,45,4000,0,0
204,0,46435,Austin Cook,1.10%,140,12700,0,0
205,0,28420,Ryan Brehm,1.09%,155,14150,0,0
205,0,34431,Robert Streb,1.09%,145,13250,0,0
207,0,08793,Tiger Woods,.99%,11,1150,0,0
208,0,30750,Tommy Gainey,.97%,46,4700,0,0
209,0,51950,Max McGreevy,.95%,142,14850,0,1
209,0,58967,Trevor Werbylo,.95%,111,11700,0,0
211,0,49766,Hank Lebioda,.93%,89,9500,0,0
212,0,27554,Scott Harrington,.92%,107,11700,0,0
213,0,27649,Brandt Snedeker,.90%,35,3850,0,0
214,0,29478,Kevin Kisner,.88%,70,8000,0,0
215,0,31557,Jim Herman,.86%,95,11100,0,0
216,0,27797,Derek Lamely,.85%,26,3100,0,0
217,0,31560,Brian Stuard,.84%,90,10700,0,0
218,0,51491,Brandon Matthews,.83%,101,12200,0,1
219,0,35879,Kelly Kraft,.82%,103,12550,0,0
220,0,49303,Anders Albertson,.79%,34,4300,0,0
221,0,23621,Rory Sabbatini,.78%,55,7000,0,0
222,0,27095,Nick Watney,.76%,96,12550,0,0
222,0,52411,Kyle Westmoreland,.76%,95,12450,0,0
224,0,37273,Derek Ernst,.74%,27,3700,0,0
225,0,20593,Greg Chalmers,.60%,28,4700,0,0
225,0,10423,Mike Weir,.60%,7,1100,0,0
227,0,08075,Jerry Kelly,.59%,7,1100,0,0
228,0,51894,Vince Whaley,.58%,22,3800,0,0
229,0,32662,Michael Gligic,.52%,63,12200,0,0
230,0,06522,Ernie Els,.51%,6,1100,0,0
231,0,33410,Andrew Landry,.45%,49,11100,0,0
232,0,29479,Scott Brown,.44%,26,5900,0,0
233,0,28259,Sangmoon Bae,.43%,12,2900,0,0
234,0,54813,Philip Knowles,.40%,18,4500,0,0
235,0,27770,Camilo Villegas,.33%,14,4100,0,0
236,0,23541,Ben Crane,.30%,13,4400,0,0
237,0,24490,George McNeill,.27%,6,2100,0,0
238,0,23623,Bo Van Pelt,.25%,6,2400,0,0
239,0,25240,D.A. Points,.23%,9,3900,0,0
239,0,23788,D.J. Trahan,.23%,7,2900,0,0
241,0,21407,Arjun Atwal,.22%,8,3600,0,0
242,0,27141,J.B. Holmes,.15%,7,4550,0,0
242,0,30110,Kyle Stanley,.15%,11,7600,0,0
244,0,26420,Richard Johnson,.13%,2,1900,0,0
244,0,26679,Kevin Stadler,.13%,4,2900,0,0
