RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
123,0,37338,Zecheng Dou,299,0,1,0
124,0,25632,Jimmy Walker,294,0,0,0
125,0,50095,Austin Smotherman,293,0,1,0
126,0,46601,Trey Mullinax,291,0,2,0
127,0,49964,Aaron Wise,289,0,1,0
128,0,30692,Scott Stallings,282,0,0,0
129,0,47079,Harrison Endycott,282,0,1,0
130,0,25818,Scott Piercy,280,0,0,0
131,0,40006,Erik van Rooyen,275,0,3,0
132,0,33597,Harry Higgs,274,0,1,0
133,0,32640,Troy Merritt,273,0,1,0
134,0,35901,Paul Haley II,259,0,1,0
135,0,52955,Ludvig Aberg,254,0,1,0
136,0,29221,Webb Simpson,252,0,2,0
137,0,12716,Charley Hoffman,246,0,0,0
138,0,47483,Will Zalatoris,244,0,1,0
139,0,49298,Kramer Hickok,236,0,0,0
140,0,47529,Mito Pereira,236,0,1,0
141,0,30163,Henrik Norlander,229,0,0,0
142,0,35449,Adam Long,222,0,0,0
143,0,52372,Cameron Champ,219,0,2,0
144,0,33122,Russell Knox,219,0,0,0
145,0,47128,Richy Werenski,217,0,0,0
146,0,39954,Cody Gribble,209,0,2,0
147,0,32333,Kevin Tway,207,0,0,0
148,0,48867,Matti Schmid,206,0,1,0
149,0,34610,Matthias Schwab,204,0,2,0
150,0,26596,Ryan Moore,201,0,1,0
