RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
97,0,40098,Matt Fitzpatrick,15' 2",60.667,4,24,1' 6"
98,0,27644,Brian Harman,15' 0",60.083,4,21,8' 1"
99,0,25198,Francesco Molinari,14' 11",44.750,3,21,6' 7"
100,0,24924,Bill Haas,14' 10",59.333,4,31,8' 4"
101,0,34174,John Huh,14' 9",58.833,4,39,4' 3"
101,0,48081,Xander Schauffele,14' 9",44.333,3,34,5' 2"
103,0,48822,Sebastián Muñoz,14' 8",102.417,7,33,2' 6"
104,0,36689,Brooks Koepka,14' 7",29.083,2,15,14' 2"
105,0,40006,Erik van Rooyen,14' 6",43.500,3,29,3' 1"
106,0,29974,Branden Grace,14' 5",28.750,2,20,8' 10"
106,0,53165,Doc Redman,14' 5",101.167,7,26,7' 4"
106,0,46046,Scottie Scheffler,14' 5",86.250,6,27,1' 10"
109,0,27974,Sung Kang,14' 4",57.167,4,19,3' 3"
109,0,34264,Hudson Swafford,14' 4",85.833,6,55,1' 4"
109,0,32139,Danny Willett,14' 4",14.333,1,14,14' 4"
112,0,23983,Luke Donald,14' 3",14.250,1,14,14' 3"
113,0,49298,Kramer Hickok,14' 2",113.167,8,38,2' 1"
114,0,55708,Hayden Buckley,14' 1",127.083,9,23,4' 2"
114,0,30692,Scott Stallings,14' 1",112.667,8,34,2' 6"
116,0,31323,Gary Woodland,14' 0",97.750,7,25,4' 8"
117,0,40162,Justin Lower,13' 9",68.833,5,26,6' 4"
118,0,24980,Scott Gutschewski,13' 7",54.250,4,22,4' 11"
118,0,10381,Curtis Thompson,13' 7",54.250,4,20,3' 4"
120,0,48117,Kurt Kitayama,13' 6",40.583,3,22,6' 0"
120,0,34256,Andrew Putnam,13' 6",67.333,5,20,6' 2"
120,0,36699,Patrick Rodgers,13' 6",121.417,9,54,3' 6"
123,0,32791,K.H. Lee,13' 3",92.583,7,26,2' 4"
123,0,35449,Adam Long,13' 3",39.750,3,26,1' 1"
123,0,54783,Dylan Wu,13' 3",39.667,3,22,4' 4"
126,0,33122,Russell Knox,12' 11",51.750,4,20,3' 2"
127,0,31420,Anirban Lahiri,12' 10",25.583,2,14,11' 2"
127,0,51890,Greyson Sigg,12' 10",51.250,4,16,11' 1"
129,0,32816,Satoshi Kodaira,12' 7",62.917,5,31,5' 4"
130,0,29908,C.T. Pan,12' 5",24.833,2,14,10' 10"
131,0,27936,Martin Laird,12' 4",49.417,4,21,2' 3"
132,0,45157,Cam Davis,12' 3",122.667,10,30,2' 11"
133,0,37275,Sam Ryder,12' 2",48.583,4,14,10' 1"
134,0,47529,Mito Pereira,12' 1",48.417,4,23,2' 0"
134,0,49964,Aaron Wise,12' 1",109.000,9,30,1' 4"
136,0,28252,Seamus Power,12' 0",84.167,7,31,2' 11"
137,0,37212,Paul Barjon,11' 11",59.583,5,25,1' 2"
138,0,51766,Wyndham Clark,11' 9",70.417,6,25,6' 9"
138,0,25900,Lucas Glover,11' 9",46.833,4,16,6' 8"
138,0,24502,Adam Scott,11' 9",93.917,8,30,1' 8"
141,0,32757,Patton Kizzire,11' 8",93.417,8,24,6' 5"
142,0,27770,Camilo Villegas,11' 6",23.000,2,14,9' 6"
143,0,39971,Sungjae Im,11' 3",101.083,9,21,5' 2"
144,0,34046,Jordan Spieth,11' 2",55.667,5,24,2' 2"
145,0,46601,Trey Mullinax,11' 1",99.917,9,27,3' 1"
145,0,48887,Matt Wallace,11' 1",44.333,4,26,4' 1"
147,0,35532,Tom Hoge,11' 0",55.083,5,18,4' 8"
148,0,32150,Michael Thompson,10' 11",54.417,5,13,7' 2"
149,0,36871,Matthew NeSmith,10' 9",32.167,3,22,2' 6"
150,0,30978,Kiradech Aphibarnrat,10' 7",21.167,2,15,6' 6"
150,0,46414,Aaron Rai,10' 7",42.167,4,23,2' 7"
150,0,34610,Matthias Schwab,10' 7",42.417,4,16,1' 6"
153,0,52372,Cameron Champ,10' 1",40.167,4,22,2' 8"
153,0,12716,Charley Hoffman,10' 1",20.167,2,16,4' 5"
155,0,46340,Alex Smalley,9' 7",28.833,3,17,3' 2"
155,0,27064,Jhonattan Vegas,9' 7",66.917,7,19,6' 2"
157,0,34076,Joel Dahmen,9' 3",18.417,2,10,8' 1"
158,0,32102,Rickie Fowler,9' 2",27.500,3,11,5' 8"
158,0,28114,Dawie van der Walt,9' 2",18.250,2,10,8' 9"
158,0,52374,Brandon Wu,9' 2",36.750,4,15,3' 4"
161,0,47347,Adam Schenk,9' 1",27.250,3,10,7' 11"
162,0,46435,Austin Cook,9' 0",17.917,2,9,8' 9"
162,0,45486,Joaquin Niemann,9' 0",36.083,4,22,3' 10"
164,0,33399,Adam Hadwin,8' 10",17.667,2,11,6' 6"
164,0,47856,Seth Reeves,8' 10",44.333,5,14,5' 3"
166,0,45526,Abraham Ancer,8' 8",17.333,2,11,6' 4"
167,0,33141,Keegan Bradley,8' 7",34.333,4,13,5' 7"
167,0,54421,Garrick Higgo,8' 7",8.583,1,9,8' 7"
169,0,45609,Tyler Duncan,8' 3",57.917,7,16,3' 2"
170,0,39997,Corey Conners,8' 2",32.583,4,15,1' 8"
171,0,48084,Wesley Bryan,8' 1",16.167,2,13,3' 8"
171,0,27214,Kevin Streelman,8' 1",24.250,3,14,4' 3"
173,0,50525,Collin Morikawa,7' 11",31.750,4,11,5' 0"
174,0,56278,Matthew Wolff,7' 10",23.500,3,9,6' 10"
175,0,32839,Hideki Matsuyama,7' 7",30.250,4,14,3' 4"
176,0,47988,Nick Hardy,7' 5",51.833,7,13,4' 6"
177,0,22056,Cameron Percy,7' 3",14.417,2,10,4' 6"
178,0,25493,Nick Taylor,6' 8",13.250,2,11,2' 7"
179,0,45522,Christiaan Bezuidenhout,6' 0",24.083,4,11,2' 2"
180,0,28089,Jason Day,5' 5",10.833,2,7,3' 6"
181,0,29478,Kevin Kisner,5' 4",16.000,3,7,3' 1"
182,0,26300,Matt Jones,5' 1",10.167,2,6,3' 10"
183,0,23108,Matt Kuchar,4' 1",4.083,1,4,4' 1"
