RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
125,0,07749,Brett Quigley,71' 7",64391,75,400,1304001486
127,0,12510,Chad Campbell,71' 6",60937,71,402,4404001529
127,0,24138,Ian Poulter,71' 6",36047,42,406,3902001664
129,0,23638,Brendon de Jonge,71' 3",67506,79,400,4202001525
130,0,07457,Steve Flesch,71' 1",53732,63,398,1303001455
131,0,01035,Tommy Armour III,70' 11",44238,52,399,2004001582
131,0,23325,Vaughn Taylor,70' 11",67205,79,399,3801001635
131,0,02239,Scott Verplank,70' 11",67199,79,398,1702001716
131,0,25804,Bubba Watson,70' 11",48522,57,401,2401001658
135,0,01313,Steve Elkington,70' 9",52637,62,399,0401001609
136,0,12716,Charley Hoffman,70' 8",73763,87,397,2103001548
136,0,27120,Troy Matteson,70' 8",74638,88,398,3901001881
136,0,26476,Chez Reavie,70' 8",59372,70,397,2702001606
139,0,24925,Jonathan Byrd,70' 7",66890,79,396,1001001966
140,0,23353,J.J. Henry,70' 6",71059,84,397,2803001602
140,0,27933,John Merrick,70' 6",57522,68,397,2502001678
140,0,23497,Tag Ridings,70' 6",34666,41,400,2502001358
143,0,01706,Davis Love III,70' 4",65025,77,396,2404001940
144,0,20157,Retief Goosen,70' 3",47222,56,395,2502001636
144,0,08845,Scott Sterling,70' 3",33738,40,395,0204001592
146,0,01226,Fred Couples,70' 2",35363,42,396,0503001344
146,0,01724,Jeff Maggert,70' 2",61447,73,395,4502001448
148,0,22293,Heath Slocum,70' 0",71424,85,394,0401001874
148,0,26679,Kevin Stadler,70' 0",45339,54,395,3702001509
150,0,06251,Chris DiMarco,69' 8",72759,87,394,2801001745
150,0,12782,Tim Herron,69' 8",67724,81,395,3201001558
152,0,20472,Alex Cejka,69' 7",59303,71,392,1701002046
153,0,27770,Camilo Villegas,69' 6",46716,56,392,4004001576
154,0,26289,Boo Weekley,69' 4",54051,65,390,3901001565
155,0,08931,Glen Day,69' 2",53093,64,388,0503001326
155,0,20574,Mathew Goggin,69' 2",49784,60,388,0302001370
155,0,25632,Jimmy Walker,69' 2",53090,64,388,3301001382
158,0,06621,Joe Durant,69' 1",38957,47,387,3203001363
159,0,22892,Jason Gore,69' 0",51318,62,388,3201001480
160,0,01797,Rocco Mediate,68' 11",54610,66,389,0403001497
161,0,28780,Nicholas Thompson,68' 10",71903,87,387,1802001589
162,0,23778,Brad Adamonis,68' 9",50318,61,387,2202001707
163,0,24357,K.J. Choi,68' 4",40995,50,383,1802001391
163,0,24912,Will MacKenzie,68' 4",50028,61,383,2502001407
165,0,20498,Briny Baird,68' 2",58925,72,384,3902001412
165,0,28118,Peter Tomasulo,68' 2",37625,46,380,0602001581
167,0,20691,Greg Owen,68' 1",66953,82,381,3803001537
168,0,10885,Robert Allenby,67' 11",45667,56,385,3902001841
169,0,22295,Darron Stiles,67' 10",34172,42,382,4802001555
170,0,01677,Tom Lehman,67' 9",28449,35,380,1303001358
171,0,24507,Jason Bohn,67' 5",66341,82,377,1002001378
172,0,23349,Charles Warren,67' 3",42750,53,378,0502001638
173,0,20104,Ken Duke,67' 1",57138,71,377,2302001300
174,0,24502,Adam Scott,66' 11",33739,42,377,4201001850
175,0,01766,Billy Mayfair,66' 7",55164,69,373,2001001824
176,0,21961,Charles Howell III,66' 5",66155,83,374,3503001423
177,0,06522,Ernie Els,66' 4",42996,54,373,1201001301
178,0,27141,J.B. Holmes,66' 3",48499,61,371,2402001539
179,0,06539,Rick Price,66' 0",32470,41,371,2702001923
180,0,06567,Vijay Singh,65' 11",40334,51,370,2401001410
181,0,10425,Jay Williamson,65' 4",44661,57,368,4401001450
182,0,20098,Stuart Appleby,65' 2",50823,65,366,3502001292
183,0,26881,Jarrod Lyle,64' 7",38769,50,364,1501001410
184,0,24846,Ricky Barnes,60' 10",37235,51,340,4504001405
