RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,2ND,3RD
108,0,01306,David Edwards,1,1
108,0,12823,Carlos Franco,1
108,0,01374,Robin Freeman,1
108,0,01385,Jim Gallagher Jr.,1
108,0,12645,Brent Geiberger,1,1
108,0,01408,Kelly Gibson,1
108,0,20157,Retief Goosen,1
108,0,20569,Richard Green,1
108,0,20766,Padraig Harrington,1
108,0,08537,J.P. Hayes,1
108,0,01510,Nolan Henke,1
108,0,21007,Gabriel Hjertstedt,1,1
108,0,10962,Bradley Hughes,1
108,0,01553,John Huston,1
108,0,10207,Jimmy Johnston,1,1
108,0,06315,Pete Jordan,1
108,0,01604,Steve Jurgensen,1
108,0,01610,Yoshinori Kaneko,1
108,0,01666,Bernhard Langer,1
108,0,08547,John Maginnes,1
108,0,12680,Shigeki Maruyama,1
108,0,01755,Dick Mast,1
108,0,01761,Len Mattiace,1,1
108,0,01766,Billy Mayfair,1,1
108,0,01771,Blaine McCallister,1
108,0,06090,Jim McGovern,1
108,0,01823,Larry Mize,1
108,0,07235,John Morse,1
108,0,01864,Larry Nelson,1,1
108,0,01869,Jack Nicklaus,1
108,0,01886,Peter O'Malley,1
108,0,06373,José María Olazábal,1
108,0,20568,Anthony Painter,1
108,0,01928,Corey Pavin,1
108,0,01941,Tom Pernice Jr.,1
108,0,08553,Lee Porter,1
108,0,01975,Tom Purtzer,1
108,0,12702,Costantino Rocca,1
108,0,02020,Eduardo Romero,1
108,0,22732,Brian Rowell,1
108,0,02033,Dave Rummells,1
108,0,02101,Joey Sindelar,1
108,0,02106,Chris Smith,1
108,0,02115,Taylor Smith,1
108,0,07101,Dave Stockton Jr.,1
108,0,02159,Curtis Strange,1,1
108,0,06527,Steve Stricker,1
108,0,02239,Scott Verplank,1
108,0,02242,Lanny Wadkins,1
108,0,02267,D.A. Weibring,1
108,0,20396,Lee Westwood,1
108,0,02279,Mark Wiebe,1,1
108,0,02292,Bob Wolcott,1
108,0,02294,Willie Wood,1
