RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
136,0,20691,Greg Owen,11' 11",11.917,1,12,12
136,0,20160,Charlie Wi,11' 11",47.583,4,17,7
138,0,23353,J.J. Henry,11' 9",11.750,1,12,12
138,0,27302,Garth Mulroy,11' 9",58.833,5,27,3
140,0,22621,Ben Curtis,11' 7",23.083,2,19,4
140,0,28237,Rory McIlroy,11' 7",81.000,7,25,3
142,0,20098,Stuart Appleby,11' 6",22.917,2,12,11
142,0,22293,Heath Slocum,11' 6",34.417,3,17,7
144,0,01724,Jeff Maggert,11' 5",80.083,7,17,7
145,0,23718,Nathan Green,11' 3",33.667,3,16,8
145,0,06573,Brandt Jobe,11' 3",22.500,2,11,11
147,0,27436,Graham DeLaet,10' 11",65.583,6,34,5
148,0,19970,Robert Karlsson,10' 10",10.833,1,11,11
149,0,25396,Kevin Na,10' 2",10.167,1,10,10
150,0,29910,Blake Adams,10' 0",39.917,4,20,6
151,0,27141,J.B. Holmes,9' 11",69.417,7,21,5
152,0,27060,John Mallinger,9' 8",29.083,3,13,5
153,0,23135,Tim Clark,9' 6",38.083,4,14,6
153,0,30926,Chris Kirk,9' 6",76.167,8,19,2
155,0,29476,Kyle Reifers,9' 4",46.750,5,20,10"
156,0,20766,Padraig Harrington,9' 3",18.500,2,16,3
157,0,29518,Brendan Steele,9' 1",27.250,3,15,6
158,0,24361,Pat Perez,9' 0",17.917,2,13,5
159,0,27974,Sung Kang,8' 10",26.583,3,17,4
159,0,25457,Alexandre Rocha,8' 10",8.833,1,9,9
161,0,20572,Rod Pampling,8' 7",25.667,3,13,6
161,0,02206,David Toms,8' 7",17.083,2,15,2
163,0,23542,Tommy Biershenk,8' 6",16.917,2,10,7
163,0,26596,Ryan Moore,8' 6",51.083,6,15,2
165,0,23548,Bill Lunde,8' 4",33.417,4,16,3
166,0,28093,Miguel Angel Carballo,8' 1",24.250,3,12,5
167,0,27797,Derek Lamely,8' 0",15.917,2,11,5
168,0,06034,Marco Dawson,7' 11",15.833,2,12,4
169,0,21878,Mark Wilson,7' 9",38.667,5,15,2
170,0,26758,David Hearn,7' 2",14.333,2,8,7
171,0,06527,Steve Stricker,7' 0",13.917,2,11,3
172,0,26851,Marc Leishman,6' 9",13.417,2,8,6
173,0,24604,Hunter Haas,6' 8",19.917,3,9,5
174,0,23903,Stephen Gangluff,6' 6",12.917,2,13,2"
175,0,21350,Ryuji Imada,5' 11",5.917,1,6,6
176,0,23800,Bryce Molder,4' 11",4.917,1,5,5
177,0,12510,Chad Campbell,4' 8",9.250,2,7,3
178,0,27214,Kevin Streelman,4' 6",8.917,2,8,9"
179,0,24925,Jonathan Byrd,4' 5",13.167,3,5,4
180,0,34174,John Huh,2' 6",2.500,1,3,3
