RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
41,0,29518,Brendan Steele,8' 0",2831.917,355
52,0,33404,Chris Baker,8' 1",1644.833,204
52,0,12716,Charley Hoffman,8' 1",3152.167,390
52,0,48822,Sebastián Muñoz,8' 1",3748.583,466
52,0,46046,Scottie Scheffler,8' 1",3547.583,440
56,0,21209,Sergio Garcia,8' 2",2719.583,333
56,0,33410,Andrew Landry,8' 2",2861.083,349
56,0,23320,Ryan Palmer,8' 2",2952.167,362
56,0,29908,C.T. Pan,8' 2",2835.083,347
56,0,34431,Robert Streb,8' 2",3142.250,386
56,0,40006,Erik van Rooyen,8' 2",2931.083,360
56,0,47483,Will Zalatoris,8' 2",2797.250,342
63,0,51766,Wyndham Clark,8' 3",3360.083,409
63,0,25686,Jason Dufner,8' 3",3334.500,404
63,0,32791,K.H. Lee,8' 3",4424.083,537
63,0,27129,Luke List,8' 3",3164.083,383
63,0,33204,Shane Lowry,8' 3",2538.250,309
63,0,40042,Tyler McCumber,8' 3",2544.250,307
63,0,34046,Jordan Spieth,8' 3",3478.500,420
63,0,37189,Harold Varner III,8' 3",3178.667,385
71,0,39997,Corey Conners,8' 4",3563.917,428
71,0,29725,Tony Finau,8' 4",3087.250,370
71,0,32102,Rickie Fowler,8' 4",2936.500,354
71,0,34098,Russell Henley,8' 4",3200.917,383
71,0,49298,Kramer Hickok,8' 4",2452.000,295
71,0,35532,Tom Hoge,8' 4",4596.000,551
71,0,35461,Beau Hossler,8' 4",3011.750,362
71,0,27330,Josh Teater,8' 4",1310.417,157
71,0,30927,Brendon Todd,8' 4",3339.083,399
80,0,26300,Matt Jones,8' 5",3685.250,437
80,0,24140,Sean O'Hair,8' 5",1858.167,221
80,0,25493,Nick Taylor,8' 5",3860.500,460
80,0,23788,D.J. Trahan,8' 5",2108.583,251
80,0,27095,Nick Watney,8' 5",1778.833,212
80,0,47128,Richy Werenski,8' 5",3967.417,470
86,0,24357,K.J. Choi,8' 6",2121.667,250
86,0,30911,Tommy Fleetwood,8' 6",2224.750,263
86,0,27554,Scott Harrington,8' 6",3167.250,374
86,0,34363,Tyrrell Hatton,8' 6",2246.167,265
86,0,30925,Dustin Johnson,8' 6",2769.333,327
86,0,34466,Peter Malnati,8' 6",3281.250,387
86,0,25818,Scott Piercy,8' 6",3302.250,390
86,0,48081,Xander Schauffele,8' 6",2588.500,306
86,0,30692,Scott Stallings,8' 6",2931.917,344
86,0,25804,Bubba Watson,8' 6",2525.083,296
96,0,29268,Bronson Burgoon,8' 7",2503.333,291
96,0,24924,Bill Haas,8' 7",1487.917,173
96,0,46717,Viktor Hovland,8' 7",3028.750,352
96,0,24024,Zach Johnson,8' 7",3216.667,374
100,0,19803,Ryan Armour,8' 8",3066.667,353
100,0,46550,Brandon Hagy,8' 8",2809.833,323
100,0,27141,J.B. Holmes,8' 8",2289.583,265
100,0,29926,Danny Lee,8' 8",2708.000,312
100,0,22056,Cameron Percy,8' 8",2254.167,261
100,0,36699,Patrick Rodgers,8' 8",3524.750,408
100,0,39953,Chase Seiffert,8' 8",2504.833,290
100,0,31323,Gary Woodland,8' 8",2786.000,322
108,0,26499,Rafa Cabrera Bello,8' 9",3117.250,355
108,0,28089,Jason Day,8' 9",2577.083,294
108,0,32448,James Hahn,8' 9",2722.250,312
108,0,33597,Harry Higgs,8' 9",3659.917,417
108,0,36801,Mark Hubbard,8' 9",4474.750,512
108,0,39975,Michael Kim,8' 9",2812.500,320
108,0,29478,Kevin Kisner,8' 9",3333.583,380
108,0,28237,Rory McIlroy,8' 9",2916.250,333
108,0,35891,Cameron Smith,8' 9",3304.000,379
117,0,28420,Ryan Brehm,8' 10",1649.250,187
117,0,20229,Stewart Cink,8' 10",3105.417,353
117,0,47959,Bryson DeChambeau,8' 10",3088.167,348
117,0,25900,Lucas Glover,8' 10",3756.583,424
117,0,31646,Emiliano Grillo,8' 10",2738.750,311
117,0,27936,Martin Laird,8' 10",2934.583,333
117,0,33667,Carlos Ortiz,8' 10",3600.167,408
117,0,27556,Ted Potter Jr.,8' 10",2979.333,337
117,0,27214,Kevin Streelman,8' 10",3655.750,412
126,0,45609,Tyler Duncan,8' 11",4067.083,457
126,0,40098,Matt Fitzpatrick,8' 11",2783.667,312
126,0,32618,Rhein Gibson,8' 11",1939.667,218
126,0,32816,Satoshi Kodaira,8' 11",3103.750,348
126,0,36689,Brooks Koepka,8' 11",2313.083,260
126,0,46442,Maverick McNealy,8' 11",2989.750,336
126,0,36871,Matthew NeSmith,8' 11",3207.500,361
126,0,24138,Ian Poulter,8' 11",3108.417,348
126,0,46441,Robby Shelton,8' 11",3821.000,429
126,0,27649,Brandt Snedeker,8' 11",3656.333,409
126,0,23623,Bo Van Pelt,8' 11",2556.583,287
137,0,26758,David Hearn,9' 0",2230.083,248
137,0,34174,John Huh,9' 0",2684.833,299
137,0,23108,Matt Kuchar,9' 0",2786.250,310
137,0,45486,Joaquin Niemann,9' 0",4016.583,446
137,0,53165,Doc Redman,9' 0",3372.583,375
137,0,47347,Adam Schenk,9' 0",3708.333,412
137,0,27064,Jhonattan Vegas,9' 0",3025.000,335
137,0,32254,Xinjun Zhang,9' 0",2799.750,312
145,0,47504,Sam Burns,9' 1",3368.583,372
145,0,45157,Cam Davis,9' 1",4528.750,498
145,0,32662,Michael Gligic,9' 1",2917.667,320
145,0,33399,Adam Hadwin,9' 1",4243.333,468
145,0,32757,Patton Kizzire,9' 1",4146.083,455
145,0,35449,Adam Long,9' 1",3878.333,427
145,0,39324,J.J. Spaun,9' 1",2401.917,265
145,0,35617,Martin Trainer,9' 1",2952.333,324
145,0,51894,Vince Whaley,9' 1",2995.667,331
154,0,19846,Brian Gay,9' 2",3292.000,358
154,0,34563,Chesson Hadley,9' 2",2763.000,301
154,0,33490,Bo Hoag,9' 2",3314.500,360
154,0,39977,Max Homa,9' 2",3569.667,389
154,0,32640,Troy Merritt,9' 2",4172.750,456
154,0,49960,Sepp Straka,9' 2",3590.667,393
154,0,32150,Michael Thompson,9' 2",3363.417,367
161,0,34076,Joel Dahmen,9' 3",3370.833,365
161,0,35506,Mackenzie Hughes,9' 3",3983.667,430
163,0,26851,Marc Leishman,9' 4",3120.583,335
163,0,33486,Roger Sloan,9' 4",2894.500,310
165,0,46435,Austin Cook,9' 5",3477.083,370
165,0,27974,Sung Kang,9' 5",4081.917,434
165,0,32333,Kevin Tway,9' 5",2535.833,269
168,0,32139,Danny Willett,9' 6",1751.750,185
169,0,49771,J.T. Poston,9' 7",4388.583,457
170,0,01810,Phil Mickelson,9' 8",3349.750,346
170,0,48119,Ben Taylor,9' 8",1418.083,147
172,0,29479,Scott Brown,9' 9",3497.083,359
172,0,29420,Billy Horschel,9' 9",3645.167,374
172,0,22405,Justin Rose,9' 9",1980.500,203
175,0,32070,Rafael Campos,9' 10",2485.667,252
175,0,31557,Jim Herman,9' 10",3036.250,308
177,0,52372,Cameron Champ,9' 11",3479.250,351
177,0,29535,Brice Garnett,9' 11",3566.667,361
177,0,24502,Adam Scott,9' 11",2926.333,296
177,0,20396,Lee Westwood,9' 11",2862.750,288
181,0,35310,Lanto Griffin,10' 0",4422.250,442
181,0,39971,Sungjae Im,10' 0",5554.417,556
181,0,35104,Tom Lewis,10' 0",3813.333,381
184,0,30944,Jason Kokrak,10' 1",3691.083,365
184,0,34213,Grayson Murray,10' 1",2101.750,208
184,0,37275,Sam Ryder,10' 1",3512.083,347
184,0,25632,Jimmy Walker,10' 1",4161.250,414
188,0,23621,Rory Sabbatini,10' 2",3801.667,374
189,0,34314,Sebastian Cappelen,10' 4",2529.000,244
190,0,39546,Keith Mitchell,10' 5",3976.083,382
191,0,56278,Matthew Wolff,10' 7",2743.417,259
192,0,48887,Matt Wallace,10' 8",2326.500,218
193,0,56762,Will Gordon,10' 9",3685.000,343
194,0,35658,Kris Ventura,11' 2",3501.750,314
195,0,34264,Hudson Swafford,11' 8",3576.417,307
196,0,24781,Hunter Mahan,12' 3",3333.833,272
