RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
53,0,08385,Omar Uresti,6.45,66,1024,+0.061
54,0,08545,Glen Hnatiuk,6.44,45,699,+0.178
55,0,01457,Jay Haas,6.43,35,544,+0.286
56,0,02223,Bob Tway,6.42,59,919,E
57,0,01320,Bob Estes,6.35,70,1102,+0.114
58,0,01887,Mark O'Meara,6.29,45,715,+0.222
59,0,20645,John Senden,6.28,79,1257,+0.089
60,0,02246,Duffy Waldorf,6.26,62,990,+0.145
61,0,06575,Dudley Hart,6.24,63,1010,+0.270
62,0,01388,Robert Gamez,6.19,69,1114,+0.246
63,0,01473,Todd Hamilton,6.14,64,1042,+0.125
64,0,06573,Brandt Jobe,6.10,69,1132,+0.145
65,0,01127,Danny Briggs,6.09,52,854,+0.192
66,0,20502,Michael Long,6.05,54,892,+0.296
67,0,20472,Alex Cejka,6.04,58,961,+0.103
68,0,07867,Woody Austin,5.94,75,1262,+0.013
69,0,20634,Peter Lonard,5.88,54,918,+0.148
70,0,10962,Bradley Hughes,5.87,40,682,-0.025
71,0,25345,Carl Pettersson,5.86,76,1297,+0.105
72,0,01361,Dan Forsman,5.85,38,650,+0.211
73,0,19972,José Coceres,5.81,43,740,+0.465
74,0,07457,Steve Flesch,5.78,51,883,+0.157
75,0,10117,Bob Heintz,5.77,50,866,+0.380
75,0,20628,Arron Oberholser,5.77,41,710,+0.049
75,0,24502,Adam Scott,5.77,42,728,E
75,0,02239,Scott Verplank,5.77,53,918,+0.057
79,0,12680,Shigeki Maruyama,5.73,68,1186,+0.206
79,0,23621,Rory Sabbatini,5.73,48,838,+0.375
79,0,10425,Jay Williamson,5.73,37,646,+0.189
82,0,22621,Ben Curtis,5.69,39,686,+0.410
83,0,26758,David Hearn,5.65,48,850,+0.146
84,0,21806,Paul Gow,5.64,53,940,+0.283
85,0,01706,Davis Love III,5.63,44,781,+0.023
85,0,02104,Jeff Sluman,5.63,66,1172,+0.212
87,0,12454,Mario Tiziani,5.60,47,840,-0.021
88,0,01024,Billy Andrade,5.59,57,1020,E
88,0,21498,Hideto Tanihara,5.59,35,626,+0.629
90,0,10201,Matt Gogel,5.54,52,939,+0.327
91,0,19881,Robert Damron,5.53,61,1103,+0.164
92,0,20121,Todd Fischer,5.51,67,1216,+0.149
93,0,24507,Jason Bohn,5.49,62,1130,+0.048
94,0,10733,Kent Jones,5.47,67,1224,E
95,0,08993,Franklin Langham,5.46,58,1063,+0.138
95,0,20160,Charlie Wi,5.46,46,842,E
97,0,10860,Justin Leonard,5.41,41,758,+0.171
98,0,06373,José María Olazábal,5.40,31,574,+0.161
99,0,23614,Rich Beem,5.38,36,669,+0.222
100,0,21731,Freddie Jacobson,5.31,41,772,+0.244
101,0,01042,Paul Azinger,5.29,43,813,+0.395
101,0,12652,Cameron Beckman,5.29,62,1171,+0.194
103,0,23353,J.J. Henry,5.17,62,1200,+0.048
104,0,08123,Jeff Brehaut,5.14,45,876,+0.289
104,0,25240,D.A. Points,5.14,59,1147,+0.169
106,0,21633,Steve Allan,5.13,63,1227,+0.222
106,0,06595,Kevin Sutherland,5.13,53,1034,+0.075
108,0,20498,Briny Baird,5.09,63,1238,+0.063
108,0,06515,Shaun Micheel,5.09,45,884,+0.267
110,0,20850,Daniel Chopra,5.07,65,1283,+0.108
111,0,23325,Vaughn Taylor,5.05,63,1248,+0.143
112,0,23983,Luke Donald,5.00,28,560,-0.036
113,0,01707,Steve Lowery,4.99,60,1203,+0.350
114,0,23409,James Driscoll,4.97,43,866,+0.186
114,0,01948,Tim Petrovic,4.97,55,1106,+0.164
116,0,24604,Hunter Haas,4.95,50,1010,+0.120
117,0,21407,Arjun Atwal,4.94,42,850,+0.238
118,0,10585,Scott McCarron,4.88,41,841,+0.244
119,0,01766,Billy Mayfair,4.82,68,1412,+0.074
120,0,20548,Hidemichi Tanaka,4.80,63,1312,+0.127
121,0,24361,Pat Perez,4.79,49,1022,+0.102
121,0,10912,Craig Perks,4.79,39,814,+0.256
123,0,12826,Paul Claxton,4.78,44,921,+0.068
123,0,20094,Jonathan Kaye,4.78,43,899,-0.163
125,0,12782,Tim Herron,4.76,51,1072,E
126,0,06034,Marco Dawson,4.69,51,1088,+0.098
127,0,20098,Stuart Appleby,4.65,41,882,+0.049
127,0,20157,Retief Goosen,4.65,28,602,+0.071
129,0,28088,Matt Davidson,4.60,32,696,+0.125
130,0,02214,Kirk Triplett,4.55,28,615,+0.071
131,0,22293,Heath Slocum,4.54,57,1255,+0.140
132,0,21959,Ted Purdy,4.51,63,1396,+0.254
133,0,02106,Chris Smith,4.48,53,1184,+0.113
134,0,08075,Jerry Kelly,4.46,47,1054,+0.064
135,0,23552,Hank Kuehne,4.44,46,1036,+0.478
136,0,22405,Justin Rose,4.39,54,1230,+0.148
137,0,20378,Mathias Grönberg,4.36,34,780,+0.265
138,0,06599,John Elliott,4.34,31,714,+0.355
138,0,01685,J.L. Lewis,4.34,49,1128,+0.020
140,0,20572,Rod Pampling,4.33,42,971,+0.048
141,0,01797,Rocco Mediate,4.31,39,905,+0.154
142,0,01723,Andrew Magee,4.29,42,979,+0.262
143,0,20812,Tjaart van der Walt,4.26,32,752,+0.188
144,0,24781,Hunter Mahan,4.25,55,1294,+0.400
144,0,22046,Geoff Ogilvy,4.25,44,1036,+0.205
146,0,08725,Tom Gillis,4.21,40,950,+0.125
147,0,20474,Phillip Price,4.20,37,880,+0.189
148,0,20691,Greg Owen,4.18,41,980,+0.341
148,0,23320,Ryan Palmer,4.18,47,1125,+0.447
150,0,01677,Tom Lehman,4.17,29,696,+0.241
151,0,01161,Mark Calcavecchia,4.15,44,1060,+0.318
152,0,24227,Justin Bolli,4.14,34,822,+0.324
153,0,24925,Jonathan Byrd,4.13,54,1306,+0.296
153,0,08793,Tiger Woods,4.13,32,774,+0.031
155,0,20396,Lee Westwood,4.11,19,462,+0.316
156,0,06621,Joe Durant,4.10,39,952,+0.333
157,0,01553,John Huston,4.09,45,1101,+0.200
158,0,20663,Brenden Pappas,4.08,28,686,+0.393
159,0,01945,Kenny Perry,4.07,34,835,-0.118
160,0,24024,Zach Johnson,4.04,47,1164,+0.255
161,0,06332,Neal Lancaster,4.03,48,1190,+0.208
161,0,24140,Sean O'Hair,4.03,48,1190,+0.083
163,0,23135,Tim Clark,4.02,36,896,+0.278
163,0,23623,Bo Van Pelt,4.02,52,1293,-0.019
165,0,06251,Chris DiMarco,4.00,33,824,+0.212
166,0,21949,Joe Ogilvie,3.94,43,1090,+0.116
167,0,11032,Frank Lickliter II,3.93,47,1196,+0.234
168,0,08931,Glen Day,3.91,40,1022,+0.275
168,0,01941,Tom Pernice Jr.,3.91,48,1229,+0.271
170,0,23497,Tag Ridings,3.88,45,1161,+0.222
170,0,27095,Nick Watney,3.88,43,1108,+0.279
172,0,24912,Will MacKenzie,3.80,36,948,E
173,0,21753,Brian Davis,3.64,32,880,+0.063
174,0,24980,Scott Gutschewski,3.61,36,996,+0.056
175,0,07749,Brett Quigley,3.58,42,1174,+0.381
176,0,22913,John Rollins,3.57,41,1149,+0.244
177,0,20766,Padraig Harrington,3.55,20,564,+0.350
178,0,19824,Craig Barlow,3.52,31,880,+0.129
179,0,22295,Darron Stiles,3.51,34,968,+0.029
180,0,21961,Charles Howell III,3.49,35,1004,+0.086
180,0,23349,Charles Warren,3.49,39,1117,+0.103
182,0,23725,Brendan Jones,3.46,35,1012,+0.171
183,0,20099,Doug Barron,3.45,31,898,+0.097
184,0,21209,Sergio Garcia,3.42,25,732,E
185,0,24357,K.J. Choi,3.31,25,755,+0.160
186,0,21350,Ryuji Imada,3.24,30,926,+0.100
187,0,26287,Roland Thatcher,2.99,28,938,+0.214
188,0,10885,Robert Allenby,2.97,30,1009,-0.100
189,0,25900,Lucas Glover,2.93,32,1092,+0.313
190,0,23063,Scott Hend,2.90,26,898,+0.385
191,0,20433,Mark Hensby,2.88,20,694,+0.550
191,0,23322,Brett Wetterich,2.88,27,938,+0.407
193,0,01226,Fred Couples,2.82,17,603,+0.235
194,0,26679,Kevin Stadler,2.79,32,1146,+0.219
195,0,01810,Phil Mickelson,2.72,19,698,-0.053
196,0,21805,Harrison Frazar,2.70,35,1298,+0.143
197,0,01724,Jeff Maggert,2.63,22,836,+0.136
198,0,02206,David Toms,2.60,23,886,+0.217
199,0,01927,Dennis Paulson,2.56,20,782,+0.500
200,0,01249,John Daly,2.42,19,784,+0.053
201,0,23788,D.J. Trahan,2.14,21,982,+0.476
202,0,06567,Vijay Singh,1.55,19,1224,+0.105
