RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
62,0,33419,Cameron Tringale,2.465,268.1,108.732,78,0212302693
62,0,23623,Bo Van Pelt,2.465,276.3,112.066,59,0226102744
62,0,21878,Mark Wilson,2.465,264.0,107.136,69,0224902769
66,0,29720,Andres Gonzales,2.464,285.3,115.789,72,0211902778
67,0,40026,Daniel Berger,2.460,293.8,119.443,48,0217302647
67,0,20766,Padraig Harrington,2.460,280.4,113.974,42,0219002630
69,0,29289,S.Y. Noh,2.459,288.5,117.334,47,0223202714
69,0,23621,Rory Sabbatini,2.459,274.7,111.734,61,0214902730
69,0,27649,Brandt Snedeker,2.459,272.2,110.680,77,0222202698
72,0,27644,Brian Harman,2.457,270.8,110.219,67,0220002664
73,0,29535,Brice Garnett,2.456,271.8,110.672,63,0212002809
74,0,27895,Jonas Blixt,2.455,273.7,111.478,47,0216202624
74,0,27963,Chris Stroud,2.455,267.9,109.137,59,0218702672
76,0,31560,Brian Stuard,2.454,261.1,106.396,78,0214002862
77,0,29479,Scott Brown,2.453,273.9,111.647,69,0211802684
78,0,24925,Jonathan Byrd,2.452,274.0,111.749,44,0203802605
78,0,01810,Phil Mickelson,2.452,289.5,118.089,45,0212202824
80,0,20472,Alex Cejka,2.451,265.1,108.158,70,0218902625
80,0,23353,J.J. Henry,2.451,278.7,113.723,60,0213302662
82,0,26329,Louis Oosthuizen,2.450,280.6,114.521,39,0223602723
83,0,24502,Adam Scott,2.449,295.5,120.676,24,0217702627
84,0,26851,Marc Leishman,2.448,282.8,115.526,48,0219802685
84,0,26596,Ryan Moore,2.448,266.5,108.877,59,0211702651
84,0,25240,D.A. Points,2.448,272.4,111.282,41,0220802680
87,0,29478,Kevin Kisner,2.447,271.8,111.097,91,0205502666
87,0,31193,Jim Renner,2.447,273.1,111.624,50,0225002645
89,0,34174,John Huh,2.446,266.8,109.077,94,0211202737
90,0,28475,Jeff Overton,2.445,269.4,110.181,66,0208402663
90,0,25349,Tim Wilkinson,2.445,263.4,107.739,53,0229802706
92,0,22892,Jason Gore,2.443,275.0,112.597,53,0217002683
92,0,26951,Johnson Wagner,2.443,275.8,112.881,39,0215402615
92,0,25804,Bubba Watson,2.443,301.8,123.522,46,0224302733
95,0,37454,Whee Kim,2.441,272.4,111.595,38,0221802677
95,0,30926,Chris Kirk,2.441,270.7,110.903,50,0207002724
97,0,29476,Kyle Reifers,2.440,273.0,111.901,69,0219402758
98,0,12510,Chad Campbell,2.439,268.4,110.056,83,0217102678
98,0,32200,Roberto Castro,2.439,268.2,109.968,29,0219702604
98,0,32366,Kevin Chappell,2.439,289.0,118.472,48,0211402628
98,0,30852,Ryo Ishikawa,2.439,281.8,115.539,70,0204802685
102,0,29725,Tony Finau,2.438,302.7,124.140,71,0215702774
102,0,34261,Scott Langley,2.438,268.3,110.066,68,0216102702
104,0,25274,Steven Bowditch,2.437,286.7,117.650,78,0212102726
104,0,10860,Justin Leonard,2.437,253.9,104.181,54,0219202736
106,0,33418,Shawn Stefani,2.436,284.5,116.806,80,0216402684
107,0,28307,Matt Every,2.435,276.3,113.479,54,0219202655
107,0,33399,Adam Hadwin,2.435,279.2,114.656,78,0211102731
109,0,34098,Russell Henley,2.434,283.5,116.511,62,0216402663
110,0,25369,Jamie Donaldson,2.433,279.2,114.728,39,0199402619
110,0,29221,Webb Simpson,2.433,271.6,111.643,57,0225402671
110,0,27770,Camilo Villegas,2.433,275.2,113.139,57,0211702645
113,0,24494,Erik Compton,2.432,272.7,112.122,64,0220902688
113,0,25191,Gonzalo Fernandez-Castaño,2.432,278.7,114.575,56,0218102613
113,0,25900,Lucas Glover,2.432,282.9,116.327,63,0225702618
116,0,28132,Tyrone Van Aswegen,2.430,273.4,112.524,32,0221802583
117,0,34262,Jon Curran,2.427,257.6,106.147,63,0218802615
118,0,27933,John Merrick,2.425,265.1,109.333,50,0220802620
119,0,30927,Brendon Todd,2.424,258.9,106.797,72,0214702669
119,0,25892,Steve Wheatcroft,2.424,271.4,111.922,74,0204802654
121,0,20691,Greg Owen,2.423,278.8,115.095,43,0219002601
121,0,27214,Kevin Streelman,2.423,274.2,113.201,73,0213002644
123,0,39977,Max Homa,2.420,284.1,117.382,54,0216602708
123,0,36801,Mark Hubbard,2.420,268.8,111.059,53,0218702598
125,0,31416,Derek Fathauer,2.419,270.8,111.948,60,0217002638
125,0,10809,Jim Furyk,2.419,264.2,109.207,44,0218102624
125,0,35541,John Peterson,2.419,272.0,112.439,81,0218502694
128,0,28500,Martin Flores,2.418,286.6,118.525,80,0190002650
128,0,26289,Boo Weekley,2.418,274.5,113.552,50,0204202638
130,0,24138,Ian Poulter,2.417,269.9,111.673,43,0220802652
130,0,34264,Hudson Swafford,2.417,293.2,121.318,68,0207702669
130,0,31323,Gary Woodland,2.417,292.5,121.041,47,0206902815
133,0,23983,Luke Donald,2.416,265.2,109.763,45,0217002694
133,0,20396,Lee Westwood,2.416,280.4,116.038,33,0199802558
135,0,34130,Sung Joon Park,2.413,268.7,111.375,54,0215902602
136,0,35532,Tom Hoge,2.411,278.3,115.455,58,0221002623
136,0,36689,Brooks Koepka,2.411,295.5,122.568,62,0205102661
138,0,34265,Will Wilcox,2.410,281.2,116.686,32,0213702594
139,0,25364,Paul Casey,2.408,282.4,117.301,51,0220802622
139,0,21961,Charles Howell III,2.408,287.1,119.225,85,0209802640
141,0,08075,Jerry Kelly,2.406,256.8,106.752,58,0211802648
142,0,28259,Sangmoon Bae,2.405,273.0,113.509,77,0212502660
142,0,31557,Jim Herman,2.405,276.6,115.025,65,0217402660
144,0,26331,Charl Schwartzel,2.404,281.6,117.165,34,0211602780
144,0,25834,Daniel Summerhays,2.404,265.2,110.301,68,0206402600
146,0,25198,Francesco Molinari,2.402,265.4,110.475,39,0228202548
147,0,28679,Fabián Gómez,2.401,268.2,111.682,67,0217002582
148,0,34256,Andrew Putnam,2.400,267.2,111.349,49,0219702786
149,0,20229,Stewart Cink,2.399,281.8,117.450,50,0210102668
150,0,26300,Matt Jones,2.398,279.0,116.360,58,0217602598
150,0,32640,Troy Merritt,2.398,273.5,114.038,64,0212302651
152,0,24507,Jason Bohn,2.397,259.7,108.350,85,0213302583
152,0,20593,Greg Chalmers,2.397,263.5,109.921,37,0217202531
154,0,23800,Bryce Molder,2.396,260.1,108.543,77,0215102591
155,0,32334,Charlie Beljan,2.394,297.1,124.073,48,0216502673
155,0,29222,Billy Hurley III,2.394,259.5,108.407,58,0213502588
157,0,34431,Robert Streb,2.392,279.2,116.699,93,0213202666
157,0,29425,Andrew Svoboda,2.392,270.3,113.023,61,0206402662
159,0,33122,Russell Knox,2.391,263.2,110.116,82,0209902608
159,0,28023,Byron Smith,2.391,275.9,115.395,29,0209902589
161,0,25720,Chad Collins,2.387,261.5,109.577,62,0218002566
162,0,30711,Colt Knost,2.386,255.2,106.986,76,0210502625
162,0,35451,Scott Pinckney,2.386,277.8,116.426,64,0220302644
164,0,40058,Zac Blair,2.384,258.9,108.616,85,0211302699
165,0,27095,Nick Watney,2.382,281.4,118.171,67,0205302592
166,0,27064,Jhonattan Vegas,2.376,291.0,122.495,58,0212502628
167,0,23638,Brendon de Jonge,2.374,269.6,113.569,92,0209302605
167,0,21209,Sergio Garcia,2.374,284.6,119.897,36,0202702642
169,0,28486,Michael Putnam,2.370,276.7,116.763,56,0214602580
170,0,23048,Eric Axley,2.365,269.5,113.951,40,0211002566
171,0,34360,Patrick Reed,2.364,278.3,117.752,65,0212902585
172,0,27466,Spencer Levin,2.362,261.5,110.691,81,0203702602
173,0,25686,Jason Dufner,2.359,264.0,111.906,47,0213802641
173,0,37273,Derek Ernst,2.359,282.3,119.696,59,0210002564
175,0,33413,Ben Martin,2.355,269.4,114.416,73,0218402559
175,0,31202,William McGirt,2.355,262.8,111.591,91,0207802549
177,0,24490,George McNeill,2.349,271.4,115.559,65,0213002590
178,0,25396,Kevin Na,2.344,263.8,112.552,63,0209702655
179,0,24361,Pat Perez,2.338,268.8,114.959,72,0203002553
180,0,21528,Henrik Stenson,2.328,283.6,121.810,21,0209502505
181,0,20645,John Senden,2.321,275.8,118.848,51,0200102660
182,0,20104,Ken Duke,2.318,255.5,110.222,66,0214902557
183,0,34358,Jonathan Randolph,2.309,265.0,114.779,51,0208502537
184,0,24846,Ricky Barnes,2.266,268.0,118.291,42,0195002486
