RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
58,0,30852,Ryo Ishikawa,115.58,1051756,91
59,0,28023,Byron Smith,115.48,496580,43
60,0,35532,Tom Hoge,115.37,784515,68
61,0,33667,Carlos Ortiz,115.32,1141646,99
62,0,20691,Greg Owen,115.24,576212,50
63,0,25818,Scott Piercy,115.20,990750,86
64,0,24361,Pat Perez,115.12,1024585,89
65,0,23320,Ryan Palmer,115.11,759698,66
66,0,31557,Jim Herman,114.98,977295,85
67,0,34358,Jonathan Randolph,114.89,746816,65
68,0,30692,Scott Stallings,114.85,620211,54
69,0,25191,Gonzalo Fernandez-Castaño,114.82,769326,67
70,0,33486,Roger Sloan,114.69,481703,42
71,0,33399,Adam Hadwin,114.67,1054967,92
72,0,25369,Jamie Donaldson,114.63,515830,45
73,0,26329,Louis Oosthuizen,114.57,515559,45
74,0,24140,Sean O'Hair,114.51,870259,76
75,0,33413,Ben Martin,114.46,1053001,92
76,0,32839,Hideki Matsuyama,114.39,983742,86
77,0,25562,Andres Romero,114.14,570707,50
78,0,32448,James Hahn,114.12,901511,79
79,0,32640,Troy Merritt,114.09,958343,84
80,0,29223,Sam Saunders,114.08,821377,72
81,0,20766,Padraig Harrington,114.07,650203,57
82,0,22046,Geoff Ogilvy,114.01,467422,41
83,0,23048,Eric Axley,113.96,547013,48
84,0,20157,Retief Goosen,113.85,831103,73
85,0,23353,J.J. Henry,113.84,831032,73
86,0,33461,Morgan Hoffmann,113.63,897661,79
87,0,23638,Brendon de Jonge,113.62,1181629,104
87,0,28307,Matt Every,113.62,806696,71
89,0,28259,Sangmoon Bae,113.53,1101231,97
90,0,26289,Boo Weekley,113.44,726025,64
91,0,29420,Billy Horschel,113.38,986395,87
92,0,26951,Johnson Wagner,113.33,634674,56
93,0,27214,Kevin Streelman,113.32,929228,82
94,0,27770,Camilo Villegas,113.03,960794,85
95,0,01706,Davis Love III,112.89,485433,43
96,0,29425,Andrew Svoboda,112.86,846448,75
97,0,34046,Jordan Spieth,112.79,778278,69
98,0,22892,Jason Gore,112.76,721684,64
99,0,25396,Kevin Na,112.65,912444,81
100,0,28132,Tyrone Van Aswegen,112.63,428004,38
101,0,32150,Michael Thompson,112.56,956788,85
102,0,35541,John Peterson,112.52,1057659,94
103,0,25686,Jason Dufner,112.30,628860,56
104,0,24494,Erik Compton,112.23,931527,83
105,0,23623,Bo Van Pelt,112.21,841570,75
106,0,24924,Bill Haas,112.20,897572,80
107,0,06567,Vijay Singh,112.19,841445,75
108,0,24781,Hunter Mahan,112.11,840835,75
109,0,34563,Chesson Hadley,112.04,1030793,92
109,0,22056,Cameron Percy,112.04,784246,70
111,0,35545,Blayne Barber,112.00,772807,69
112,0,31416,Derek Fathauer,111.96,806082,72
112,0,25892,Steve Wheatcroft,111.96,1018840,91
114,0,29476,Kyle Reifers,111.94,884322,79
115,0,29479,Scott Brown,111.87,950898,85
116,0,28679,Fabián Gómez,111.86,850132,76
117,0,24925,Jonathan Byrd,111.84,626308,56
118,0,24138,Ian Poulter,111.80,603736,54
119,0,25345,Carl Pettersson,111.76,1173475,105
120,0,37454,Whee Kim,111.74,625719,56
121,0,31193,Jim Renner,111.62,647408,58
121,0,23621,Rory Sabbatini,111.62,825974,74
123,0,29221,Webb Simpson,111.60,803504,72
124,0,31202,William McGirt,111.54,1271596,114
125,0,25493,Nick Taylor,111.51,1025877,92
126,0,34130,Sung Joon Park,111.47,746829,67
127,0,27895,Jonas Blixt,111.36,645904,58
128,0,34256,Andrew Putnam,111.35,690381,62
129,0,36801,Mark Hubbard,111.16,744757,67
130,0,29478,Kevin Kisner,111.11,1244450,112
131,0,35539,Luke Guthrie,111.00,910174,82
131,0,25240,D.A. Points,111.00,654914,59
133,0,30736,Oscar Fraustro,110.83,476558,43
134,0,27466,Spencer Levin,110.77,1085538,98
135,0,29535,Brice Garnett,110.70,808083,73
136,0,30926,Chris Kirk,110.67,730425,66
136,0,27649,Brandt Snedeker,110.67,1040298,94
138,0,06522,Ernie Els,110.54,420064,38
139,0,23108,Matt Kuchar,110.53,983677,89
140,0,25198,Francesco Molinari,110.49,552432,50
141,0,25834,Daniel Summerhays,110.42,927498,84
142,0,34409,David Lingmerth,110.38,949262,86
143,0,27644,Brian Harman,110.24,926038,84
144,0,33122,Russell Knox,110.22,1102245,100
145,0,20104,Ken Duke,110.20,1002852,91
146,0,12510,Chad Campbell,110.19,1112924,101
147,0,28780,Nicholas Thompson,110.15,947308,86
148,0,28475,Jeff Overton,110.11,946950,86
149,0,20593,Greg Chalmers,110.02,495100,45
149,0,34261,Scott Langley,110.02,913140,83
151,0,10885,Robert Allenby,109.97,659838,60
152,0,32200,Roberto Castro,109.80,428217,39
153,0,23548,Bill Lunde,109.68,449688,41
154,0,23983,Luke Donald,109.64,559142,51
155,0,25720,Chad Collins,109.60,800086,73
156,0,29926,Danny Lee,109.56,1227108,112
157,0,27933,John Merrick,109.44,711358,65
158,0,26476,Chez Reavie,109.32,655927,60
159,0,10809,Jim Furyk,109.28,579209,53
160,0,27963,Chris Stroud,109.22,786418,72
161,0,34174,John Huh,109.06,1199673,110
162,0,26596,Ryan Moore,108.89,740437,68
163,0,40058,Zac Blair,108.72,1130691,104
164,0,33419,Cameron Tringale,108.67,967120,89
165,0,23800,Bryce Molder,108.64,934274,86
166,0,20472,Alex Cejka,108.52,911552,84
167,0,24507,Jason Bohn,108.49,1095715,101
168,0,29222,Billy Hurley III,108.47,802651,74
169,0,26758,David Hearn,107.95,1025535,95
170,0,24024,Zach Johnson,107.74,926573,86
171,0,25349,Tim Wilkinson,107.69,646150,60
172,0,21878,Mark Wilson,107.25,890212,83
173,0,30711,Colt Knost,107.19,954023,89
174,0,24357,K.J. Choi,107.02,631424,59
175,0,08075,Jerry Kelly,106.85,769339,72
176,0,30927,Brendon Todd,106.80,875796,82
177,0,31560,Brian Stuard,106.31,1009947,95
178,0,34262,Jon Curran,106.17,775070,73
179,0,20771,Steven Alker,106.13,626160,59
180,0,21753,Brian Davis,105.49,896689,85
181,0,23541,Ben Crane,104.59,564799,54
182,0,10860,Justin Leonard,104.11,655876,63
183,0,22293,Heath Slocum,103.60,455819,44
184,0,02206,David Toms,101.87,631588,62
