RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
81,0,24494,Erik Compton,172,120,52
82,0,35451,Scott Pinckney,173,85,88
83,0,29420,Billy Horschel,180,51,129
84,0,28092,D.H. Lee,183,91,92
85,0,30925,Dustin Johnson,188,79,109
85,0,34261,Scott Langley,188,102,86
87,0,32448,James Hahn,189,64,125
87,0,29289,S.Y. Noh,189,55,134
87,0,29518,Brendan Steele,189,87,102
90,0,20848,Ángel Cabrera,191,60,131
90,0,32102,Rickie Fowler,191,76,115
92,0,32640,Troy Merritt,193,117,76
93,0,28132,Tyrone Van Aswegen,194,81,113
94,0,26289,Boo Weekley,198,153,45
95,0,23983,Luke Donald,199,90,109
95,0,10213,Dicky Pride,199,144,55
97,0,20104,Ken Duke,200,133,67
97,0,34098,Russell Henley,200,104,96
99,0,29461,Jamie Lovemark,201,43,158
99,0,31202,William McGirt,201,107,94
99,0,33419,Cameron Tringale,201,99,102
102,0,24358,Robert Garrigus,202,62,140
103,0,08075,Jerry Kelly,203,132,71
103,0,29221,Webb Simpson,203,98,105
105,0,24502,Adam Scott,204,109,95
106,0,33418,Shawn Stefani,206,91,115
107,0,32757,Patton Kizzire,207,78,129
108,0,45526,Abraham Ancer,211,137,74
109,0,21878,Mark Wilson,213,124,89
110,0,20098,Stuart Appleby,214,94,120
111,0,12716,Charley Hoffman,219,72,147
112,0,37455,Si Woo Kim,222,121,101
112,0,34466,Peter Malnati,222,117,105
114,0,32618,Rhein Gibson,225,76,149
115,0,31646,Emiliano Grillo,229,148,81
115,0,30927,Brendon Todd,229,127,102
117,0,21961,Charles Howell III,235,124,111
117,0,30110,Kyle Stanley,235,111,124
119,0,10809,Jim Furyk,236,175,61
119,0,29476,Kyle Reifers,236,121,115
121,0,25892,Steve Wheatcroft,240,148,92
122,0,40058,Zac Blair,245,140,105
122,0,12510,Chad Campbell,245,155,90
122,0,29720,Andres Gonzales,245,107,138
125,0,33122,Russell Knox,246,165,81
125,0,26329,Louis Oosthuizen,246,135,111
127,0,24924,Bill Haas,248,97,151
128,0,30163,Henrik Norlander,250,128,122
129,0,32200,Roberto Castro,251,126,125
130,0,27747,Hiroshi Iwata,254,115,139
131,0,27129,Luke List,256,102,154
132,0,46440,Smylie Kaufman,260,99,161
133,0,32366,Kevin Chappell,261,115,146
133,0,23638,Brendon de Jonge,261,156,105
135,0,33399,Adam Hadwin,262,112,150
136,0,25900,Lucas Glover,263,141,122
136,0,28679,Fabián Gómez,263,142,121
138,0,29222,Billy Hurley III,265,121,144
138,0,27214,Kevin Streelman,265,112,153
140,0,22371,Aaron Baddeley,266,110,156
141,0,25686,Jason Dufner,269,170,99
141,0,27466,Spencer Levin,269,172,97
143,0,30711,Colt Knost,271,172,99
144,0,25720,Chad Collins,275,150,125
145,0,25572,Graeme McDowell,276,158,118
146,0,33413,Ben Martin,278,142,136
146,0,37189,Harold Varner III,278,105,173
148,0,26331,Charl Schwartzel,279,137,142
149,0,35891,Cameron Smith,280,133,147
150,0,26851,Marc Leishman,281,112,169
151,0,23800,Bryce Molder,285,167,118
151,0,25198,Francesco Molinari,285,152,133
153,0,35532,Tom Hoge,288,146,142
154,0,29725,Tony Finau,291,128,163
155,0,27436,Graham DeLaet,294,128,166
156,0,34265,Will Wilcox,295,161,134
157,0,35300,Andrew Loupe,296,119,177
158,0,20229,Stewart Cink,300,163,137
159,0,36801,Mark Hubbard,301,136,165
159,0,20691,Greg Owen,301,156,145
159,0,28114,Dawie van der Walt,301,146,155
162,0,22046,Geoff Ogilvy,302,144,158
163,0,31557,Jim Herman,303,171,132
164,0,34264,Hudson Swafford,306,137,169
165,0,31323,Gary Woodland,307,131,176
166,0,25834,Daniel Summerhays,309,169,140
167,0,34262,Jon Curran,319,153,166
168,0,34431,Robert Streb,321,159,162
169,0,20572,Rod Pampling,323,172,151
170,0,06527,Steve Stricker,325,161,164
171,0,25364,Paul Casey,326,168,158
172,0,27942,Rob Oppenheim,331,150,181
173,0,36689,Brooks Koepka,339,164,175
174,0,34360,Patrick Reed,340,166,174
175,0,29974,Branden Grace,341,185,156
176,0,26300,Matt Jones,342,159,183
177,0,27064,Jhonattan Vegas,345,177,168
178,0,25274,Steven Bowditch,346,175,171
179,0,25396,Kevin Na,351,180,171
180,0,21731,Freddie Jacobson,357,179,178
181,0,37273,Derek Ernst,360,178,182
181,0,20645,John Senden,360,181,179
183,0,24490,George McNeill,361,181,180
184,0,24846,Ricky Barnes,366,183,183
185,0,21209,Sergio Garcia,369,184,185
