RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
86,0,32876,Martin Piller,2553.2,99576,39
87,0,30926,Chris Kirk,2553.1,173612,68
88,0,31646,Emiliano Grillo,2552.4,155697,61
89,0,27129,Luke List,2548.0,135043,53
90,0,37455,Si Woo Kim,2543.2,213632,84
91,0,34466,Peter Malnati,2542.5,134754,53
92,0,25804,Bubba Watson,2541.1,91479,36
93,0,33667,Carlos Ortiz,2540.3,124476,49
94,0,27963,Chris Stroud,2538.4,142149,56
95,0,34099,Harris English,2538.0,152277,60
96,0,31560,Brian Stuard,2534.6,139404,55
97,0,20766,Padraig Harrington,2531.8,91146,36
98,0,27141,J.B. Holmes,2530.2,116387,46
99,0,23800,Bryce Molder,2526.9,166774,66
100,0,30927,Brendon Todd,2521.2,128581,51
101,0,20229,Stewart Cink,2520.6,98305,39
102,0,39975,Michael Kim,2520.1,183964,73
103,0,30944,Jason Kokrak,2516.5,148473,59
104,0,35545,Blayne Barber,2514.1,158386,63
105,0,26289,Boo Weekley,2511.0,175772,70
106,0,25892,Steve Wheatcroft,2510.9,140609,56
107,0,29926,Danny Lee,2510.4,168196,67
108,0,32757,Patton Kizzire,2509.3,158086,63
109,0,31323,Gary Woodland,2500.4,125021,50
110,0,28237,Rory McIlroy,2494.8,104782,42
111,0,25834,Daniel Summerhays,2494.6,172129,69
112,0,29745,Tyler Aldridge,2493.5,132154,53
113,0,31416,Derek Fathauer,2486.6,174059,70
114,0,29268,Bronson Burgoon,2484.4,109315,44
115,0,24494,Erik Compton,2483.2,91878,37
116,0,27936,Martin Laird,2482.4,139017,56
117,0,30163,Henrik Norlander,2481.3,116620,47
118,0,31557,Jim Herman,2481.0,136453,55
119,0,20472,Alex Cejka,2476.5,101536,41
120,0,35879,Kelly Kraft,2475.5,89119,36
121,0,08075,Jerry Kelly,2474.7,121258,49
122,0,12510,Chad Campbell,2472.6,170606,69
123,0,29221,Webb Simpson,2466.6,123328,50
124,0,33461,Morgan Hoffmann,2463.5,133029,54
125,0,40058,Zac Blair,2462.4,157595,64
126,0,26329,Louis Oosthuizen,2457.4,88465,36
127,0,29476,Kyle Reifers,2452.6,213380,87
128,0,25364,Paul Casey,2439.4,117090,48
129,0,36699,Patrick Rodgers,2437.4,141370,58
130,0,24357,K.J. Choi,2431.8,136182,56
131,0,29485,Brett Stegmaier,2426.3,157707,65
132,0,33448,Justin Thomas,2423.1,135692,56
133,0,10885,Robert Allenby,2422.6,87214,36
134,0,27974,Sung Kang,2421.8,128357,53
135,0,29518,Brendan Steele,2419.9,123413,51
136,0,33141,Keegan Bradley,2418.1,118488,49
137,0,40026,Daniel Berger,2417.3,149873,62
138,0,29478,Kevin Kisner,2413.0,159257,66
139,0,27895,Jonas Blixt,2412.0,151956,63
140,0,23541,Ben Crane,2410.8,147057,61
141,0,25818,Scott Piercy,2407.7,134830,56
142,0,25686,Jason Dufner,2406.0,170825,71
143,0,27770,Camilo Villegas,2398.6,172697,72
144,0,32448,James Hahn,2398.5,134316,56
145,0,37189,Harold Varner III,2396.8,165377,69
146,0,26951,Johnson Wagner,2394.6,174808,73
147,0,24140,Sean O'Hair,2389.9,162513,68
148,0,23353,J.J. Henry,2388.6,138541,58
149,0,28475,Jeff Overton,2382.0,133391,56
150,0,26476,Chez Reavie,2380.8,166654,70
151,0,30110,Kyle Stanley,2380.7,169030,71
152,0,30692,Scott Stallings,2372.2,123355,52
153,0,21878,Mark Wilson,2371.8,106733,45
154,0,25349,Tim Wilkinson,2369.6,94784,40
155,0,23325,Vaughn Taylor,2357.8,150896,64
156,0,02206,David Toms,2355.9,127220,54
157,0,23621,Rory Sabbatini,2346.9,61020,26
158,0,25900,Lucas Glover,2346.5,168947,72
159,0,25632,Jimmy Walker,2344.2,138309,59
160,0,25240,D.A. Points,2341.7,60885,26
161,0,37454,Whee Kim,2338.3,133282,57
162,0,24781,Hunter Mahan,2336.3,109805,47
163,0,22405,Justin Rose,2332.9,76987,33
164,0,28132,Tyrone Van Aswegen,2332.6,149286,64
165,0,34261,Scott Langley,2324.8,97643,42
166,0,35732,Wes Roach,2323.0,95241,41
167,0,29479,Scott Brown,2322.4,155603,67
168,0,31420,Anirban Lahiri,2316.5,101924,44
169,0,34174,John Huh,2311.9,171080,74
170,0,26596,Ryan Moore,2292.8,130688,57
171,0,29223,Sam Saunders,2287.3,89205,39
172,0,24024,Zach Johnson,2284.7,137080,60
173,0,34046,Jordan Spieth,2268.7,106627,47
174,0,25493,Nick Taylor,2255.5,128564,57
175,0,23320,Ryan Palmer,2254.3,142018,63
176,0,33410,Andrew Landry,2250.7,47265,21
177,0,25198,Francesco Molinari,2243.3,105433,47
178,0,24912,Will MacKenzie,2232.6,125026,56
179,0,06567,Vijay Singh,2227.5,142563,64
180,0,27644,Brian Harman,2212.6,172579,78
181,0,20157,Retief Goosen,2210.6,121584,55
182,0,34563,Chesson Hadley,2207.4,132445,60
183,0,24358,Robert Garrigus,2176.1,73988,34
184,0,28089,Jason Day,2118.5,103808,49
185,0,06522,Ernie Els,1966.9,106213,54
