RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
57,0,33399,Adam Hadwin,105' 11",9425' 7",89
57,0,34046,Jordan Spieth,105' 11",5933' 8",56
60,0,34360,Patrick Reed,105' 10",8675' 4",82
61,0,29268,Bronson Burgoon,105' 6",6225' 1",59
61,0,36801,Mark Hubbard,105' 6",9600' 8",91
61,0,23325,Vaughn Taylor,105' 6",7597' 9",72
64,0,35545,Blayne Barber,105' 1",7358' 8",70
65,0,35539,Luke Guthrie,104' 11",4616' 4",44
65,0,32150,Michael Thompson,104' 11",5454',52
67,0,22046,Geoff Ogilvy,104' 10",5977' 8",57
68,0,39975,Michael Kim,104' 7",9308' 5",89
68,0,30692,Scott Stallings,104' 7",6902' 6",66
68,0,29518,Brendan Steele,104' 7",6064' 7",58
71,0,22892,Jason Gore,104' 5",7099' 9",68
72,0,27963,Chris Stroud,104' 4",7093' 2",68
73,0,24024,Zach Johnson,103' 11",7377' 7",71
73,0,33204,Shane Lowry,103' 11",3948',38
75,0,34409,David Lingmerth,103' 10",7165' 7",69
75,0,23621,Rory Sabbatini,103' 10",3012' 3",29
77,0,31416,Derek Fathauer,103' 5",8585' 5",83
77,0,24912,Will MacKenzie,103' 5",7134' 8",69
79,0,26331,Charl Schwartzel,103' 4",5372' 7",52
80,0,31420,Anirban Lahiri,103' 1",5566',54
81,0,28092,D.H. Lee,103' 0",4427',43
82,0,27895,Jonas Blixt,102' 7",7075' 9",69
83,0,29221,Webb Simpson,102' 4",5320' 5",52
84,0,23108,Matt Kuchar,102' 3",8694' 4",85
85,0,40026,Daniel Berger,101' 10",7228' 4",71
86,0,33419,Cameron Tringale,101' 5",7000' 3",69
87,0,29479,Scott Brown,101' 3",8201' 0",81
87,0,20472,Alex Cejka,101' 3",5266' 4",52
89,0,24358,Robert Garrigus,101' 1",5156' 1",51
90,0,26851,Marc Leishman,101' 0",6764',67
91,0,34099,Harris English,100' 9",7150',71
92,0,29745,Tyler Aldridge,100' 7",6537',65
92,0,24357,K.J. Choi,100' 7",6942' 9",69
92,0,29222,Billy Hurley III,100' 7",5232' 5",52
95,0,35732,Wes Roach,100' 6",4120' 9",41
96,0,31646,Emiliano Grillo,99' 11",7193' 1",72
97,0,25632,Jimmy Walker,99' 10",6788' 8",68
98,0,22371,Aaron Baddeley,99' 6",6766' 5",68
98,0,21878,Mark Wilson,99' 6",5374' 7",54
100,0,21209,Sergio Garcia,99' 5",1988' 4",20
101,0,40058,Zac Blair,99' 4",7750' 8",78
101,0,34098,Russell Henley,99' 4",6754' 8",68
103,0,35891,Cameron Smith,99' 0",4256' 1",43
104,0,06522,Ernie Els,98' 11",5735' 2",58
104,0,37455,Si Woo Kim,98' 11",9201' 2",93
104,0,28475,Jeff Overton,98' 11",6923' 1",70
107,0,35532,Tom Hoge,98' 10",5833' 3",59
108,0,32757,Patton Kizzire,98' 7",7590' 1",77
109,0,23353,J.J. Henry,98' 6",5909' 0",60
110,0,02206,David Toms,98' 5",6199' 2",63
111,0,27770,Camilo Villegas,98' 2",7654' 0",78
112,0,31202,William McGirt,98' 0",7545' 1",77
113,0,29478,Kevin Kisner,97' 3",7199' 2",74
113,0,24502,Adam Scott,97' 3",5057' 5",52
115,0,32640,Troy Merritt,97' 1",6308' 7",65
116,0,26951,Johnson Wagner,96' 11",7655' 9",79
117,0,34174,John Huh,96' 4",7705',80
118,0,30926,Chris Kirk,96' 2",7691',80
119,0,28114,Dawie van der Walt,96' 1",4803' 0",50
120,0,26476,Chez Reavie,96' 0",7585' 9",79
121,0,32200,Roberto Castro,95' 6",8216' 4",86
122,0,28679,Fabián Gómez,95' 3",6951' 3",73
123,0,10885,Robert Allenby,95' 2",3805' 7",40
123,0,37273,Derek Ernst,95' 2",3901' 6",41
123,0,37454,Whee Kim,95' 2",6281' 9",66
123,0,20645,John Senden,95' 2",4756' 4",50
123,0,27214,Kevin Streelman,95' 2",5615' 6",59
128,0,28132,Tyrone Van Aswegen,95' 1",7797' 6",82
129,0,25493,Nick Taylor,94' 11",6076' 0",64
130,0,27644,Brian Harman,94' 5",8401' 0",89
131,0,25572,Graeme McDowell,94' 3",4711' 3",50
131,0,25240,D.A. Points,94' 3",3109' 2",33
133,0,20098,Stuart Appleby,94' 0",6676' 6",71
134,0,26596,Ryan Moore,93' 9",6092' 0",65
135,0,23541,Ben Crane,93' 3",6620' 7",71
135,0,25892,Steve Wheatcroft,93' 3",6807' 2",73
137,0,29720,Andres Gonzales,93' 2",5308',57
138,0,30927,Brendon Todd,93' 1",5491' 1",59
139,0,21961,Charles Howell III,92' 7",7592' 9",82
139,0,26329,Louis Oosthuizen,92' 7",4167' 1",45
141,0,25198,Francesco Molinari,92' 6",5087' 8",55
142,0,29476,Kyle Reifers,92' 3",8952' 3",97
143,0,25274,Steven Bowditch,92' 0",5059',55
144,0,33413,Ben Martin,91' 10",7713' 8",84
145,0,34466,Peter Malnati,91' 8",5772' 7",63
146,0,27064,Jhonattan Vegas,91' 7",6320' 1",69
147,0,20229,Stewart Cink,91' 2",4192' 4",46
148,0,26300,Matt Jones,91' 0",4095' 6",45
149,0,06567,Vijay Singh,90' 10",6721' 0",74
150,0,21731,Freddie Jacobson,90' 9",6806' 0",75
151,0,30163,Henrik Norlander,90' 8",4896' 8",54
152,0,24507,Jason Bohn,90' 4",3071' 3",34
152,0,30110,Kyle Stanley,90' 4",7499' 5",83
154,0,31560,Brian Stuard,90' 2",5231' 9",58
155,0,20691,Greg Owen,89' 5",6257' 5",70
156,0,23638,Brendon de Jonge,89' 3",5713' 6",64
157,0,24494,Erik Compton,89' 2",4546' 6",51
158,0,06527,Steve Stricker,88' 9",3992',45
159,0,25349,Tim Wilkinson,88' 5",3891' 1",44
160,0,08075,Jerry Kelly,88' 1",5459' 2",62
161,0,25364,Paul Casey,88' 0",4753' 4",54
162,0,34265,Will Wilcox,87' 11",4922' 5",56
163,0,34261,Scott Langley,87' 10",4478',51
164,0,25396,Kevin Na,87' 4",5676' 7",65
165,0,12510,Chad Campbell,87' 1",6963' 7",80
165,0,33122,Russell Knox,87' 1",6357' 5",73
167,0,25720,Chad Collins,87' 0",5219' 7",60
168,0,20104,Ken Duke,86' 4",5182' 0",60
169,0,31557,Jim Herman,85' 6",5730' 9",67
170,0,25834,Daniel Summerhays,85' 5",6919' 4",81
171,0,45526,Abraham Ancer,85' 0",2720' 1",32
171,0,25686,Jason Dufner,85' 0",7138' 8",84
173,0,30711,Colt Knost,84' 1",6473' 1",77
174,0,25900,Lucas Glover,83' 11",6124' 1",73
175,0,20572,Rod Pampling,83' 7",2924' 5",35
176,0,10213,Dicky Pride,83' 3",3580',43
177,0,34431,Robert Streb,83' 1",5814' 4",70
178,0,24490,George McNeill,82' 6",3960' 6",48
179,0,27466,Spencer Levin,81' 11",7290' 9",89
180,0,10809,Jim Furyk,81' 4",3008' 3",37
181,0,23800,Bryce Molder,80' 10",5822',72
182,0,27942,Rob Oppenheim,80' 6",3943',49
183,0,26289,Boo Weekley,76' 8",5829' 8",76
184,0,29974,Branden Grace,72' 10",2841' 1",39
185,0,24846,Ricky Barnes,72' 8",5450' 6",75
