RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,2ND,3RD
117,0,01435,Wayne Grady,1
117,0,01533,P.H. Horgan III,1
117,0,01550,Ed Humenik,1,1
117,0,01560,David Ishii,1
117,0,06315,Pete Jordan,1
117,0,06332,Neal Lancaster,1,1
117,0,01666,Bernhard Langer,1
117,0,01715,Mark Lye,1
117,0,01717,Sandy Lyle,1
117,0,01748,Doug Martin,1
117,0,01755,Dick Mast,1
117,0,01766,Billy Mayfair,1
117,0,06090,Jim McGovern,1
117,0,01797,Rocco Mediate,1
117,0,01815,Johnny Miller,1,1
117,0,07235,John Morse,1
117,0,06140,Sean Murphy,1
117,0,01864,Larry Nelson,1
117,0,10457,Frank Nobilo,1
117,0,01890,Brett Ogle,1,1
117,0,10824,Seiki Okuda,1
117,0,01905,Joe Ozaki,1
117,0,01927,Dennis Paulson,1
117,0,01938,David Peoples,1
117,0,01960,Don Pooley,1,1
117,0,01978,Fran Quinn,1
117,0,06657,Steve Rintoul,1,1
117,0,02095,Larry Silveira,1
117,0,02100,Tim Simpson,1
117,0,02101,Joey Sindelar,1,1
117,0,02111,Mike Smith,1
117,0,02207,Sam Torrance,1,1
117,0,02225,Howard Twitty,1
117,0,02230,Stan Utley,1
117,0,02239,Scott Verplank,1
117,0,06589,Jeff Woodland,1
117,0,02300,Ian Woosnam,1
117,0,02303,Robert Wrenn,1
117,0,06791,Mark Wurtz,1
