RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
325,0,10565,Ian Leggatt,47' 3",Bell Canadian,1,1 - Par 4 -
327,0,01473,Todd Hamilton,47' 2",Ford Champ,4,16 - Par 4
328,0,23788,D.J. Trahan,47' 1",AT&T Pebble,4,2 - Par 5 -
329,0,06515,Shaun Micheel,47' 1",Wachovia Champ,1,7 - Par 5 -
335,0,01381,Fred Funk,46' 11",WGC-Am Express,2,9 - Par 4 -
337,0,24290,D.J. Brigman,46' 10",Sony Open,1,10 - Par 4
340,0,01175,Jim Carter,46' 9",FBR Open,1,10 - Par 4
341,0,23621,Rory Sabbatini,46' 9",Shell Houston,4,3 - Par 3 -
343,0,06595,Kevin Sutherland,46' 8",FBR Open,4,10 - Par 4
348,0,20572,Rod Pampling,46' 6",Shell Houston,4,11 - Par 4
350,0,12454,Mario Tiziani,46' 6",Buick Champ,1,6 - Par 5 -
351,0,02223,Bob Tway,46' 5",BellSouth Class,1,16 - Par 3
361,0,10885,Robert Allenby,46' 4",Chrysler-Tampa,2,8 - Par 3 -
372,0,01306,David Edwards,46' 1",MCI Heritage,4,17 - Par 3
381,0,01706,Davis Love III,45' 10",WGC-Am Express,4,11 - Par 3
385,0,23725,Brendan Jones,45' 9",Buick Open,2,15 - Par 4
389,0,06621,Joe Durant,45' 8",Shell Houston,4,17 - Par 4
393,0,23135,Tim Clark,45' 8",THE TOUR Champ,1,5 - Par 4 -
405,0,10425,Jay Williamson,45' 3",FBR Open,4,7 - Par 3 -
407,0,01724,Jeff Maggert,45' 2",Colonial,2,10 - Par 4
411,0,27573,Gavin Flint,45' 1",B.C. Open,4,11 - Par 4
412,0,08931,Glen Day,45' 1",Deutsche Bank,4,10 - Par 4
413,0,21753,Brian Davis,45' 1",Bell Canadian,3,18 - Par 4
423,0,08339,Spike McRoy,44' 10",Reno-Tahoe Open,2,17 - Par 5
435,0,07465,Hideki Kase,44' 6",Sony Open,1,10 - Par 4
460,0,25234,Jason Knutzon,44' 1",John Deere Clas,2,16 - Par 3
464,0,10962,Bradley Hughes,44' 0",Deutsche Bank,4,8 - Par 3 -
482,0,01035,Tommy Armour III,43' 8",Bay Hill Invita,3,13 - Par 4
484,0,01933,Chris Peddicord,43' 7",Shell Houston,2,16 - Par 4
485,0,01374,Robin Freeman,43' 7",Wachovia Champ,2,18 - Par 4
495,0,06617,Brian Henninger,43' 5",So. Farm Bureau,3,17 - Par 4
505,0,20812,Tjaart van der Walt,43' 3",Buick Open,4,17 - Par 3
509,0,24847,Michael Harris,43' 3",Bell Canadian,4,12 - Par 3
515,0,20160,Charlie Wi,43' 2",Barclays Class,3,6 - Par 3 -
516,0,23540,Jason Allred,43' 2",John Deere Clas,2,18 - Par 4
528,0,20433,Mark Hensby,42' 11",Wachovia Champ,2,10 - Par 5
537,0,23063,Scott Hend,42' 8",Buick Invitatio,1,6 - Par 5 -
548,0,08063,Kelly Grunewald,42' 6",Zurich Classic,1,9 - Par 3 -
549,0,21959,Ted Purdy,42' 6",EDS B. Nelson,2,17 - Par 3
553,0,01633,Tom Kite,42' 5",Honda Classic,2,13 - Par 4
556,0,20472,Alex Cejka,42' 5",Milwaukee,1,7 - Par 3 -
558,0,07457,Steve Flesch,42' 5",Texas Open,2,18 - Par 4
562,0,21731,Freddie Jacobson,42' 4",Wachovia Champ,4,4 - Par 4 -
564,0,12662,Thomas Levet,42' 4",WGC-NEC Invit'l,2,9 - Par 4 -
566,0,02131,Mike Springer,42' 3",B.C. Open,3,7 - Par 3 -
571,0,20099,Doug Barron,42' 2",Honda Classic,3,16 - Par 4
573,0,22046,Geoff Ogilvy,42' 2",Memorial Tourna,2,2 - Par 4 -
575,0,01249,John Daly,42' 2",Buick Open,2,1 - Par 5 -
577,0,07569,Mark Carnevale,42' 1",Milwaukee,1,5 - Par 3 -
583,0,01926,Steve Pate,42' 0",Buick Invitatio,1,6 - Par 5 -
592,0,02214,Kirk Triplett,41' 11",John Deere Clas,1,14 - Par 4
594,0,19825,Darren Clarke,41' 10",Shell Houston,2,7 - Par 4 -
631,0,06809,Bob Burns,41' 3",Tucson,3,2 - Par 5 -
632,0,25741,Nick Gilliam,41' 3",BellSouth Class,1,11 - Par 3
659,0,26596,Ryan Moore,40' 11",Barclays Class,4,12 - Par 4
665,0,01132,Mark Brooks,40' 10",B.C. Open,1,14 - Par 3
666,0,26758,David Hearn,40' 10",Buick Champ,2,1 - Par 4 -
672,0,22892,Jason Gore,40' 9",84 LUMBER,2,14 - Par 4
678,0,11127,Stephen Dodd,40' 8",WGC-NEC Invit'l,3,7 - Par 3 -
684,0,22624,Joel Kribel,40' 6",AT&T Pebble,4,7 - Par 3 -
688,0,01549,Mike Hulbert,40' 6",B.C. Open,4,4 - Par 3 -
696,0,25396,Kevin Na,40' 5",Zurich Classic,1,6 - Par 4 -
697,0,25893,Stephen Woodard,40' 5",Wachovia Champ,2,13 - Par 3
703,0,08385,Omar Uresti,40' 5",Buick Champ,4,3 - Par 4 -
704,0,08547,John Maginnes,40' 5",Texas Open,1,11 - Par 4
705,0,02133,Craig Stadler,40' 4",Sony Open,4,3 - Par 4 -
716,0,20121,Todd Fischer,40' 4",Chrysler-Tampa,2,11 - Par 5
739,0,06140,Sean Murphy,40' 0",Sony Open,1,17 - Par 3
761,0,28191,Heath West,39' 9",Zurich Classic,1,8 - Par 4 -
770,0,20628,Arron Oberholser,39' 7",FBR Open,4,16 - Par 3
772,0,27702,Matt Hendrix,39' 7",B.C. Open,4,4 - Par 3 -
779,0,06643,Paul Goydos,39' 6",Buick Champ,2,7 - Par 4 -
792,0,20098,Stuart Appleby,39' 4",Mercedes Champ,3,13 - Par 4
796,0,22348,Nick O'Hern,39' 4",THE PLAYERS,4,1 - Par 4 -
799,0,01475,Donnie Hammond,39' 4",B.C. Open,1,6 - Par 4 -
808,0,06078,Esteban Toledo,39' 3",John Deere Clas,3,4 - Par 4 -
810,0,24924,Bill Haas,39' 2",Buick Invitatio,4,3 - Par 3 -
846,0,27466,Spencer Levin,38' 11",Reno-Tahoe Open,1,17 - Par 5
854,0,08993,Franklin Langham,38' 10",Buick Open,4,2 - Par 4 -
860,0,28088,Matt Davidson,38' 9",Milwaukee,3,4 - Par 4 -
863,0,01810,Phil Mickelson,38' 8",Colonial,2,16 - Par 3
869,0,01547,Reed Hughes,38' 7",Zurich Classic,1,1 - Par 4 -
872,0,07363,Craig Bowden,38' 7",John Deere Clas,1,7 - Par 3 -
882,0,01677,Tom Lehman,38' 6",THE PLAYERS,2,14 - Par 4
883,0,01042,Paul Azinger,38' 6",Wachovia Champ,4,3 - Par 4 -
888,0,20848,Ángel Cabrera,38' 6",WGC-NEC Invit'l,3,5 - Par 3 -
898,0,01797,Rocco Mediate,38' 5",Wachovia Champ,1,17 - Par 3
901,0,01266,Clark Dennis,38' 5",Texas Open,2,18 - Par 4
916,0,26331,Charl Schwartzel,38' 3",WGC-Am Express,4,7 - Par 4 -
919,0,08337,Mike Heinen,38' 2",B.C. Open,1,14 - Par 3
927,0,01282,Trevor Dodds,38' 1",B.C. Open,1,13 - Par 4
943,0,24502,Adam Scott,37' 11",Ford Champ,1,9 - Par 3 -
947,0,28239,Rob Hessing,37' 11",FedEx St. Jude,2,16 - Par 5
959,0,26497,Casey Wittenberg,37' 10",FedEx St. Jude,4,14 - Par 3
984,0,23983,Luke Donald,37' 7",Booz Allen,4,5 - Par 4 -
985,0,27796,Joe Affrunti,37' 7",Western Open,1,5 - Par 4 -
991,0,08465,Javier Sanchez,37' 6",Shell Houston,2,16 - Par 4
