RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
163,0,32816,Satoshi Kodaira,8.569,119.964
163,0,48867,Matti Schmid,8.569,205.659
165,0,23983,Luke Donald,8.464,126.955
166,0,49298,Kramer Hickok,8.423,235.846
167,0,48822,Sebastián Muñoz,8.389,58.723
168,0,23320,Ryan Palmer,8.370,192.501
169,0,26596,Ryan Moore,8.363,200.700
170,0,55454,Carl Yuan,8.311,199.473
171,0,27895,Jonas Blixt,8.253,90.783
172,0,32366,Kevin Chappell,8.115,137.951
173,0,29535,Brice Garnett,7.520,172.966
174,0,35617,Martin Trainer,7.334,139.342
175,0,31577,Tano Goya,7.309,175.413
176,0,49453,Trevor Cone,7.268,174.436
177,0,53165,Doc Redman,7.236,180.895
178,0,25198,Francesco Molinari,7.143,121.434
179,0,19803,Ryan Armour,7.091,191.467
180,0,20229,Stewart Cink,7.076,155.671
181,0,33122,Russell Knox,7.055,218.691
182,0,47128,Richy Werenski,7.013,217.391
183,0,48084,Wesley Bryan,6.939,104.078
184,0,35449,Adam Long,6.928,221.699
185,0,28679,Fabián Gómez,6.869,54.950
186,0,32448,James Hahn,6.852,164.449
187,0,19846,Brian Gay,6.656,66.560
188,0,34610,Matthias Schwab,6.588,204.234
189,0,24925,Jonathan Byrd,6.583,125.074
190,0,35310,Lanto Griffin,6.551,85.160
191,0,27974,Sung Kang,6.510,97.653
192,0,32333,Kevin Tway,6.483,207.465
193,0,29970,Dylan Frittelli,6.195,179.665
194,0,51414,Brent Grant,5.834,157.524
195,0,22046,Geoff Ogilvy,5.767,63.433
196,0,36724,Augusto Núñez,5.742,149.303
197,0,39335,Kevin Roy,5.740,143.488
198,0,31202,William McGirt,5.712,85.686
199,0,08793,Tiger Woods,5.667,11.333
200,0,34174,John Huh,5.656,45.250
201,0,24846,Ricky Barnes,5.624,67.489
202,0,25686,Jason Dufner,5.406,145.951
203,0,24924,Bill Haas,5.401,64.806
204,0,34431,Robert Streb,5.365,144.853
205,0,28420,Ryan Brehm,5.342,154.920
206,0,46435,Austin Cook,5.170,139.599
207,0,29478,Kevin Kisner,4.667,70.012
208,0,27556,Ted Potter Jr.,4.582,36.656
209,0,51950,Max McGreevy,4.565,141.525
210,0,58967,Trevor Werbylo,4.455,111.387
211,0,49766,Hank Lebioda,4.431,88.616
212,0,27649,Brandt Snedeker,4.340,34.718
213,0,27554,Scott Harrington,4.293,107.337
214,0,30750,Tommy Gainey,4.154,45.692
215,0,31557,Jim Herman,4.133,95.059
216,0,35879,Kelly Kraft,3.972,103.269
217,0,31560,Brian Stuard,3.913,89.995
218,0,23621,Rory Sabbatini,3.907,54.700
219,0,51491,Brandon Matthews,3.893,101.216
220,0,49303,Anders Albertson,3.790,34.109
221,0,27797,Derek Lamely,3.770,26.389
222,0,27095,Nick Watney,3.688,95.897
223,0,52411,Kyle Westmoreland,3.642,94.698
224,0,10423,Mike Weir,3.280,6.560
225,0,08075,Jerry Kelly,3.259,6.517
226,0,37273,Derek Ernst,3.032,27.289
227,0,06522,Ernie Els,2.800,5.600
228,0,51894,Vince Whaley,2.753,22.021
229,0,20593,Greg Chalmers,2.545,28.000
230,0,32662,Michael Gligic,2.430,63.172
231,0,33410,Andrew Landry,2.150,49.447
232,0,29479,Scott Brown,2.009,26.116
233,0,54813,Philip Knowles,1.978,17.800
234,0,28259,Sangmoon Bae,1.779,12.456
235,0,27770,Camilo Villegas,1.518,13.661
236,0,23541,Ben Crane,1.329,13.290
237,0,24490,George McNeill,1.132,5.662
238,0,23623,Bo Van Pelt,1.018,6.106
239,0,25240,D.A. Points,1.002,9.022
240,0,21407,Arjun Atwal,1.000,8.000
241,0,23788,D.J. Trahan,.967,6.767
242,0,27141,J.B. Holmes,.752,6.767
243,0,30110,Kyle Stanley,.718,11.495
244,0,26679,Kevin Stadler,.542,3.795
245,0,26420,Richard Johnson,.485,2.427
