RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
99,0,10885,Robert Allenby,+.092
100,0,23353,J.J. Henry,+.093
100,0,01724,Jeff Maggert,+.093
102,0,20098,Stuart Appleby,+.095
102,0,25900,Lucas Glover,+.095
102,0,31323,Gary Woodland,+.095
105,0,23638,Brendon de Jonge,+.097
105,0,26596,Ryan Moore,+.097
105,0,02239,Scott Verplank,+.097
105,0,26498,Matt Weibring,+.097
109,0,20766,Padraig Harrington,+.099
109,0,23325,Vaughn Taylor,+.099
111,0,27649,Brandt Snedeker,+.100
112,0,22405,Justin Rose,+.103
112,0,29221,Webb Simpson,+.103
112,0,23788,D.J. Trahan,+.103
115,0,23108,Matt Kuchar,+.104
116,0,01473,Todd Hamilton,+.105
117,0,01797,Rocco Mediate,+.106
118,0,26951,Johnson Wagner,+.107
119,0,07223,Brian Bateman,+.109
119,0,28118,Peter Tomasulo,+.109
121,0,26476,Chez Reavie,+.112
122,0,22371,Aaron Baddeley,+.113
122,0,26881,Jarrod Lyle,+.113
122,0,06595,Kevin Sutherland,+.113
125,0,07867,Woody Austin,+.114
125,0,10585,Scott McCarron,+.114
127,0,20127,Chris Riley,+.120
128,0,21753,Brian Davis,+.121
129,0,12716,Charley Hoffman,+.122
129,0,10423,Mike Weir,+.122
131,0,26301,James Nitties,+.123
132,0,23718,Nathan Green,+.125
133,0,27141,J.B. Holmes,+.126
134,0,01132,Mark Brooks,+.128
134,0,27683,Leif Olson,+.128
136,0,26497,Casey Wittenberg,+.129
137,0,28475,Jeff Overton,+.130
138,0,12705,Cliff Kresge,+.133
138,0,06567,Vijay Singh,+.133
138,0,23349,Charles Warren,+.133
141,0,20104,Ken Duke,+.134
141,0,20634,Peter Lonard,+.134
143,0,06251,Chris DiMarco,+.140
143,0,20572,Rod Pampling,+.140
145,0,06522,Ernie Els,+.142
146,0,23548,Bill Lunde,+.144
146,0,27060,John Mallinger,+.144
148,0,24449,Parker McLachlin,+.146
149,0,24507,Jason Bohn,+.147
150,0,06197,Michael Allen,+.151
150,0,26668,Marc Turnesa,+.151
152,0,01945,Kenny Perry,+.152
153,0,19846,Brian Gay,+.154
154,0,25190,Jeff Quinney,+.156
155,0,02214,Kirk Triplett,+.160
156,0,20070,Matt Bettencourt,+.167
156,0,26420,Richard Johnson,+.167
156,0,23320,Ryan Palmer,+.167
159,0,01226,Fred Couples,+.168
160,0,07457,Steve Flesch,+.170
160,0,20574,Mathew Goggin,+.170
162,0,01577,Lee Janzen,+.178
163,0,09011,David Duval,+.180
164,0,07749,Brett Quigley,+.181
165,0,01707,Steve Lowery,+.186
166,0,01329,Brad Faxon,+.187
167,0,06539,Rick Price,+.194
168,0,06643,Paul Goydos,+.197
169,0,10117,Bob Heintz,+.198
170,0,30711,Colt Knost,+.200
170,0,22548,Patrick Sheehan,+.200
170,0,22295,Darron Stiles,+.200
173,0,06012,Greg Kraft,+.203
173,0,01677,Tom Lehman,+.203
175,0,22621,Ben Curtis,+.205
176,0,22892,Jason Gore,+.220
177,0,01766,Billy Mayfair,+.237
178,0,30927,Brendon Todd,+.239
179,0,31416,Derek Fathauer,+.241
180,0,01142,Bart Bryant,+.244
181,0,01928,Corey Pavin,+.245
182,0,24846,Ricky Barnes,+.255
183,0,23048,Eric Axley,+.261
184,0,06621,Joe Durant,+.323
