RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
114,0,24138,Ian Poulter,387,0,1,1519
115,0,20572,Rod Pampling,385,0,2,1521
116,0,21949,Joe Ogilvie,364,0,1,1542
117,0,26758,David Hearn,362,0,1,1544
118,0,06522,Ernie Els,357,0,1549
119,0,01766,Billy Mayfair,353,0,1,1553
120,0,23409,James Driscoll,353,0,2,1553
121,0,07457,Steve Flesch,352,0,1,1554
122,0,25274,Steven Bowditch,347,0,1,1559
123,0,21407,Arjun Atwal,339,0,1,1567
124,0,20766,Padraig Harrington,338,0,3,1568
125,0,31202,William McGirt,334,0,1572
126,0,10860,Justin Leonard,328,0,1578
127,0,26300,Matt Jones,328,0,1,1578
128,0,01948,Tim Petrovic,326,0,1580
129,0,22961,David Mathis,326,0,1,1580
130,0,12652,Cameron Beckman,324,0,1582
131,0,12602,Dean Wilson,318,0,1588
132,0,08793,Tiger Woods,318,0,2,1588
133,0,22621,Ben Curtis,304,0,1602
134,0,20472,Alex Cejka,303,0,1603
135,0,26287,Roland Thatcher,302,0,2,1604
136,0,28486,Michael Putnam,300,0,1606
137,0,23135,Tim Clark,299,0,1,1607
138,0,06004,Stephen Ames,298,0,2,1608
139,0,10733,Kent Jones,297,0,1609
140,0,20127,Chris Riley,292,0,1,1614
141,0,31401,Zack Miller,290,0,1,1616
142,0,23497,Tag Ridings,286,0,1620
143,0,24507,Jason Bohn,284,0,1622
144,0,25364,Paul Casey,280,0,1626
145,0,27939,Matt McQuillan,280,0,2,1626
146,0,28620,Aron Price,272,0,1634
147,0,20436,Garrett Willis,270,0,1,1636
148,0,26329,Louis Oosthuizen,267,0,1,1639
149,0,06621,Joe Durant,260,0,1646
150,0,01320,Bob Estes,258,0,1,1648
151,0,20498,Briny Baird,258,0,2,1648
152,0,32698,Bobby Gates,256,0,3,1650
153,0,33413,Ben Martin,242,0,1,1664
154,0,20848,Ángel Cabrera,237,0,2,1669
155,0,23673,Michael Connell,233,0,1673
156,0,30711,Colt Knost,227,0,1679
157,0,26289,Boo Weekley,223,0,1683
158,0,10585,Scott McCarron,221,0,1685
159,0,07867,Woody Austin,221,0,1,1685
160,0,27974,Sung Kang,219,0,1,1687
161,0,26881,Jarrod Lyle,217,0,1,1689
162,0,25834,Daniel Summerhays,210,0,1696
163,0,01941,Tom Pernice Jr.,210,0,1,1696
164,0,30946,Alex Prugh,209,0,1697
165,0,23718,Nathan Green,209,0,1697
166,0,23322,Brett Wetterich,208,0,1698
167,0,28679,Fabián Gómez,208,0,1,1698
168,0,10505,Shane Bertsch,207,0,1,1699
169,0,08375,Paul Stankowski,207,0,1699
170,0,29420,Billy Horschel,197,0,1,1709
171,0,09011,David Duval,191,0,1,1715
172,0,06595,Kevin Sutherland,190,0,1716
173,0,01226,Fred Couples,180,0,1,1726
174,0,35087,Bio Kim,179,0,1727
175,0,26668,Marc Turnesa,175,0,1,1731
176,0,01577,Lee Janzen,168,0,1738
177,0,22056,Cameron Percy,161,0,1,1745
178,0,31557,Jim Herman,160,0,1746
179,0,06515,Shaun Micheel,160,0,1746
180,0,21528,Henrik Stenson,159,0,1747
181,0,31193,Jim Renner,149,0,2,1757
182,0,08537,J.P. Hayes,147,0,1759
183,0,25444,Justin Hicks,145,0,1761
184,0,26420,Richard Johnson,144,0,1762
185,0,24290,D.J. Brigman,140,0,1766
186,0,27060,John Mallinger,137,0,1769
187,0,32640,Troy Merritt,131,0,1775
188,0,25457,Alexandre Rocha,127,0,1779
189,0,24980,Scott Gutschewski,125,0,1781
190,0,27797,Derek Lamely,123,0,1783
191,0,28118,Peter Tomasulo,121,0,1785
192,0,25720,Chad Collins,121,0,1785
193,0,32876,Martin Piller,120,0,1786
194,0,01473,Todd Hamilton,117,0,1789
195,0,29478,Kevin Kisner,116,0,1790
196,0,26695,Michael Letzig,114,0,1,1792
197,0,33911,Nate Smith,110,0,1796
198,0,02214,Kirk Triplett,110,0,1796
199,0,34255,Joseph Bramlett,110,0,1796
200,0,01249,John Daly,110,0,1,1796
201,0,01945,Kenny Perry,110,0,1796
202,0,01677,Tom Lehman,108,0,1798
203,0,01313,Steve Elkington,107,0,1,1799
204,0,24912,Will MacKenzie,105,0,1801
205,0,11032,Frank Lickliter II,102,0,1804
206,0,06034,Marco Dawson,100,0,1806
207,0,28307,Matt Every,98,0,1808
208,0,01219,John Cook,95,0,1,1811
209,0,29720,Andres Gonzales,93,0,1813
210,0,25190,Jeff Quinney,89,0,1817
211,0,01724,Jeff Maggert,89,0,1817
212,0,23349,Charles Warren,89,0,1817
213,0,12680,Shigeki Maruyama,88,0,1,1818
214,0,01797,Rocco Mediate,85,0,1821
215,0,34072,Will Strickler,84,0,1822
216,0,23614,Rich Beem,78,0,1828
217,0,10213,Dicky Pride,64,0,1842
218,0,20634,Peter Lonard,55,0,1,1851
219,0,27124,Chris Baryla,49,0,1857
220,0,02256,Tom Watson,48,0,1858
221,0,07749,Brett Quigley,47,0,1859
222,0,12714,Chris Tidland,44,0,1,1862
223,0,22892,Jason Gore,42,0,1864
224,0,12660,Jesper Parnevik,41,0,1865
225,0,19824,Craig Barlow,39,0,1867
226,0,01928,Corey Pavin,37,0,1869
227,0,01161,Mark Calcavecchia,34,0,1872
228,0,01388,Robert Gamez,32,0,1874
229,0,24503,Jeff Klauk,32,0,1874
230,0,29461,Jamie Lovemark,31,0,1875
231,0,01978,Fran Quinn,30,0,1876
232,0,20433,Mark Hensby,29,0,1877
233,0,26882,Michael Sim,27,0,1879
234,0,27990,Scott Gordon,26,0,1880
235,0,19881,Robert Damron,25,0,1881
235,0,10425,Jay Williamson,25,0,1881
237,0,02246,Duffy Waldorf,25,0,1881
238,0,27302,Garth Mulroy,25,0,1881
239,0,07363,Craig Bowden,21,0,1885
239,0,20850,Daniel Chopra,21,0,1885
241,0,01707,Steve Lowery,20,0,1886
242,0,08385,Omar Uresti,19,0,1887
243,0,20580,Andre Stolz,19,0,1887
244,0,06197,Michael Allen,17,0,1889
245,0,01926,Steve Pate,16,0,1890
246,0,20095,Carl Paulson,15,0,1891
247,0,01968,Nick Price,15,0,1891
248,0,21959,Ted Purdy,14,0,1892
249,0,20094,Jonathan Kaye,12,0,1894
250,0,01157,Tom Byrum,12,0,1894
251,0,27796,Joe Affrunti,11,0,1895
252,0,01381,Fred Funk,9,0,1897
253,0,26498,Matt Weibring,9,0,1897
254,0,06214,Guy Boros,7,0,1899
255,0,20029,Notah Begay III,6,0,1900
256,0,06373,José María Olazábal,3,0,1903
257,0,06012,Greg Kraft,3,0,1903
258,0,01132,Mark Brooks,2,0,1904
259,0,10423,Mike Weir,2,0,1904
260,0,01619,Skip Kendall,1,0,1905
261,0,01887,Mark O'Meara,1,0,1905
262,0,27436,Graham DeLaet,1,0,1905
263,0,01685,J.L. Lewis,0,1906
264,0,07223,Brian Bateman,0,1906
