RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,2ND,3RD
49,0,01971,Dillard Pruitt,3,1
49,0,02008,Lee Rinker,3
49,0,02101,Joey Sindelar,3
49,0,02135,Mike Standly,3
49,0,02218,Ted Tryba,3,1,1
49,0,02256,Tom Watson,3
49,0,02279,Mark Wiebe,3,1
49,0,10425,Jay Williamson,3
77,0,20051,Joe Acosta Jr.,2,1
77,0,01116,Michael Bradley,2
77,0,01157,Tom Byrum,2,1
77,0,06034,Marco Dawson,2,1
77,0,01261,Jay Delsing,2,1,1
77,0,01306,David Edwards,2
77,0,01331,Rick Fehr,2
77,0,01353,Bruce Fleisher,2
77,0,01361,Dan Forsman,2
77,0,01374,Robin Freeman,2,1,1
77,0,01510,Nolan Henke,2,1
77,0,06617,Brian Henninger,2
77,0,01559,Hale Irwin,2
77,0,01599,Steve Jones,2
77,0,01607,Brian Kamm,2
77,0,20094,Jonathan Kaye,2,1
77,0,01690,Bruce Lietzke,2,1
77,0,01701,Bob Lohr,2,1
77,0,01725,John Mahaffey,2,1
77,0,01771,Blaine McCallister,2
77,0,01797,Rocco Mediate,2
77,0,01890,Brett Ogle,2
77,0,06373,José María Olazábal,2
77,0,12660,Jesper Parnevik,2
77,0,01920,Craig Parry,2,1
77,0,01958,Dan Pohl,2
77,0,01996,Mike Reid,2
77,0,06657,Steve Rintoul,2
77,0,10215,Charlie Rymer,2,1
77,0,02049,Gene Sauers,2,1
77,0,06613,Tommy Tolles,2,1
77,0,02245,Grant Waite,2,1
109,0,06197,Michael Allen,1
109,0,01035,Tommy Armour III,1
109,0,01040,Emlyn Aubrey,1
109,0,01042,Paul Azinger,1
109,0,01051,Seve Ballesteros,1
109,0,01072,Chip Beck,1
109,0,01093,Ronnie Black,1
109,0,01096,Phil Blackmar,1
109,0,20370,Steven Bottomley,1,1
109,0,01127,Danny Briggs,1
109,0,10569,Mike Brisky,1,1
109,0,01129,Bill Britton,1
109,0,06124,Patrick Burke,1
109,0,01156,Curt Byrum,1
109,0,20400,Michael Campbell,1,1
109,0,01175,Jim Carter,1,1
109,0,20229,Stewart Cink,1
109,0,01203,Russ Cochran,1
109,0,01219,John Cook,1
109,0,01249,John Daly,1,1
109,0,08931,Glen Day,1
109,0,01288,Ed Dougherty,1,1
109,0,06036,Scott Dunlap,1
109,0,01307,Joel Edwards,1
109,0,01334,Keith Fergus,1
109,0,01408,Kelly Gibson,1
109,0,01444,Ken Green,1,1
109,0,06044,Scott Gump,1
109,0,01475,Donnie Hammond,1
109,0,01560,David Ishii,1
109,0,01572,Mark James,1
109,0,06315,Pete Jordan,1,1
109,0,01619,Skip Kendall,1
109,0,06557,Stephen Keppler,1,1
109,0,01633,Tom Kite,1
109,0,06012,Greg Kraft,1
109,0,06332,Neal Lancaster,1
109,0,01666,Bernhard Langer,1,1
109,0,06641,Jeff Leonard,1
109,0,01736,Roger Maltbie,1
109,0,01748,Doug Martin,1,1
109,0,10585,Scott McCarron,1,1
109,0,08635,Colin Montgomerie,1,1
109,0,01846,Jodie Mudd,1
109,0,01864,Larry Nelson,1
109,0,01869,Jack Nicklaus,1
109,0,10457,Frank Nobilo,1
109,0,20095,Carl Paulson,1
109,0,01927,Dennis Paulson,1
109,0,01938,David Peoples,1
109,0,10213,Dicky Pride,1
109,0,12702,Costantino Rocca,1,1
109,0,02094,Tony Sills,1
109,0,08375,Paul Stankowski,1
109,0,07101,Dave Stockton Jr.,1,1
109,0,02167,Mike Sullivan,1
109,0,02180,Harry Taylor,1
109,0,06048,Dicky Thompson,1
109,0,02225,Howard Twitty,1
109,0,02226,Tray Tyner,1
109,0,02241,Bobby Wadkins,1,1
109,0,02242,Lanny Wadkins,1
109,0,06591,Rocky Walcher,1
109,0,06577,John Wilson,1
109,0,02300,Ian Woosnam,1,1
109,0,02321,Fuzzy Zoeller,1
