RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
32,0,28237,Rory McIlroy,34' 5",29209.667,849,1 Under
33,0,24461,Thomas Aiken,34' 6",29538.750,857,Under
33,0,24507,Jason Bohn,34' 6",36221.417,1051,Under
33,0,32200,Roberto Castro,34' 6",54358.000,1575,1 Under
33,0,20472,Alex Cejka,34' 6",31528.417,913,1 Under
33,0,30926,Chris Kirk,34' 6",45795.083,1326,1 Under
33,0,30711,Colt Knost,34' 6",43667.417,1267,Under
39,0,29745,Tyler Aldridge,34' 7",41549.250,1200,Under
39,0,24357,K.J. Choi,34' 7",41047.833,1186,Under
39,0,24024,Zach Johnson,34' 7",45141.583,1305,1 Under
39,0,23320,Ryan Palmer,34' 7",47874.250,1385,1 Under
43,0,32366,Kevin Chappell,34' 8",48380.833,1397,1 Under
43,0,20104,Ken Duke,34' 8",29634.167,855,Over
45,0,45526,Abraham Ancer,34' 9",23579.083,679,Over
45,0,12716,Charley Hoffman,34' 9",43932.750,1265,Under
45,0,27466,Spencer Levin,34' 9",50807.083,1462,1 Under
45,0,28132,Tyrone Van Aswegen,34' 9",54492.917,1568,Under
49,0,34262,Jon Curran,34' 10",52263.583,1501,Under
49,0,31646,Emiliano Grillo,34' 10",45420.250,1303,1 Under
49,0,23108,Matt Kuchar,34' 10",47982.833,1378,1 Under
49,0,30163,Henrik Norlander,34' 10",32879.833,945,Under
53,0,35545,Blayne Barber,34' 11",46210.583,1322,Under
53,0,10213,Dicky Pride,34' 11",25430.917,728,Under
55,0,29974,Branden Grace,35' 0",26239.500,749,Under
55,0,33413,Ben Martin,35' 0",49791.333,1423,1 Under
55,0,29485,Brett Stegmaier,35' 0",46863.583,1340,Under
58,0,25364,Paul Casey,35' 1",35699.333,1017,1 Under
59,0,30944,Jason Kokrak,35' 2",46989.750,1337,1 Under
59,0,20691,Greg Owen,35' 2",43266.667,1231,Over
59,0,06527,Steve Stricker,35' 2",28130.250,800,1 Under
62,0,23983,Luke Donald,35' 3",37079.333,1053,Under
62,0,34174,John Huh,35' 3",49499.583,1404,Under
62,0,29478,Kevin Kisner,35' 3",45553.917,1293,1 Under
62,0,24912,Will MacKenzie,35' 3",41607.500,1181,Over
62,0,35732,Wes Roach,35' 3",27066.333,767,Under
62,0,33448,Justin Thomas,35' 3",47144.583,1336,Under
62,0,25804,Bubba Watson,35' 3",32014.417,908,1 Under
69,0,40026,Daniel Berger,35' 4",45229.417,1281,1 Under
69,0,36689,Brooks Koepka,35' 4",37819.750,1070,1 Under
69,0,35879,Kelly Kraft,35' 4",28203.000,798,Under
72,0,27942,Rob Oppenheim,35' 5",32320.083,912,Under
72,0,34431,Robert Streb,35' 5",41533.500,1174,Under
74,0,12510,Chad Campbell,35' 6",50943.833,1434,1 Under
74,0,34563,Chesson Hadley,35' 6",42251.167,1190,Over
74,0,28092,D.H. Lee,35' 6",28859.083,812,Over
74,0,34409,David Lingmerth,35' 6",38096.750,1073,Under
74,0,29476,Kyle Reifers,35' 6",61557.167,1735,Under
74,0,26331,Charl Schwartzel,35' 6",35662.833,1004,1 Under
80,0,20098,Stuart Appleby,35' 7",42136.167,1184,Under
80,0,24846,Ricky Barnes,35' 7",50979.917,1433,1 Under
80,0,31557,Jim Herman,35' 7",44996.750,1265,Over
80,0,25572,Graeme McDowell,35' 7",28504.667,802,Under
80,0,25198,Francesco Molinari,35' 7",36446.333,1024,Under
80,0,22046,Geoff Ogilvy,35' 7",31818.750,895,Over
80,0,27214,Kevin Streelman,35' 7",40497.667,1138,Under
80,0,28114,Dawie van der Walt,35' 7",35638.667,1001,Under
88,0,27436,Graham DeLaet,35' 8",37481.750,1051,Under
88,0,35891,Cameron Smith,35' 8",29336.417,822,Over
88,0,34046,Jordan Spieth,35' 8",36921.583,1036,1 Under
88,0,29518,Brendan Steele,35' 8",43954.250,1232,Under
88,0,21878,Mark Wilson,35' 8",35077.167,984,Over
93,0,32102,Rickie Fowler,35' 9",40682.583,1139,1 Under
93,0,29720,Andres Gonzales,35' 9",40966.083,1145,Under
93,0,32876,Martin Piller,35' 9",29764.333,832,Under
93,0,25493,Nick Taylor,35' 9",42184.917,1179,Under
97,0,26851,Marc Leishman,35' 10",41467.583,1158,1 Under
97,0,31202,William McGirt,35' 10",56514.333,1578,1 Under
97,0,29223,Sam Saunders,35' 10",32557.167,908,Under
97,0,27649,Brandt Snedeker,35' 10",47868.000,1337,1 Under
97,0,27963,Chris Stroud,35' 10",44355.833,1238,Under
102,0,20229,Stewart Cink,35' 11",31555.833,879,Under
102,0,39975,Michael Kim,35' 11",55010.500,1532,Under
102,0,33418,Shawn Stefani,35' 11",49290.500,1373,Under
105,0,34099,Harris English,36' 0",46657.167,1297,Under
105,0,35539,Luke Guthrie,36' 0",28935.833,803,Under
105,0,32448,James Hahn,36' 0",44823.417,1245,Over
105,0,27936,Martin Laird,36' 0",45501.250,1264,Under
105,0,29926,Danny Lee,36' 0",45417.750,1262,Under
105,0,23800,Bryce Molder,36' 0",42993.417,1194,1 Under
105,0,31323,Gary Woodland,36' 0",49872.333,1386,1 Under
112,0,24924,Bill Haas,36' 1",41355.833,1146,Under
112,0,33399,Adam Hadwin,36' 1",56459.250,1566,1 Under
112,0,33204,Shane Lowry,36' 1",23793.167,660,Under
112,0,24490,George McNeill,36' 1",29634.500,822,Over
112,0,34360,Patrick Reed,36' 1",50282.167,1394,1 Under
112,0,30692,Scott Stallings,36' 1",40412.917,1121,Under
118,0,36801,Mark Hubbard,36' 2",53409.167,1478,Under
118,0,21731,Freddie Jacobson,36' 2",46171.500,1276,Under
118,0,26951,Johnson Wagner,36' 2",49187.500,1360,1 Under
118,0,34265,Will Wilcox,36' 2",36769.667,1017,Under
122,0,10885,Robert Allenby,36' 3",26469.417,731,1 Over
122,0,32757,Patton Kizzire,36' 3",48525.583,1340,Under
122,0,01810,Phil Mickelson,36' 3",38037.250,1050,1 Under
125,0,46440,Smylie Kaufman,36' 4",46547.583,1281,1 Under
126,0,40058,Zac Blair,36' 5",52601.750,1445,Over
126,0,24494,Erik Compton,36' 5",33154.167,910,Over
128,0,37273,Derek Ernst,36' 6",27945.750,765,Under
128,0,25818,Scott Piercy,36' 6",42182.750,1157,Under
128,0,27770,Camilo Villegas,36' 6",46208.333,1267,Over
131,0,29268,Bronson Burgoon,36' 7",42361.000,1159,Under
131,0,27644,Brian Harman,36' 7",59708.083,1632,1 Under
131,0,32640,Troy Merritt,36' 7",42356.417,1157,Under
134,0,23541,Ben Crane,36' 8",43048.583,1174,Under
134,0,34466,Peter Malnati,36' 8",48388.083,1319,Over
136,0,29289,S.Y. Noh,36' 9",45247.583,1230,Under
136,0,24140,Sean O'Hair,36' 9",55119.083,1499,1 Under
136,0,36699,Patrick Rodgers,36' 9",46715.000,1272,1 Under
136,0,37189,Harold Varner III,36' 9",52144.083,1419,Under
140,0,29479,Scott Brown,36' 10",45876.583,1246,Under
140,0,23638,Brendon de Jonge,36' 10",42553.250,1154,Under
140,0,32618,Rhein Gibson,36' 10",29006.500,787,Over
140,0,35451,Scott Pinckney,36' 10",46713.167,1268,Under
144,0,31416,Derek Fathauer,36' 11",50023.417,1355,Over
144,0,33461,Morgan Hoffmann,36' 11",38658.250,1048,Under
144,0,29420,Billy Horschel,36' 11",37555.833,1018,Under
144,0,25632,Jimmy Walker,36' 11",46654.667,1264,1 Under
148,0,20645,John Senden,37' 0",52104.417,1409,Under
149,0,25720,Chad Collins,37' 2",42445.000,1142,Over
149,0,33419,Cameron Tringale,37' 2",46498.750,1251,Under
151,0,21961,Charles Howell III,37' 3",52578.833,1410,1 Under
152,0,37455,Si Woo Kim,37' 4",66190.917,1771,1 Under
152,0,28158,Steve Marino,37' 4",36990.833,991,Under
154,0,29725,Tony Finau,37' 6",51727.083,1380,Under
154,0,31420,Anirban Lahiri,37' 6",32080.250,855,Under
154,0,06567,Vijay Singh,37' 6",43427.917,1158,Under
154,0,27064,Jhonattan Vegas,37' 6",54127.417,1442,1 Under
154,0,25892,Steve Wheatcroft,37' 6",46542.417,1242,Under
159,0,26300,Matt Jones,37' 8",42070.417,1117,Over
159,0,27129,Luke List,37' 8",43723.250,1162,Under
161,0,28679,Fabián Gómez,37' 9",49052.833,1300,Under
161,0,27141,J.B. Holmes,37' 9",40880.500,1083,Under
161,0,37454,Whee Kim,37' 9",43578.667,1154,Under
164,0,22371,Aaron Baddeley,37' 10",50450.500,1333,1 Under
164,0,35300,Andrew Loupe,37' 10",44895.250,1186,Under
166,0,28089,Jason Day,37' 11",36488.333,963,1 Under
166,0,33667,Carlos Ortiz,37' 11",41314.500,1089,Over
168,0,21209,Sergio Garcia,38' 0",20960.083,551,Under
168,0,20766,Padraig Harrington,38' 0",29708.333,782,Under
170,0,20157,Retief Goosen,38' 1",32578.667,855,Under
170,0,27974,Sung Kang,38' 1",49618.583,1303,Under
170,0,22405,Justin Rose,38' 1",33273.500,874,1 Under
173,0,27747,Hiroshi Iwata,38' 2",45029.583,1180,Over
174,0,20848,Ángel Cabrera,38' 4",33534.333,874,Over
174,0,23353,J.J. Henry,38' 4",41997.917,1095,Over
176,0,06522,Ernie Els,38' 5",38160.167,994,Under
177,0,28475,Jeff Overton,38' 7",40090.917,1038,Over
178,0,23621,Rory Sabbatini,38' 8",27031.250,699,Over
179,0,27895,Jonas Blixt,38' 9",46535.167,1201,Under
179,0,29461,Jamie Lovemark,38' 9",57400.917,1482,1 Under
181,0,25834,Daniel Summerhays,39' 0",54956.000,1410,Under
182,0,34261,Scott Langley,39' 8",37623.750,948,Under
183,0,24781,Hunter Mahan,40' 0",35390.917,885,Over
183,0,30927,Brendon Todd,40' 0",38258.000,957,1 Over
185,0,25274,Steven Bowditch,41' 1",40037.500,974,1 Over
