RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
37,0,20848,Ángel Cabrera,8.84,826,9350,0,2
38,0,07867,Woody Austin,8.81,326,3700,1,1
38,0,27895,Jonas Blixt,8.81,912,10350,1,2
40,0,25240,D.A. Points,8.76,1038,11850,1,2
41,0,27933,John Merrick,8.74,909,10400,1,2
42,0,25804,Bubba Watson,8.60,830,9650,0,3
43,0,26300,Matt Jones,8.36,836,10000,0,4
44,0,32150,Michael Thompson,8.20,828,10100,1,3
45,0,32102,Rickie Fowler,8.10,822,10150,0,4
45,0,12716,Charley Hoffman,8.10,793,9800,0,5
47,0,27936,Martin Laird,8.05,809,10050,1,2
48,0,23320,Ryan Palmer,7.77,801,10300,0,4
49,0,27436,Graham DeLaet,7.72,856,11100,0,5
50,0,30927,Brendon Todd,7.50,293,3900,0
51,0,34409,David Lingmerth,7.47,806,10800,0,3
52,0,23135,Tim Clark,7.33,703,9600,0,3
53,0,20104,Ken Duke,7.30,902,12350,1,2
54,0,21731,Freddie Jacobson,7.24,659,9100,0,3
55,0,28259,Sangmoon Bae,7.19,838,11650,1,2
56,0,19846,Brian Gay,7.16,744,10400,1,1
57,0,21099,David Lynn,7.12,716,10050,0,2
58,0,27963,Chris Stroud,7.08,800,11300,0,4
59,0,25818,Scott Piercy,6.93,773,11150,0,4
60,0,01666,Bernhard Langer,6.92,42,600,0
61,0,32200,Roberto Castro,6.86,823,12000,0,2
61,0,30692,Scott Stallings,6.86,816,11900,0,4
63,0,22913,John Rollins,6.82,696,10200,0,2
64,0,26596,Ryan Moore,6.77,653,9650,0,3
65,0,06522,Ernie Els,6.60,571,8650,0,1
65,0,37273,Derek Ernst,6.60,598,9050,1,1
67,0,31323,Gary Woodland,6.57,683,10400,1,1
68,0,26758,David Hearn,6.56,728,11100,0,2
69,0,01320,Bob Estes,6.53,523,8000,0,2
70,0,32366,Kevin Chappell,6.50,689,10600,0,3
71,0,29479,Scott Brown,6.47,588,9100,1,1
72,0,01226,Fred Couples,6.29,138,2200,0
73,0,23638,Brendon de Jonge,6.25,769,12300,0,3
74,0,27330,Josh Teater,6.20,682,11000,0,3
75,0,26851,Marc Leishman,6.17,648,10500,0,4
76,0,24357,K.J. Choi,6.14,666,10850,0,2
77,0,08075,Jerry Kelly,6.10,580,9500,0,2
78,0,30110,Kyle Stanley,6.07,662,10900,0,3
79,0,27095,Nick Watney,5.94,663,11150,0,2
80,0,33419,Cameron Tringale,5.89,654,11100,0,1
81,0,27408,Martin Kaymer,5.82,474,8150,0,3
82,0,24358,Robert Garrigus,5.67,601,10600,0,2
82,0,24361,Pat Perez,5.67,544,9600,0,4
82,0,21878,Mark Wilson,5.67,476,8400,0,3
85,0,25834,Daniel Summerhays,5.45,594,10900,0,4
86,0,20229,Stewart Cink,5.41,568,10500,0,3
87,0,08931,Glen Day,5.40,113,2100,0,1
88,0,26679,Kevin Stadler,5.31,547,10300,0,2
89,0,01203,Russ Cochran,5.30,27,500,0
90,0,34174,John Huh,5.27,661,12550,0,2
91,0,29518,Brendan Steele,5.22,574,11000,0,2
92,0,22046,Geoff Ogilvy,5.20,492,9450,0,1
93,0,23800,Bryce Molder,5.19,504,9700,0
94,0,21753,Brian Davis,5.18,622,12000,0,3
94,0,35139,Richard Lee,5.18,565,10900,0,2
96,0,28500,Martin Flores,5.16,552,10700,0,2
96,0,31560,Brian Stuard,5.16,583,11300,0,4
98,0,27556,Ted Potter Jr.,5.13,518,10100,0,2
99,0,31202,William McGirt,5.12,533,10400,0,2
100,0,23623,Bo Van Pelt,5.08,542,10650,0,1
101,0,33461,Morgan Hoffmann,4.99,444,8900,0,3
102,0,35539,Luke Guthrie,4.98,607,12200,0,2
102,0,23621,Rory Sabbatini,4.98,553,11100,0,5
104,0,23409,James Driscoll,4.90,524,10700,0,2
105,0,10860,Justin Leonard,4.88,536,11000,0,1
106,0,01024,Billy Andrade,4.81,63,1300,0,1
107,0,28780,Nicholas Thompson,4.76,585,12300,0,2
108,0,25562,Andres Romero,4.68,430,9200,0,2
109,0,30944,Jason Kokrak,4.65,521,11200,0,3
110,0,27770,Camilo Villegas,4.64,450,9700,0,2
111,0,27644,Brian Harman,4.62,578,12500,0,2
112,0,01724,Jeff Maggert,4.57,453,9900,0,2
112,0,26476,Chez Reavie,4.57,439,9600,0
114,0,28475,Jeff Overton,4.52,484,10700,0,2
115,0,28092,D.H. Lee,4.50,432,9600,0,3
116,0,28307,Matt Every,4.43,545,12300,0,3
117,0,20580,Andre Stolz,4.42,13,300,0
118,0,12652,Cameron Beckman,4.41,150,3400,0,1
119,0,24507,Jason Bohn,4.37,454,10400,0,2
119,0,22792,Peter Hanson,4.37,356,8150,0,1
119,0,33122,Russell Knox,4.37,197,4500,0
122,0,22348,Nick O'Hern,4.32,169,3900,0,1
123,0,01378,David Frost,4.30,22,500,0
123,0,23353,J.J. Henry,4.30,516,12000,0,2
125,0,25274,Steven Bowditch,4.25,400,9400,0,1
126,0,24490,George McNeill,4.24,399,9400,0
127,0,26329,Louis Oosthuizen,4.14,249,6000,0,1
128,0,25900,Lucas Glover,4.12,454,11000,0,2
129,0,32334,Charlie Beljan,4.10,459,11200,0,1
129,0,32448,James Hahn,4.10,480,11700,0,2
131,0,24494,Erik Compton,4.06,422,10400,0,1
132,0,02206,David Toms,4.05,326,8050,0,1
133,0,25444,Justin Hicks,4.03,451,11200,0,1
134,0,20157,Retief Goosen,3.97,182,4600,0,1
135,0,23541,Ben Crane,3.92,369,9400,0,2
136,0,23452,Nicolas Colsaerts,3.90,353,9050,0,3
137,0,20766,Padraig Harrington,3.88,345,8900,0,3
138,0,20160,Charlie Wi,3.86,401,10400,0,1
139,0,01945,Kenny Perry,3.83,58,1500,0
140,0,31557,Jim Herman,3.82,325,8500,0,2
141,0,20645,John Senden,3.79,458,12100,0
142,0,25345,Carl Pettersson,3.76,439,11650,0,1
143,0,20098,Stuart Appleby,3.73,395,10600,0,1
143,0,26951,Johnson Wagner,3.73,430,11500,0,2
145,0,20593,Greg Chalmers,3.69,395,10700,0,2
146,0,22371,Aaron Baddeley,3.64,401,11000,0,2
147,0,23325,Vaughn Taylor,3.57,246,6900,0,1
148,0,33418,Shawn Stefani,3.43,333,9700,0,2
149,0,23548,Bill Lunde,3.40,133,3900,0,1
150,0,06573,Brandt Jobe,3.33,283,8500,0
151,0,24925,Jonathan Byrd,3.25,234,7200,0,2
152,0,29740,Brad Fritsch,3.21,350,10900,0,1
152,0,01619,Skip Kendall,3.21,19,600,0
154,0,28679,Fabián Gómez,3.19,339,10600,0,1
154,0,34261,Scott Langley,3.19,386,12100,0,1
156,0,34431,Robert Streb,3.15,359,11400,0
157,0,20127,Chris Riley,3.14,35,1100,0
158,0,01706,Davis Love III,3.07,209,6800,0,1
159,0,22293,Heath Slocum,2.99,102,3400,0
160,0,34021,Bud Cauley,2.98,343,11500,0
161,0,27896,Ross Fisher,2.95,215,7300,0,1
162,0,20691,Greg Owen,2.94,336,11400,0
162,0,06567,Vijay Singh,2.94,291,9900,0
162,0,12602,Dean Wilson,2.94,24,800,0
165,0,20070,Matt Bettencourt,2.91,102,3500,0
166,0,27503,Steve LeBrun,2.88,270,9400,0
167,0,12510,Chad Campbell,2.87,330,11500,0,1
168,0,19970,Robert Karlsson,2.85,236,8300,0,1
169,0,27796,Joe Affrunti,2.82,56,2000,0
170,0,24846,Ricky Barnes,2.81,342,12200,0
170,0,25364,Paul Casey,2.81,100,3550,0
170,0,30852,Ryo Ishikawa,2.81,298,10600,0,1
173,0,10213,Dicky Pride,2.79,293,10500,0,2
174,0,06034,Marco Dawson,2.75,8,300,0
174,0,10733,Kent Jones,2.75,8,300,0
176,0,23718,Nathan Green,2.71,92,3400,0
176,0,22806,Doug LaBelle II,2.71,290,10700,0
176,0,23497,Tag Ridings,2.71,295,10900,0,1
179,0,02246,Duffy Waldorf,2.69,35,1300,0
180,0,24227,Justin Bolli,2.68,278,10400,0,2
181,0,01142,Bart Bryant,2.65,27,1000,0
182,0,22378,Trevor Immelman,2.63,295,11200,0,1
183,0,06251,Chris DiMarco,2.58,118,4600,0,1
184,0,08725,Tom Gillis,2.54,264,10400,0
185,0,36884,Ben Kohles,2.51,286,11400,0,1
186,0,12782,Tim Herron,2.50,190,7600,0
187,0,22621,Ben Curtis,2.46,251,10200,0
188,0,23788,D.J. Trahan,2.45,169,6900,0,1
189,0,22056,Cameron Percy,2.44,230,9400,0
190,0,30750,Tommy Gainey,2.36,324,13750,0,1
191,0,25396,Kevin Na,2.35,92,3900,0
192,0,23552,Hank Kuehne,2.34,59,2500,0
193,0,30163,Henrik Norlander,2.31,229,9900,0
194,0,07457,Steve Flesch,2.29,60,2600,0
195,0,06595,Kevin Sutherland,2.26,129,5700,0
196,0,01948,Tim Petrovic,2.23,109,4900,0,1
197,0,26668,Marc Turnesa,2.15,13,600,0
198,0,06004,Stephen Ames,2.07,182,8800,0
199,0,24663,Y.E. Yang,1.96,182,9300,0
200,0,27060,John Mallinger,1.93,112,5800,0
200,0,29289,S.Y. Noh,1.93,226,11700,0,1
202,0,01388,Robert Gamez,1.90,21,1100,0
203,0,27129,Luke List,1.85,202,10900,0
204,0,22961,David Mathis,1.79,197,11000,0,1
205,0,27120,Troy Matteson,1.76,194,11000,0
205,0,24140,Sean O'Hair,1.76,183,10400,0
207,0,28455,Will Claxton,1.69,186,11000,0
208,0,10423,Mike Weir,1.68,173,10300,0
209,0,06373,José María Olazábal,1.63,20,1200,0
210,0,32698,Bobby Gates,1.62,144,8900,0,1
211,0,20572,Rod Pampling,1.58,109,6900,0
211,0,26497,Casey Wittenberg,1.58,199,12600,0,1
213,0,24399,Scott Gardiner,1.55,161,10400,0
214,0,28158,Steve Marino,1.52,91,6000,0
215,0,28135,Aaron Watkins,1.50,126,8400,0,1
216,0,22295,Darron Stiles,1.41,125,8900,0
217,0,20443,Jin Park,1.40,125,8900,0
218,0,06621,Joe Durant,1.39,40,2900,0
218,0,02256,Tom Watson,1.39,32,2300,0
220,0,01717,Sandy Lyle,1.35,16,1200,0
220,0,28310,Lee Williams,1.35,134,9900,0
222,0,01766,Billy Mayfair,1.34,79,5900,0,1
223,0,25336,Alistair Presnell,1.33,140,10500,0
224,0,29720,Andres Gonzales,1.30,96,7400,0,1
225,0,23204,Gary Christian,1.28,52,4100,0
226,0,21951,Joey Snyder III,1.25,85,6800,0
227,0,10885,Robert Allenby,1.15,129,11200,0,1
228,0,30711,Colt Knost,1.13,130,11500,0
229,0,29425,Andrew Svoboda,1.11,89,8000,0
230,0,21350,Ryuji Imada,1.09,32,2900,0
231,0,01677,Tom Lehman,.95,11,1100,0
232,0,35901,Paul Haley II,.94,74,7900,0
233,0,20105,Jeff Gove,.93,69,7400,0
234,0,02239,Scott Verplank,.91,57,6300,0
235,0,33869,Eric Meierdierks,.86,72,8400,0
235,0,21949,Joe Ogilvie,.86,58,6700,0
237,0,01116,Michael Bradley,.79,74,9400,0
237,0,25457,Alexandre Rocha,.79,10,1300,0
239,0,07013,Wes Short Jr.,.77,51,6600,0
240,0,27141,J.B. Holmes,.66,17,2500,0
241,0,01887,Mark O'Meara,.62,11,1700,0
242,0,26695,Michael Letzig,.56,41,7400,0
243,0,06332,Neal Lancaster,.54,16,3000,0
244,0,12660,Jesper Parnevik,.34,20,5800,0
245,0,01249,John Daly,.31,18,5800,0
245,0,28308,Troy Kelly,.31,15,4800,0
247,0,01577,Lee Janzen,.16,8,4900,0
248,0,09011,David Duval,.14,5,3200,0
249,0,21407,Arjun Atwal,.12,4,3400,0
250,0,11032,Frank Lickliter II,.08,1,1100,0
250,0,21959,Ted Purdy,.08,1,1100,0
252,0,01473,Todd Hamilton,.06,1,1400,0
252,0,10585,Scott McCarron,.06,2,3300,0
