RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
158,0,01619,Skip Kendall,274.2,298324,1088
159,0,01139,Olin Browne,274.1,299576,1093
160,0,20382,Stephen Leaney,274.0,217569,794
160,0,02223,Bob Tway,274.0,252864,923
162,0,08075,Jerry Kelly,273.9,330348,1206
162,0,01771,Blaine McCallister,273.9,231725,846
164,0,19972,José Coceres,273.7,229119,837
165,0,20548,Hidemichi Tanaka,273.5,295407,1080
166,0,19846,Brian Gay,273.4,332745,1217
166,0,01926,Steve Pate,273.4,226137,827
168,0,23983,Luke Donald,273.0,235616,863
168,0,26420,Richard Johnson,273.0,349492,1280
170,0,20127,Chris Riley,272.9,199525,731
171,0,19881,Robert Damron,272.8,314287,1152
172,0,06809,Bob Burns,272.7,292641,1073
173,0,01761,Len Mattiace,272.6,263076,965
174,0,12682,Hirofumi Miyase,272.0,212414,781
175,0,02049,Gene Sauers,271.9,274863,1011
176,0,01320,Bob Estes,271.6,189272,697
177,0,06373,José María Olazábal,271.3,158188,583
178,0,02239,Scott Verplank,271.0,254704,940
179,0,12753,David Morland IV,270.9,232423,858
180,0,07721,Pat Bates,270.8,335755,1240
180,0,01457,Jay Haas,270.8,227781,841
182,0,01132,Mark Brooks,270.6,213476,789
183,0,01378,David Frost,269.8,275454,1021
184,0,01920,Craig Parry,269.6,135088,501
184,0,02099,Scott Simpson,269.6,191121,709
186,0,06078,Esteban Toledo,269.3,296461,1101
187,0,01381,Fred Funk,268.9,306767,1141
188,0,01887,Mark O'Meara,268.5,153872,573
188,0,08385,Omar Uresti,268.5,281406,1048
190,0,01157,Tom Byrum,268.4,268923,1002
191,0,01329,Brad Faxon,267.3,257387,963
192,0,01968,Nick Price,267.2,135187,506
192,0,02010,Loren Roberts,267.2,252207,944
194,0,07363,Craig Bowden,266.8,275330,1032
195,0,01219,John Cook,266.1,177995,669
196,0,01928,Corey Pavin,262.5,241192,919
