RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
121,0,25892,Steve Wheatcroft,-.038,-2.754,-27.601,24.850,72
122,0,30852,Ryo Ishikawa,-.051,-3.848,3.914,-7.760,75
123,0,34262,Jon Curran,-.088,-5.705,-3.852,-1.849,65
124,0,29222,Billy Hurley III,-.112,-7.083,-26.677,19.597,63
125,0,32200,Roberto Castro,-.120,-4.304,22.045,-26.349,36
126,0,35451,Scott Pinckney,-.131,-9.729,-31.491,21.766,74
127,0,28486,Michael Putnam,-.153,-10.399,25.384,-35.781,68
128,0,29289,S.Y. Noh,-.154,-8.337,-11.887,3.553,54
129,0,31416,Derek Fathauer,-.173,-11.438,-31.270,19.834,66
130,0,25900,Lucas Glover,-.181,-13.006,84.256,-97.259,72
131,0,32640,Troy Merritt,-.195,-15.992,-47.448,31.459,82
131,0,32150,Michael Thompson,-.195,-14.651,-26.155,11.507,75
133,0,20472,Alex Cejka,-.217,-17.158,1.178,-18.332,79
134,0,22371,Aaron Baddeley,-.223,-14.727,-62.372,47.650,66
135,0,20691,Greg Owen,-.226,-9.025,22.895,-31.918,40
136,0,31560,Brian Stuard,-.240,-18.951,-28.093,9.144,79
137,0,23623,Bo Van Pelt,-.250,-16.265,-23.949,7.687,65
138,0,27064,Jhonattan Vegas,-.267,-19.223,-25.387,6.166,72
139,0,23353,J.J. Henry,-.308,-23.433,8.003,-31.433,76
140,0,10860,Justin Leonard,-.313,-16.906,-29.381,12.476,54
141,0,28679,Fabián Gómez,-.324,-22.352,-26.634,4.289,69
142,0,20157,Retief Goosen,-.338,-20.298,-21.898,1.602,60
143,0,27933,John Merrick,-.356,-20.640,24.333,-44.971,58
144,0,34563,Chesson Hadley,-.357,-31.793,-46.743,14.951,89
145,0,25562,Andres Romero,-.374,-20.181,-30.424,10.244,54
146,0,01706,Davis Love III,-.377,-15.839,-1.283,-14.556,42
146,0,25493,Nick Taylor,-.377,-31.251,-40.581,9.329,83
148,0,20104,Ken Duke,-.378,-29.466,-12.169,-17.294,78
149,0,36801,Mark Hubbard,-.383,-23.343,-17.116,-6.226,61
150,0,24846,Ricky Barnes,-.396,-24.932,-34.980,10.048,63
151,0,22046,Geoff Ogilvy,-.432,-15.134,9.090,-24.222,35
152,0,27895,Jonas Blixt,-.440,-22.867,-29.210,6.346,52
153,0,25240,D.A. Points,-.451,-26.143,-22.987,-3.155,58
154,0,29223,Sam Saunders,-.496,-31.279,-22.686,-8.589,63
155,0,21753,Brian Davis,-.512,-36.350,-42.073,5.725,71
156,0,37273,Derek Ernst,-.531,-33.479,-.944,-32.531,63
157,0,29535,Brice Garnett,-.532,-34.055,-28.324,-5.727,64
158,0,29720,Andres Gonzales,-.537,-40.779,-54.259,13.481,76
159,0,23541,Ben Crane,-.558,-29.034,-39.482,10.452,52
159,0,30692,Scott Stallings,-.558,-27.329,-8.117,-19.209,49
161,0,28132,Tyrone Van Aswegen,-.580,-24.374,-17.992,-6.379,42
162,0,34130,Sung Joon Park,-.588,-37.050,-10.507,-26.540,63
163,0,06522,Ernie Els,-.600,-23.400,.364,-23.765,39
164,0,20848,Ángel Cabrera,-.604,-25.347,-1.324,-24.021,42
165,0,20593,Greg Chalmers,-.605,-21.766,-40.792,19.029,36
166,0,25191,Gonzalo Fernandez-Castaño,-.646,-40.728,-7.858,-32.867,63
167,0,28780,Nicholas Thompson,-.712,-49.836,-15.321,-34.514,70
168,0,34358,Jonathan Randolph,-.718,-40.193,-47.600,7.409,56
169,0,39977,Max Homa,-.729,-45.187,-38.369,-6.817,62
170,0,20766,Padraig Harrington,-.756,-37.055,-12.904,-24.149,49
171,0,25349,Tim Wilkinson,-.847,-49.127,-33.003,-16.124,58
172,0,28023,Byron Smith,-.873,-37.525,-11.862,-25.660,43
173,0,24358,Robert Garrigus,-.887,-48.760,-10.416,-38.341,55
174,0,34256,Andrew Putnam,-.905,-48.867,-77.222,28.358,54
175,0,32334,Charlie Beljan,-.933,-53.197,-7.658,-45.536,57
176,0,23048,Eric Axley,-.952,-40.927,-47.362,6.439,43
177,0,28307,Matt Every,-.968,-54.219,-58.416,4.199,56
178,0,10885,Robert Allenby,-.970,-49.452,-10.985,-38.466,51
179,0,29425,Andrew Svoboda,-1.067,-74.680,-72.885,-1.793,70
180,0,23548,Bill Lunde,-1.244,-44.788,-26.055,-18.731,36
181,0,30736,Oscar Fraustro,-1.316,-52.656,-41.345,-11.308,40
182,0,31193,Jim Renner,-1.449,-81.130,-25.428,-55.698,56
183,0,22293,Heath Slocum,-1.564,-61.000,-37.813,-23.185,39
184,0,33486,Roger Sloan,-1.605,-64.210,-44.137,-20.071,40
