RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
122,0,27095,Nick Watney,230,90,140
123,0,25396,Kevin Na,236,164,72
124,0,02246,Duffy Waldorf,237,105,132
125,0,25804,Bubba Watson,239,43,196
126,0,08881,Tripp Isenhour,241,132,109
127,0,22348,Nick O'Hern,244,79,165
128,0,23638,Brendon de Jonge,245,98,147
129,0,11123,Chris Couch,249,76,173
130,0,07223,Brian Bateman,253,119,134
131,0,10809,Jim Furyk,254,144,110
131,0,19846,Brian Gay,254,131,123
133,0,02104,Jeff Sluman,255,172,83
134,0,23621,Rory Sabbatini,256,159,97
134,0,22293,Heath Slocum,256,108,148
136,0,26420,Richard Johnson,258,153,105
136,0,11032,Frank Lickliter II,258,102,156
138,0,12510,Chad Campbell,259,132,127
139,0,23108,Matt Kuchar,261,139,122
140,0,20572,Rod Pampling,262,152,110
141,0,12602,Dean Wilson,263,123,140
142,0,24912,Will MacKenzie,264,106,158
142,0,12714,Chris Tidland,264,128,136
144,0,07867,Woody Austin,267,144,123
145,0,07457,Steve Flesch,268,168,100
145,0,01381,Fred Funk,268,173,95
147,0,01157,Tom Byrum,270,185,85
148,0,26596,Ryan Moore,271,128,143
149,0,06621,Joe Durant,273,137,136
150,0,22405,Justin Rose,275,125,150
151,0,01161,Mark Calcavecchia,276,115,161
152,0,25686,Jason Dufner,281,154,127
153,0,21646,David Branshaw,288,149,139
154,0,08123,Jeff Brehaut,289,157,132
155,0,23718,Nathan Green,294,175,119
156,0,01313,Steve Elkington,299,187,112
156,0,01577,Lee Janzen,299,123,176
158,0,20645,John Senden,303,149,154
159,0,21961,Charles Howell III,305,157,148
160,0,21731,Freddie Jacobson,306,144,162
160,0,24361,Pat Perez,306,125,181
162,0,20850,Daniel Chopra,307,136,171
162,0,23322,Brett Wetterich,307,162,145
164,0,26289,Boo Weekley,309,190,119
165,0,06643,Paul Goydos,314,164,150
166,0,25900,Lucas Glover,316,140,176
166,0,08793,Tiger Woods,316,144,172
168,0,23613,Rich Barcelo,317,155,162
169,0,01677,Tom Lehman,320,170,150
170,0,02223,Bob Tway,322,163,159
171,0,23497,Tag Ridings,327,140,187
172,0,06034,Marco Dawson,333,159,174
173,0,20691,Greg Owen,335,170,165
174,0,22371,Aaron Baddeley,340,180,160
174,0,06515,Shaun Micheel,340,156,184
176,0,24449,Parker McLachlin,343,164,179
177,0,21806,Paul Gow,349,181,168
177,0,28486,Michael Putnam,349,159,190
179,0,20160,Charlie Wi,354,184,170
180,0,01142,Bart Bryant,355,193,162
181,0,06197,Michael Allen,356,188,168
181,0,21528,Henrik Stenson,356,164,192
181,0,26951,Johnson Wagner,356,168,188
184,0,22806,Doug LaBelle II,357,179,178
185,0,19972,José Coceres,362,195,167
186,0,24490,George McNeill,364,182,182
187,0,01948,Tim Petrovic,365,186,179
188,0,24925,Jonathan Byrd,367,178,189
188,0,02036,Jim Rutledge,367,173,194
188,0,25892,Steve Wheatcroft,367,192,175
191,0,20104,Ken Duke,370,188,182
191,0,26882,Michael Sim,370,175,195
193,0,06373,José María Olazábal,374,183,191
194,0,01320,Bob Estes,376,191,185
195,0,01810,Phil Mickelson,382,196,186
196,0,21209,Sergio Garcia,387,194,193
