RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
67,0,24140,Sean O'Hair,92' 6",5640' 1",61
69,0,01388,Robert Gamez,92' 3",4889' 2",53
70,0,20628,Arron Oberholser,92' 0",4323' 8",47
71,0,24507,Jason Bohn,91' 10",2939' 6",32
72,0,12660,Jesper Parnevik,91' 9",4861' 5",53
73,0,23638,Brendon de Jonge,91' 8",3574' 3",39
74,0,01473,Todd Hamilton,91' 6",3385' 5",37
74,0,01766,Billy Mayfair,91' 6",5948' 7",65
76,0,23614,Rich Beem,91' 5",5118' 2",56
77,0,20433,Mark Hensby,91' 3",5020' 6",55
78,0,23623,Bo Van Pelt,91' 0",5735' 3",63
78,0,08793,Tiger Woods,91' 0",3002' 0",33
80,0,22212,Craig Lile,90' 10",4086' 5",45
81,0,19803,Ryan Armour,90' 8",5984' 9",66
81,0,11032,Frank Lickliter II,90' 8",5801',64
81,0,22293,Heath Slocum,90' 8",6438' 0",71
84,0,27702,Matt Hendrix,90' 5",3255' 5",36
85,0,20634,Peter Lonard,90' 3",4513' 5",50
86,0,29476,Kyle Reifers,90' 0",2339' 3",26
87,0,20850,Daniel Chopra,89' 11",5843' 6",65
87,0,01724,Jeff Maggert,89' 11",4764' 2",53
89,0,01161,Mark Calcavecchia,89' 9",4758' 3",53
89,0,02206,David Toms,89' 9",4666' 8",52
91,0,01035,Tommy Armour III,89' 7",4929' 1",55
91,0,21646,David Branshaw,89' 7",4749' 2",53
91,0,22405,Justin Rose,89' 7",2955' 1",33
91,0,21660,Jason Schultz,89' 7",2509' 6",28
95,0,27963,Chris Stroud,89' 6",3132' 7",35
96,0,19824,Craig Barlow,89' 2",2228' 7",25
96,0,20157,Retief Goosen,89' 2",1960' 9",22
96,0,24912,Will MacKenzie,89' 2",5797' 6",65
99,0,23048,Eric Axley,89' 1",5523' 5",62
99,0,20574,Mathew Goggin,89' 1",5343' 0",60
99,0,01577,Lee Janzen,89' 1",3117' 1",35
102,0,02036,Jim Rutledge,89' 0",2135' 5",24
103,0,12705,Cliff Kresge,88' 10",6041',68
104,0,21350,Ryuji Imada,88' 7",6733' 2",76
105,0,10425,Jay Williamson,88' 6",2301' 8",26
106,0,27933,John Merrick,88' 4",4770' 1",54
107,0,20098,Stuart Appleby,88' 2",4937' 2",56
107,0,08123,Jeff Brehaut,88' 2",3084' 9",35
107,0,20859,Anders Hansen,88' 2",2645' 3",30
110,0,08931,Glen Day,88' 0",4577' 6",52
111,0,25900,Lucas Glover,87' 6",4549' 1",52
112,0,06034,Marco Dawson,87' 4",3318' 9",38
113,0,26420,Richard Johnson,87' 3",3838' 0",44
114,0,28475,Jeff Overton,87' 1",3046' 6",35
115,0,08881,Tripp Isenhour,87' 0",4089' 7",47
116,0,20378,Mathias Grönberg,86' 10",4949' 1",57
117,0,12510,Chad Campbell,86' 8",4592' 7",53
117,0,23135,Tim Clark,86' 8",4248' 8",49
119,0,06251,Chris DiMarco,86' 7",3808' 7",44
120,0,07363,Craig Bowden,86' 3",4224' 9",49
120,0,02246,Duffy Waldorf,86' 3",3364' 2",39
122,0,24357,K.J. Choi,85' 7",4363' 7",51
123,0,08075,Jerry Kelly,85' 6",5384' 9",63
123,0,25345,Carl Pettersson,85' 6",6324' 8",74
125,0,28486,Michael Putnam,85' 5",3672' 9",43
126,0,26360,Bubba Dickerson,85' 2",2130' 1",25
127,0,12652,Cameron Beckman,84' 10",4328' 7",51
127,0,10809,Jim Furyk,84' 10",4663' 7",55
127,0,06515,Shaun Micheel,84' 10",3478',41
130,0,24502,Adam Scott,84' 6",3635' 0",43
131,0,22348,Nick O'Hern,84' 4",3794' 9",45
132,0,23613,Rich Barcelo,84' 2",3617' 8",43
132,0,27060,John Mallinger,84' 2",5135' 3",61
134,0,07867,Woody Austin,83' 11",5116' 9",61
134,0,19846,Brian Gay,83' 11",5790',69
134,0,12714,Chris Tidland,83' 11",3357' 2",40
134,0,23322,Brett Wetterich,83' 11",3860',46
138,0,01941,Tom Pernice Jr.,83' 10",4863' 6",58
139,0,20382,Stephen Leaney,83' 9",4018' 9",48
140,0,26881,Jarrod Lyle,83' 5",3836' 5",46
140,0,25190,Jeff Quinney,83' 5",4757' 1",57
142,0,24024,Zach Johnson,83' 3",4493',54
143,0,12680,Shigeki Maruyama,82' 9",4221',51
144,0,22806,Doug LaBelle II,82' 7",5039' 0",61
145,0,21633,Steve Allan,82' 6",2888' 5",35
146,0,20623,Gavin Coles,82' 1",4021' 1",49
147,0,24490,George McNeill,81' 11",4013' 9",49
148,0,21209,Sergio Garcia,81' 10",3354' 3",41
149,0,24138,Ian Poulter,81' 8",2613' 7",32
150,0,26596,Ryan Moore,81' 7",4896' 8",60
150,0,02239,Scott Verplank,81' 7",4080' 4",50
152,0,21961,Charles Howell III,81' 6",3991' 6",49
153,0,25686,Jason Dufner,81' 3",3982' 2",49
153,0,26882,Michael Sim,81' 3",2355' 6",29
155,0,23353,J.J. Henry,81' 2",3569' 7",44
156,0,21731,Freddie Jacobson,80' 9",3473' 9",43
157,0,20572,Rod Pampling,79' 7",4457' 7",56
158,0,10860,Justin Leonard,79' 3",4834' 5",61
158,0,01810,Phil Mickelson,79' 3",2220' 1",28
160,0,01381,Fred Funk,78' 2",3127' 8",40
161,0,21470,Daisuke Maruyama,77' 11",4052' 7",52
162,0,26289,Boo Weekley,77' 9",3498' 8",45
163,0,23933,Michael Boyd,77' 6",2712' 0",35
164,0,01677,Tom Lehman,77' 3",2858' 1",37
164,0,23621,Rory Sabbatini,77' 3",3323' 2",43
164,0,20160,Charlie Wi,77' 3",4248' 3",55
167,0,22621,Ben Curtis,76' 9",3839' 3",50
168,0,22371,Aaron Baddeley,76' 8",2836' 4",37
169,0,07547,Craig Kanada,76' 6",4898' 4",64
170,0,23108,Matt Kuchar,76' 4",3510' 1",46
171,0,06621,Joe Durant,76' 3",3814' 5",50
172,0,02223,Bob Tway,76' 1",4337' 8",57
173,0,21806,Paul Gow,75' 11",3037' 1",40
174,0,01313,Steve Elkington,75' 8",3403' 7",45
174,0,07457,Steve Flesch,75' 8",4084',54
176,0,10423,Mike Weir,75' 3",3235' 0",43
177,0,01157,Tom Byrum,75' 0",2174' 8",29
177,0,06643,Paul Goydos,75' 0",2926' 5",39
179,0,01707,Steve Lowery,74' 8",3508' 6",47
180,0,01948,Tim Petrovic,74' 3",3860' 7",52
181,0,24449,Parker McLachlin,74' 1",3111' 3",42
182,0,20691,Greg Owen,73' 10",2878' 1",39
183,0,06004,Stephen Ames,73' 6",2793',38
184,0,02104,Jeff Sluman,73' 5",2130' 0",29
185,0,23718,Nathan Green,73' 3",4542' 8",62
186,0,19972,José Coceres,72' 4",2821' 5",39
187,0,20127,Chris Riley,72' 3",2238' 6",31
188,0,20104,Ken Duke,72' 0",3313' 6",46
188,0,25892,Steve Wheatcroft,72' 0",2665' 1",37
190,0,01928,Corey Pavin,71' 4",3352' 7",47
191,0,22378,Trevor Immelman,70' 6",2538' 6",36
191,0,06373,José María Olazábal,70' 6",1832' 0",26
193,0,25396,Kevin Na,69' 0",3588' 7",52
194,0,06197,Michael Allen,67' 6",2766' 9",41
195,0,01320,Bob Estes,66' 4",3912' 9",59
196,0,01142,Bart Bryant,63' 4",3422' 0",54
