RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
104,0,24357,K.J. Choi,112.43,6071.16,54
105,0,24507,Jason Bohn,112.40,3934.14,35
106,0,06004,Stephen Ames,112.34,4942.88,44
107,0,21646,David Branshaw,112.16,6056.60,54
108,0,01024,Billy Andrade,112.07,6611.93,59
109,0,10423,Mike Weir,112.06,5266.91,47
110,0,25686,Jason Dufner,111.99,6047.27,54
111,0,06595,Kevin Sutherland,111.95,6157.28,55
112,0,21731,Freddie Jacobson,111.91,4924.02,44
113,0,07457,Steve Flesch,111.80,6372.70,57
114,0,24449,Parker McLachlin,111.62,4799.70,43
115,0,23718,Nathan Green,111.61,7142.84,64
116,0,01320,Bob Estes,111.56,6693.66,60
117,0,24290,D.J. Brigman,111.55,4350.38,39
118,0,12660,Jesper Parnevik,111.54,6357.92,57
119,0,01707,Steve Lowery,111.38,5569.12,50
120,0,25396,Kevin Na,111.22,6006.09,54
121,0,23048,Eric Axley,111.15,7447.36,67
122,0,02101,Joey Sindelar,111.12,5778.14,52
123,0,01142,Bart Bryant,111.08,6220.54,56
124,0,10809,Jim Furyk,111.05,6329.86,57
125,0,20472,Alex Cejka,111.00,5328.11,48
125,0,02246,Duffy Waldorf,111.00,4440.09,40
127,0,12195,Tom Johnson,110.96,5104.00,46
127,0,10733,Kent Jones,110.96,7323.40,66
129,0,20859,Anders Hansen,110.88,3326.41,30
130,0,20498,Briny Baird,110.86,8314.69,75
131,0,08537,J.P. Hayes,110.78,6314.58,57
131,0,21949,Joe Ogilvie,110.78,7644.00,69
133,0,02223,Bob Tway,110.63,6859.27,62
134,0,06527,Steve Stricker,110.62,6416.17,58
135,0,01797,Rocco Mediate,110.42,6294.04,57
136,0,12652,Cameron Beckman,110.37,6180.57,56
137,0,20105,Jeff Gove,110.27,7829.27,71
137,0,10425,Jay Williamson,110.27,3308.18,30
139,0,21350,Ryuji Imada,110.03,8472.00,77
140,0,19803,Ryan Armour,109.98,7808.42,71
140,0,20628,Arron Oberholser,109.98,5388.78,49
142,0,12705,Cliff Kresge,109.85,7909.02,72
142,0,10860,Justin Leonard,109.85,7249.94,66
144,0,24138,Ian Poulter,109.82,3843.67,35
145,0,27649,Brandt Snedeker,109.70,6911.25,63
146,0,23983,Luke Donald,109.67,4606.10,42
147,0,12602,Dean Wilson,109.64,5810.83,53
148,0,25190,Jeff Quinney,109.61,6467.03,59
149,0,20433,Mark Hensby,109.60,6247.25,57
149,0,10213,Dicky Pride,109.60,4932.05,45
151,0,22212,Craig Lile,109.47,5145.15,47
152,0,08881,Tripp Isenhour,109.43,5581.13,51
153,0,24457,Jaco Van Zyl,109.38,3609.59,33
154,0,22806,Doug LaBelle II,109.21,7207.92,66
155,0,21470,Daisuke Maruyama,109.15,5894.14,54
156,0,10117,Bob Heintz,109.13,5129.24,47
157,0,01313,Steve Elkington,109.07,5344.44,49
158,0,19972,José Coceres,108.83,4244.50,39
158,0,01941,Tom Pernice Jr.,108.83,6747.72,62
160,0,02206,David Toms,108.78,5765.34,53
161,0,22621,Ben Curtis,108.74,5763.15,53
162,0,06251,Chris DiMarco,108.73,5110.36,47
163,0,23325,Vaughn Taylor,108.68,6303.59,58
164,0,01035,Tommy Armour III,108.67,6085.34,56
165,0,24024,Zach Johnson,108.48,6074.74,56
166,0,01724,Jeff Maggert,108.46,6182.27,57
167,0,22295,Darron Stiles,108.45,3795.90,35
168,0,26420,Richard Johnson,108.41,5095.43,47
169,0,22348,Nick O'Hern,108.38,4876.92,45
170,0,21806,Paul Gow,108.33,4658.09,43
170,0,21878,Mark Wilson,108.33,6933.13,64
172,0,01157,Tom Byrum,108.30,3248.86,30
173,0,23108,Matt Kuchar,108.21,5302.05,49
174,0,02104,Jeff Sluman,108.20,3245.95,30
175,0,20127,Chris Riley,108.19,3570.37,33
176,0,22293,Heath Slocum,108.16,7895.86,73
177,0,08075,Jerry Kelly,108.01,6912.35,64
178,0,21753,Brian Davis,107.83,6685.57,62
179,0,27060,John Mallinger,107.78,7113.53,66
180,0,01766,Billy Mayfair,107.69,6999.59,65
181,0,02239,Scott Verplank,107.34,5474.17,51
182,0,01388,Robert Gamez,107.15,5893.02,55
183,0,20382,Stephen Leaney,107.10,5355.08,50
184,0,02214,Kirk Triplett,106.51,6390.49,60
185,0,23135,Tim Clark,106.36,5424.32,51
186,0,01381,Fred Funk,106.24,4355.87,41
187,0,08931,Glen Day,106.09,5622.97,53
188,0,06643,Paul Goydos,105.99,4239.49,40
189,0,12680,Shigeki Maruyama,105.86,5822.56,55
190,0,23933,Michael Boyd,105.85,3704.77,35
191,0,07547,Craig Kanada,105.65,7500.94,71
192,0,01928,Corey Pavin,104.34,5217.11,50
193,0,19846,Brian Gay,104.33,7928.97,76
194,0,20623,Gavin Coles,103.49,5277.86,51
195,0,01132,Mark Brooks,103.26,2994.63,29
196,0,07363,Craig Bowden,101.86,5296.68,52
