RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
35,0,30926,Chris Kirk,0.685,0.009,0.392,0.283,76
36,0,46340,Alex Smalley,0.684,0.254,0.407,0.022,93
37,0,34046,Jordan Spieth,0.624,0.200,0.173,0.250,62
38,0,57366,Cameron Young,0.620,0.581,0.072,-0.019,67
39,0,36801,Mark Hubbard,0.594,-0.182,0.572,0.203,89
40,0,47591,Eric Cole,0.559,-0.268,0.545,0.282,109
41,0,40115,Adam Svensson,0.541,0.200,0.278,0.062,103
42,0,51070,Vincent Norrman,0.523,0.469,0.084,-0.030,65
43,0,28089,Jason Day,0.519,0.346,-0.020,0.192,64
44,0,52375,Doug Ghim,0.515,0.247,0.174,0.093,74
45,0,55893,Sam Stevens,0.468,0.400,-0.049,0.116,83
46,0,24502,Adam Scott,0.465,0.421,-0.169,0.212,52
47,0,33141,Keegan Bradley,0.438,0.202,0.237,0.000,67
48,0,39546,Keith Mitchell,0.429,0.743,-0.288,-0.027,74
48,0,25493,Nick Taylor,0.429,-0.123,0.370,0.181,75
50,0,23108,Matt Kuchar,0.422,0.027,0.035,0.359,79
51,0,34076,Joel Dahmen,0.418,0.184,0.114,0.119,73
52,0,40098,Matt Fitzpatrick,0.396,0.211,-0.053,0.238,63
53,0,51890,Greyson Sigg,0.367,0.064,0.207,0.096,89
54,0,12716,Charley Hoffman,0.366,-0.037,0.408,-0.006,58
55,0,32791,K.H. Lee,0.355,0.035,0.063,0.257,82
56,0,54591,Ben Griffin,0.351,-0.066,0.086,0.330,90
56,0,47347,Adam Schenk,0.351,0.056,0.293,0.001,98
58,0,36699,Patrick Rodgers,0.331,0.199,-0.059,0.190,84
59,0,57362,Austin Eckroat,0.329,0.363,0.015,-0.049,72
60,0,35532,Tom Hoge,0.320,-0.253,0.706,-0.134,85
61,0,52453,Nicolai Hojgaard,0.315,-0.061,0.360,0.016,34
62,0,39335,Kevin Roy,0.312,-0.132,0.574,-0.130,53
63,0,58168,Davis Thompson,0.309,0.449,-0.198,0.058,87
64,0,51634,Sahith Theegala,0.304,-0.139,0.175,0.267,86
65,0,30927,Brendon Todd,0.294,-0.348,0.200,0.454,86
66,0,27214,Kevin Streelman,0.284,0.007,0.142,0.135,85
67,0,27644,Brian Harman,0.281,0.254,0.008,0.018,79
68,0,47993,Denny McCarthy,0.280,0.035,0.102,0.143,88
69,0,28775,Nate Lashley,0.277,-0.105,0.318,0.063,84
70,0,48117,Kurt Kitayama,0.274,-0.117,0.285,0.106,55
70,0,23320,Ryan Palmer,0.274,0.210,0.223,-0.158,65
72,0,52374,Brandon Wu,0.269,0.159,0.113,-0.004,85
73,0,54628,Lee Hodges,0.266,0.245,0.180,-0.160,89
73,0,54783,Dylan Wu,0.266,0.006,0.253,0.007,79
75,0,33399,Adam Hadwin,0.265,-0.011,0.210,0.065,81
76,0,49960,Sepp Straka,0.258,-0.010,0.509,-0.242,77
77,0,36326,David Lipsky,0.257,-0.133,0.330,0.059,81
78,0,39975,Michael Kim,0.256,-0.019,0.224,0.050,69
79,0,49771,J.T. Poston,0.252,-0.081,0.296,0.038,86
80,0,59018,Ryan Gerard,0.233,-0.148,0.250,0.130,49
81,0,35461,Beau Hossler,0.226,0.230,-0.263,0.259,88
82,0,36871,Matt NeSmith,0.221,0.006,0.245,-0.030,84
82,0,40250,Taylor Pendrith,0.221,0.320,0.014,-0.113,80
84,0,47504,Sam Burns,0.212,0.266,-0.100,0.046,73
85,0,31646,Emiliano Grillo,0.211,0.203,0.213,-0.194,88
86,0,26596,Ryan Moore,0.200,-0.112,0.522,-0.211,64
87,0,58696,Peter Kuest,0.198,0.488,0.052,-0.342,39
87,0,51997,Andrew Novak,0.198,-0.010,0.037,0.171,68
89,0,50188,S.H. Kim,0.188,0.412,-0.435,0.210,97
90,0,34256,Andrew Putnam,0.168,-0.411,0.476,0.102,90
91,0,32816,Satoshi Kodaira,0.156,-0.131,0.115,0.171,43
92,0,48699,Callum Tarren,0.127,0.188,0.168,-0.229,82
93,0,27349,Alex Noren,0.126,-0.378,0.162,0.341,73
94,0,54421,Garrick Higgo,0.120,0.509,-0.291,-0.098,90
95,0,25686,Jason Dufner,0.111,-0.111,0.101,0.122,69
96,0,32640,Troy Merritt,0.105,-0.026,-0.075,0.206,70
96,0,29908,C.T. Pan,0.105,-0.196,0.247,0.054,39
98,0,39954,Cody Gribble,0.099,0.160,-0.059,-0.002,50
99,0,47988,Nick Hardy,0.097,0.090,0.221,-0.214,89
100,0,56762,Will Gordon,0.096,0.358,0.154,-0.416,89
101,0,37338,Zecheng Dou,0.071,0.127,-0.142,0.085,76
102,0,33653,Thomas Detry,0.069,0.029,-0.056,0.095,67
103,0,37275,Sam Ryder,0.064,-0.385,0.484,-0.036,88
104,0,22056,Cameron Percy,0.053,0.170,-0.091,-0.027,45
105,0,46441,Robby Shelton,0.048,-0.296,0.125,0.219,83
106,0,40058,Zac Blair,0.046,-0.264,0.093,0.218,63
107,0,33413,Ben Martin,0.037,0.048,0.318,-0.330,80
108,0,34099,Harris English,0.028,-0.288,0.138,0.178,82
109,0,47995,Davis Riley,0.021,-0.017,0.361,-0.323,76
110,0,45609,Tyler Duncan,0.012,0.484,-0.125,-0.348,79
111,0,39067,MJ Daffue,-0.001,0.571,-0.374,-0.199,74
112,0,33122,Russell Knox,-0.016,-0.511,0.540,-0.046,84
113,0,30692,Scott Stallings,-0.017,0.031,-0.138,0.090,67
114,0,48887,Matt Wallace,-0.022,-0.423,0.172,0.228,67
115,0,45522,Christiaan Bezuidenhout,-0.023,-0.380,0.151,0.205,79
116,0,55708,Hayden Buckley,-0.028,0.611,-0.104,-0.535,65
117,0,49947,Taylor Moore,-0.065,-0.041,-0.039,0.015,81
118,0,26476,Chez Reavie,-0.075,-0.229,0.367,-0.213,85
119,0,32366,Kevin Chappell,-0.116,-0.165,0.121,-0.073,36
120,0,32448,James Hahn,-0.124,0.315,-0.159,-0.280,69
121,0,25818,Scott Piercy,-0.135,-0.098,-0.017,-0.020,70
122,0,52372,Cameron Champ,-0.141,0.490,-0.061,-0.570,59
123,0,31577,Tano Goya,-0.143,0.145,-0.445,0.156,65
124,0,30163,Henrik Norlander,-0.145,-0.182,-0.004,0.040,68
125,0,49453,Trevor Cone,-0.147,0.550,-0.179,-0.503,63
126,0,29535,Brice Garnett,-0.150,-0.118,-0.137,0.104,63
127,0,36724,Augusto Núñez,-0.157,0.111,-0.196,-0.073,58
128,0,22371,Aaron Baddeley,-0.162,-0.586,-0.055,0.479,59
129,0,35506,Mackenzie Hughes,-0.166,-0.320,-0.230,0.383,71
130,0,49298,Kramer Hickok,-0.168,0.024,-0.132,-0.061,78
131,0,27936,Martin Laird,-0.184,-0.194,-0.042,0.051,68
132,0,55454,Carl Yuan,-0.204,0.171,-0.164,-0.212,69
133,0,46601,Trey Mullinax,-0.209,-0.111,0.032,-0.132,67
134,0,34563,Chesson Hadley,-0.212,-0.168,0.343,-0.388,78
135,0,27554,Scott Harrington,-0.228,0.149,-0.246,-0.114,57
136,0,25632,Jimmy Walker,-0.236,-0.216,-0.120,0.100,76
137,0,47079,Harrison Endycott,-0.242,-0.169,-0.184,0.111,68
138,0,34431,Robert Streb,-0.243,-0.037,-0.229,0.023,62
139,0,32139,Danny Willett,-0.244,-0.147,-0.213,0.115,53
140,0,40006,Erik van Rooyen,-0.247,0.063,0.056,-0.367,56
141,0,28252,Seamus Power,-0.248,-0.034,-0.354,0.139,65
142,0,32333,Kevin Tway,-0.250,0.046,-0.150,-0.134,80
143,0,48867,Matti Schmid,-0.251,0.237,-0.016,-0.473,52
144,0,27963,Chris Stroud,-0.261,-0.412,0.229,-0.078,41
145,0,32757,Patton Kizzire,-0.263,-0.266,-0.029,0.031,83
146,0,29221,Webb Simpson,-0.264,-0.221,0.051,-0.095,53
147,0,24140,Sean O'Hair,-0.266,-0.031,-0.193,-0.043,31
148,0,52513,Carson Young,-0.273,0.086,0.066,-0.425,75
149,0,24925,Jonathan Byrd,-0.287,-0.299,-0.515,0.527,37
150,0,29420,Billy Horschel,-0.298,-0.224,-0.122,0.048,53
151,0,31202,William McGirt,-0.306,-0.352,-0.056,0.102,37
152,0,19803,Ryan Armour,-0.322,-0.153,-0.043,-0.126,67
153,0,20229,Stewart Cink,-0.326,-0.317,-0.108,0.098,66
154,0,50095,Austin Smotherman,-0.330,0.016,-0.063,-0.284,81
155,0,47983,Chad Ramey,-0.332,-0.015,-0.239,-0.079,89
156,0,35310,Lanto Griffin,-0.336,0.149,-0.405,-0.080,45
157,0,51414,Brent Grant,-0.367,0.806,-0.674,-0.500,57
158,0,40162,Justin Lower,-0.382,-0.243,0.073,-0.212,80
159,0,50493,Justin Suh,-0.410,0.052,-0.068,-0.394,97
160,0,35449,Adam Long,-0.422,-0.182,-0.449,0.209,86
161,0,55789,Taylor Montgomery,-0.442,-0.206,-0.515,0.278,85
162,0,52411,Kyle Westmoreland,-0.466,0.093,-0.510,-0.050,58
163,0,53165,Doc Redman,-0.470,0.052,-0.134,-0.388,67
164,0,48119,Ben Taylor,-0.503,-0.452,-0.085,0.033,85
165,0,24024,Zach Johnson,-0.537,-0.199,-0.310,-0.029,56
166,0,57975,Harry Hall,-0.549,-0.404,-0.304,0.158,74
167,0,48084,Wesley Bryan,-0.590,-0.446,-0.423,0.278,31
168,0,34466,Peter Malnati,-0.619,-0.571,-0.312,0.265,76
169,0,46435,Austin Cook,-0.622,-0.564,-0.319,0.261,56
170,0,34409,David Lingmerth,-0.631,-0.498,-0.061,-0.072,59
171,0,34610,Matthias Schwab,-0.647,-0.443,-0.446,0.242,81
172,0,39058,Lucas Herbert,-0.650,0.181,-0.496,-0.337,48
173,0,33408,Tyson Alexander,-0.659,-0.426,-0.291,0.057,70
174,0,46442,Maverick McNealy,-0.729,-0.601,-0.269,0.141,49
175,0,35879,Kelly Kraft,-0.735,-0.198,-0.245,-0.292,73
176,0,51349,Nico Echavarria,-0.765,-0.113,-0.416,-0.237,55
177,0,27974,Sung Kang,-0.779,-0.610,0.013,-0.183,31
178,0,35901,Paul Haley II,-0.805,-0.352,-0.441,-0.012,69
179,0,58967,Trevor Werbylo,-0.857,-0.137,-0.757,0.036,58
180,0,31557,Jim Herman,-0.917,-0.038,-0.579,-0.300,62
181,0,49766,Hank Lebioda,-0.948,-0.359,-0.221,-0.367,42
182,0,29289,S.Y. Noh,-0.968,-0.624,-0.335,-0.010,46
183,0,35617,Martin Trainer,-1.045,-0.364,-0.650,-0.032,38
184,0,47128,Richy Werenski,-1.076,-0.137,-0.802,-0.138,72
185,0,32662,Michael Gligic,-1.127,-0.081,-0.534,-0.513,52
186,0,51491,Brandon Matthews,-1.131,-0.029,-0.209,-0.893,42
187,0,51950,Max McGreevy,-1.203,-0.439,-0.790,0.025,64
188,0,29970,Dylan Frittelli,-1.299,-0.695,-0.620,0.016,59
189,0,31560,Brian Stuard,-1.320,-1.077,-0.352,0.109,50
190,0,28420,Ryan Brehm,-1.370,-0.376,-0.554,-0.440,67
191,0,33410,Andrew Landry,-1.390,-0.208,-0.911,-0.271,63
192,0,33597,Harry Higgs,-1.443,-0.487,-0.844,-0.113,59
193,0,27095,Nick Watney,-1.715,-1.343,-0.191,-0.181,55
